場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
中山,1,1,トントンビョウシ,佐々木大,143.0,-258.0,-1647.0,1158.0,332.0,,-272.0,5.0
中山,1,2,エスシーケイミー,大野拓弥,-510.0,-326.0,-724.0,1084.0,-45.0,,-521.0,6.0
中山,1,3,キタノドンカルロ,江田照男,-335.0,1307.0,-3669.0,-2749.0,-504.0,,-5950.0,12.0
中山,1,4,ミツカネメルクリオ,キング　,,,,,,,,
中山,1,5,サノノキャニオン,横山武史,-669.0,-365.0,-2781.0,-1275.0,-878.0,,-5968.0,13.0
中山,1,6,アンプイットアップ,岩田望来,659.0,293.0,-626.0,2117.0,2027.0,,4470.0,3.0
中山,1,7,トヨサカエ,吉田豊　,-443.0,-619.0,212.0,-266.0,-624.0,,-1740.0,8.0
中山,1,8,イセッセイ,遠藤汰月,-4263.0,-7636.0,-6073.0,-7583.0,-3188.0,,-28743.0,15.0
中山,1,9,キタノモテック,野中悠太,-907.0,-350.0,-922.0,-30.0,-2246.0,,-4455.0,11.0
中山,1,10,カンフーヒーロー,木幡巧也,-1633.0,955.0,473.0,875.0,-1294.0,,-624.0,7.0
中山,1,11,ジャックナダル,荻野極　,892.0,796.0,1668.0,4139.0,389.0,,7884.0,1.0
中山,1,12,フェスティヴハート,柴田大知,485.0,-542.0,-1013.0,-1918.0,387.0,,-2601.0,9.0
中山,1,13,スーパーガール,佐藤翔馬,1530.0,-19.0,-188.0,1683.0,1035.0,,4041.0,4.0
中山,1,14,ベンガルボダイジュ,上里直汰,-335.0,-504.0,893.0,-2460.0,-913.0,,-3319.0,10.0
中山,1,15,シンクシビリティ,原優介　,-575.0,-2246.0,-351.0,-1496.0,-2011.0,,-6679.0,14.0
中山,1,16,ステラゲイル,丸田恭介,2212.0,-192.0,1148.0,1602.0,2175.0,,6945.0,2.0
中山,2,1,マスカルポーネ,長浜鴻緒,2247.0,-226.0,786.0,1673.0,1497.0,,5977.0,1.0
中山,2,2,レヴェンドール,野中悠太,-907.0,-350.0,-922.0,-2069.0,-2246.0,,-6494.0,13.0
中山,2,3,ゲンパチミスティ,遠藤汰月,-4263.0,-7636.0,-6073.0,-2147.0,-3188.0,,-23307.0,14.0
中山,2,4,ウインベルチェーロ,原優介　,-575.0,-2246.0,-351.0,-1187.0,-2011.0,,-6370.0,12.0
中山,2,5,エコロストーム,菅原明良,-2134.0,267.0,-314.0,-1693.0,-1499.0,,-5373.0,10.0
中山,2,6,キタノエピックアン,上里直汰,-335.0,-504.0,893.0,2851.0,-913.0,,1992.0,4.0
中山,2,7,ラスターヴァース,木幡巧也,-1633.0,955.0,473.0,-405.0,-1294.0,,-1904.0,8.0
中山,2,8,リーピングサイン,岩田望来,659.0,293.0,-626.0,-35.0,2027.0,,2318.0,3.0
中山,2,9,ニケフェリーチェ,柴田大知,485.0,-542.0,-1013.0,-1015.0,387.0,,-1698.0,7.0
中山,2,10,ティンブロポップ,岩田康誠,318.0,-856.0,-51.0,1457.0,386.0,,1254.0,5.0
中山,2,11,ジェイエルグリーン,佐々木大,143.0,-258.0,-1647.0,-2305.0,332.0,,-3735.0,9.0
中山,2,12,プレイメイカー,横山武史,-669.0,-365.0,-2781.0,-1532.0,-878.0,,-6225.0,11.0
中山,2,13,アンデルストープ,杉原誠人,507.0,-309.0,-1224.0,-501.0,323.0,,-1204.0,6.0
中山,2,14,ユニベールクイーン,丸田恭介,2212.0,-192.0,1148.0,-780.0,2175.0,,4563.0,2.0
中山,3,1,イトハマー,木幡巧也,-1633.0,955.0,473.0,875.0,-1294.0,,-624.0,7.0
中山,3,2,セイカユウヒ,丸田恭介,2212.0,-192.0,1148.0,1602.0,2175.0,,6945.0,2.0
中山,3,3,ボビネット,吉田豊　,-443.0,-619.0,212.0,-266.0,-624.0,,-1740.0,9.0
中山,3,4,シューペルブリアン,江田照男,-335.0,1307.0,-3669.0,-2749.0,-504.0,,-5950.0,14.0
中山,3,5,ドラリズム,津村明秀,-228.0,2377.0,-338.0,490.0,-1008.0,,1293.0,4.0
中山,3,6,エクスプレスナイト,原優介　,-575.0,-2246.0,-351.0,-1496.0,-2011.0,,-6679.0,16.0
中山,3,7,ビリージェイ,大野拓弥,-510.0,-326.0,-724.0,1084.0,-45.0,,-521.0,6.0
中山,3,8,フェルアフリーゼ,長浜鴻緒,2247.0,-226.0,786.0,864.0,1497.0,,5168.0,3.0
中山,3,9,キングスメッセージ,岩田康誠,318.0,-856.0,-51.0,-1436.0,386.0,,-1639.0,8.0
中山,3,10,バル,柴田大知,485.0,-542.0,-1013.0,-1918.0,387.0,,-2601.0,11.0
中山,3,11,キタノローズ,野中悠太,-907.0,-350.0,-922.0,-30.0,-2246.0,,-4455.0,13.0
