場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
福島,1,1,セントリアン,萱野浩二,73.0,97.0,90.0,92.0,95.0,96.0,,,90.5,13.0
福島,1,2,ファンシーフリル,蛯名利弘,77.0,86.0,93.0,38.0,89.0,90.0,,,78.833,15.0
福島,1,3,チャーミングアイ,菊川正達,96.0,101.0,90.0,84.0,90.0,95.0,,,92.667,12.0
福島,1,4,ウーマンズパワー,中尾秀正,97.0,98.0,104.0,109.0,106.0,106.0,,,103.333,4.0
福島,1,5,ドナシェーン,栗田徹　,107.0,91.0,90.0,98.0,86.0,94.0,96.0,,94.571,11.0
福島,1,6,ラムールデュヴォン,堀内岳志,89.0,97.0,86.0,138.0,108.0,90.0,90.0,,99.714,7.0
福島,1,7,ラインカシウス,水野貴広,109.0,100.0,106.0,89.0,86.0,106.0,91.0,,98.143,9.0
福島,1,8,ノーブルティアラ,水野貴広,109.0,100.0,106.0,89.0,86.0,106.0,,,99.333,8.0
福島,1,9,アッチョンブリケ,小椋研介,21.0,58.0,77.0,74.0,78.0,57.0,60.0,,60.714,16.0
福島,1,10,ジャンシ,森秀行　,126.0,98.0,105.0,103.0,109.0,105.0,,,107.667,3.0
福島,1,11,ポルタシャーンス,武藤善則,113.0,100.0,92.0,85.0,96.0,102.0,,,98.0,10.0
福島,1,12,デアトゥノウ,田島俊明,117.0,94.0,104.0,87.0,99.0,99.0,,,100.0,6.0
福島,1,13,アレステソーロ,田中剛　,121.0,113.0,107.0,95.0,102.0,112.0,118.0,,109.714,1.0
福島,1,14,ルクスアンジュ,鹿戸雄一,114.0,103.0,101.0,133.0,110.0,102.0,92.0,,107.857,2.0
福島,1,15,スマートバニー,寺島良　,83.0,96.0,96.0,87.0,92.0,94.0,85.0,,90.429,14.0
福島,1,16,パープルウインド,羽月友彦,131.0,101.0,100.0,81.0,96.0,100.0,,,101.5,5.0
福島,2,1,ジュルナール,池添学　,89.0,95.0,108.0,99.0,102.0,108.0,112.0,,101.857,8.0
福島,2,2,ローマンレイク,松永幹夫,136.0,103.0,112.0,97.0,106.0,107.0,109.0,,110.0,1.0
福島,2,3,タマモジャスミン,大橋勇樹,93.0,97.0,101.0,114.0,105.0,105.0,,,102.5,7.0
福島,2,4,サウンドルーチェ,渡辺薫彦,145.0,108.0,94.0,98.0,105.0,103.0,,,108.833,2.0
福島,2,5,ヴァリオーサ,武幸四郎,67.0,111.0,110.0,107.0,115.0,107.0,105.0,,103.143,3.0
福島,2,6,トキメキジニア,佐藤吉勝,136.0,109.0,107.0,82.0,90.0,90.0,108.0,,103.143,3.0
福島,2,7,グランカッサ,加藤士津,87.0,103.0,104.0,90.0,106.0,104.0,,,99.0,10.0
福島,2,8,ベルフィーヌ,堀内岳志,89.0,82.0,86.0,96.0,79.0,90.0,,,87.0,15.0
福島,2,9,セージグリーン,菊川正達,96.0,93.0,90.0,95.0,92.0,95.0,,,93.5,14.0
福島,2,10,ルージュマローネ,栗田徹　,107.0,90.0,90.0,89.0,98.0,94.0,,,94.667,13.0
