シュヴァルノワール,
サンマルストロング,
アウフヴィント,▲
エピックサイクル,
モーニングマジック,
マオノギミック,
マイネルジーニアス,◎
マーゴットビースト,○
シウダーエヴィータ,
トウテイラン,
ヨドノタイヨウ,
ロードソルスティス,
キタノブレイク,
スペースリーガ,△
アクデニズ,
デルマプルート,
ハナナラツボミ,
ファストパスキー,
サイモングリット,
スリーローズマリー,
グルナルーフス,
サマーツアー,
ガンハンマー,◎
ルシード,▲
ライブリブランコ,
アルフィオーレ,★
アラスカフレイバー,○
カービスベイ,
ファリードゥーン,
ミニョンマルーン,
キャンディリボン,△
トウショウクラウド,
グラスビジョン,
ホファヴァルト,
ヴィジブルライト,▲
ノーブルシーズン,★
アイガー,◎
リリアンファスト,
タキノボリ,
ウラルト,○
ファイアーワークス,
ワカムシャ,
メイショウコウベ,
ジャスマン,△
アルディマジオ,
ロジアヴァンセ,
フィールオーサム,
エーリアル,
グランカンタンテ,◎
セージグリーン,
マフィン,○
アリーチェ,
イズジョーノヒカリ,
キタノチェロキー,
オルソビアンコ,
キセキノエンジェル,
スパークタイムリー,
ドゥムーラン,
プチブール,
モダンフリンジ,
ジェノヴィーノ,
サンタアナウインド,
グッドレッスン,○
ワーキングデライト,△
レガーロカリーノ,
サルーポルティ,
ヤマニンラリアンス,
ハッピーウィズユー,◎
マカナ,×
テンダールック,
ミライヘノハナ,▲
トレベルフィーユ,×
ゲンパチルーナ,
メリザンド,
イルジーリオ,★
パヴェリング,
グランセゾン,×
ベストセラー,
ルトンワージ,
マイネルフーガ,○
リッスンクロース,◎
マキャベリー,
ヤマニンエイドロン,
スターエンブレム,
スパーブケン,
レッドキリアン,
ベラジオボヤージュ,
ナイトダンサー,
ベールドインパクト,▲
ミカエルイースター,
ムタビリス,△
フタリセゾン,
サンカシグレ,
エンジェルブリーズ,
ホリーアン,△
ネーブルオレンジ,
アイカチャン,
エナジーショット,▲
サノノロンドン,
ノビリシマビジョン,×
ラーナローザ,○
ブラックルビー,◎
オーケーマヒナ,★
キングヴァージル,▲
コウユーユメノヨウ,○
フォンメイリー,◎
ゴールデンシーカー,
ラヴァグロウ,★
トロピカルヒーロー,
コスモジョセフ,
ショウナンハクウン,
ライトニングゼウス,
