場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
札幌,1,未勝利,芝,1800,良,1,ソルプレーザ,2歳,舟山瑠泉,菊川正達,追込,,0.0,中距離,右回り,,Lv1 ,エイシンフラッシュ,,,8,D,13.4,8.0,13.4,8.0,38.0,,35.5,,B,,,,
札幌,1,未勝利,芝,1800,良,2,ラシッド,2歳,佐々木大,杉浦宏昭,先行,,0.0,中距離,右回り,,Lv1 ,マクマホン,,,4,D,12.5,2.0,12.5,2.0,35.8,3.0,34.6,2.0,B,C,,,
札幌,1,未勝利,芝,1800,良,3,アイムスティルミー,2歳,嶋田純次,手塚貴久,先行,,0.0,中距離,右回り,,Lv1 ,ダノンバラード,,,6,D,12.9,3.0,12.9,3.0,36.7,4.0,37.3,,D,,,,
札幌,1,未勝利,芝,1800,良,4,ジャストビート,2歳,丹内祐次,安達昭夫,追込,,0.0,中距離,右回り,,Lv1 ,デクラレーションオブウォー,,,3,C,13.0,4.0,13.0,4.0,35.7,1.0,33.9,1.0,D,C,B,,
札幌,1,未勝利,芝,1800,良,5,ヴィラジョヴィス,2歳,キング,小栗実,先行,,100.0,中距離,右回り,,Lv1 ,ハービンジャー,,,1,A,13.0,4.0,13.0,4.0,36.9,,35.1,,D,,,,
札幌,1,未勝利,芝,1800,良,6,シャインヴィーラ,2歳,松本大輝,本田優,追込,,0.0,中距離,右回り,,Lv1 ,オルフェーヴル,,,5,D,13.2,6.0,13.2,6.0,37.2,,34.9,4.0,B,D,,,
札幌,1,未勝利,芝,1800,良,7,ブルームオブピース,2歳,古川吉洋,北出成人,追込,,0.0,中距離,右回り,,Lv1 ,デクラレーションオブウォー,,,7,D,13.2,6.0,13.2,6.0,37.0,,34.8,3.0,D,C,,,
札幌,1,未勝利,芝,1800,良,8,チェンドル,2歳,小林美駒,小手川準,逃げ,,100.0,中距離,右回り,,Lv1 ,アルアイン,,,2,B,12.4,1.0,12.4,1.0,35.7,1.0,35.0,,D,C,,,
札幌,2,未勝利,ダート,1000,良,1,インユアアイズ,3歳,キング,中村直也,先行,,,短距離,右回り,,Lv2 ,ロードカナロア,,距離短縮,2,C,11.8,1.0,11.8,1.0,,,,,B,D,C,D,
札幌,2,未勝利,ダート,1000,良,2,ブラックエンパイア,3歳,荻野琢真,松永康利,差し,,0.0,短距離,右回り,,Lv2 ,ゴールドドリーム,休明3走,,11,E,12.7,10.0,12.7,6.0,35.6,4.0,36.9,5.0,D,D,C,C,
札幌,2,未勝利,ダート,1000,良,3,フルグライト,3歳,松岡正海,堀内岳志,先行,,33.33333333333333,短距離,右回り,,Lv2 ,オーヴァルエース,,,4,C,12.3,4.0,13.4,10.0,34.8,1.0,35.6,1.0,D,C,D,C,C
札幌,2,未勝利,ダート,1000,良,4,ハナヒラク,3歳,柴田裕一,萱野浩二,差し,,,短距離,右回り,,Lv2 ,サングラス,,距離短縮,9,D,12.3,4.0,12.3,3.0,,,,,D,D,C,C,C
札幌,2,未勝利,ダート,1000,良,5,ローレルゼロ,3歳,橋木太希,高橋康之,差し,,10.0,短距離,右回り,,Lv2 ,ブルドッグボス,連闘,距離短縮,8,D,12.3,4.0,,,35.8,,36.4,3.0,,C,C,A,D
札幌,2,未勝利,ダート,1000,良,6,メイショウルーチェ,3歳,松本大輝,飯田祐史,追込,,0.0,短距離,右回り,,Lv2 ,ダノンレジェンド,休明3走,,12,E,12.9,12.0,12.9,8.0,36.8,,37.1,6.0,B,C,C,,
札幌,2,未勝利,ダート,1000,良,7,オンサイト,3歳,丹内祐次,小西一男,先行,,0.0,短距離,右回り,,Lv2 ,アドミラブル,,,7,D,12.5,8.0,12.9,8.0,36.4,,36.7,4.0,B,E,B,C,
札幌,2,未勝利,ダート,1000,良,8,カービスベイ,3歳,黛弘人,武藤善則,差し,,25.0,短距離,右回り,,Lv2 ,タワーオブロンドン,休明3走,,3,C,12.2,3.0,12.4,4.0,35.6,4.0,36.2,2.0,D,C,,C,C
札幌,2,未勝利,ダート,1000,良,9,デルタニュートラル,3歳,和田陽希,加藤士津,差し,,,短距離,右回り,,Lv2 ,モズアスコット,,距離短縮,10,D,12.7,10.0,12.7,6.0,,,,,B,D,,,
札幌,2,未勝利,ダート,1000,良,10,ステラノヴァ,3歳,武豊,千田輝彦,先行,,100.0,短距離,右回り,,Lv2 ,ベストウォーリア,,,1,A,12.3,4.0,12.4,4.0,35.2,3.0,37.4,,D,C,C,,
札幌,2,未勝利,ダート,1000,良,11,マカニ,3歳,小林美駒,尾形和幸,逃げ,,0.0,短距離,右回り,,Lv2 ,ルヴァンスレーヴ,休明初戦,距離短縮,5,D,11.8,1.0,11.8,1.0,34.8,1.0,41.2,,D,C,,,
札幌,2,未勝利,ダート,1000,良,12,アンノドミニ,3歳,舟山瑠泉,佐々木晶,追込,,,短距離,右回り,,Lv2 ,ドレフォン,休明2走,距離短縮,6,D,12.6,9.0,13.5,11.0,35.7,6.0,38.1,,D,C,C,C,B
札幌,3,未勝利,ダート,1700,良,1,グラツィオーソ,3歳,松岡正海,田中剛,差し,,,中距離,右回り,,Lv3 ,ロゴタイプ,,距離短縮,5,D,12.7,5.0,12.8,2.0,,,,,D,C,D,C,C
札幌,3,未勝利,ダート,1700,良,2,ラルフテソーロ,3歳,丹内祐次,伊藤圭三,逃げ,,100.0,中距離,右回り,,Lv3 ,スワーヴリチャード,休明初戦,距離短縮,1,B,12.4,2.0,12.8,2.0,35.3,2.0,37.8,4.0,D,D,C,C,D
札幌,3,未勝利,ダート,1700,良,3,マイネルアース,3歳,橋木太希,金成貴史,追込,,,中距離,右回り,,Lv3 ,ブリックスアンドモルタル,,距離延長,7,D,12.8,7.0,12.8,2.0,35.7,5.0,36.5,3.0,C,D,C,D,B
札幌,3,未勝利,ダート,1700,良,4,ビザンティーノ,3歳,横山琉人,上原佑紀,先行,,,中距離,右回り,,Lv3 ,Masar,休明初戦,距離短縮,11,E,13.4,12.0,13.4,10.0,,,,,B,,,,
札幌,3,未勝利,ダート,1700,良,5,ジーティーララバイ,3歳,荻野琢真,矢作芳人,逃げ,,0.0,中距離,右回り,,Lv3 ,American Pharoah,,距離短縮,12,E,12.8,7.0,12.8,2.0,34.7,1.0,41.1,,C,B,C,,
札幌,3,未勝利,ダート,1700,良,6,ハルフロンティア,3歳,鮫島克駿,池添学,逃げ,,0.0,中距離,右回り,,Lv3 ,レイデオロ,休明2走,距離延長,8,D,12.2,1.0,12.7,1.0,35.6,3.0,40.0,,C,B,C,B,C
札幌,3,未勝利,ダート,1700,良,7,アーロッタレット,3歳,小林美駒,須貝尚介,差し,,0.0,中距離,右回り,,Lv3 ,Practical Joke,,,3,C,12.6,3.0,13.0,7.0,35.6,3.0,39.1,,C,D,C,,
札幌,3,未勝利,ダート,1700,良,8,ミスターボビー,3歳,菱田裕二,栗田徹,先行,,0.0,中距離,右回り,,Lv3 ,オルフェーヴル,休明2走,,10,D,12.8,7.0,13.4,10.0,36.1,7.0,39.6,,C,B,C,C,D
札幌,3,未勝利,ダート,1700,良,9,シャドーストライク,3歳,舟山瑠泉,茶木太樹,差し,,0.0,中距離,右回り,,Lv3 ,サートゥルナーリア,,,9,D,12.7,5.0,13.1,8.0,35.7,5.0,38.7,7.0,D,C,C,C,C
札幌,3,未勝利,ダート,1700,良,10,マンボルンバ,3歳,横山武史,加藤征弘,先行,0.0,25.0,中距離,右回り,,Lv3 ,パドトロワ,休明初戦,距離短縮,2,B,12.8,7.0,12.9,6.0,37.0,,38.5,6.0,B,B,C,C,B
札幌,3,未勝利,ダート,1700,良,11,トリプレーテ,3歳,森田誠也,武英智,追込,50.0,50.0,中距離,右回り,,Lv3 ,Saxon Warrior,,距離延長,4,C,12.6,3.0,14.2,12.0,37.3,,36.2,1.0,D,C,D,C,B
札幌,3,未勝利,ダート,1700,良,12,アックアヴィリーレ,3歳,柴田裕一,佐々木晶,追込,,,中距離,右回り,,Lv3 ,ドレフォン,,距離短縮,13,E,14.2,14.0,14.2,12.0,,,,,D,,,,
札幌,3,未勝利,ダート,1700,良,13,サーフギャラクシー,3歳,黛弘人,松山将樹,追込,,0.0,中距離,右回り,,Lv3 ,ビーチパトロール,,,14,E,13.5,13.0,14.3,14.0,37.5,,36.2,1.0,B,D,C,D,C
札幌,3,未勝利,ダート,1700,良,14,リバティフレイム,3歳,斎藤新,嘉藤貴行,先行,,0.0,中距離,右回り,,Lv3 ,アメリカンペイトリオット,,,6,D,13.3,11.0,13.3,9.0,36.3,,38.4,5.0,C,C,C,,
札幌,4,未勝利,芝,2000,良,1,グランセゾン,3歳,佐々木大,栗田徹,差し,,0.0,中距離,右回り,,Lv2 ,オルフェーヴル,休明3走,距離延長,8,D,13.2,14.0,13.2,10.0,36.6,,34.4,6.0,C,C,C,,
札幌,4,未勝利,芝,2000,良,2,バントック,3歳,丹内祐次,浜田多実,差し,100.0,100.0,中距離,右回り,,Lv2 ,キタサンブラック,休明初戦,距離延長,9,D,12.6,5.0,12.6,2.0,37.0,,34.2,4.0,C,B,B,C,
札幌,4,未勝利,芝,2000,良,3,ストレートブラック,3歳,松岡正海,奥平雅士,先行,,33.33333333333333,中距離,右回り,,Lv2 ,トーセンラー,,,4,C,13.1,10.0,13.2,10.0,35.8,6.0,34.4,6.0,C,C,C,B,C
札幌,4,未勝利,芝,2000,良,4,アインホルン,3歳,森田誠也,寺島良,差し,,0.0,中距離,右回り,,Lv2 ,リオンディーズ,休明初戦,距離延長,12,D,13.1,10.0,13.2,10.0,37.1,,37.3,,C,B,C,B,
札幌,4,未勝利,芝,2000,良,5,ヴァンガルダ,3歳,斎藤新,奥村豊,先行,,33.33333333333333,中距離,右回り,,Lv2 ,ハービンジャー,休明初戦,,10,D,12.7,7.0,12.7,3.0,35.3,2.0,33.0,1.0,E,C,D,,
札幌,4,未勝利,芝,2000,良,6,カリータフェリス,3歳,舟山瑠泉,鈴木慎太,追込,,25.0,中距離,右回り,,Lv2 ,ゴールドシップ,,,13,E,13.0,9.0,13.9,16.0,37.6,,33.8,3.0,D,C,C,D,C
札幌,4,未勝利,芝,2000,良,7,エコログロス,3歳,嶋田純次,手塚貴久,追込,,0.0,中距離,右回り,,Lv2 ,フィエールマン,休明2走,距離短縮,11,D,13.3,16.0,13.7,15.0,37.4,,34.8,,D,B,B,,
札幌,4,未勝利,芝,2000,良,8,アロマフェリス,3歳,キング,辻野泰之,差し,,50.0,中距離,右回り,,Lv2 ,レイデオロ,,,3,C,13.1,10.0,13.1,7.0,35.6,4.0,35.7,,B,E,D,B,B
札幌,4,未勝利,芝,2000,良,9,ホウオウアーネスト,3歳,横山典弘,安田翔伍,逃げ,,25.0,中距離,右回り,,Lv2 ,キズナ,,,7,D,12.3,1.0,12.7,3.0,35.6,4.0,34.5,8.0,B,D,C,C,B
札幌,4,未勝利,芝,2000,良,10,フェアリーグレン,3歳,松本大輝,吉田直弘,差し,,0.0,中距離,右回り,,Lv2 ,ロードカナロア,休明3走,距離延長,6,D,12.6,5.0,13.1,7.0,35.3,2.0,33.3,2.0,D,C,B,C,B
札幌,4,未勝利,芝,2000,良,11,トリフォラート,3歳,横山武史,小手川準,逃げ,,0.0,中距離,右回り,,Lv2 ,サトノダイヤモンド,休明初戦,,5,D,13.1,10.0,13.1,7.0,36.0,,34.6,,D,D,,,
札幌,4,未勝利,芝,2000,良,12,ゴートゥーミジョカ,3歳,柴田裕一,宮本博,差し,,0.0,中距離,右回り,,Lv2 ,レイデオロ,,,16,E,12.4,2.0,13.5,14.0,35.8,6.0,35.1,,B,C,C,D,C
札幌,4,未勝利,芝,2000,良,13,マサノイロハ,3歳,古川吉洋,藤野健太,追込,0.0,0.0,中距離,右回り,,Lv2 ,ルーラーシップ,,,15,E,12.7,7.0,13.0,6.0,35.8,6.0,34.8,,B,B,C,C,D
札幌,4,未勝利,芝,2000,良,14,ロパシック,3歳,池添謙一,大竹正博,先行,100.0,100.0,中距離,右回り,,Lv2 ,エピファネイア,休明2走,,1,A,13.2,14.0,13.2,10.0,36.6,,34.3,5.0,A,C,,,
