場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
福島,1,1,セイウンレガーメ,杉原誠人,-322.0,-721.0,-1340.0,-377.0,564.0,,-2196.0,9.0
福島,1,2,ハルヒメ,西塚洸二,-594.0,2027.0,1139.0,708.0,-3214.0,,66.0,6.0
福島,1,3,グラティアム,丹内祐次,-603.0,665.0,-92.0,-600.0,3082.0,,2452.0,3.0
福島,1,4,タマコロリン,舟山瑠泉,,,,,,,,
福島,1,5,エンゲルベルク,水沼元輝,-1104.0,-789.0,-315.0,-867.0,-847.0,,-3922.0,10.0
福島,1,6,マユナイト,斎藤新　,-111.0,214.0,382.0,551.0,625.0,,1661.0,4.0
福島,1,7,アンセートゥモダン,今村聖奈,546.0,-1511.0,-1053.0,-913.0,-2239.0,,-5170.0,12.0
福島,1,8,コスモラパウィラ,石川裕紀,-1205.0,-560.0,-98.0,-265.0,274.0,,-1854.0,7.0
福島,1,9,アンバサダネージュ,佐藤翔馬,-192.0,648.0,-199.0,802.0,465.0,,1524.0,5.0
福島,1,10,コブラツイスト,永島まな,-699.0,-2700.0,-4754.0,-3380.0,-4167.0,,-15700.0,14.0
福島,1,11,イーガービーバー,石神深道,-1646.0,-455.0,-3589.0,-2057.0,-2181.0,,-9928.0,13.0
福島,1,12,アルサック,丸山元気,-597.0,-218.0,-955.0,-725.0,-1593.0,,-4088.0,11.0
福島,1,13,メイポール,黛弘人　,1292.0,1090.0,1517.0,-86.0,2516.0,,6329.0,2.0
福島,1,14,ドリームガッサン,上里直汰,,,,,,,,
福島,1,15,ニャンモロー,菊沢一樹,1926.0,3343.0,2401.0,3695.0,2520.0,,13885.0,1.0
福島,1,16,ドナソレイ,石田拓郎,1536.0,980.0,-675.0,-2815.0,-1195.0,,-2169.0,8.0
福島,2,1,ハッピーラッキー,丸田恭介,-549.0,-353.0,-385.0,706.0,1212.0,,631.0,7.0
福島,2,2,ユキノサイエンス,角田大和,179.0,-93.0,1907.0,2205.0,1074.0,,5272.0,3.0
福島,2,3,ヴァルボナ,丸山元気,-597.0,-218.0,-921.0,-725.0,-1593.0,,-4054.0,11.0
福島,2,4,ニシノコハルビヨリ,河原田菜,561.0,-2595.0,-1964.0,-3780.0,-4180.0,,-11958.0,15.0
福島,2,5,ドリーマーズ,杉原誠人,-322.0,-721.0,1564.0,-377.0,564.0,,708.0,6.0
福島,2,6,ハネマン,上里直汰,,,,,,,,
福島,2,7,ココソラーレ,鷲頭虎太,376.0,365.0,463.0,1391.0,1056.0,,3651.0,4.0
福島,2,8,マイネルユーゲント,石神深道,-1646.0,-455.0,-2027.0,-2057.0,-2181.0,,-8366.0,14.0
福島,2,9,シャンペトルブーケ,今村聖奈,546.0,-1511.0,-920.0,-913.0,-2239.0,,-5037.0,13.0
福島,2,10,アンジュプロミス,古川奈穂,902.0,-1108.0,-646.0,-977.0,-1283.0,,-3112.0,9.0
福島,2,11,エルドラド,原田和真,-1280.0,-3300.0,892.0,1371.0,-662.0,,-2979.0,8.0
福島,2,12,プレヒティヒ,石田拓郎,1536.0,980.0,-2879.0,-2815.0,-1195.0,,-4373.0,12.0
