場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
札幌,1,未勝利,ダート,1700,稍重,1,タガノシルフィー,3歳,横山和生,石橋守,,,,中距離,右回り,ダ道悪,Lv3 ,モーニン,,,1,B,12.1,1.0,13.0,2.0,35.3,2.0,39.3,,D,D,C,C,C
札幌,1,未勝利,ダート,1700,稍重,2,マーゴットクリュグ,3歳,松本大輝,小林真也,,,,中距離,右回り,ダ道悪,Lv3 ,ゴールドドリーム,,,5,C,12.2,2.0,13.2,6.0,36.2,6.0,38.3,6.0,C,D,C,C,C
札幌,1,未勝利,ダート,1700,稍重,3,ゴーゴーエイミー,3歳,斎藤新,東田明士,,,,中距離,右回り,ダ道悪,Lv3 ,モーニン,休明初戦,距離延長,12,E,12.7,8.0,12.7,1.0,35.2,1.0,39.8,,C,B,D,,
札幌,1,未勝利,ダート,1700,稍重,4,テンレッドサン,3歳,横山武史,西園翔太,,,,中距離,右回り,ダ道悪,Lv3 ,ヘニーヒューズ,休明3走,,6,C,12.5,6.0,13.1,4.0,36.2,6.0,37.8,4.0,B,C,C,C,C
札幌,1,未勝利,ダート,1700,稍重,5,サンセリテ,3歳,武豊,鹿戸雄一,,,,中距離,右回り,ダ道悪,Lv3 ,コントレイル,休明2走,距離延長,9,D,12.8,10.0,14.0,12.0,,,,,B,B,B,C,B
札幌,1,未勝利,ダート,1700,稍重,6,ビレッジルイーザ,3歳,丹内祐次,伊藤圭三,,,,中距離,右回り,ダ道悪,Lv3 ,ノーブルミッション,,,10,D,12.3,5.0,13.1,4.0,35.7,4.0,38.5,,D,C,C,C,C
札幌,1,未勝利,ダート,1700,稍重,7,エリカビアリッツ,3歳,鮫島克駿,堀宣行,,,,中距離,右回り,ダ道悪,Lv3 ,キズナ,,,4,C,12.5,6.0,13.2,6.0,35.6,3.0,37.0,1.0,B,C,D,C,C
札幌,1,未勝利,ダート,1700,稍重,8,タガノラヴズワン,3歳,和田陽希,平田修,,,,中距離,右回り,ダ道悪,Lv3 ,ヤマカツエース,休明3走,,11,E,13.2,13.0,14.1,13.0,38.1,,38.2,5.0,C,D,C,C,B
札幌,1,未勝利,ダート,1700,稍重,9,セントピュアベース,3歳,荻野琢真,藤野健太,,,,中距離,右回り,ダ道悪,Lv3 ,クリソベリル,,,13,E,13.0,12.0,13.5,11.0,36.8,,38.9,,D,C,B,C,B
札幌,1,未勝利,ダート,1700,稍重,10,モンテパステル,3歳,古川吉洋,四位洋文,,,,中距離,右回り,ダ道悪,Lv3 ,ルヴァンスレーヴ,,,14,E,14.5,14.0,14.5,14.0,39.5,,38.8,,C,,,,
札幌,1,未勝利,ダート,1700,稍重,11,ウォータースパウト,3歳,吉田隼人,小笠倫弘,,,,中距離,右回り,ダ道悪,Lv3 ,ルヴァンスレーヴ,,,2,C,12.7,8.0,13.2,6.0,36.2,6.0,38.3,6.0,B,B,D,C,C
札幌,1,未勝利,ダート,1700,稍重,12,ブライトエンジェル,3歳,川又賢治,角田晃一,,,,中距離,右回り,ダ道悪,Lv3 ,コントレイル,休明3走,距離延長,3,C,12.2,2.0,13.2,6.0,37.3,,37.3,2.0,D,C,B,D,B
札幌,1,未勝利,ダート,1700,稍重,13,ジーティービキニ,3歳,小林美駒,松下武士,,,,中距離,右回り,ダ道悪,Lv3 ,キズナ,休明2走,,7,D,12.2,2.0,13.0,2.0,35.8,5.0,39.6,,C,B,D,C,C
札幌,1,未勝利,ダート,1700,稍重,14,コイバナ,3歳,浜中俊,渡辺薫彦,,,,中距離,右回り,ダ道悪,Lv3 ,モズアスコット,休明3走,,8,D,12.9,11.0,13.3,10.0,36.9,,37.7,3.0,C,D,D,C,C
札幌,2,未勝利,芝,1200,良,1,アワードリームス,2歳,石川倭,中村直也,,,,短距離,右回り,,Lv2 ,ミラアイトーン,,,13,E,12.8,7.0,12.8,4.0,37.1,,38.5,,D,,,,
札幌,2,未勝利,芝,1200,良,2,ヴィヴィアンリーチ,2歳,斎藤新,東田明士,,,,短距離,右回り,,Lv2 ,タワーオブロンドン,,,6,D,12.7,4.0,12.9,7.0,34.8,3.0,35.1,7.0,C,D,,,
札幌,2,未勝利,芝,1200,良,3,ショパンコンクール,2歳,丹内祐次,岩戸孝樹,,,,短距離,右回り,,Lv2 ,ミッキーアイル,,,7,D,12.7,4.0,13.4,13.0,35.9,6.0,34.5,2.0,C,C,C,,
札幌,2,未勝利,芝,1200,良,4,トスカ,2歳,小沢大仁,杉山佳明,,,,短距離,右回り,,Lv2 ,ヘニーヒューズ,,,9,E,13.1,12.0,13.1,10.0,37.1,,34.9,6.0,D,,,,
札幌,2,未勝利,芝,1200,良,5,ミハテヌユメ,2歳,小林美駒,前川恭子,,,,短距離,右回り,,Lv2 ,カラヴァッジオ,,,10,E,12.4,3.0,12.4,1.0,35.0,4.0,36.3,,D,,,,
札幌,2,未勝利,芝,1200,良,6,キャンドル,2歳,横山琉人,清水久詞,,,,短距離,右回り,,Lv2 ,デクラレーションオブウォー,,,8,D,12.8,7.0,12.8,4.0,36.8,,35.8,,D,,,,
札幌,2,未勝利,芝,1200,良,7,ゲームチェンジャー,2歳,原田和真,蛯名利弘,,,,短距離,右回り,,Lv2 ,カレンブラックヒル,,,14,E,13.4,14.0,13.4,13.0,37.4,,35.1,7.0,B,,,,
札幌,2,未勝利,芝,1200,良,8,アルテクィーン,2歳,鮫島克駿,杉山晴紀,,,,短距離,右回り,,Lv2 ,カラヴァッジオ,,,2,C,12.1,1.0,13.1,10.0,34.3,1.0,34.5,2.0,D,C,B,,
札幌,2,未勝利,芝,1200,良,9,パーフェクトゲーム,2歳,横山和生,千葉直人,,,,短距離,右回り,,Lv2 ,リアルスティール,,,5,C,12.8,7.0,12.8,4.0,36.8,,34.6,4.0,D,,,,
札幌,2,未勝利,芝,1200,良,10,アスコットペスカ,2歳,和田陽希,藤野健太,,,,短距離,右回り,,Lv2 ,モズアスコット,,,12,E,13.2,13.0,13.2,12.0,36.9,,37.3,,B,,,,
札幌,2,未勝利,芝,1200,良,11,インサイドストーム,2歳,古川吉洋,緒方努,,,,短距離,右回り,,Lv2 ,リアルインパクト,,,11,E,13.0,10.0,13.0,8.0,36.6,7.0,36.8,,D,,,,
札幌,2,未勝利,芝,1200,良,12,ソニックアイル,2歳,横山武史,平岩大典,,,,短距離,右回り,,Lv2 ,ミッキーアイル,休明初戦,,1,A,12.7,4.0,12.7,3.0,35.8,5.0,33.5,1.0,D,,,,
札幌,2,未勝利,芝,1200,良,13,ギャルズマインド,2歳,浜中俊,武幸四郎,,,,短距離,右回り,,Lv2 ,ロードカナロア,,,4,C,13.0,10.0,13.0,8.0,37.3,,35.9,,D,,,,
