場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
函館,1,1,ヘクセンハウス,吉田直弘,101.0,93.0,92.0,104.0,105.0,101.0,,,99.333,7.0
函館,1,2,ダイヤテソーロ,牧光二　,131.0,110.0,106.0,110.0,103.0,104.0,,,110.667,1.0
函館,1,3,ムーンリットアイル,武英智　,123.0,98.0,105.0,104.0,104.0,101.0,,,105.833,3.0
函館,1,4,アニマレイ,須貝尚介,113.0,107.0,102.0,107.0,102.0,100.0,,,105.167,4.0
函館,1,5,シーグルロス,尾形和幸,123.0,94.0,103.0,90.0,87.0,96.0,,,98.833,8.0
函館,1,6,マルモリラピダス,緒方努　,83.0,89.0,73.0,64.0,94.0,92.0,,,82.5,12.0
函館,1,7,ジャストビート,安達昭夫,93.0,79.0,86.0,81.0,90.0,95.0,,,87.333,10.0
函館,1,8,ステイフリー,高橋義忠,91.0,106.0,98.0,84.0,97.0,100.0,88.0,,94.857,9.0
函館,1,9,ルーセントムーン,高橋一哉,137.0,65.0,95.0,45.0,75.0,84.0,,,83.5,11.0
函館,1,10,ラインカシウス,水野貴広,117.0,100.0,84.0,89.0,86.0,106.0,119.0,,100.143,6.0
函館,1,11,カレンショー,安田翔伍,114.0,105.0,103.0,103.0,104.0,103.0,90.0,,103.143,5.0
函館,1,12,プレザントトーン,武幸四郎,112.0,109.0,107.0,109.0,102.0,107.0,,,107.667,2.0
函館,2,1,メイショウハボマイ,本田優　,63.0,84.0,98.0,98.0,99.0,91.0,116.0,,92.714,8.0
函館,2,2,サッポロキタコ,田中克典,139.0,125.0,113.0,120.0,99.0,113.0,,,118.167,1.0
函館,2,3,ウォーターカルミア,藤野健太,132.0,79.0,85.0,62.0,91.0,96.0,,,90.833,9.0
函館,2,4,ダブルシルバー,小椋研介,21.0,58.0,77.0,36.0,78.0,57.0,,,54.5,12.0
函館,2,5,オンサイト,小西一男,131.0,82.0,98.0,102.0,93.0,99.0,,,100.833,7.0
函館,2,6,ストラテージュ,矢作芳人,118.0,101.0,105.0,100.0,107.0,102.0,,,105.5,4.0
函館,2,7,コッコラーレ,鈴木孝志,60.0,91.0,104.0,98.0,92.0,100.0,,,90.833,9.0
函館,2,8,ママアリガトー,石栗龍彦,116.0,98.0,106.0,101.0,111.0,97.0,,,104.833,5.0
函館,2,9,ブラックエトワール,新開幸一,72.0,97.0,95.0,89.0,94.0,96.0,91.0,,90.571,11.0
函館,2,10,ドラマツルギー,大根田裕,134.0,115.0,114.0,109.0,104.0,109.0,96.0,,111.571,2.0
函館,2,11,バスキュラリティ,羽月友彦,121.0,101.0,100.0,98.0,96.0,100.0,,,102.667,6.0
函館,2,12,ショウナンラリー,嘉藤貴行,105.0,105.0,104.0,104.0,105.0,105.0,126.0,,107.714,3.0
函館,3,1,ルナティックアイ,村田一誠,98.0,75.0,82.0,81.0,76.0,79.0,93.0,,83.429,12.0
函館,3,2,ペイシャアーサー,本間忍　,51.0,92.0,95.0,87.0,97.0,79.0,,,83.5,11.0
函館,3,3,ファリア,土田稔　,96.0,70.0,90.0,69.0,75.0,86.0,170.0,,93.714,7.0
函館,3,4,オースミストロング,高橋亮　,98.0,100.0,102.0,98.0,94.0,103.0,116.0,,101.571,5.0
函館,3,5,タッカーバリアント,田島俊明,125.0,94.0,92.0,105.0,99.0,99.0,,,102.333,4.0
函館,3,6,アンビシャスヨシノ,吉田直弘,101.0,93.0,92.0,101.0,105.0,101.0,,,98.833,6.0
函館,3,7,ヒロノエクスカリバ,小手川準,89.0,98.0,78.0,90.0,99.0,94.0,,,91.333,9.0
函館,3,8,スティルシャイニン,天間昭一,120.0,98.0,96.0,80.0,89.0,90.0,79.0,,93.143,8.0
函館,3,9,ブラヴォケラトプス,辻哲英　,118.0,109.0,123.0,105.0,106.0,107.0,,,111.333,2.0
函館,3,10,ロードステイタス,四位洋文,114.0,102.0,107.0,103.0,106.0,107.0,111.0,,107.143,3.0
函館,3,11,サマースピリット,国枝栄　,70.0,86.0,95.0,86.0,91.0,95.0,90.0,,87.571,10.0
函館,3,12,スペースリーガ,森一誠　,136.0,127.0,113.0,135.0,88.0,130.0,103.0,,118.857,1.0
函館,4,1,エムティヒララ,千田輝彦,138.0,118.0,115.0,115.0,119.0,113.0,157.0,,125.0,1.0
函館,4,2,クレドール,小笠倫弘,134.0,92.0,100.0,90.0,89.0,99.0,49.0,,93.286,7.0
函館,4,3,エポカリーナ,土田稔　,96.0,70.0,68.0,69.0,82.0,86.0,,,78.5,9.0
函館,4,4,マナミン,高橋康之,55.0,93.0,91.0,86.0,92.0,96.0,119.0,,90.286,8.0
函館,4,5,オオタチ,久保田貴,70.0,101.0,99.0,97.0,96.0,94.0,116.0,,96.143,4.0
函館,4,6,ミッキーコンドル,大久保龍,89.0,89.0,101.0,96.0,99.0,98.0,,,95.333,5.0
函館,4,7,ジーティートゥルー,田島俊明,125.0,94.0,104.0,105.0,102.0,99.0,,,104.833,3.0
函館,4,8,トモジャイブ,大根田裕,134.0,115.0,114.0,109.0,112.0,109.0,56.0,,107.0,2.0
函館,4,9,サトミノエンジェル,鈴木伸尋,76.0,103.0,91.0,103.0,90.0,99.0,,,93.667,6.0
函館,5,1,スミッコディスコ,鈴木慎太,103.0,173.0,111.0,130.0,113.0,110.0,,,123.333,1.0
函館,5,2,スピネルテソーロ,栗田徹　,76.0,100.0,97.0,98.0,86.0,94.0,,,91.833,10.0
函館,5,3,マジッククッキー,加藤士津,76.0,105.0,96.0,105.0,98.0,104.0,,,97.333,8.0
