場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
札幌,1,1,アズライトアスール,河原田菜,,-2203.0,-1452.0,-1606.0,-4370.0,-120.0,-9751.0,12.0
札幌,1,2,ロードステラート,横山和生,278.0,-47.0,742.0,1042.0,1760.0,55.0,3830.0,4.0
札幌,1,3,アスコットダンス,古川奈穂,-1264.0,-1513.0,-49.0,-1439.0,-1472.0,-180.0,-5917.0,10.0
札幌,1,4,ショウナンタヅナ,池添謙一,189.0,457.0,94.0,917.0,94.0,-203.0,1548.0,7.0
札幌,1,5,フロムザムーン,石川倭　,,,,,,,,
札幌,1,6,ワンダーアスク,川又賢治,-695.0,-918.0,-1079.0,-2130.0,-2090.0,37.0,-6875.0,11.0
札幌,1,7,ダリアフレイバー,鮫島克駿,167.0,547.0,1757.0,2084.0,1916.0,1200.0,7671.0,1.0
札幌,1,8,アイムスティルミー,古川吉洋,54.0,603.0,-1063.0,1159.0,516.0,-669.0,600.0,8.0
札幌,1,9,ゴールデンダガー,横山琉人,7.0,-1084.0,609.0,1717.0,27.0,388.0,1664.0,6.0
札幌,1,10,クールフィデル,落合玄太,,,,,,,,
札幌,1,11,メイショウタイザン,小沢大仁,0.0,-173.0,-1604.0,1825.0,2344.0,-116.0,2276.0,5.0
札幌,1,12,サンオブザサン,斎藤新　,782.0,401.0,647.0,-1369.0,-1090.0,339.0,-290.0,9.0
札幌,1,13,ベルアズーロ,小林美駒,1000.0,25.0,-196.0,1251.0,399.0,1626.0,4105.0,2.0
札幌,1,14,アーデルブリックス,北村友一,483.0,1253.0,198.0,667.0,1854.0,-564.0,3891.0,3.0
札幌,2,1,セールデュクール,和田陽希,1246.0,-541.0,-3525.0,1344.0,-1469.0,-11.0,-2956.0,7.0
札幌,2,2,ロゼハイスクール,古川奈穂,-1264.0,-1513.0,-822.0,273.0,-1472.0,-1170.0,-5968.0,9.0
札幌,2,3,フォルトゥナロッサ,浜中俊　,600.0,-27.0,1107.0,467.0,1127.0,917.0,4191.0,2.0
札幌,2,4,セイレイカ,横山典弘,219.0,418.0,-945.0,-657.0,-601.0,-325.0,-1891.0,6.0
札幌,2,5,タプティ,小沢大仁,0.0,-173.0,-2372.0,-6818.0,2344.0,384.0,-6635.0,10.0
札幌,2,6,ルギッドドランジュ,北村友一,483.0,1253.0,571.0,-253.0,1854.0,-185.0,3723.0,3.0
札幌,2,7,コイゾラ,河原田菜,,-2203.0,-2758.0,-2431.0,-4370.0,-1161.0,-12923.0,12.0
札幌,2,8,リラカリス,丹内祐次,1214.0,697.0,1654.0,-913.0,1778.0,861.0,5291.0,1.0
札幌,2,9,ソーハッピー,小林美駒,1000.0,25.0,-155.0,-836.0,399.0,555.0,988.0,5.0
札幌,2,10,アヴレディール,吉田隼人,-483.0,8.0,-1074.0,-1870.0,-808.0,-843.0,-5070.0,8.0
札幌,2,11,ルイスイメル,遠藤汰月,,-7636.0,-3767.0,-7583.0,-3188.0,-1736.0,-23910.0,13.0
札幌,2,12,バタフライ,原田和真,-460.0,-4727.0,-1414.0,520.0,-1435.0,-1496.0,-9012.0,11.0
札幌,2,13,サトノパラディ,鮫島克駿,167.0,547.0,165.0,-467.0,1916.0,-574.0,1754.0,4.0
札幌,3,1,ダノンキューブ,武豊　　,-466.0,-824.0,-2039.0,-958.0,-2070.0,-356.0,-6713.0,9.0
札幌,3,2,サンゴート,河原田菜,,-2203.0,-2758.0,-1606.0,-4370.0,-1161.0,-12098.0,11.0
札幌,3,3,エコロナイン,鮫島克駿,167.0,547.0,165.0,2084.0,1916.0,-574.0,4305.0,3.0
札幌,3,4,アイアムツヨスギル,池添謙一,189.0,457.0,301.0,917.0,94.0,286.0,2244.0,5.0
札幌,3,5,ロマノヴェリテ,北村友一,483.0,1253.0,571.0,667.0,1854.0,-185.0,4643.0,2.0
札幌,3,6,チェッリーニ,古川奈穂,-1264.0,-1513.0,-822.0,-1439.0,-1472.0,-1170.0,-7680.0,10.0
札幌,3,7,マシュマロデイズ,横山和生,278.0,-47.0,295.0,1042.0,1760.0,-134.0,3194.0,4.0
札幌,3,8,トルネードサンダー,丹内祐次,1214.0,697.0,1654.0,2149.0,1778.0,861.0,8353.0,1.0
札幌,3,9,イドム,松本大輝,-1204.0,94.0,-35.0,-2116.0,1294.0,-827.0,-2794.0,7.0
札幌,3,10,マイネルサリーレ,斎藤新　,782.0,401.0,-2155.0,-1369.0,-1090.0,-170.0,-3601.0,8.0
