場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
札幌,1,1,アズライトアスール,ミッキーアイル,-267.0,518.0,-209.0,770.0,194.0,982.0,,-16.0,1972.0,8.0
札幌,1,2,ロードステラート,キタサンブラック,916.0,122.0,-104.0,-143.0,499.0,1362.0,1569.0,-287.0,3934.0,6.0
札幌,1,3,アスコットダンス,モズアスコット,499.0,3811.0,3010.0,2625.0,3044.0,1792.0,2534.0,1412.0,18727.0,3.0
札幌,1,4,ショウナンタヅナ,ドレフォン,453.0,1595.0,5315.0,2869.0,1879.0,3246.0,,1232.0,16589.0,4.0
札幌,1,5,フロムザムーン,ルヴァンスレーヴ,954.0,-185.0,9332.0,8529.0,7661.0,8101.0,,3715.0,38107.0,1.0
札幌,1,6,ワンダーアスク,オルフェーヴル,52.0,1462.0,-133.0,686.0,505.0,614.0,,620.0,3806.0,7.0
札幌,1,7,ダリアフレイバー,ルヴァンスレーヴ,954.0,-185.0,9332.0,8529.0,7661.0,8101.0,,3715.0,38107.0,1.0
札幌,1,8,アイムスティルミー,ダノンバラード,609.0,-367.0,15.0,221.0,608.0,-594.0,205.0,33.0,730.0,10.0
札幌,1,9,ゴールデンダガー,フィエールマン,164.0,471.0,-35.0,2611.0,876.0,1515.0,,-1475.0,4127.0,5.0
札幌,1,10,クールフィデル,サートゥルナーリア,-184.0,-10.0,-2606.0,-3016.0,-2737.0,-2661.0,-395.0,-850.0,-12459.0,14.0
札幌,1,11,メイショウタイザン,ミッキーアイル,-267.0,518.0,-209.0,770.0,194.0,982.0,,-16.0,1972.0,8.0
札幌,1,12,サンオブザサン,タニノフランケル,,130.0,-319.0,,-414.0,-543.0,,-166.0,-1312.0,13.0
札幌,1,13,ベルアズーロ,フィレンツェファイア,-79.0,-215.0,244.0,,-474.0,-1095.0,-46.0,371.0,-1294.0,12.0
札幌,1,14,アーデルブリックス,ブリックスアンドモルタル,-10.0,718.0,-1580.0,-27.0,326.0,-2201.0,1568.0,183.0,-1023.0,11.0
札幌,2,1,セールデュクール,ベンバトル,,1307.0,1574.0,1180.0,435.0,130.0,,-35.0,4591.0,6.0
札幌,2,2,ロゼハイスクール,ミスチヴィアスアレックス,73.0,-197.0,-462.0,2171.0,2186.0,-106.0,-8.0,1289.0,4946.0,4.0
札幌,2,3,フォルトゥナロッサ,サートゥルナーリア,-184.0,-10.0,28.0,177.0,685.0,-2661.0,,1100.0,-865.0,8.0
札幌,2,4,セイレイカ,エフフォーリア,,,,,,,,,,
札幌,2,5,タプティ,ダノンスマッシュ,-472.0,-1092.0,-731.0,-1598.0,-677.0,-1181.0,,-513.0,-6264.0,11.0
札幌,2,6,ルギッドドランジュ,ジャンダルム,,,,,,,,,,
札幌,2,7,コイゾラ,インディチャンプ,-472.0,1391.0,869.0,1296.0,800.0,530.0,,232.0,4646.0,5.0
札幌,2,8,リラカリス,レイデオロ,-70.0,2847.0,3468.0,1776.0,1962.0,-234.0,2070.0,484.0,12303.0,3.0
札幌,2,9,ソーハッピー,モズアスコット,499.0,3811.0,3755.0,2846.0,3566.0,1792.0,,547.0,16816.0,1.0
札幌,2,10,アヴレディール,ジャスタウェイ,292.0,-87.0,-817.0,-188.0,788.0,-309.0,,-293.0,-614.0,7.0
札幌,2,11,ルイスイメル,モズアスコット,499.0,3811.0,3755.0,2846.0,3566.0,1792.0,,547.0,16816.0,1.0
札幌,2,12,バタフライ,タワーオブロンドン,-68.0,448.0,-1035.0,-110.0,-1986.0,-1795.0,,-56.0,-4602.0,9.0
札幌,2,13,サトノパラディ,サトノクラウン,-372.0,-1807.0,-1561.0,-612.0,-238.0,-755.0,365.0,-1161.0,-6141.0,10.0
札幌,3,1,ダノンキューブ,キタサンブラック,916.0,122.0,958.0,-644.0,499.0,1362.0,,171.0,3384.0,3.0
