場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
新潟,1,1,ダイユウボンバー,レイデオロ,115.0,100.0,96.0,89.0,102.0,108.0,92.0,90.0,99.0,6.0
新潟,1,2,コナベイション,タワーオブロンドン,126.0,107.0,108.0,102.0,105.0,,,,109.6,1.0
新潟,1,3,ペイシャアーサー,ビッグアーサー,92.0,88.0,100.0,89.0,96.0,91.0,,,92.667,13.0
新潟,1,4,エイシンパンタレイ,ビッグアーサー,92.0,88.0,100.0,89.0,96.0,91.0,,,92.667,13.0
新潟,1,5,シュパネントパール,Street Boss,,,,,,,,,,
新潟,1,6,ムーンアイドル,エピファネイア,98.0,96.0,97.0,94.0,92.0,99.0,,,96.0,11.0
新潟,1,7,ダブルスチール,リアルスティール,107.0,113.0,105.0,110.0,112.0,110.0,,,109.5,2.0
新潟,1,8,オーシンブーケ,カレンブラックヒル,101.0,102.0,96.0,92.0,105.0,110.0,,,101.0,5.0
新潟,1,9,ルナプローブ,アメリカンペイトリオット,83.0,99.0,107.0,97.0,100.0,89.0,88.0,102.0,95.625,12.0
新潟,1,10,メイショウマチルダ,カリフォルニアクローム,73.0,108.0,96.0,104.0,107.0,95.0,,,97.167,9.0
新潟,1,11,アンビシャスヨシノ,アルアイン,96.0,82.0,88.0,81.0,88.0,78.0,,,85.5,15.0
新潟,1,12,ミズイロホルトゥス,サートゥルナーリア,89.0,101.0,94.0,105.0,98.0,,,,97.4,8.0
新潟,1,13,ショウナンバシリス,リアルスティール,107.0,113.0,105.0,110.0,112.0,110.0,106.0,105.0,108.5,3.0
新潟,1,14,キタノブリッジ,イスラボニータ,98.0,103.0,113.0,103.0,107.0,107.0,,,105.167,4.0
新潟,1,15,メイショウハボマイ,マジェスティックウォリアー,89.0,91.0,96.0,105.0,100.0,100.0,,,96.833,10.0
新潟,1,16,マイアイドル,アドマイヤマーズ,101.0,95.0,95.0,104.0,97.0,,,,98.4,7.0
新潟,2,1,ワイドレッド,ホッコータルマエ,111.0,105.0,102.0,106.0,104.0,109.0,,,106.167,3.0
新潟,2,2,ゴールドシャーク,オルフェーヴル,109.0,103.0,99.0,104.0,101.0,101.0,112.0,103.0,104.0,4.0
新潟,2,3,サトノエバー,Justify,65.0,84.0,93.0,86.0,90.0,94.0,,,85.333,13.0
新潟,2,4,モウフブキ,ラブリーデイ,128.0,98.0,91.0,98.0,95.0,98.0,,,101.333,9.0
新潟,2,5,メイショウセツゲツ,ロジャーバローズ,62.0,89.0,96.0,97.0,105.0,117.0,,,94.333,12.0
新潟,2,6,ミニョンマルーン,ミスターメロディ,72.0,96.0,56.0,98.0,97.0,,,,83.8,15.0
新潟,2,7,グリューネベルグ,ヘニーヒューズ,101.0,108.0,103.0,103.0,101.0,103.0,,,103.167,6.0
新潟,2,8,ヴィーナスゼファー,Justify,65.0,84.0,93.0,86.0,90.0,94.0,,,85.333,13.0
新潟,2,9,ハニーローリエ,ルーラーシップ,98.0,107.0,99.0,102.0,107.0,100.0,107.0,96.0,102.0,7.0
新潟,2,10,ヤマニンレセディ,エピファネイア,98.0,96.0,88.0,94.0,92.0,99.0,,,94.5,11.0
新潟,2,11,ウエスタンタマヤ,サンダースノー,85.0,112.0,116.0,115.0,114.0,96.0,159.0,140.0,117.125,2.0
