場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
新潟,1,OP,障害,3250,稍重,1,タンジェントアーク,5歳以上,五十嵐雄,田村康仁,追込,16.666666666666664,,長距離,左回り,ダ道悪,,432,休明2走,
新潟,1,OP,障害,3250,稍重,2,イクスプロージョン,5歳以上,小牧加矢,杉山晴紀,先行,100.0,,長距離,左回り,ダ道悪,,480,休明2走,距離短縮
新潟,1,OP,障害,3250,稍重,3,パーリーブラック,4歳,草野太郎,伊坂重信,差し,0.0,,長距離,左回り,ダ道悪,,480,休明初戦,距離延長
新潟,1,OP,障害,3250,稍重,4,ヤップヤップヤップ,5歳以上,江田勇亮,宗像義忠,差し,25.0,,長距離,左回り,ダ道悪,,460,休明初戦,距離延長
新潟,1,OP,障害,3250,稍重,5,プラチナドリーム,5歳以上,黒岩悠,平田修,差し,0.0,,長距離,左回り,ダ道悪,,476,休明3走,距離短縮
新潟,1,OP,障害,3250,稍重,6,サクラトップラン,5歳以上,中村将之,中尾秀正,先行,33.33333333333333,,長距離,左回り,ダ道悪,,468,休明2走,距離延長
新潟,1,OP,障害,3250,稍重,7,スカイテラス,5歳以上,石神深一,和田正一,先行,0.0,,長距離,左回り,ダ道悪,,486,休明2走,距離延長
新潟,1,OP,障害,3250,稍重,8,ヴァレッタカズマ,5歳以上,森一馬,藤野健太,差し,25.0,,長距離,左回り,ダ道悪,,512,休明2走,
新潟,1,OP,障害,3250,稍重,9,ニシノパプルブリリ,4歳,伴啓太,矢野英一,差し,100.0,,長距離,左回り,ダ道悪,,480,休明3走,距離延長
新潟,1,OP,障害,3250,稍重,10,テイエムナイスラン,5歳以上,大江原圭,石栗龍彦,追込,50.0,,長距離,左回り,ダ道悪,,534,休明初戦,距離延長
新潟,1,OP,障害,3250,稍重,11,クリノクオン,4歳,上野翔,伊藤伸一,差し,0.0,,長距離,左回り,ダ道悪,,454,休明初戦,距離延長
新潟,1,OP,障害,3250,稍重,12,レディステディゴー,5歳以上,難波剛健,中村直也,差し,33.33333333333333,,長距離,左回り,ダ道悪,,516,休明2走,距離短縮
新潟,2,未勝利,ダート,1800,重,1,ビップジェシー,2歳,松本大輝,田島俊明,先行,100.0,50.0,中距離,左回り,ダ道悪,Lv2 ,412,,
新潟,2,未勝利,ダート,1800,重,2,ハシリマッセ,2歳,菊沢一樹,武市康男,追込,,0.0,中距離,左回り,ダ道悪,Lv2 ,450,,
新潟,2,未勝利,ダート,1800,重,3,ロックウイズユー,2歳,橋木太希,西園正都,差し,,100.0,中距離,左回り,ダ道悪,Lv2 ,448,,
新潟,2,未勝利,ダート,1800,重,4,チュラビックタイム,2歳,斎藤新,斎藤誠,差し,,,中距離,左回り,ダ道悪,Lv2 ,472,,
新潟,2,未勝利,ダート,1800,重,5,スペースリーガ,2歳,黛弘人,森一誠,差し,,,中距離,左回り,ダ道悪,Lv2 ,454,,
新潟,2,未勝利,ダート,1800,重,6,ヤスケ,2歳,小林勝太,中舘英二,差し,,,中距離,左回り,ダ道悪,Lv2 ,510,休明初戦,距離短縮
新潟,2,未勝利,ダート,1800,重,7,タイセイフランク,2歳,長浜鴻緒,栗田徹,追込,0.0,,中距離,左回り,ダ道悪,Lv2 ,474,休明3走,距離延長
新潟,2,未勝利,ダート,1800,重,8,ダテミカヅキ,2歳,荻野極,西園翔太,先行,,,中距離,左回り,ダ道悪,Lv2 ,456,,
新潟,2,未勝利,ダート,1800,重,9,マインエンゼル,2歳,石田拓郎,萱野浩二,追込,,,中距離,左回り,ダ道悪,Lv2 ,448,連闘,距離延長
新潟,2,未勝利,ダート,1800,重,10,ドーバーブライト,2歳,丹内祐次,西田雄一,先行,,100.0,中距離,左回り,ダ道悪,Lv2 ,502,,距離延長
新潟,2,未勝利,ダート,1800,重,11,サンライズフーガ,2歳,西塚洸二,河内洋,先行,,100.0,中距離,左回り,ダ道悪,Lv2 ,462,,
新潟,2,未勝利,ダート,1800,重,12,ハルノアラシ,2歳,横山琉人,相沢郁,先行,0.0,,中距離,左回り,ダ道悪,Lv2 ,512,休明初戦,距離延長
新潟,3,自己条件,ダート,1200,重,1,ハルカナネガイ,5歳以上,川端海翼,藤沢則雄,追込,,,短距離,左回り,ダ道悪,Lv3 ,448,,
新潟,3,自己条件,ダート,1200,重,2,ローズブルーム,5歳以上,黛弘人,伊藤大士,差し,100.0,25.0,短距離,左回り,ダ道悪,Lv3 ,460,休明2走,距離延長
新潟,3,自己条件,ダート,1200,重,3,グリントリッター,3歳,長浜鴻緒,深山雅史,先行,,40.0,短距離,左回り,ダ道悪,Lv3 ,432,休明初戦,距離延長
新潟,3,自己条件,ダート,1200,重,4,ストームバンガード,3歳,柴田裕一,岡田稲男,差し,,50.0,短距離,左回り,ダ道悪,Lv3 ,488,休明3走,
新潟,3,自己条件,ダート,1200,重,5,ラピッドベル,4歳,丹内祐次,谷潔,先行,,33.33333333333333,短距離,左回り,ダ道悪,Lv3 ,516,休明初戦,距離短縮
新潟,3,自己条件,ダート,1200,重,6,クリノミニスター,5歳以上,田中健,荒川義之,差し,,0.0,短距離,左回り,ダ道悪,Lv3 ,460,休明初戦,
新潟,3,自己条件,ダート,1200,重,7,エスグラシア,5歳以上,秋山稔樹,加藤和宏,差し,33.33333333333333,40.0,短距離,左回り,ダ道悪,Lv3 ,478,休明3走,
新潟,3,自己条件,ダート,1200,重,8,グローブフェイム,4歳,菊沢一樹,田中剛,差し,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,446,,
新潟,3,自己条件,ダート,1200,重,9,ロマンスライト,3歳,石田拓郎,宗像義忠,差し,,,短距離,左回り,ダ道悪,Lv3 ,448,休明3走,
新潟,3,自己条件,ダート,1200,重,10,ヘルメース,3歳,小林勝太,伊藤圭三,逃げ,,100.0,短距離,左回り,ダ道悪,Lv3 ,484,休明初戦,距離延長
新潟,3,自己条件,ダート,1200,重,11,ルソレイユ,4歳,亀田温心,北出成人,先行,,20.0,短距離,左回り,ダ道悪,Lv3 ,504,休明初戦,距離延長
新潟,3,自己条件,ダート,1200,重,12,カツノテンス,4歳,藤田菜七,伊藤伸一,先行,0.0,18.181818181818183,短距離,左回り,ダ道悪,Lv3 ,442,休明初戦,距離延長
新潟,3,自己条件,ダート,1200,重,13,ジェイエルトランス,4歳,小林凌大,小西一男,先行,,0.0,短距離,左回り,ダ道悪,Lv3 ,420,休明初戦,
新潟,3,自己条件,ダート,1200,重,14,シタン,5歳以上,西塚洸二,吉岡辰弥,先行,,,短距離,左回り,ダ道悪,Lv3 ,434,休明3走,距離短縮
新潟,3,自己条件,ダート,1200,重,15,ミスキャサリン,3歳,加藤祥太,庄野靖志,追込,,,短距離,左回り,ダ道悪,Lv3 ,434,休明2走,距離短縮
新潟,4,未勝利,障害,2850,稍重,1,ラズルダズル,5歳以上,中村将之,茶木太樹,先行,,,長距離,左回り,ダ道悪,,466,休明初戦,距離延長
新潟,4,未勝利,障害,2850,稍重,2,ブレバ,4歳,田村太雅,中竹和也,追込,,,長距離,左回り,ダ道悪,,530,休明初戦,距離延長
新潟,4,未勝利,障害,2850,稍重,3,ゴンドワナ,4歳,上野翔,小島茂之,差し,,,長距離,左回り,ダ道悪,,474,休明初戦,距離延長
新潟,4,未勝利,障害,2850,稍重,4,マシュー,3歳,大江原圭,尾形和幸,追込,,,長距離,左回り,ダ道悪,,456,休明初戦,距離延長
新潟,4,未勝利,障害,2850,稍重,5,ゴールデンルーキー,3歳,江田勇亮,粕谷昌央,差し,,,長距離,左回り,ダ道悪,,462,休明2走,距離短縮
新潟,4,未勝利,障害,2850,稍重,6,アーベントイアー,3歳,土田真翔,水野貴広,差し,,,長距離,左回り,ダ道悪,,488,,距離延長
新潟,4,未勝利,障害,2850,稍重,7,ソルトロング,3歳,井上敏樹,木原一良,差し,,,長距離,左回り,ダ道悪,,464,,距離短縮
新潟,4,未勝利,障害,2850,稍重,8,フスカル,4歳,石神深一,森一誠,先行,,,長距離,左回り,ダ道悪,,478,休明初戦,距離延長
新潟,4,未勝利,障害,2850,稍重,9,インプレス,5歳以上,小牧加矢,佐々木晶,追込,,,長距離,左回り,ダ道悪,,524,休明初戦,距離短縮
新潟,4,未勝利,障害,2850,稍重,10,サルサロッサ,5歳以上,伴啓太,高柳瑞樹,先行,100.0,,長距離,左回り,ダ道悪,,442,休明3走,
新潟,4,未勝利,障害,2850,稍重,11,フレッチア,5歳以上,草野太郎,木村哲也,差し,,,長距離,左回り,ダ道悪,,492,休明初戦,距離延長
新潟,5,新馬,芝,1400,良,1,クィーンルージュ,2歳,小林勝太,加藤征弘,,,,短距離,左回り,,Lv4 ,472,,
新潟,5,新馬,芝,1400,良,2,ニシノカスガイ,2歳,菊沢一樹,村田一誠,,,,短距離,左回り,,Lv4 ,408,,
新潟,5,新馬,芝,1400,良,3,カシノフロレゾン,2歳,土田真翔,和田雄二,,,,短距離,左回り,,Lv4 ,462,,
新潟,5,新馬,芝,1400,良,4,シャイニーカラーズ,2歳,秋山稔樹,宮本博,,,,短距離,左回り,,Lv4 ,486,,
新潟,5,新馬,芝,1400,良,5,ハーフェン,2歳,石田拓郎,新開幸一,,,,短距離,左回り,,Lv4 ,398,,
新潟,5,新馬,芝,1400,良,6,ヴィオレンツァ,2歳,小沢大仁,福永祐一,,,,短距離,左回り,,Lv4 ,438,,
新潟,5,新馬,芝,1400,良,7,スーパーフロス,2歳,Ｍ．デム,牧浦充徳,,,,短距離,左回り,,Lv4 ,438,,
