場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
中山,1,1,アレキサンダーサン,伊坂重信,78.0,95.0,88.0,87.0,89.0,87.0,,,87.333,13.0
中山,1,2,ガクエンテンゴク,根本康広,109.0,116.0,108.0,107.0,97.0,105.0,,,107.0,1.0
中山,1,3,ケンブリッジルプス,萱野浩二,114.0,97.0,90.0,96.0,95.0,96.0,,,98.0,5.0
中山,1,4,アンプイットアップ,岩戸孝樹,93.0,84.0,93.0,88.0,89.0,86.0,96.0,,89.857,12.0
中山,1,5,タイキプレジール,矢野英一,96.0,96.0,92.0,94.0,93.0,88.0,,,93.167,9.0
中山,1,6,ゼファーテソーロ,栗田徹　,96.0,91.0,90.0,89.0,86.0,94.0,,,91.0,11.0
中山,1,7,キッショウダラニ,牧光二　,96.0,110.0,104.0,106.0,103.0,104.0,,,103.833,2.0
中山,1,8,サンマルフォース,和田勇介,91.0,105.0,95.0,108.0,91.0,95.0,,,97.5,7.0
中山,1,9,マインセーラ,的場均　,95.0,85.0,73.0,83.0,68.0,98.0,,,83.667,15.0
中山,1,10,ショウナンタヅナ,武市康男,87.0,82.0,84.0,88.0,86.0,88.0,,,85.833,14.0
中山,1,11,トウシンライオット,尾形和幸,95.0,94.0,85.0,95.0,87.0,96.0,,,92.0,10.0
中山,1,12,ユキノサイエンス,小野次郎,98.0,96.0,96.0,113.0,100.0,110.0,,,102.167,3.0
中山,1,13,サリーアン,鈴木伸尋,96.0,103.0,91.0,103.0,96.0,99.0,,,98.0,5.0
中山,1,14,スラッシュコード,伊藤圭三,86.0,95.0,103.0,103.0,101.0,101.0,,,98.167,4.0
中山,1,15,モーニングダリア,土田稔　,81.0,70.0,68.0,69.0,75.0,86.0,76.0,,75.0,16.0
中山,1,16,タマリスペクト,相沢郁　,107.0,89.0,95.0,87.0,88.0,100.0,95.0,,94.429,8.0
中山,2,1,シシリアンキッス,佐藤吉勝,88.0,88.0,107.0,82.0,90.0,90.0,149.0,,99.143,6.0
中山,2,2,ニケフェリーチェ,菊川正達,82.0,101.0,90.0,96.0,92.0,95.0,123.0,,97.0,8.0
中山,2,3,プレイメイカー,栗田徹　,96.0,91.0,90.0,89.0,98.0,94.0,,,93.0,13.0
中山,2,4,アイアンパイク,村田一誠,62.0,75.0,69.0,81.0,72.0,79.0,,,73.0,15.0
中山,2,5,トリエンナーレ,森一誠　,123.0,127.0,107.0,135.0,140.0,130.0,,,127.0,1.0
中山,2,6,アッシズオブローズ,尾関知人,96.0,92.0,93.0,88.0,100.0,99.0,,,94.667,12.0
中山,2,7,プリンセスダーコ,清水英克,97.0,109.0,90.0,107.0,110.0,111.0,,,104.0,2.0
中山,2,8,アルティオーラ,浅利英明,,,,,,,,,,
中山,2,9,ピンクサウスポー,勢司和浩,100.0,79.0,88.0,85.0,89.0,99.0,,,90.0,14.0
中山,2,10,ビーチイン,和田勇介,91.0,105.0,95.0,108.0,101.0,95.0,,,99.167,5.0
中山,2,11,クイーンズホリデー,林徹　　,106.0,95.0,94.0,99.0,102.0,98.0,,,99.0,7.0
中山,2,12,イデアクリスタル,小西一男,95.0,82.0,98.0,102.0,98.0,99.0,,,95.667,10.0
中山,2,13,ノーブルクラウド,久保田貴,92.0,101.0,99.0,97.0,96.0,94.0,,,96.5,9.0
中山,2,14,アスパラゴ,田村康仁,91.0,98.0,97.0,98.0,92.0,93.0,,,94.833,11.0
中山,2,15,ライヴマルガリータ,牧光二　,96.0,110.0,104.0,106.0,111.0,104.0,94.0,,103.571,3.0
中山,2,16,ペカリーナ,竹内正洋,101.0,103.0,107.0,99.0,96.0,100.0,,,101.0,4.0
中山,3,1,ハッピーカーン,松永康利,86.0,99.0,102.0,105.0,97.0,101.0,,,98.333,9.0
中山,3,2,ゴットタレント,田村康仁,91.0,98.0,97.0,98.0,92.0,93.0,,,94.833,12.0
中山,3,3,アイアムアッパレ,奥平雅士,104.0,97.0,97.0,95.0,102.0,112.0,112.0,,102.714,6.0
中山,3,4,セイウォリアー,古賀慎明,104.0,109.0,93.0,105.0,97.0,96.0,,,100.667,7.0
中山,3,5,ネイティヴプライド,高木登　,102.0,114.0,106.0,106.0,109.0,102.0,101.0,,105.714,3.0
中山,3,6,ホワイトナイル,牧光二　,96.0,110.0,104.0,106.0,111.0,104.0,,,105.167,4.0
中山,3,7,ミスターキャンベラ,稲垣幸雄,119.0,103.0,111.0,107.0,106.0,106.0,,,108.667,2.0
中山,3,8,ヤマメイッカ,久保田貴,92.0,101.0,99.0,97.0,96.0,94.0,,,96.5,10.0
中山,3,9,ルアグロール,嘉藤貴行,98.0,105.0,104.0,104.0,103.0,105.0,,,103.167,5.0
中山,3,10,ハンドフル,田中勝春,,,,,,,,,,
中山,3,11,サルサブラヴァ,奥村武　,91.0,87.0,87.0,90.0,93.0,97.0,,,90.833,13.0
中山,3,12,チェイサー,相沢郁　,107.0,89.0,95.0,87.0,98.0,100.0,,,96.0,11.0
中山,3,13,メイクイット,土田稔　,81.0,70.0,68.0,69.0,82.0,86.0,76.0,,76.0,15.0
中山,3,14,アルファシーナ,伊藤伸一,112.0,84.0,82.0,77.0,88.0,94.0,86.0,,89.0,14.0
中山,3,15,ショコラキュイ,森一誠　,123.0,127.0,107.0,135.0,140.0,130.0,103.0,,123.571,1.0
中山,3,16,ファイタージェット,林徹　　,106.0,95.0,94.0,99.0,102.0,98.0,104.0,,99.714,8.0
中山,4,1,エコロシード,堀宣行　,108.0,102.0,105.0,101.0,108.0,103.0,,,104.5,2.0
中山,4,2,レッドスティンガー,矢嶋大樹,117.0,69.0,82.0,148.0,90.0,86.0,,,98.667,8.0
中山,4,3,レディサン,栗田徹　,96.0,90.0,90.0,89.0,86.0,94.0,,,90.833,14.0
中山,4,4,モンサンゴールデン,中竹和也,91.0,104.0,99.0,103.0,102.0,106.0,,,100.833,5.0
中山,4,5,ジャレッド,秋山真一,,,,,,,,,,
中山,4,6,ヴェネチアンキング,伊藤圭三,86.0,108.0,103.0,103.0,101.0,101.0,,,100.333,6.0
中山,4,7,シーグルロス,尾形和幸,95.0,100.0,85.0,95.0,87.0,96.0,,,93.0,13.0
中山,4,8,アンティミスト,鈴木伸尋,96.0,90.0,91.0,103.0,96.0,99.0,87.0,,94.571,11.0
中山,4,9,ビップムーラン,田島俊明,89.0,103.0,104.0,105.0,99.0,99.0,,,99.833,7.0
中山,4,10,ピュール,久保田貴,92.0,103.0,99.0,97.0,104.0,94.0,,,98.167,9.0
中山,4,11,ドナシェーン,栗田徹　,96.0,90.0,90.0,89.0,86.0,94.0,,,90.833,14.0
中山,4,12,アパタイトテソーロ,畠山吉宏,104.0,95.0,103.0,96.0,90.0,97.0,99.0,,97.714,10.0
中山,4,13,ルクスポップスター,西園翔太,95.0,117.0,108.0,109.0,103.0,106.0,,,106.333,1.0
中山,4,14,ナオミライトニング,矢作芳人,107.0,102.0,105.0,100.0,107.0,102.0,,,103.833,3.0
中山,4,15,セイウンアインス,武藤善則,91.0,97.0,92.0,103.0,96.0,102.0,76.0,,93.857,12.0
中山,4,16,ジェラートキティ,嘉藤貴行,98.0,101.0,104.0,104.0,105.0,105.0,,,102.833,4.0
中山,5,1,キョウエイアート,萱野浩二,114.0,79.0,90.0,96.0,96.0,96.0,,,95.167,13.0
中山,5,2,エスシービクトリア,村田一誠,62.0,64.0,69.0,81.0,72.0,79.0,,,71.167,16.0
中山,5,3,パワポケグッド,大和田成,85.0,106.0,107.0,108.0,96.0,89.0,,,98.5,8.0
中山,5,4,ミリオンヴォイス,加藤士津,121.0,105.0,104.0,90.0,106.0,104.0,,,105.0,3.0
中山,5,5,モウレツ,蛯名利弘,89.0,76.0,93.0,103.0,85.0,90.0,,,89.333,14.0
中山,5,6,サクセスゴールド,久保田貴,92.0,104.0,99.0,97.0,96.0,94.0,,,97.0,12.0
中山,5,7,グラムエッジ,手塚貴久,104.0,97.0,93.0,101.0,103.0,102.0,,,100.0,6.0
中山,5,8,サクラピアチェーレ,高柳瑞樹,94.0,114.0,91.0,95.0,95.0,98.0,,,97.833,10.0
中山,5,9,サトノフェンサー,高柳瑞樹,94.0,114.0,91.0,95.0,95.0,98.0,,,97.833,10.0
中山,5,10,ホウオウファミリー,田中博康,101.0,85.0,101.0,102.0,99.0,100.0,,,98.0,9.0
中山,5,11,リクスダラー,上原佑紀,114.0,107.0,108.0,102.0,105.0,118.0,,,109.0,1.0
中山,5,12,グランドタルマエ,相沢郁　,107.0,112.0,95.0,87.0,98.0,100.0,,,99.833,7.0
中山,5,13,アイデアユー,鹿戸雄一,99.0,139.0,101.0,99.0,103.0,102.0,,,107.167,2.0
中山,5,14,アイファーウィーク,蛯名利弘,89.0,76.0,93.0,103.0,85.0,90.0,,,89.333,14.0
中山,5,15,ウインガネーシャ,高木登　,102.0,87.0,106.0,106.0,109.0,102.0,,,102.0,4.0
中山,5,16,マイネルスラーヴァ,高木登　,102.0,87.0,106.0,106.0,109.0,102.0,,,102.0,4.0
中山,6,1,ニシノヒノトリ,手塚貴久,104.0,111.0,107.0,101.0,103.0,102.0,,,104.667,3.0
中山,6,2,スチールナイト,和田雄二,102.0,101.0,99.0,108.0,93.0,94.0,,,99.5,10.0
中山,6,3,ジングアップ,大竹正博,96.0,107.0,97.0,97.0,95.0,91.0,,,97.167,12.0
中山,6,4,ナックホワイト,杉浦宏昭,91.0,105.0,103.0,107.0,97.0,105.0,,,101.333,6.0
中山,6,5,オーケーグレイス,相沢郁　,107.0,89.0,93.0,87.0,98.0,100.0,80.0,,93.429,15.0
中山,6,6,グランドスウェル,畠山吉宏,104.0,97.0,93.0,96.0,105.0,97.0,,,98.667,11.0
中山,6,7,ミュークトーマス,粕谷昌央,107.0,98.0,79.0,91.0,54.0,88.0,133.0,,92.857,16.0
中山,6,8,セイウンアズール,千葉直人,108.0,118.0,113.0,110.0,77.0,87.0,85.0,,99.714,8.0
中山,6,9,ゴールドエンバー,竹内正洋,101.0,103.0,102.0,99.0,96.0,100.0,,,100.167,7.0
中山,6,10,ワールドブレイヴ,宮田敬介,85.0,96.0,96.0,95.0,95.0,86.0,,,92.167,17.0
中山,6,11,マイネルオラクル,尾関知人,96.0,92.0,93.0,88.0,100.0,99.0,105.0,,96.143,13.0
中山,6,12,フォーチュンローズ,上原佑紀,114.0,95.0,111.0,102.0,105.0,118.0,,,107.5,1.0
中山,6,13,レイヒストリコ,黒岩陽一,97.0,91.0,103.0,93.0,94.0,96.0,,,95.667,14.0
中山,6,14,イーサンミラー,稲垣幸雄,119.0,103.0,101.0,107.0,106.0,106.0,,,107.0,2.0
