場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
中山,1,1,スケダチムヨウ,スマートファルコン,,,,,,,,,,
中山,1,2,ベアフォースワン,カレンブラックヒル,-420.0,322.0,1569.0,1472.0,1022.0,419.0,,,4384.0,2.0
中山,1,3,ニシノランペイジ,アジアエクスプレス,264.0,-621.0,586.0,-204.0,816.0,1529.0,178.0,,2548.0,3.0
中山,1,4,モーゲンセン,Mendelssohn,234.0,577.0,765.0,-58.0,193.0,483.0,36.0,,2230.0,4.0
中山,1,5,タイセイガナール,タワーオブロンドン,-642.0,494.0,-614.0,338.0,197.0,-157.0,,,-384.0,8.0
中山,1,6,イヌボウノキラメキ,ドレフォン,-3.0,2712.0,5543.0,-187.0,2133.0,2542.0,2587.0,,15327.0,1.0
中山,1,7,タヤスロレンヌ,タワーオブロンドン,-642.0,494.0,-614.0,338.0,197.0,-157.0,,,-384.0,8.0
中山,1,8,コウユーニポポニコ,タリスマニック,-54.0,1050.0,325.0,-98.0,667.0,-191.0,,,1699.0,6.0
中山,1,9,ケイツースクード,ダノンスマッシュ,,,,,,,,,,
中山,1,10,クルビデンス,アメリカンペイトリオット,851.0,-181.0,-1007.0,215.0,-87.0,1481.0,-939.0,,333.0,7.0
中山,1,11,ミツカネメルクリオ,サトノアラジン,-404.0,-993.0,-1225.0,-1016.0,-314.0,-827.0,,,-4779.0,10.0
中山,1,12,チェストー,レッドファルクス,410.0,-221.0,2243.0,327.0,-129.0,-466.0,,,2164.0,5.0
中山,1,13,チャンピオンホース,ダノンスマッシュ,,,,,,,,,,
中山,1,14,イイクニパッション,ビッグアーサー,79.0,-2689.0,-2995.0,-223.0,-2015.0,-1572.0,,,-9415.0,11.0
中山,1,15,オテモヤン,ロードバリオス,,,,,,,,,,
中山,1,16,ピュール,ダノンプレミアム,,,,,,,,,,
中山,2,1,マランドロ,ダノンキングリー,,,,,,,,,,
中山,2,2,マツリダシリウス,ウインバリアシオン,,,,,,,,,,
中山,2,3,トラストレガート,マクフィ,-625.0,-286.0,-385.0,695.0,330.0,-47.0,614.0,,296.0,5.0
中山,2,4,パワポケウォーズ,リアルスティール,1291.0,3353.0,3041.0,1249.0,1180.0,1961.0,,,12075.0,1.0
中山,2,5,イントゥゴールデン,ミスチヴィアスアレックス,,,,,,,,,,
中山,2,6,オーキッドワン,リオンディーズ,428.0,-1814.0,-460.0,1206.0,78.0,1038.0,481.0,,957.0,4.0
中山,2,7,サイモフェーン,クリソベリル,,,,,,,,,,
中山,2,8,メイプルインパクト,シルバーステート,1918.0,-2175.0,-4781.0,-474.0,-864.0,-268.0,,,-6644.0,10.0
中山,2,9,プリンセスダーコ,マクフィ,-625.0,-286.0,-385.0,695.0,330.0,-47.0,,,-318.0,6.0
中山,2,10,ハッピーカーン,ベンバトル,,,,,,,,,,
中山,2,11,チェイサー,レイデオロ,-288.0,44.0,-284.0,1242.0,-1787.0,-3153.0,-1258.0,,-5484.0,7.0
中山,2,12,イデアクリスタル,ホークビル,-2035.0,540.0,-2825.0,-669.0,401.0,-1154.0,,,-5742.0,8.0
中山,2,13,サラサチャチャチャ,ダノンスマッシュ,,,,,,,,,,
中山,2,14,ソニックキャット,ダイワメジャー,-90.0,-1218.0,-1906.0,-198.0,-872.0,-1639.0,-124.0,,-6047.0,9.0
中山,2,15,タイセツナヒ,ホッコータルマエ,300.0,954.0,965.0,591.0,40.0,-768.0,,,2082.0,3.0
中山,2,16,アスパラゴ,カリフォルニアクローム,496.0,1874.0,1310.0,-520.0,55.0,1358.0,,,4573.0,2.0
中山,3,1,ミスチヴマリアンヌ,ミスチヴィアスアレックス,,,,,,,,,,
中山,3,2,フィオーレグリーン,ディープブリランテ,-35.0,-763.0,-142.0,-230.0,-1019.0,-603.0,-691.0,,-3483.0,10.0
中山,3,3,キッショウダラニ,リオンディーズ,428.0,-1814.0,-714.0,1206.0,-1631.0,1038.0,,,-1487.0,8.0
中山,3,4,ニシノオールワン,ミッキーアイル,6.0,682.0,1956.0,460.0,830.0,1117.0,-77.0,,4974.0,1.0
中山,3,5,スティルアイライズ,タニノフランケル,,,,,,,,,,
中山,3,6,ヴァールザーゲン,サトノダイヤモンド,451.0,2121.0,-1096.0,270.0,414.0,-854.0,2069.0,,3375.0,3.0
中山,3,7,リュウセイコウテイ,ウインブライト,385.0,664.0,-402.0,15.0,84.0,-102.0,-653.0,,-9.0,6.0
中山,3,8,ヨドノサファイア,ジャスタウェイ,-465.0,681.0,-261.0,-79.0,691.0,826.0,978.0,,2371.0,4.0
中山,3,9,アロハオエ,アルアイン,-758.0,-3469.0,-2262.0,-704.0,-1576.0,-2238.0,-1826.0,,-12833.0,13.0
中山,3,10,ニシノセイドウ,リーチザクラウン,-94.0,-111.0,-479.0,-95.0,-412.0,-339.0,,,-1530.0,9.0
中山,3,11,ツルノマイハシ,モーリス,-671.0,-5.0,-847.0,-235.0,-2142.0,-1652.0,,,-5552.0,11.0
中山,3,12,クリオロゴールド,ロードカナロア,1.0,-606.0,-1519.0,-1354.0,1653.0,-3552.0,4167.0,,-1210.0,7.0
中山,3,13,シャインフォーミー,アドマイヤマーズ,-223.0,-240.0,-428.0,563.0,266.0,968.0,185.0,,1091.0,5.0
中山,3,14,イーリスアスター,ダノンスマッシュ,,,,,,,,,,
中山,3,15,トモロウィンアスク,オルフェーヴル,129.0,930.0,1764.0,-586.0,147.0,1152.0,402.0,,3938.0,2.0
中山,3,16,アイアンブランド,ビッグアーサー,79.0,-2689.0,63.0,-223.0,-2015.0,-1572.0,-792.0,,-7149.0,12.0
中山,4,1,ドングラミ,カリフォルニアクローム,496.0,619.0,1310.0,-520.0,1311.0,1358.0,,,4574.0,3.0
中山,4,2,エムフォー,フォーウィールドライブ,439.0,979.0,1178.0,2984.0,3796.0,1050.0,436.0,,10862.0,1.0
中山,4,3,コパノトーマス,タニノフランケル,,,,,,,,,,
中山,4,4,アルデトップガン,ナダル,622.0,39.0,1035.0,-380.0,-824.0,55.0,53.0,,600.0,6.0
中山,4,5,レッドスティンガー,レッドファルクス,410.0,1407.0,2243.0,327.0,-129.0,-466.0,-1307.0,,2485.0,5.0
中山,4,6,ドナソール,マテラスカイ,,,,,,,,,,
中山,4,7,エコロシード,Adios Charlie,,,,,,,,,,
中山,4,8,セイウンアインス,フォーウィールドライブ,439.0,979.0,1178.0,2984.0,3796.0,1050.0,,,10426.0,2.0
中山,4,9,アパタイトテソーロ,スワーヴリチャード,509.0,264.0,-1297.0,-181.0,-3067.0,-2064.0,,,-5836.0,7.0
中山,4,10,ラブルラウザー,パイロ,-271.0,431.0,1911.0,-388.0,324.0,1506.0,61.0,,3574.0,4.0
中山,4,11,アンティミスト,Caravaggio,,,,,,,,,,
中山,5,1,ノーチェ,クリソベリル,,,,,,,,,,
中山,5,2,サルサブラヴァ,シニスターミニスター,1331.0,1190.0,9037.0,1412.0,5738.0,8102.0,,,26810.0,1.0
中山,5,3,サンドッグ,デクラレーションオブウォー,112.0,226.0,-1041.0,506.0,-1205.0,81.0,,,-1321.0,8.0
中山,5,4,ジージージェット,モズアスコット,-102.0,672.0,1002.0,2176.0,1155.0,1376.0,,,6279.0,2.0
中山,5,5,ルアグロール,リオンディーズ,428.0,743.0,-460.0,1206.0,78.0,1038.0,,,3033.0,4.0
中山,5,6,ジオストラテジー,デクラレーションオブウォー,112.0,226.0,-1041.0,506.0,-1205.0,81.0,,,-1321.0,8.0
中山,5,7,ジェネラスキング,ルーラーシップ,52.0,-311.0,-317.0,298.0,-1950.0,-4.0,,,-2232.0,13.0
中山,5,8,ロードトライデント,ダノンスマッシュ,,,,,,,,,,
中山,5,9,モロノラピド,アメリカンペイトリオット,851.0,296.0,-1007.0,215.0,315.0,1481.0,,,2151.0,5.0
中山,5,10,キタノエピックアン,ベストウォーリア,-75.0,-16.0,-175.0,-128.0,-916.0,-227.0,,,-1537.0,11.0
中山,5,11,ネオアンボウ,デクラレーションオブウォー,112.0,226.0,-1041.0,506.0,-1205.0,81.0,,,-1321.0,8.0
中山,5,12,グラスフェザー,ゴールドドリーム,-263.0,340.0,-384.0,-564.0,1008.0,108.0,,,245.0,7.0
中山,5,13,ジュンサク,パイロ,-271.0,360.0,1911.0,-388.0,1669.0,1506.0,,,4787.0,3.0
中山,5,14,ブレイブシュガー,ミスチヴィアスアレックス,,,,,,,,,,
中山,5,15,クラウトロック,ナダル,622.0,-168.0,1035.0,-380.0,443.0,55.0,,,1607.0,6.0
中山,5,16,リュウゴピュア,リアルインパクト,-125.0,-206.0,-301.0,-368.0,-478.0,-153.0,,,-1631.0,12.0
中山,6,1,アルデナイン,リオンディーズ,428.0,743.0,-714.0,1206.0,78.0,1038.0,,,2779.0,4.0
中山,6,2,アーティキュレート,サートゥルナーリア,-707.0,-174.0,-800.0,-499.0,-851.0,-390.0,,,-3421.0,12.0
中山,6,3,ニュークリアス,フィエールマン,1278.0,80.0,869.0,1182.0,812.0,140.0,,,4361.0,3.0
中山,6,4,サトノクラシカル,リアルスティール,1291.0,717.0,1953.0,1249.0,1180.0,1961.0,,,8351.0,1.0
中山,6,5,キミガハマ,ディーマジェスティ,-72.0,-455.0,-344.0,-665.0,150.0,869.0,,,-517.0,9.0
中山,6,6,コンジェスタス,コントレイル,,,,,,,,,,
中山,6,7,ミッキーファルコン,エピファネイア,-1442.0,2172.0,-2937.0,1587.0,-1809.0,-5692.0,,,-8121.0,15.0
中山,6,8,ビーストウォーズ,アニマルキングダム,-223.0,442.0,-1013.0,-1029.0,33.0,106.0,,,-1684.0,11.0
中山,6,9,ブザービーター,リオンディーズ,428.0,743.0,-714.0,1206.0,78.0,1038.0,,,2779.0,4.0
中山,6,10,コスモアルペジオ,ゴールドシップ,-608.0,-115.0,580.0,-541.0,1279.0,1463.0,,,2058.0,8.0
中山,6,11,デルマホダカ,ブリックスアンドモルタル,351.0,16.0,1704.0,-193.0,1306.0,-1051.0,,,2133.0,6.0
