場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
中山,1,1,ケイベエ,木幡巧也,96.0,103.0,101.0,100.0,98.0,94.0,98.667,7.0
中山,1,2,メイポール,嶋田純次,93.0,99.0,95.0,101.0,97.0,101.0,97.667,9.0
中山,1,3,ホウオウヘッセン,戸崎圭太,98.0,101.0,96.0,98.0,101.0,95.0,98.167,8.0
中山,1,4,フュルスティン,横山武史,99.0,100.0,92.0,95.0,98.0,92.0,96.0,10.0
中山,1,5,ノアシルヴィ,菅原隆一,21.0,67.0,64.0,74.0,30.0,86.0,57.0,15.0
中山,1,6,ジーティーニッツァ,遠藤汰月,,,,,,,,
中山,1,7,クールフィールド,石橋脩　,97.0,98.0,107.0,105.0,95.0,114.0,102.667,4.0
中山,1,8,スラッシュコード,丹内祐次,97.0,102.0,100.0,98.0,104.0,97.0,99.667,5.0
中山,1,9,ダイユウサルターレ,佐々木大,102.0,102.0,101.0,106.0,104.0,113.0,104.667,2.0
中山,1,10,チッタデラモーレ,佐藤翔馬,142.0,107.0,98.0,106.0,105.0,68.0,104.333,3.0
中山,1,11,トモエナゲ,小林脩斗,91.0,84.0,99.0,97.0,90.0,94.0,92.5,14.0
中山,1,12,マイチバイ,松岡正海,101.0,102.0,88.0,101.0,104.0,99.0,99.167,6.0
中山,1,13,ライトブルースカイ,今村聖奈,139.0,83.0,91.0,92.0,86.0,81.0,95.333,11.0
中山,1,14,カンフーヒーロー,江田照男,100.0,111.0,89.0,89.0,95.0,77.0,93.5,12.0
中山,1,15,オレンジリバー,原優介　,99.0,84.0,102.0,96.0,95.0,85.0,93.5,12.0
中山,1,16,ウルヴァリン,長浜鴻緒,99.0,107.0,98.0,96.0,101.0,140.0,106.833,1.0
中山,2,1,ノボリフジ,遠藤汰月,,,,,,,,
中山,2,2,ピンクサウスポー,北村宏司,101.0,98.0,101.0,101.0,100.0,103.0,100.667,4.0
中山,2,3,ヘルメスギャング,今村聖奈,139.0,83.0,91.0,88.0,86.0,81.0,94.667,10.0
中山,2,4,クールチェンジ,戸崎圭太,98.0,101.0,96.0,99.0,101.0,95.0,98.333,8.0
中山,2,5,レピュニット,マーカン,,,,,,,,
中山,2,6,ベルウッドピース,丹内祐次,97.0,102.0,100.0,107.0,104.0,97.0,101.167,3.0
中山,2,7,ホッカイダイオー,小林脩斗,91.0,84.0,99.0,83.0,90.0,94.0,90.167,13.0
