場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
新潟,1,1,ロココ,ミスターメロディ,-904.0,2.0,-949.0,1134.0,-1707.0,-686.0,,,-3110.0,10.0
新潟,1,2,ノヴァキュライト,ブリックスアンドモルタル,291.0,718.0,-1580.0,-27.0,326.0,-255.0,-2854.0,,-3381.0,11.0
新潟,1,3,ブリスフルイヤー,ニューイヤーズデイ,789.0,190.0,643.0,-135.0,261.0,1023.0,-982.0,,1789.0,5.0
新潟,1,4,プラトニックガール,イスラボニータ,-306.0,2297.0,-33.0,762.0,306.0,-395.0,1223.0,,3854.0,3.0
新潟,1,5,ベベペッパー,キズナ,405.0,2090.0,-72.0,1369.0,2590.0,955.0,,,7337.0,2.0
新潟,1,6,クッカユフラ,マジェスティックウォリアー,-455.0,-1942.0,396.0,258.0,49.0,87.0,229.0,,-1378.0,6.0
新潟,1,7,メイショウサザナミ,マジェスティックウォリアー,-455.0,-1942.0,396.0,258.0,49.0,87.0,229.0,,-1378.0,6.0
新潟,1,8,マスカルポーネ,リオンディーズ,-416.0,-2276.0,183.0,-2090.0,-343.0,-1995.0,-1725.0,,-8662.0,14.0
新潟,1,9,サツキジュエル,エイシンフラッシュ,-304.0,-178.0,-597.0,-1230.0,-512.0,-962.0,,,-3783.0,12.0
新潟,1,10,アルデナイン,リオンディーズ,-416.0,-2276.0,183.0,-2090.0,-343.0,-1995.0,638.0,,-6299.0,13.0
新潟,1,11,キタノトゥシャイン,アメリカンペイトリオット,-686.0,-1521.0,-1683.0,-1602.0,-622.0,-1739.0,-815.0,,-8668.0,15.0
新潟,1,12,アンヌグロース,ニューイヤーズデイ,789.0,190.0,643.0,-135.0,261.0,1023.0,,,2771.0,4.0
新潟,1,13,ヴァイヴァーイ,マジェスティックウォリアー,-455.0,-1942.0,396.0,258.0,49.0,87.0,,,-1607.0,8.0
新潟,1,14,フローラルウェイ,ルヴァンスレーヴ,-648.0,-185.0,9332.0,8529.0,7661.0,2664.0,3010.0,,30363.0,1.0
新潟,1,15,ボヤージュブルー,Kingman,-367.0,-136.0,-315.0,-750.0,-159.0,-441.0,-369.0,,-2537.0,9.0
新潟,2,1,タマモトップハット,オルフェーヴル,256.0,1462.0,-133.0,686.0,-1175.0,-1024.0,282.0,,354.0,8.0
新潟,2,2,エルヴィッタ,ロードカナロア,346.0,-653.0,-292.0,-756.0,945.0,532.0,2426.0,,2548.0,6.0
