場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
中山,1,1,トコシエノヒトミ,長浜鴻緒,99.0,107.0,98.0,96.0,101.0,,100.2,5.0
中山,1,2,ベンガルボダイジュ,佐藤翔馬,142.0,107.0,98.0,106.0,105.0,,111.6,1.0
中山,1,3,ベアフォースワン,木幡巧也,96.0,103.0,101.0,100.0,98.0,,99.6,8.0
中山,1,4,イーガービーバー,石神深道,94.0,97.0,75.0,86.0,81.0,,86.6,13.0
中山,1,5,ヘヴンリースカイ,木幡初也,109.0,93.0,93.0,98.0,102.0,,99.0,9.0
中山,1,6,トモジャオーリー,津村明秀,102.0,105.0,100.0,106.0,99.0,,102.4,3.0
中山,1,7,フェスティヴハート,柴田大知,95.0,91.0,89.0,84.0,93.0,,90.4,12.0
中山,1,8,フクシマグランツ,木幡育也,75.0,114.0,99.0,107.0,106.0,,100.2,5.0
中山,1,9,オリエンタルガール,横山琉人,99.0,93.0,103.0,93.0,97.0,,97.0,10.0
中山,1,10,タイキプレジール,石橋脩　,97.0,98.0,107.0,105.0,95.0,,100.4,4.0
中山,1,11,サトノエスケープ,横山武史,99.0,100.0,92.0,95.0,98.0,,96.8,11.0
中山,1,12,ヴェリタスポルタ,舟山瑠泉,,,,,,,,
中山,1,13,タイセイギガース,丹内祐次,97.0,102.0,100.0,98.0,104.0,,100.2,5.0
中山,1,14,オテモヤン,遠藤汰月,,,,,,,,
中山,1,15,ドナソール,荻野極　,131.0,97.0,101.0,109.0,92.0,,106.0,2.0
中山,1,16,ニシノガランテ,上里直汰,,,,,,,,
中山,2,1,ボニープリンス,マーカン,,,,,,,,
中山,2,2,マイネルヴェーゼン,石川裕紀,108.0,97.0,99.0,100.0,101.0,,101.0,5.0
中山,2,3,イアム,上里直汰,,,,,,,,
中山,2,4,ベルランコントル,丹内祐次,97.0,102.0,107.0,107.0,104.0,,103.4,1.0
中山,2,5,ノーブルスアーク,小林美駒,92.0,90.0,102.0,97.0,96.0,,95.4,10.0
中山,2,6,フラクタル,木幡巧也,96.0,103.0,97.0,101.0,98.0,,99.0,7.0
中山,2,7,ダイユウアレグロ,内田博幸,97.0,97.0,90.0,83.0,94.0,,92.2,13.0
中山,2,8,ワインダークシー,横山武史,99.0,100.0,100.0,97.0,98.0,,98.8,8.0
中山,2,9,セイントクーヤ,菅原明良,96.0,104.0,100.0,98.0,99.0,,99.4,6.0
中山,2,10,ブレイズランナー,荻野極　,131.0,97.0,97.0,92.0,92.0,,101.8,4.0
中山,2,11,アルケミラモリス,吉田豊　,97.0,95.0,94.0,97.0,93.0,,95.2,11.0
中山,2,12,アズサ,石神深道,94.0,97.0,79.0,53.0,81.0,,80.8,14.0
中山,2,13,ヒコボシ,杉原誠人,103.0,95.0,107.0,103.0,103.0,,102.2,3.0
中山,2,14,テルケンレンスキー,木幡初也,109.0,93.0,98.0,90.0,102.0,,98.4,9.0
中山,2,15,コスモグロボーサ,柴田大知,95.0,91.0,92.0,98.0,93.0,,93.8,12.0
中山,2,16,クールフィデル,横山和生,106.0,96.0,102.0,104.0,106.0,,102.8,2.0
中山,3,1,カフェラジェム,横山和生,106.0,109.0,103.0,104.0,106.0,,105.6,3.0
中山,3,2,タニセンローマ,マーカン,,,,,,,,
中山,3,3,サウジバラード,丸山元気,102.0,92.0,95.0,96.0,94.0,,95.8,9.0
中山,3,4,コパノミラノ,柴田大知,95.0,96.0,89.0,98.0,93.0,,94.2,10.0
中山,3,5,ジュワネング,荻野極　,131.0,101.0,101.0,92.0,92.0,,103.4,5.0
中山,3,6,プリンセスダーコ,長浜鴻緒,99.0,42.0,98.0,109.0,101.0,,89.8,12.0
中山,3,7,メイプルインパクト,丸田恭介,116.0,117.0,108.0,105.0,106.0,,110.4,1.0
中山,3,8,バッハ,横山武史,99.0,96.0,92.0,97.0,98.0,,96.4,8.0
中山,3,9,ダイユウサルターレ,菊沢一樹,102.0,114.0,108.0,106.0,108.0,,107.6,2.0
中山,3,10,アメリカンサクラ,菅原明良,96.0,95.0,102.0,98.0,99.0,,98.0,6.0
中山,3,11,ビップブレット,内田博幸,97.0,83.0,96.0,83.0,94.0,,90.6,11.0
中山,3,12,ユアフェリシティ,原田和真,76.0,183.0,95.0,83.0,90.0,,105.4,4.0
中山,3,13,エラルディーク,丹内祐次,97.0,79.0,100.0,107.0,104.0,,97.4,7.0
中山,4,1,ヒロノビックバン,土田真翔,54.0,122.0,,,,,88.0,7.0
中山,4,2,トーアマリシテン,石神深一,78.0,88.0,,,,,83.0,10.0
中山,4,3,テーオーリカード,小野寺祐,73.0,89.0,,,,,81.0,11.0
中山,4,4,シュハリ,大江原圭,98.0,94.0,,,,,96.0,6.0
中山,4,5,アスクオンディープ,小牧加矢,124.0,96.0,,,,,110.0,4.0
中山,4,6,サトノトルネード,上野翔　,114.0,113.0,,,,,113.5,2.0
中山,4,7,ナックエルドラド,江田勇亮,129.0,88.0,,,,,108.5,5.0
中山,4,8,スラーヴァ,坂口智康,274.0,123.0,,,,,198.5,1.0
中山,4,9,ゴールデンルーキー,草野太郎,77.0,90.0,,,,,83.5,9.0
中山,4,10,ディベルティスマン,伴啓太　,67.0,104.0,,,,,85.5,8.0
中山,4,11,コパノヴィンセント,難波剛健,113.0,108.0,,,,,110.5,3.0
中山,5,1,ピュール,長浜鴻緒,99.0,42.0,103.0,96.0,101.0,,88.2,12.0
中山,5,2,ルプルミエラムール,荻野極　,131.0,101.0,97.0,109.0,92.0,,106.0,3.0
中山,5,3,イッテルビウム,小林凌大,108.0,110.0,78.0,94.0,97.0,,97.4,9.0
中山,5,4,ヘヴンズドライブ,石神深道,94.0,21.0,79.0,86.0,81.0,,72.2,13.0
中山,5,5,ベアハンドキャッチ,丸田恭介,116.0,117.0,98.0,103.0,106.0,,108.0,2.0
中山,5,6,キッショウダラニ,木幡巧也,96.0,106.0,97.0,100.0,98.0,,99.4,7.0
中山,5,7,アクシズ,小林美駒,92.0,93.0,102.0,94.0,96.0,,95.4,11.0
中山,5,8,リナシタ,丹内祐次,97.0,79.0,107.0,98.0,104.0,,97.0,10.0
中山,5,9,モンロワイヤル,マーカン,,,,,,,,
中山,5,10,サムハラ,石田拓郎,21.0,40.0,70.0,80.0,90.0,,60.2,14.0
中山,5,11,クォーツテソーロ,舟山瑠泉,,,,,,,,
中山,5,12,ニシノセイドウ,津村明秀,102.0,108.0,104.0,106.0,99.0,,103.8,5.0
中山,5,13,アンジェラス,横山和生,106.0,109.0,102.0,100.0,106.0,,104.6,4.0
中山,5,14,ミヤカグラ,菊沢一樹,102.0,114.0,110.0,112.0,108.0,,109.2,1.0
中山,5,15,ノーブルブロウ,菅原明良,96.0,95.0,100.0,104.0,99.0,,98.8,8.0
中山,5,16,ミルトハーバー,横山琉人,99.0,118.0,93.0,93.0,97.0,,100.0,6.0
中山,6,1,カリヨンアヴォン,マーカン,,,,,,,,
中山,6,2,ルクスレイモンド,荻野極　,131.0,100.0,101.0,109.0,92.0,,106.6,1.0
中山,6,3,クイーンレグナント,舟山瑠泉,,,,,,,,
中山,6,4,ジャメビュ,遠藤汰月,,,,,,,,
中山,6,5,ランスオブキング,石橋脩　,97.0,104.0,107.0,105.0,95.0,,101.6,2.0
中山,6,6,イッツソーブライト,嶋田純次,93.0,87.0,95.0,101.0,97.0,,94.6,3.0
中山,7,1,ミクニインスパイア,丹内祐次,97.0,108.0,107.0,111.0,104.0,,105.4,1.0
中山,7,2,ヴァイザーバルコ,丸田恭介,116.0,103.0,98.0,86.0,106.0,,101.8,3.0
中山,7,3,バーケンヘッド,石神深道,94.0,60.0,79.0,21.0,81.0,,67.0,9.0
中山,7,4,プルミエソルティ,横山武史,99.0,93.0,100.0,96.0,98.0,,97.2,7.0
中山,7,5,サトノソティラス,丸山元気,102.0,91.0,97.0,87.0,94.0,,94.2,8.0
中山,7,6,ハイラント,北村宏司,101.0,106.0,105.0,102.0,100.0,,102.8,2.0
中山,7,7,ソワドリヨン,舟山瑠泉,,,,,,,,
中山,7,8,フィーリウス,マーカン,,,,,,,,
中山,7,9,エコロレイズ,菅原明良,96.0,97.0,100.0,96.0,99.0,,97.6,6.0
中山,7,10,オールマイデイズ,荻野極　,131.0,100.0,97.0,74.0,92.0,,98.8,5.0
中山,7,11,キャネル,内田博幸,97.0,90.0,90.0,135.0,94.0,,101.2,4.0
中山,8,1,ウォルラス,江田照男,100.0,74.0,89.0,89.0,95.0,,89.4,12.0
中山,8,2,テセラリアン,菅原明良,96.0,97.0,102.0,104.0,99.0,,99.6,5.0
中山,8,3,ネイリッカ,石田拓郎,21.0,80.0,95.0,80.0,90.0,,73.2,14.0
中山,8,4,ショウナンハクウン,荻野極　,131.0,100.0,101.0,109.0,92.0,,106.6,1.0
中山,8,5,ズバットマサムネ,荻野琢真,21.0,103.0,104.0,130.0,112.0,,94.0,9.0
中山,8,6,デビッドテソーロ,柴田大知,95.0,90.0,89.0,84.0,93.0,,90.2,11.0
中山,8,7,レッドバレンティア,舟山瑠泉,,,,,,,,
中山,8,8,バロン,長浜鴻緒,99.0,99.0,98.0,96.0,101.0,,98.6,6.0
中山,8,9,ホワイトターフ,上里直汰,,,,,,,,
中山,8,10,ヴェナートル,武藤雅　,95.0,91.0,99.0,88.0,94.0,,93.4,10.0
中山,8,11,タリエシン,石神深道,94.0,60.0,75.0,86.0,81.0,,79.2,13.0
中山,8,12,ヴィクトリーロード,菊沢一樹,102.0,101.0,108.0,112.0,108.0,,106.2,2.0
中山,8,13,アシャカトベ,横山武史,99.0,93.0,92.0,95.0,98.0,,95.4,8.0
中山,8,14,ロサンゼルス,丹内祐次,97.0,108.0,100.0,98.0,104.0,,101.4,4.0
中山,8,15,ピコアーガイル,北村宏司,101.0,106.0,101.0,106.0,100.0,,102.8,3.0
中山,8,16,ジャスパーソレイユ,丸山元気,102.0,91.0,95.0,97.0,94.0,,95.8,7.0
中山,9,1,レオテミス,津村明秀,102.0,95.0,104.0,106.0,99.0,,101.2,6.0
中山,9,2,ヴィントミューレ,北村宏司,101.0,106.0,105.0,106.0,100.0,,103.6,2.0
中山,9,3,パクスロマーナ,杉原誠人,103.0,103.0,107.0,98.0,103.0,,102.8,4.0
中山,9,4,ソーダーンライト,横山武史,99.0,93.0,100.0,95.0,98.0,,97.0,10.0
中山,9,5,トーラスシャイン,丹内祐次,97.0,108.0,107.0,98.0,104.0,,102.8,4.0
中山,9,6,ルーフ,石橋脩　,97.0,104.0,88.0,105.0,95.0,,97.8,8.0
中山,9,7,ハートホイップ,横山琉人,99.0,105.0,93.0,93.0,97.0,,97.4,9.0
中山,9,8,スコーピオン,武藤雅　,95.0,91.0,82.0,88.0,94.0,,90.0,11.0
中山,9,9,シンバーシア,マーカン,,,,,,,,
中山,9,10,スピードオブライト,石川裕紀,108.0,99.0,99.0,99.0,101.0,,101.2,6.0
中山,9,11,トーセンエスクード,菊沢一樹,102.0,101.0,110.0,112.0,108.0,,106.6,1.0
中山,9,12,モジャーリオ,横山和生,106.0,102.0,102.0,100.0,106.0,,103.2,3.0
中山,10,1,ゴールドアローン,横山武史,99.0,93.0,92.0,97.0,98.0,,95.8,11.0
中山,10,2,スペイドアン,マーカン,,,,,,,,
中山,10,3,チュウワクリスエス,原田和真,76.0,157.0,95.0,83.0,90.0,,100.2,6.0
中山,10,4,プレイサーゴールド,荻野極　,131.0,100.0,101.0,92.0,92.0,,103.2,3.0
中山,10,5,クラウンシエンタ,丹内祐次,97.0,108.0,100.0,107.0,104.0,,103.2,3.0
中山,10,6,ウィステリアリヴァ,石橋脩　,97.0,104.0,107.0,91.0,95.0,,98.8,7.0
中山,10,7,アームブランシュ,吉田豊　,97.0,103.0,101.0,97.0,93.0,,98.2,9.0
中山,10,8,オレデイイノカ,内田博幸,97.0,90.0,96.0,83.0,94.0,,92.0,14.0
中山,10,9,オペラプラージュ,丸山元気,102.0,91.0,95.0,96.0,94.0,,95.6,13.0
中山,10,10,イージーオンミー,木幡巧也,96.0,91.0,101.0,101.0,98.0,,97.4,10.0
中山,10,11,トーアアイギス,江田照男,100.0,74.0,89.0,86.0,95.0,,88.8,15.0
中山,10,12,グレイテストソング,菊沢一樹,102.0,101.0,108.0,106.0,108.0,,105.0,2.0
中山,10,13,メイプルタピット,丸田恭介,116.0,103.0,108.0,105.0,106.0,,107.6,1.0
中山,10,14,ファリーザ,津村明秀,102.0,95.0,100.0,96.0,99.0,,98.4,8.0
中山,10,15,ビップスコーピオン,松岡正海,101.0,88.0,88.0,98.0,104.0,,95.8,11.0
中山,10,16,サンセットブライト,横山琉人,99.0,105.0,103.0,106.0,97.0,,102.0,5.0
中山,11,1,フィオライア,石橋脩　,97.0,87.0,88.0,105.0,95.0,,94.4,14.0
中山,11,2,サフランヒーロー,丸田恭介,116.0,110.0,98.0,103.0,106.0,,106.6,2.0
中山,11,3,エコロレジーナ,菊沢一樹,102.0,86.0,110.0,112.0,108.0,,103.6,7.0
中山,11,4,ルージュラナキラ,横山和生,106.0,113.0,102.0,100.0,106.0,,105.4,4.0
中山,11,5,コラソンビート,丹内祐次,97.0,89.0,107.0,98.0,104.0,,99.0,11.0
中山,11,6,マイネルレノン,菅原明良,96.0,108.0,100.0,104.0,99.0,,101.4,8.0
中山,11,7,ムイ,木幡巧也,96.0,110.0,97.0,100.0,98.0,,100.2,10.0
中山,11,8,ロードフォアエース,マーカン,,,,,,,,
中山,11,9,ハクサンバード,石川裕紀,108.0,100.0,99.0,99.0,101.0,,101.4,8.0
中山,11,10,カルロヴェローチェ,丸山元気,102.0,104.0,97.0,97.0,94.0,,98.8,12.0
中山,11,11,ウインモナーク,松岡正海,101.0,121.0,108.0,101.0,104.0,,107.0,1.0
中山,11,12,アルセナール,杉原誠人,103.0,118.0,107.0,98.0,103.0,,105.8,3.0
中山,11,13,ティニア,荻野極　,131.0,98.0,97.0,109.0,92.0,,105.4,4.0
中山,11,14,ブトンドール,横山琉人,99.0,74.0,93.0,93.0,97.0,,91.2,15.0
中山,11,15,カルプスペルシュ,横山武史,99.0,97.0,100.0,95.0,98.0,,97.8,13.0
中山,11,16,ジョーメッドヴィン,北村宏司,101.0,110.0,105.0,106.0,100.0,,104.4,6.0
中山,12,1,リザードアイランド,横山和生,106.0,102.0,103.0,104.0,106.0,,104.2,3.0
中山,12,2,ランスノーブル,長浜鴻緒,99.0,99.0,98.0,109.0,101.0,,101.2,6.0
中山,12,3,ヴィーデ,菊沢一樹,102.0,101.0,108.0,106.0,108.0,,105.0,2.0
中山,12,4,マリンバンカー,岩部純二,93.0,72.0,80.0,68.0,92.0,,81.0,13.0
中山,12,5,ブリスフル,丸田恭介,116.0,103.0,108.0,105.0,106.0,,107.6,1.0
中山,12,6,ネオシルバー,石田拓郎,21.0,80.0,95.0,93.0,90.0,,75.8,14.0
中山,12,7,タキノボリ,マーカン,,,,,,,,
中山,12,8,プロスペクトパーク,荻野極　,131.0,100.0,101.0,92.0,92.0,,103.2,4.0
中山,12,9,リボルトバレット,遠藤汰月,,,,,,,,
中山,12,10,リーゼントジェイド,松岡正海,101.0,88.0,88.0,98.0,104.0,,95.8,10.0
中山,12,11,ミスティマウンテン,横山武史,99.0,93.0,92.0,97.0,98.0,,95.8,10.0
中山,12,12,スマートクオーレ,木幡初也,109.0,96.0,93.0,90.0,102.0,,98.0,8.0
中山,12,13,アバレリュウ,野中悠太,103.0,97.0,99.0,92.0,97.0,,97.6,9.0
中山,12,14,バタール,丹内祐次,97.0,108.0,100.0,107.0,104.0,,103.2,4.0
中山,12,15,ニシノブレイゼスト,菅原明良,96.0,97.0,102.0,98.0,99.0,,98.4,7.0
中山,12,16,ローズマイスター,小林美駒,92.0,97.0,90.0,97.0,96.0,,94.4,12.0
中京,1,1,スマートグロワール,岩田望来,104.0,101.0,98.0,98.0,102.0,,100.6,4.0
中京,1,2,アメリカンイズム,ルメール,87.0,95.0,98.0,99.0,101.0,,96.0,10.0
中京,1,3,リベッチオ,川田将雅,104.0,99.0,101.0,105.0,103.0,,102.4,3.0
中京,1,4,エクヴァータル,松山弘平,97.0,99.0,102.0,99.0,99.0,,99.2,6.0
中京,1,5,アデルフィー,吉田隼人,94.0,97.0,96.0,99.0,96.0,,96.4,9.0
中京,1,6,クリコバロー,河原田菜,102.0,87.0,91.0,102.0,101.0,,96.6,7.0
中京,1,7,レイサンソク,ジェルー,,,,,,,,
中京,1,8,マイカラー,長岡禎仁,120.0,119.0,121.0,103.0,112.0,,115.0,1.0
中京,1,9,テイクザスローン,富田暁　,97.0,97.0,96.0,96.0,92.0,,95.6,11.0
中京,1,10,タケルムサシ,岩田康誠,97.0,92.0,99.0,102.0,93.0,,96.6,7.0
中京,1,11,ストラドーネ,西村淳也,104.0,98.0,97.0,100.0,104.0,,100.6,4.0
中京,1,12,ジーティーウンカイ,原優介　,88.0,84.0,102.0,99.0,100.0,,94.6,12.0
中京,1,13,マーゴットデイズ,佐々木大,113.0,102.0,101.0,98.0,99.0,,102.6,2.0
中京,2,1,ハヤブサオヒメサマ,河原田菜,102.0,88.0,91.0,82.0,101.0,,92.8,14.0
中京,2,2,カレンナオトメ,黛弘人　,78.0,112.0,110.0,99.0,89.0,,97.6,10.0
中京,2,3,アンリーベイビー,西村淳也,104.0,98.0,97.0,102.0,104.0,,101.0,7.0
中京,2,4,ハイゼンスレイ,ジェルー,,,,,,,,
中京,2,5,ワキノノーブル,川端海翼,133.0,122.0,103.0,112.0,113.0,,116.6,1.0
中京,2,6,ウィンターサン,佐々木大,113.0,104.0,101.0,106.0,99.0,,104.6,3.0
中京,2,7,ヒミノエトワール,池添謙一,111.0,97.0,98.0,97.0,108.0,,102.2,6.0
中京,2,8,カンカール,松本大輝,98.0,97.0,103.0,104.0,87.0,,97.8,9.0
中京,2,9,ビアフォーナウ,原優介　,88.0,108.0,102.0,96.0,100.0,,98.8,8.0
中京,2,10,エコロカレン,柴田裕一,70.0,85.0,96.0,104.0,91.0,,89.2,15.0
中京,2,11,マーゴットレーヴ,古川奈穂,91.0,96.0,94.0,91.0,93.0,,93.0,13.0
中京,2,12,ララバッカナール,川田将雅,104.0,107.0,101.0,98.0,103.0,,102.6,4.0
中京,2,13,ホウオウショコラ,坂井瑠星,109.0,106.0,106.0,107.0,106.0,,106.8,2.0
中京,2,14,ユージュアーナ,亀田温心,85.0,106.0,98.0,100.0,92.0,,96.2,11.0
中京,2,15,リヤンドゥミラクル,岩田康誠,97.0,97.0,99.0,93.0,93.0,,95.8,12.0
中京,2,16,アクアマリーナ,岩田望来,104.0,101.0,98.0,107.0,102.0,,102.4,5.0
中京,3,1,エイユーファイヤー,中井裕二,103.0,112.0,107.0,94.0,107.0,,104.6,2.0
中京,3,2,バトラーズワーフ,松本大輝,98.0,97.0,103.0,93.0,87.0,,95.6,12.0
中京,3,3,マンオブザマッチ,川田将雅,104.0,107.0,101.0,105.0,103.0,,104.0,3.0
中京,3,4,ジーティーダーリン,ルメール,87.0,104.0,98.0,99.0,101.0,,97.8,7.0
中京,3,5,リュクスドレフォン,大久保友,59.0,54.0,86.0,121.0,62.0,,76.4,13.0
