場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
東京,1,1,ソークール,佐藤吉勝,83.0,88.0,107.0,68.0,103.0,102.0,,,91.833,9.0
東京,1,2,スピネルテソーロ,栗田徹　,91.0,91.0,90.0,98.0,86.0,92.0,,,91.333,12.0
東京,1,3,ニャンキニーズ,勢司和浩,66.0,79.0,88.0,121.0,94.0,83.0,,,88.5,13.0
東京,1,4,リアライズタキオン,手塚貴久,106.0,111.0,93.0,115.0,104.0,103.0,,,105.333,3.0
東京,1,5,ウルヴァリン,伊藤伸一,82.0,84.0,82.0,98.0,94.0,89.0,,,88.167,14.0
東京,1,6,ゴットタレント,田村康仁,97.0,98.0,97.0,101.0,100.0,99.0,,,98.667,6.0
東京,1,7,カシノユメミヅキ,和田雄二,77.0,101.0,81.0,95.0,88.0,79.0,,,86.833,15.0
東京,1,8,パワポケウォーズ,大和田成,127.0,113.0,107.0,109.0,115.0,127.0,,,116.333,2.0
東京,1,9,レーヴドクロンヌ,加藤士津,105.0,94.0,104.0,105.0,98.0,97.0,,,100.5,5.0
東京,1,10,ラストシャイニー,千葉直人,137.0,118.0,100.0,110.0,120.0,133.0,,,119.667,1.0
東京,1,11,ミラクルカイザー,武市康男,101.0,82.0,84.0,99.0,86.0,98.0,,,91.667,10.0
東京,1,12,センジュキヨマル,南田美知,78.0,79.0,77.0,61.0,67.0,73.0,,,72.5,16.0
東京,1,13,テンカムテキ,林徹　　,94.0,95.0,94.0,102.0,86.0,91.0,,,93.667,7.0
東京,1,14,イナズマダイモン,宮田敬介,102.0,96.0,89.0,84.0,89.0,101.0,,,93.5,8.0
東京,1,15,サンクスアミリオン,金成貴史,99.0,107.0,113.0,110.0,101.0,100.0,,,105.0,4.0
東京,1,16,ディアファニス,伊坂重信,94.0,95.0,88.0,94.0,89.0,90.0,,,91.667,10.0
東京,2,1,ミッキーマーメイド,福永祐一,97.0,104.0,99.0,91.0,103.0,100.0,,,99.0,4.0
東京,2,2,ブルージェネシス,菊川正達,78.0,101.0,93.0,84.0,92.0,86.0,,,89.0,8.0
東京,2,3,アルデキングダム,村田一誠,73.0,75.0,82.0,61.0,72.0,72.0,,,72.5,9.0
東京,2,4,セイウンアズール,千葉直人,137.0,118.0,113.0,110.0,77.0,133.0,,,114.667,1.0
東京,2,5,ガードオブオナー,林徹　　,94.0,95.0,95.0,102.0,102.0,91.0,,,96.5,5.0
東京,2,6,オーキッドワン,水野貴広,72.0,100.0,84.0,89.0,108.0,83.0,119.0,,93.571,6.0
東京,2,7,アイムスティルミー,手塚貴久,106.0,111.0,107.0,115.0,103.0,103.0,,,107.5,2.0
東京,2,8,スカイストライプス,安田翔伍,112.0,105.0,103.0,103.0,101.0,100.0,,,104.0,3.0
東京,2,9,コスモグロボーサ,天間昭一,85.0,98.0,96.0,104.0,95.0,76.0,79.0,,90.429,7.0
東京,3,1,ファインサマーデイ,高柳瑞樹,91.0,114.0,99.0,109.0,95.0,93.0,,,100.167,7.0
東京,3,2,リケアフェデリーニ,蛯名利弘,46.0,76.0,72.0,38.0,89.0,80.0,,,66.833,17.0
東京,3,3,エフティヴェント,金成貴史,99.0,101.0,96.0,110.0,101.0,100.0,,,101.167,5.0
東京,3,4,ピコテーパー,伊藤大士,83.0,96.0,94.0,88.0,93.0,91.0,,,90.833,15.0
東京,3,5,モンテール,栗田徹　,91.0,100.0,97.0,98.0,86.0,92.0,,,94.0,13.0
東京,3,6,ウィザードオブマリ,蛯名利弘,46.0,76.0,72.0,38.0,89.0,80.0,,,66.833,17.0
東京,3,7,ソヴァージュ,菊川正達,78.0,67.0,93.0,84.0,90.0,86.0,,,83.0,16.0
東京,3,8,アイファーサックス,根本康広,90.0,114.0,93.0,97.0,97.0,99.0,,,98.333,8.0
東京,3,9,ジャスフォール,上原佑紀,108.0,107.0,111.0,98.0,113.0,97.0,,,105.667,3.0
東京,3,10,フーディエラン,田中剛　,103.0,73.0,103.0,95.0,102.0,100.0,,,96.0,11.0
東京,3,11,ナンヨーメルシー,杉浦宏昭,98.0,85.0,103.0,100.0,105.0,95.0,,,97.667,9.0
東京,3,12,モンサンドール,牧光二　,103.0,111.0,106.0,110.0,103.0,105.0,,,106.333,2.0
東京,3,13,ブランチアウト,昆貢　　,92.0,107.0,98.0,96.0,90.0,98.0,,,96.833,10.0
東京,3,14,ミラビリオン,伊坂重信,94.0,122.0,84.0,94.0,89.0,90.0,,,95.5,12.0
東京,3,15,ワイルドカモミール,金成貴史,99.0,101.0,96.0,110.0,101.0,100.0,,,101.167,5.0
