,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,180.0,168.0,,219.0,120.0,9.0,180.0,168.0,3.0,3.0,38.0,81.0,89.0,120.0,10.0,,2.0,2.0,43.0,71.0,32.0,154.0,132.0,20.0,10.0
2022,188.0,160.0,,233.0,107.0,8.0,196.0,152.0,1.0,,44.0,85.0,103.0,103.0,8.0,,1.0,3.0,53.0,77.0,37.0,143.0,150.0,13.0,5.0
2023,210.0,210.0,,237.0,165.0,18.0,184.0,236.0,,6.0,71.0,74.0,108.0,148.0,2.0,4.0,7.0,,45.0,72.0,44.0,188.0,178.0,3.0,7.0
2024,214.0,181.0,,218.0,163.0,14.0,202.0,193.0,6.0,,70.0,92.0,96.0,110.0,14.0,1.0,2.0,4.0,26.0,52.0,44.0,152.0,167.0,14.0,18.0
2025,234.0,177.0,,207.0,185.0,19.0,176.0,235.0,,1.0,59.0,84.0,75.0,144.0,17.0,4.0,4.0,23.0,34.0,57.0,34.0,145.0,194.0,18.0,20.0
