場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
新潟,1,1,シェーネアウゲン,102.333,4.0,98.6,10.0,90.833,13.0,291.76599999999996,97.255,10.0
新潟,1,2,グランカッサ,,,103.125,7.0,96.5,8.0,,,
新潟,1,3,ヴェントドーロ,96.167,8.0,80.429,15.0,108.0,3.0,284.596,94.865,12.0
新潟,1,4,メムエクラ,112.333,2.0,99.5,9.0,110.333,2.0,322.166,107.389,3.0
新潟,1,5,フクキタテーラー,,,84.429,14.0,75.5,15.0,,,
新潟,1,6,スターライトナイト,79.667,13.0,100.333,8.0,92.5,11.0,272.5,90.833,13.0
新潟,1,7,インマイブラッド,91.833,12.0,124.571,1.0,107.333,4.0,323.73699999999997,107.912,2.0
新潟,1,8,ピコピンク,94.833,10.0,103.875,6.0,91.25,12.0,289.95799999999997,96.653,11.0
新潟,1,9,エイユービューティ,96.833,7.0,116.714,2.0,84.375,14.0,297.922,99.307,7.0
新潟,1,10,ラブスノー,95.167,9.0,105.5,4.0,92.833,10.0,293.5,97.833,9.0
新潟,1,11,レイバックスピン,113.333,1.0,108.5,3.0,103.0,6.0,324.83299999999997,108.278,1.0
新潟,1,12,フルセンド,100.167,6.0,93.875,13.0,102.5,7.0,296.54200000000003,98.847,8.0
新潟,1,13,ミコノオンガエシ,110.833,3.0,97.25,11.0,105.5,5.0,313.58299999999997,104.528,4.0
新潟,1,14,ハプスブルグ,94.5,11.0,94.5,12.0,122.167,1.0,311.16700000000003,103.722,5.0
新潟,1,15,カセノクララ,100.833,5.0,104.333,5.0,94.5,9.0,299.666,99.889,6.0
新潟,2,1,フラッシュタイム,94.333,10.0,84.875,15.0,101.125,6.0,280.33299999999997,93.444,11.0
新潟,2,2,タッカーバリアント,108.667,2.0,110.0,2.0,101.167,5.0,319.834,106.611,2.0
新潟,2,3,メイショウテンテン,93.167,11.0,93.5,12.0,103.0,3.0,289.66700000000003,96.556,7.0
新潟,2,4,アイムアクイーン,103.333,4.0,96.667,8.0,112.0,1.0,312.0,104.0,3.0
新潟,2,5,ビーマックス,102.0,5.0,94.25,11.0,82.875,11.0,279.125,93.042,12.0
新潟,2,6,トウカイクレオス,,,86.857,13.0,96.833,8.0,,,
新潟,2,7,ロッキンミー,88.667,13.0,106.0,4.0,99.0,7.0,293.66700000000003,97.889,6.0
新潟,2,8,グランシャット,103.5,3.0,86.6,14.0,92.25,9.0,282.35,94.117,10.0
新潟,2,9,グランリッジライン,101.667,6.0,94.333,10.0,101.667,4.0,297.66700000000003,99.222,4.0
新潟,2,10,タブロー,100.667,7.0,104.333,5.0,91.833,10.0,296.83299999999997,98.944,5.0
新潟,2,11,アスコットアイ,87.5,14.0,119.286,1.0,79.167,12.0,285.953,95.318,8.0
新潟,2,12,ジュエルハウス,113.333,1.0,103.167,6.0,107.667,2.0,324.16700000000003,108.056,1.0
新潟,2,13,エスシーボニー,93.0,12.0,94.667,9.0,,,,,
新潟,2,14,セカンドフラッシュ,94.667,9.0,102.5,7.0,,,,,
新潟,2,15,テイエムダイタカ,100.5,8.0,106.167,3.0,76.833,13.0,283.5,94.5,9.0
新潟,3,1,ウエスタンクリス,95.167,7.0,,,,,,,
新潟,3,2,エオアリイ,,,95.5,9.0,98.0,6.0,,,
新潟,3,3,マルカベント,91.833,9.0,105.625,3.0,91.833,13.0,289.291,96.43,7.0
新潟,3,4,タガノマルアフ,110.833,1.0,92.5,11.0,110.5,1.0,313.83299999999997,104.611,1.0
新潟,3,5,ケイツーコルーニ,94.833,8.0,,,94.5,12.0,,,
新潟,3,6,キタノチェンジ,97.0,5.0,87.167,12.0,97.5,7.0,281.66700000000003,93.889,9.0
新潟,3,7,シュタールペスカ,,,106.625,2.0,96.0,10.0,,,
新潟,3,8,アリステア,99.5,4.0,101.25,4.0,100.333,4.0,301.08299999999997,100.361,4.0
新潟,3,9,グレイグアン,101.833,3.0,94.5,10.0,100.333,4.0,296.666,98.889,5.0
新潟,3,10,ポセイドンバローズ,91.5,10.0,98.6,8.0,102.0,3.0,292.1,97.367,6.0
新潟,3,11,タイセイアダマス,81.0,11.0,108.5,1.0,96.167,9.0,285.66700000000003,95.222,8.0
新潟,3,12,ボンショワ,107.0,2.0,99.625,6.0,95.75,11.0,302.375,100.792,3.0
新潟,3,13,ノースグロリア,,,98.875,7.0,96.5,8.0,,,
新潟,3,14,ロワゾブルーチヌ,96.167,6.0,100.833,5.0,107.333,2.0,304.33299999999997,101.444,2.0
新潟,4,1,ヒルズカーン,76.4,12.0,89.429,11.0,83.833,12.0,249.662,83.221,11.0
新潟,4,2,ヴラディア,75.2,13.0,106.714,2.0,98.429,7.0,280.34299999999996,93.448,7.0
新潟,4,3,プラチナトレジャー,87.6,8.0,99.714,6.0,90.286,11.0,277.6,92.533,8.0
新潟,4,4,ヴィアルークス,85.0,9.0,97.286,7.0,110.857,1.0,293.14300000000003,97.714,5.0
新潟,4,5,ラプタス,105.2,5.0,88.571,12.0,104.571,4.0,298.342,99.447,3.0
新潟,4,6,マグナレガリア,84.4,10.0,87.333,13.0,99.667,5.0,271.4,90.467,10.0
新潟,4,7,ブレガーロード,94.2,7.0,91.0,10.0,97.286,8.0,282.486,94.162,6.0
新潟,4,8,ラパンラピッド,116.2,4.0,100.0,5.0,96.667,9.0,312.86699999999996,104.289,2.0
新潟,4,9,オステリア,77.2,11.0,106.143,3.0,110.167,2.0,293.51,97.837,4.0
新潟,4,10,トーセンニック,135.0,1.0,,,91.143,10.0,,,
新潟,4,11,ヴィクティファルス,74.8,14.0,95.143,9.0,105.5,3.0,275.443,91.814,9.0
新潟,4,12,イヴニングスター,124.2,2.0,102.143,4.0,98.714,6.0,325.057,108.352,1.0
新潟,4,13,モーソンピーク,117.75,3.0,97.286,7.0,,,,,
新潟,4,14,タガノバルコス,101.0,6.0,111.571,1.0,,,,,
新潟,5,1,ジーティーハート,88.667,11.0,101.125,6.0,99.75,8.0,289.54200000000003,96.514,10.0
新潟,5,2,ウインバーテックス,110.667,1.0,98.286,11.0,110.25,2.0,319.203,106.401,1.0
新潟,5,3,バレエコア,98.333,7.0,103.333,3.0,110.333,1.0,311.999,104.0,3.0
新潟,5,4,シュエットアムール,81.667,13.0,100.125,8.0,93.833,13.0,275.625,91.875,13.0
新潟,5,5,ライネリーベ,105.5,4.0,100.0,9.0,104.5,5.0,310.0,103.333,4.0
新潟,5,6,リースアンドリボン,98.833,6.0,101.0,7.0,110.167,3.0,310.0,103.333,4.0
新潟,5,7,グラフレナート,97.167,9.0,103.5,2.0,96.25,9.0,296.91700000000003,98.972,8.0
新潟,5,8,ケイアイカラキア,110.667,1.0,98.0,12.0,94.167,11.0,302.834,100.945,6.0
新潟,5,9,ベストレーサー,,,96.875,14.0,104.0,6.0,,,
新潟,5,10,ミサトレッドダイヤ,79.833,14.0,92.875,16.0,91.167,14.0,263.875,87.958,14.0
新潟,5,11,ウィングコマンダー,,,99.667,10.0,,,,,
新潟,5,12,イルジーリオ,96.0,10.0,103.0,5.0,95.25,10.0,294.25,98.083,9.0
新潟,5,13,ライジングハース,88.5,12.0,97.333,13.0,103.125,7.0,288.95799999999997,96.319,11.0
新潟,5,14,コンテディカヴール,98.333,7.0,106.0,1.0,93.875,12.0,298.20799999999997,99.403,7.0
新潟,5,15,キタノアンシェル,102.333,5.0,96.125,15.0,89.333,15.0,287.791,95.93,12.0
新潟,5,16,ハイボール,107.333,3.0,103.333,3.0,104.833,4.0,315.499,105.166,2.0
新潟,6,1,モズアンドモズ,,,134.143,1.0,92.125,11.0,,,
新潟,6,2,キーソナタ,108.5,5.0,52.2,14.0,110.25,1.0,270.95,90.317,11.0
新潟,6,3,タガノサダフ,85.333,12.0,,,99.625,7.0,,,
新潟,6,4,スカイスクレイパー,111.667,4.0,94.0,11.0,90.5,13.0,296.16700000000003,98.722,7.0
新潟,6,5,カパラミプ,118.667,2.0,94.875,10.0,87.25,15.0,300.79200000000003,100.264,6.0
新潟,6,6,ラースアルアイン,102.0,8.0,84.375,13.0,102.167,5.0,288.54200000000003,96.181,9.0
新潟,6,7,ブラックケリー,,,97.125,8.0,100.5,6.0,,,
新潟,6,8,タワークライマー,84.0,14.0,105.429,6.0,103.375,4.0,292.804,97.601,8.0
新潟,6,9,メモリーフィルム,113.167,3.0,114.75,3.0,110.25,1.0,338.16700000000003,112.722,2.0
新潟,6,10,テンペストヒロイン,108.333,6.0,107.667,4.0,93.667,9.0,309.66700000000003,103.222,4.0
新潟,6,11,ウンメイノイタズラ,94.167,10.0,92.5,12.0,91.5,12.0,278.16700000000003,92.722,10.0
新潟,6,12,ソレイケギンチャン,85.333,12.0,,,90.0,14.0,,,
新潟,6,13,ヴィアツァ,128.333,1.0,107.125,5.0,105.125,3.0,340.58299999999997,113.528,1.0
新潟,6,14,ライブリエクレール,91.333,11.0,95.625,9.0,66.0,16.0,252.958,84.319,12.0
新潟,6,15,ディラードテソーロ,96.667,9.0,129.571,2.0,93.375,10.0,319.613,106.538,3.0
新潟,6,16,マグネシアブリック,104.0,7.0,102.5,7.0,94.833,8.0,301.33299999999997,100.444,5.0
新潟,7,1,ジャミラヌール,103.333,7.0,128.5,1.0,93.333,11.0,325.166,108.389,2.0
新潟,7,2,ドラミモン,104.0,4.0,94.5,11.0,92.75,12.0,291.25,97.083,9.0
新潟,7,3,サンカルミア,,,93.5,12.0,82.375,14.0,,,
新潟,7,4,エスジースパークル,103.833,5.0,102.5,5.0,103.5,6.0,309.83299999999997,103.278,4.0
新潟,7,5,ザロック,91.333,14.0,94.625,10.0,101.5,7.0,287.45799999999997,95.819,11.0
新潟,7,6,ドヴォルザーク,109.5,2.0,105.0,4.0,92.75,12.0,307.25,102.417,6.0
新潟,7,7,レッドライトニング,98.333,11.0,85.125,13.0,105.333,5.0,288.791,96.264,10.0
新潟,7,8,ヤマニンクイッカー,110.0,1.0,110.625,2.0,105.375,4.0,326.0,108.667,1.0
新潟,7,9,ガレストロ,97.0,12.0,106.143,3.0,98.0,9.0,301.14300000000003,100.381,7.0
新潟,7,10,ピエナクレスコ,96.667,13.0,,,101.5,7.0,,,
新潟,7,11,リリーアロー,107.667,3.0,,,96.333,10.0,,,
新潟,7,12,ジュンラトゥール,98.833,9.0,102.167,6.0,108.833,2.0,309.83299999999997,103.278,4.0
新潟,7,13,ディーエスソフィア,103.667,6.0,100.75,7.0,109.125,1.0,313.54200000000003,104.514,3.0
新潟,7,14,ワンダーカモン,99.833,8.0,95.625,9.0,105.5,3.0,300.95799999999997,100.319,8.0
新潟,7,15,ハッピーマインド,98.833,9.0,98.833,8.0,73.0,15.0,270.666,90.222,12.0
新潟,8,1,ファインライン,96.0,8.0,108.333,3.0,102.875,4.0,307.20799999999997,102.403,3.0
新潟,8,2,ラケダイモーン,101.833,4.0,99.286,7.0,104.125,3.0,305.244,101.748,4.0
新潟,8,3,ツインクルステージ,,,95.0,12.0,105.25,2.0,,,
新潟,8,4,ナムラブーニン,91.0,9.0,116.0,2.0,93.333,11.0,300.33299999999997,100.111,6.0
新潟,8,5,マイネルモメンタム,100.833,5.0,99.25,8.0,95.833,8.0,295.916,98.639,8.0
新潟,8,6,イモータルソウル,99.5,6.0,98.625,9.0,94.833,10.0,292.95799999999997,97.653,9.0
新潟,8,7,ベルノレイズ,116.167,1.0,94.875,13.0,102.375,5.0,313.41700000000003,104.472,2.0
新潟,8,8,グローリーアテイン,84.333,10.0,97.375,10.0,99.5,6.0,281.20799999999997,93.736,11.0
新潟,8,9,ダノンウィルヘルム,98.833,7.0,100.429,5.0,96.75,7.0,296.012,98.671,7.0
新潟,8,10,ウインドラート,106.5,3.0,99.875,6.0,95.833,8.0,302.20799999999997,100.736,5.0
新潟,8,11,ウマピョイ,65.833,11.0,133.6,1.0,86.5,12.0,285.933,95.311,10.0
新潟,8,12,ケイツークローン,108.333,2.0,106.333,4.0,108.0,1.0,322.666,107.555,1.0
新潟,8,13,ルミエールドゥース,,,96.5,11.0,64.0,13.0,,,
新潟,9,1,クレオズニードル,101.667,8.0,106.5,2.0,101.5,7.0,309.66700000000003,103.222,4.0
新潟,9,2,ハヤテノツバサ,96.667,13.0,100.167,7.0,101.833,5.0,298.66700000000003,99.556,9.0
新潟,9,3,フクチャンヒメ,103.0,6.0,102.167,5.0,98.0,11.0,303.16700000000003,101.056,6.0
新潟,9,4,デボラ,86.667,14.0,95.167,9.0,101.667,6.0,283.501,94.5,14.0
新潟,9,5,ホウオウブースター,107.167,4.0,105.667,3.0,96.667,12.0,309.501,103.167,5.0
新潟,9,6,グランカメリア,101.167,9.0,104.667,4.0,96.5,13.0,302.334,100.778,7.0
新潟,9,7,ラトルシェ,109.333,3.0,100.333,6.0,91.625,14.0,301.291,100.43,8.0
新潟,9,8,ハイファイスピード,111.833,1.0,95.167,9.0,108.125,3.0,315.125,105.042,3.0
新潟,9,9,オンザブルースカイ,102.0,7.0,81.8,14.0,100.333,9.0,284.13300000000004,94.711,13.0
新潟,9,10,ラヴェンデル,98.667,11.0,91.75,13.0,107.75,4.0,298.16700000000003,99.389,10.0
新潟,9,11,インターポーザー,99.333,10.0,93.0,12.0,99.0,10.0,291.33299999999997,97.111,12.0
新潟,9,12,ビアンカネーヴェ,105.0,5.0,99.667,8.0,113.75,1.0,318.41700000000003,106.139,2.0
新潟,9,13,ソードマスター,98.5,12.0,94.667,11.0,100.833,8.0,294.0,98.0,11.0
新潟,9,14,アートコレクション,110.667,2.0,108.875,1.0,111.333,2.0,330.875,110.292,1.0
新潟,10,1,アレクサ,98.833,9.0,104.571,4.0,98.5,6.0,301.904,100.635,6.0
新潟,10,2,スマートプレシャス,95.5,13.0,93.25,13.0,103.0,4.0,291.75,97.25,13.0
新潟,10,3,フリーマントル,97.0,11.0,97.167,10.0,99.625,5.0,293.79200000000003,97.931,12.0
新潟,10,4,デルマタモン,103.833,5.0,,,89.167,14.0,,,
新潟,10,5,テーオードラッカー,98.333,10.0,95.0,12.0,103.333,3.0,296.666,98.889,9.0
新潟,10,6,ユメハハテシナク,103.333,7.0,95.833,11.0,97.333,7.0,296.499,98.833,10.0
新潟,10,7,メイショウジェンマ,110.0,1.0,100.875,7.0,93.375,13.0,304.25,101.417,3.0
新潟,10,8,メイショウリリー,107.667,3.0,99.167,8.0,96.167,10.0,303.001,101.0,5.0
