場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
福島,1,1,オースミストロング,104.6,7.0,91.333,15.0,98.333,9.0,294.26599999999996,98.089,13.0
福島,1,2,エイシンヤタガラス,98.6,13.0,101.0,5.0,105.571,3.0,305.171,101.724,9.0
福島,1,3,ベネディクティオ,112.0,3.0,99.833,9.0,97.5,11.0,309.33299999999997,103.111,6.0
福島,1,4,キャバリエクエスト,106.6,5.0,101.0,5.0,99.0,6.0,306.6,102.2,7.0
福島,1,5,タナハシ,110.4,4.0,98.857,12.0,85.286,15.0,294.543,98.181,12.0
福島,1,6,アルテボーイ,100.2,11.0,99.833,9.0,100.167,5.0,300.20000000000005,100.067,11.0
福島,1,7,カンプウ,105.0,6.0,100.0,7.0,107.833,2.0,312.83299999999997,104.278,4.0
福島,1,8,グリスタン,101.4,10.0,118.167,1.0,92.857,13.0,312.424,104.141,5.0
福島,1,9,ノボリディアマン,121.0,2.0,103.0,4.0,99.0,6.0,323.0,107.667,1.0
福島,1,10,コパノディラン,128.0,1.0,98.857,12.0,93.714,12.0,320.571,106.857,2.0
福島,1,11,スズノソレイユ,103.2,8.0,105.429,3.0,97.667,10.0,306.29600000000005,102.099,8.0
福島,1,12,ビービーバザーク,98.8,12.0,117.0,2.0,102.5,4.0,318.3,106.1,3.0
福島,1,13,ヴォルケシェッツェ,97.8,14.0,93.0,14.0,87.667,14.0,278.467,92.822,15.0
福島,1,14,コンストラクション,75.4,15.0,99.286,11.0,112.5,1.0,287.18600000000004,95.729,14.0
福島,1,15,セラード,102.4,9.0,100.0,7.0,98.833,8.0,301.233,100.411,10.0
福島,2,1,ビアンカネーヴェ,105.8,3.0,101.333,5.0,109.857,1.0,316.99,105.663,1.0
福島,2,2,ハリウッドメモリー,101.0,7.0,96.333,11.0,103.5,5.0,300.83299999999997,100.278,9.0
福島,2,3,アメリータ,96.4,12.0,85.143,16.0,86.833,13.0,268.376,89.459,14.0
福島,2,4,タイニービキニ,96.4,12.0,97.833,8.0,106.857,3.0,301.09000000000003,100.363,7.0
福島,2,5,ペイシャアーサー,121.2,1.0,95.0,12.0,87.833,12.0,304.033,101.344,5.0
福島,2,6,ピースフルゴールド,100.6,10.0,98.571,7.0,102.333,6.0,301.504,100.501,6.0
福島,2,7,アミグダラ,74.4,16.0,91.667,13.0,84.667,14.0,250.734,83.578,15.0
福島,2,8,アンビシャスヨシノ,100.8,8.0,87.0,15.0,99.0,8.0,286.8,95.6,12.0
福島,2,9,ダディーズグーグー,101.6,6.0,100.6,6.0,98.667,9.0,300.86699999999996,100.289,8.0
福島,2,10,ソニックサンライズ,104.2,5.0,96.714,10.0,,,,,
福島,2,11,シャルパンティエ,99.6,11.0,105.667,3.0,78.167,15.0,283.43399999999997,94.478,13.0
福島,2,12,リアンエターナル,89.4,15.0,103.143,4.0,101.429,7.0,293.972,97.991,10.0
福島,2,13,メイリー,100.8,8.0,97.5,9.0,106.286,4.0,304.586,101.529,4.0
福島,2,14,カーティブヨーク,104.4,4.0,118.667,1.0,88.333,11.0,311.4,103.8,3.0
福島,2,15,ブルーラジカル,112.0,2.0,90.143,14.0,91.429,10.0,293.572,97.857,11.0
福島,2,16,タイセイアズーロ,95.4,14.0,106.571,2.0,109.5,2.0,311.471,103.824,2.0
福島,3,1,サトノシャルレーヌ,95.8,11.0,100.833,6.0,89.286,14.0,285.919,95.306,12.0
福島,3,2,ジーティーキュート,74.0,16.0,93.333,12.0,96.333,8.0,263.666,87.889,15.0
福島,3,3,マザーズウィル,100.6,6.0,106.0,2.0,89.167,15.0,295.767,98.589,9.0
福島,3,4,カンナギ,76.2,15.0,103.667,5.0,92.286,12.0,272.153,90.718,14.0
福島,3,5,アットザホップ,100.2,7.0,93.286,13.0,94.714,10.0,288.2,96.067,10.0
福島,3,6,メアリーバローズ,106.8,2.0,89.0,15.0,91.667,13.0,287.467,95.822,11.0
福島,3,7,シンヒダカゴールド,105.2,4.0,98.0,8.0,108.5,5.0,311.7,103.9,3.0
福島,3,8,グラツィオーソ,91.8,14.0,100.5,7.0,114.167,2.0,306.467,102.156,4.0
福島,3,9,チャットケリー,95.6,12.0,86.333,16.0,92.714,11.0,274.647,91.549,13.0
福島,3,10,ウインシャーガス,99.2,8.0,106.0,2.0,110.667,3.0,315.86699999999996,105.289,2.0
福島,3,11,サンダーフレア,98.0,10.0,105.167,4.0,100.286,7.0,303.453,101.151,6.0
福島,3,12,アシレ,110.8,1.0,90.0,14.0,103.0,6.0,303.8,101.267,5.0
福島,3,13,デルマレッドスター,106.0,3.0,97.5,10.0,95.833,9.0,299.33299999999997,99.778,8.0
福島,3,14,ルージュフレイヤ,104.0,5.0,97.714,9.0,,,,,
福島,3,15,エイシンマクルーベ,93.0,13.0,126.857,1.0,114.714,1.0,334.571,111.524,1.0
福島,3,16,スマイルデイズ,98.2,9.0,94.333,11.0,109.833,4.0,302.366,100.789,7.0
福島,4,1,ウーナファータ,92.0,12.0,97.714,8.0,102.5,4.0,292.214,97.405,9.0
福島,4,2,トーアローダンテ,99.6,4.0,91.143,12.0,104.333,2.0,295.076,98.359,7.0
福島,4,3,タマモクロッシェ,,,104.571,4.0,101.167,6.0,,,
福島,4,4,ローレルゼロ,97.8,6.0,,,92.167,10.0,,,
福島,4,5,ファイブエム,112.8,1.0,107.0,3.0,101.333,5.0,321.13300000000004,107.044,1.0
福島,4,6,ライヴドライバー,99.6,4.0,116.0,2.0,91.667,11.0,307.267,102.422,3.0
福島,4,7,ヤンキーパンチ,77.2,13.0,84.571,13.0,87.571,13.0,249.342,83.114,11.0
福島,4,8,クリノエドガー,109.6,2.0,103.333,5.0,103.333,3.0,316.26599999999996,105.422,2.0
福島,4,9,サラサエンペラー,97.2,9.0,93.0,11.0,80.833,14.0,271.033,90.344,10.0
福島,4,10,ハッスルアニキ,97.6,7.0,93.333,9.0,111.167,1.0,302.1,100.7,4.0
福島,4,11,デュアルタスク,97.4,8.0,103.0,7.0,93.167,9.0,293.567,97.856,8.0
福島,4,12,ラブスノー,,,117.429,1.0,89.667,12.0,,,
福島,4,13,マダムイグレイン,105.0,3.0,93.143,10.0,98.143,7.0,296.286,98.762,6.0
福島,4,14,アイファーモービル,95.6,11.0,,,,,,,
福島,4,15,スナークサンダー,96.2,10.0,103.143,6.0,97.857,8.0,297.20000000000005,99.067,5.0
福島,5,1,グラフレナート,95.8,11.0,106.0,2.0,92.286,12.0,294.086,98.029,10.0
福島,5,2,カリータフェリス,,,103.667,5.0,109.857,2.0,,,
