場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
函館,1,1,ロイヤルタイム,105.0,4.0,91.167,7.0,115.5,1.0,311.66700000000003,103.889,1.0
函館,1,2,ジャストビート,105.8,2.0,96.571,5.0,88.333,9.0,290.70399999999995,96.901,4.0
函館,1,3,チェンドル,90.4,8.0,85.571,8.0,91.833,7.0,267.804,89.268,7.0
函館,1,4,ブルームオブピース,,,96.571,5.0,100.0,4.0,,,
函館,1,5,トーセンシーギリヤ,73.2,9.0,,,94.5,5.0,,,
函館,1,6,サマーカムカム,,,,,88.667,8.0,,,
函館,1,7,セレーノ,105.2,3.0,98.714,3.0,100.333,3.0,304.24699999999996,101.416,2.0
函館,1,8,ラシッド,104.6,5.0,,,104.667,2.0,,,
函館,1,9,スマートプリエール,96.4,7.0,97.5,4.0,93.167,6.0,287.067,95.689,6.0
函館,1,10,ティブロン,107.6,1.0,101.0,1.0,87.5,10.0,296.1,98.7,3.0
函館,1,11,シャインヴィーラ,100.6,6.0,100.833,2.0,87.0,11.0,288.433,96.144,5.0
函館,2,1,ハイエンドモデル,87.4,7.0,106.6,3.0,107.0,2.0,301.0,100.333,3.0
函館,2,2,メイショウユウモウ,,,67.0,10.0,106.667,3.0,,,
函館,2,3,オンサイト,,,,,100.833,7.0,,,
函館,2,4,エーデルムート,102.6,5.0,91.429,8.0,88.5,10.0,282.529,94.176,7.0
函館,2,5,プレインコート,,,99.333,4.0,102.714,5.0,,,
函館,2,6,フォレストオール,,,107.667,2.0,87.667,12.0,,,
函館,2,7,タマゴ,105.8,3.0,93.0,7.0,95.0,8.0,293.8,97.933,5.0
函館,2,8,バスキュラリティ,104.6,4.0,97.833,5.0,102.667,6.0,305.1,101.7,2.0
函館,2,9,テーオーリップマン,85.5,8.0,112.167,1.0,90.833,9.0,288.5,96.167,6.0
函館,2,10,レストプレドゥモア,99.4,6.0,97.0,6.0,132.143,1.0,328.543,109.514,1.0
函館,2,11,ブラックエンパイア,120.4,1.0,73.5,9.0,103.571,4.0,297.471,99.157,4.0
函館,2,12,フルグライト,111.8,2.0,,,88.167,11.0,,,
函館,3,1,ケイアイワイラーパ,98.8,5.0,87.167,9.0,96.857,9.0,282.82399999999996,94.275,8.0
函館,3,2,ライジングショット,98.6,6.0,115.25,1.0,108.0,3.0,321.85,107.283,2.0
函館,3,3,アルデツヨシ,105.2,4.0,97.857,6.0,119.833,1.0,322.89,107.63,1.0
函館,3,4,ステイアンビシャス,107.2,3.0,107.333,3.0,82.667,12.0,297.20000000000005,99.067,5.0
函館,3,5,ドルチェリターン,108.8,1.0,101.286,5.0,104.667,6.0,314.75300000000004,104.918,4.0
函館,3,6,チョウリニア,108.4,2.0,97.0,8.0,112.0,2.0,317.4,105.8,3.0
函館,3,7,クレヨンポップ,91.8,8.0,70.857,12.0,105.0,5.0,267.657,89.219,9.0
函館,3,8,マブアンドフェール,97.8,7.0,97.857,6.0,90.833,11.0,286.49,95.497,6.0
函館,3,9,スナドケイ,72.8,10.0,85.4,10.0,100.571,7.0,258.77099999999996,86.257,10.0
函館,3,10,メアリーバローズ,,,71.143,11.0,99.833,8.0,,,
函館,3,11,スティレセイル,,,107.571,2.0,105.571,4.0,,,
函館,3,12,ハイアップグレード,85.75,9.0,102.571,4.0,95.333,10.0,283.654,94.551,7.0
函館,4,1,ロアヴィヴィエンヌ,113.2,1.0,,,81.0,15.0,,,
函館,4,2,ウェーヴレット,111.4,2.0,93.429,13.0,100.714,5.0,305.543,101.848,4.0
函館,4,3,マゴイチタ,104.0,5.0,107.714,2.0,105.167,2.0,316.881,105.627,1.0
函館,4,4,アンビシャスヨシノ,102.8,7.0,87.667,14.0,98.833,9.0,289.29999999999995,96.433,8.0
函館,4,5,キントラダンサー,99.8,8.0,104.143,5.0,98.5,10.0,302.443,100.814,6.0
函館,4,6,ブラックティンカー,97.0,9.0,95.333,12.0,90.0,12.0,282.33299999999997,94.111,10.0
函館,4,7,テーオーシュターデ,106.25,3.0,110.5,1.0,97.857,11.0,314.60699999999997,104.869,2.0
函館,4,8,ダディーズグーグー,105.0,4.0,98.0,10.0,99.5,8.0,302.5,100.833,5.0
函館,4,9,ベールドインパクト,,,106.0,3.0,102.167,4.0,,,
函館,4,10,ガジュノリホワイト,89.8,11.0,106.0,3.0,99.667,7.0,295.467,98.489,7.0
函館,4,11,ダイヤノゴトク,,,102.714,7.0,119.667,1.0,,,
函館,4,12,ジョーブラック,103.8,6.0,102.833,6.0,100.286,6.0,306.919,102.306,3.0
函館,4,13,マーゴットジェム,93.2,10.0,102.714,7.0,85.714,14.0,281.628,93.876,11.0
函館,4,14,メイショウハボマイ,,,101.0,9.0,89.0,13.0,,,
函館,4,15,ラブカマクフィー,86.5,12.0,96.667,11.0,103.286,3.0,286.453,95.484,9.0
函館,5,1,コンスピラシー,73.2,14.0,97.333,9.0,81.0,15.0,251.53300000000002,83.844,11.0
函館,5,2,アレグランサ,105.8,4.0,103.429,7.0,90.833,13.0,300.062,100.021,5.0
函館,5,3,マージャング,98.6,10.0,,,103.167,6.0,,,
函館,5,4,ラブリーリディア,99.6,9.0,95.143,10.0,100.167,9.0,294.90999999999997,98.303,8.0
函館,5,5,フィナルフェリス,93.0,11.0,103.5,6.0,86.5,14.0,283.0,94.333,10.0
函館,5,6,リュウゼツラン,90.4,12.0,104.429,4.0,102.5,8.0,297.329,99.11,7.0
函館,5,7,スペースリーガ,78.5,13.0,104.571,3.0,123.571,1.0,306.642,102.214,3.0
函館,5,8,エリカブルージュ,100.2,8.0,95.0,11.0,99.167,10.0,294.36699999999996,98.122,9.0
