場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
中山,1,1,トコシエノヒトミ,100.2,5.0,86.0,12.0,98.667,7.0,284.86699999999996,94.956,9.0
中山,1,2,ベンガルボダイジュ,111.6,1.0,103.286,6.0,101.333,4.0,316.219,105.406,1.0
中山,1,3,ベアフォースワン,99.6,8.0,106.286,4.0,101.333,4.0,307.219,102.406,4.0
中山,1,4,イーガービーバー,86.6,13.0,99.571,9.0,109.571,1.0,295.74199999999996,98.581,7.0
中山,1,5,ヘヴンリースカイ,99.0,9.0,103.429,5.0,107.833,2.0,310.262,103.421,3.0
中山,1,6,トモジャオーリー,102.4,3.0,114.714,2.0,97.333,8.0,314.447,104.816,2.0
中山,1,7,フェスティヴハート,90.4,12.0,101.429,7.0,96.5,10.0,288.329,96.11,8.0
中山,1,8,フクシマグランツ,100.2,5.0,91.571,11.0,89.667,16.0,281.438,93.813,10.0
中山,1,9,オリエンタルガール,97.0,10.0,107.143,3.0,97.333,8.0,301.476,100.492,5.0
中山,1,10,タイキプレジール,100.4,4.0,,,92.667,13.0,,,
中山,1,11,サトノエスケープ,96.8,11.0,100.833,8.0,99.167,6.0,296.79999999999995,98.933,6.0
中山,1,12,ヴェリタスポルタ,,,161.6,1.0,90.333,15.0,,,
中山,1,13,タイセイギガース,100.2,5.0,,,96.0,12.0,,,
中山,1,14,オテモヤン,,,,,91.0,14.0,,,
中山,1,15,ドナソール,106.0,2.0,,,96.5,10.0,,,
中山,1,16,ニシノガランテ,,,99.143,10.0,104.5,3.0,,,
中山,2,1,ボニープリンス,,,97.0,7.0,98.167,6.0,,,
中山,2,2,マイネルヴェーゼン,101.0,5.0,,,98.143,7.0,,,
中山,2,3,イアム,,,,,84.333,16.0,,,
中山,2,4,ベルランコントル,103.4,1.0,102.286,1.0,91.5,13.0,297.18600000000004,99.062,2.0
中山,2,5,ノーブルスアーク,95.4,10.0,100.143,3.0,96.833,8.0,292.376,97.459,5.0
中山,2,6,フラクタル,99.0,7.0,,,106.167,3.0,,,
中山,2,7,ダイユウアレグロ,92.2,13.0,98.143,6.0,88.833,14.0,279.17600000000004,93.059,10.0
中山,2,8,ワインダークシー,98.8,8.0,99.286,4.0,98.333,5.0,296.419,98.806,3.0
中山,2,9,セイントクーヤ,99.4,6.0,,,96.0,10.0,,,
中山,2,10,ブレイズランナー,101.8,4.0,84.571,12.0,106.667,2.0,293.038,97.679,4.0
中山,2,11,アルケミラモリス,95.2,11.0,88.0,11.0,86.333,15.0,269.533,89.844,11.0
中山,2,12,アズサ,80.8,14.0,93.667,8.0,110.833,1.0,285.29999999999995,95.1,9.0
中山,2,13,ヒコボシ,102.2,3.0,91.833,9.0,95.0,11.0,289.033,96.344,7.0
中山,2,14,テルケンレンスキー,98.4,9.0,101.667,2.0,104.333,4.0,304.4,101.467,1.0
中山,2,15,コスモグロボーサ,93.8,12.0,98.286,5.0,94.5,12.0,286.586,95.529,8.0
中山,2,16,クールフィデル,102.8,2.0,91.286,10.0,96.833,8.0,290.919,96.973,6.0
中山,3,1,カフェラジェム,105.6,3.0,98.5,7.0,,,,,
中山,3,2,タニセンローマ,,,96.5,10.0,94.833,9.0,,,
中山,3,3,サウジバラード,95.8,9.0,98.167,8.0,96.167,7.0,290.134,96.711,7.0
中山,3,4,コパノミラノ,94.2,10.0,97.833,9.0,99.5,6.0,291.533,97.178,6.0
中山,3,5,ジュワネング,103.4,5.0,104.0,3.0,96.0,8.0,303.4,101.133,3.0
中山,3,6,プリンセスダーコ,89.8,12.0,99.0,6.0,100.0,5.0,288.8,96.267,8.0
中山,3,7,メイプルインパクト,110.4,1.0,99.167,5.0,83.0,12.0,292.567,97.522,5.0
中山,3,8,バッハ,96.4,8.0,102.5,4.0,100.667,4.0,299.567,99.856,4.0
中山,3,9,ダイユウサルターレ,107.6,2.0,95.0,11.0,84.333,11.0,286.933,95.644,9.0
中山,3,10,アメリカンサクラ,98.0,6.0,124.0,2.0,103.5,1.0,325.5,108.5,2.0
中山,3,11,ビップブレット,90.6,11.0,86.167,12.0,101.0,3.0,277.767,92.589,10.0
中山,3,12,ユアフェリシティ,105.4,4.0,124.167,1.0,102.0,2.0,331.567,110.522,1.0
中山,3,13,エラルディーク,97.4,7.0,,,85.0,10.0,,,
