場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
札幌,1,1,ドナソレイ,92.5,8.0,,,102.333,6.0,,,
札幌,1,2,クラン,103.8,3.0,,,92.833,10.0,,,
札幌,1,3,ライフイズ,,,,,114.167,1.0,,,
札幌,1,4,スノーランス,,,97.429,8.0,100.5,7.0,,,
札幌,1,5,ニシノオールワン,104.2,2.0,102.0,6.0,99.833,8.0,306.033,102.011,4.0
札幌,1,6,ワイドアルバ,103.2,4.0,107.667,4.0,76.5,12.0,287.367,95.789,6.0
札幌,1,7,ハチハチローズ,85.5,9.0,131.571,1.0,86.833,11.0,303.904,101.301,5.0
札幌,1,8,アンティミスト,96.6,6.0,,,97.167,9.0,,,
札幌,1,9,ヴィヒタ,93.25,7.0,107.667,4.0,107.667,3.0,308.584,102.861,3.0
札幌,1,10,プレザントトーン,,,131.571,1.0,110.667,2.0,,,
札幌,1,11,シュピラー,103.2,4.0,115.0,3.0,106.833,4.0,325.033,108.344,1.0
札幌,1,12,オアシスアラン,114.4,1.0,98.857,7.0,103.667,5.0,316.924,105.641,2.0
札幌,2,1,シンシーネ,,,107.167,5.0,97.571,8.0,,,
札幌,2,2,ハッピールンナ,100.8,5.0,86.5,14.0,103.0,3.0,290.3,96.767,9.0
札幌,2,3,カスバートテソーロ,94.8,8.0,118.571,3.0,96.857,9.0,310.22799999999995,103.409,5.0
札幌,2,4,ハプスブルグ,86.4,10.0,100.714,9.0,128.5,1.0,315.61400000000003,105.205,3.0
札幌,2,5,エニグマティーク,,,97.286,10.0,92.857,14.0,,,
札幌,2,6,スワローサプライズ,,,93.0,13.0,100.714,5.0,,,
札幌,2,7,ブルームワルツ,93.25,9.0,103.833,6.0,98.667,7.0,295.75,98.583,7.0
札幌,2,8,ハイゼンスレイ,105.0,2.0,103.667,8.0,104.167,2.0,312.834,104.278,4.0
札幌,2,9,ホウオウハナビ,101.6,3.0,94.0,11.0,100.0,6.0,295.6,98.533,8.0
札幌,2,10,ヤマニンパルフェ,97.0,7.0,93.714,12.0,93.833,12.0,284.547,94.849,11.0
札幌,2,11,メイショウナナコ,97.4,6.0,132.6,2.0,101.5,4.0,331.5,110.5,2.0
札幌,2,12,アニラ,101.6,3.0,107.571,4.0,95.5,11.0,304.671,101.557,6.0
札幌,2,13,レディゴディヴァ,105.2,1.0,147.6,1.0,93.167,13.0,345.967,115.322,1.0
札幌,2,14,ルージュラティーナ,85.25,11.0,103.833,6.0,96.286,10.0,285.369,95.123,10.0
札幌,3,1,ヒルノレーダン,104.4,4.0,94.5,10.0,98.571,9.0,297.471,99.157,4.0
札幌,3,2,クランドゥイユ,107.8,2.0,85.667,14.0,,,,,
札幌,3,3,カラーズリング,85.8,11.0,105.857,2.0,101.167,6.0,292.82399999999996,97.608,6.0
札幌,3,4,シャインフリーリー,107.8,2.0,112.4,1.0,105.667,2.0,325.86699999999996,108.622,1.0
札幌,3,5,ルージュレアリーズ,110.0,1.0,93.833,11.0,93.857,11.0,297.69,99.23,3.0
札幌,3,6,マリエンプラッツ,101.6,5.0,102.571,6.0,103.667,4.0,307.83799999999997,102.613,2.0
札幌,3,7,オラリオン,,,104.571,3.0,67.167,15.0,,,
札幌,3,8,ミルキーハニー,96.25,9.0,,,98.667,8.0,,,
札幌,3,9,ハクサンミラクル,98.6,8.0,,,103.833,3.0,,,
札幌,3,10,ハルノート,101.2,6.0,104.0,4.0,85.333,14.0,290.533,96.844,7.0
札幌,3,11,ナリノボガート,83.0,12.0,89.667,12.0,100.667,7.0,273.334,91.111,9.0
札幌,3,12,マルテアヴニール,,,87.0,13.0,106.5,1.0,,,
札幌,3,13,アルハイルフォート,,,103.833,5.0,103.5,5.0,,,
札幌,3,14,ノボリユーミン,78.5,13.0,102.0,7.0,89.833,13.0,270.33299999999997,90.111,10.0
札幌,3,15,イモータリティ,94.8,10.0,102.0,7.0,91.833,12.0,288.63300000000004,96.211,8.0
札幌,3,16,パーフェクトパール,101.0,7.0,97.0,9.0,96.833,10.0,294.83299999999997,98.278,5.0
札幌,4,1,スフレ,97.4,7.0,147.6,1.0,100.333,6.0,345.33299999999997,115.111,2.0
札幌,4,2,ハーイバービー,,,98.429,8.0,107.143,5.0,,,
札幌,4,3,マナミン,66.75,11.0,95.833,10.0,94.333,10.0,256.916,85.639,10.0
札幌,4,4,ジーティーファラオ,105.2,2.0,109.286,5.0,99.571,8.0,314.057,104.686,5.0
札幌,4,5,エンドレスバンカー,112.2,1.0,93.833,12.0,99.833,7.0,305.866,101.955,7.0
札幌,4,6,ダイハッシュウ,,,103.333,6.0,93.833,11.0,,,
札幌,4,7,エンジョイドライブ,100.8,5.0,111.667,4.0,114.833,2.0,327.29999999999995,109.1,3.0
札幌,4,8,ザハント,97.0,8.0,102.833,7.0,116.833,1.0,316.666,105.555,4.0
