場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
新潟,1,1,ゼルノードゥス,93.8,9.0,102.429,2.0,106.5,4.0,302.729,100.91,3.0
新潟,1,2,マーゴットクリュグ,98.8,6.0,84.571,8.0,97.833,9.0,281.20399999999995,93.735,6.0
新潟,1,3,スマイルガーデン,89.8,10.0,96.333,4.0,93.167,11.0,279.29999999999995,93.1,7.0
新潟,1,4,セラサイト,106.0,3.0,,,98.5,8.0,,,
新潟,1,5,キョウエイハル,,,91.143,6.0,87.833,12.0,,,
新潟,1,6,ガーネットテソーロ,108.4,2.0,92.0,5.0,109.333,2.0,309.733,103.244,1.0
新潟,1,7,ティナンヴァランタ,72.8,11.0,102.429,2.0,113.143,1.0,288.37199999999996,96.124,5.0
新潟,1,8,アルティソナンテ,103.4,4.0,,,99.5,7.0,,,
新潟,1,9,ノリチャンボウルズ,110.8,1.0,90.143,7.0,104.143,5.0,305.086,101.695,2.0
新潟,1,10,カワキタスズリノ,102.0,5.0,,,107.667,3.0,,,
新潟,1,11,ドナソール,,,,,100.333,6.0,,,
新潟,1,12,ルーン,97.6,7.0,,,66.0,13.0,,,
新潟,1,13,ブリスフルイヤー,96.2,8.0,104.833,1.0,94.833,10.0,295.866,98.622,4.0
新潟,2,1,エイシンティザー,107.6,2.0,118.714,2.0,108.0,1.0,334.31399999999996,111.438,1.0
新潟,2,2,カラーオブサクセス,113.2,1.0,58.833,10.0,92.833,9.0,264.866,88.289,9.0
新潟,2,3,アンジュプロミス,94.0,9.0,101.5,6.0,101.167,4.0,296.66700000000003,98.889,5.0
新潟,2,4,スカイピア,104.6,3.0,,,,,,,
新潟,2,5,グランフォワイエ,88.6,11.0,92.286,9.0,89.143,11.0,270.029,90.01,8.0
新潟,2,6,ドナベーネ,98.0,7.0,,,69.714,12.0,,,
新潟,2,7,ミスターマーボー,99.8,6.0,101.333,7.0,94.833,8.0,295.966,98.655,6.0
新潟,2,8,アスミル,93.6,10.0,,,100.333,5.0,,,
新潟,2,9,ベルバード,80.2,12.0,97.429,8.0,104.143,2.0,281.77200000000005,93.924,7.0
新潟,2,10,ブランチアウト,102.6,5.0,102.0,4.0,95.5,7.0,300.1,100.033,4.0
新潟,2,11,ジャスフォール,103.0,4.0,101.667,5.0,98.333,6.0,303.0,101.0,3.0
新潟,2,12,ゴールドパレード,97.4,8.0,127.286,1.0,92.5,10.0,317.18600000000004,105.729,2.0
新潟,2,13,スマイルカーブ,,,103.0,3.0,101.5,3.0,,,
新潟,3,1,ユイノディスタンス,,,,,103.333,2.0,,,
新潟,3,2,ビップルーク,96.2,7.0,85.167,6.0,98.833,3.0,280.20000000000005,93.4,6.0
新潟,3,3,ディアギレフ,108.4,1.0,96.167,3.0,106.333,1.0,310.9,103.633,1.0
新潟,3,4,マッドゲイル,106.0,2.0,89.0,5.0,98.571,4.0,293.571,97.857,4.0
新潟,3,5,ユニゾン,103.4,3.0,102.0,2.0,95.167,7.0,300.567,100.189,2.0
新潟,3,6,カナタコナタ,98.0,5.0,84.571,7.0,66.0,9.0,248.571,82.857,7.0
新潟,3,7,バトゥカーダ,93.8,8.0,108.833,1.0,92.333,8.0,294.966,98.322,3.0
新潟,3,8,スノースコール,97.6,6.0,,,98.167,5.0,,,
新潟,3,9,サンライズアーサー,89.8,9.0,,,,,,,
