場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
福島,1,1,ロココ,95.4,11.0,82.714,10.0,109.667,3.0,287.781,95.927,9.0
福島,1,2,プレザントトーン,111.4,1.0,115.429,1.0,103.143,7.0,329.972,109.991,2.0
福島,1,3,クリソプテロン,97.0,10.0,,,99.0,10.0,,,
福島,1,4,グロリアス,100.8,7.0,97.714,7.0,94.833,13.0,293.347,97.782,7.0
福島,1,5,エルヴ,103.2,4.0,,,102.5,8.0,,,
福島,1,6,クレマチス,106.6,3.0,114.857,3.0,110.667,2.0,332.124,110.708,1.0
福島,1,7,ライブリピュア,,,,,93.5,14.0,,,
福島,1,8,ウィングブルー,100.2,8.0,113.143,4.0,99.833,9.0,313.17600000000004,104.392,3.0
福島,1,9,ウォータースパウト,98.8,9.0,115.429,1.0,98.833,11.0,313.062,104.354,4.0
福島,1,10,セレーノ,88.0,12.0,96.714,8.0,97.167,12.0,281.881,93.96,10.0
福島,1,11,ジルコンテソーロ,101.8,5.0,,,105.857,4.0,,,
福島,1,12,ティナンヴァランタ,75.4,13.0,95.286,9.0,118.429,1.0,289.115,96.372,8.0
福島,1,13,アーティラリー,110.4,2.0,97.833,6.0,104.0,6.0,312.233,104.078,5.0
福島,1,14,ジェネチェン,101.4,6.0,102.167,5.0,105.167,5.0,308.73400000000004,102.911,6.0
福島,2,1,ラインパシオン,,,94.286,10.0,101.5,4.0,,,
福島,2,2,タルトポワール,100.8,5.0,79.167,15.0,102.714,3.0,282.681,94.227,8.0
福島,2,3,キャリーグレイス,108.8,2.0,111.857,1.0,92.667,11.0,313.32399999999996,104.441,2.0
福島,2,4,アルヘンティニータ,98.4,8.0,,,92.857,10.0,,,
福島,2,5,ビーアイフォルテ,104.0,4.0,94.143,11.0,88.143,13.0,286.286,95.429,7.0
福島,2,6,ハッピーパンニャ,99.6,6.0,88.571,14.0,94.167,9.0,282.33799999999997,94.113,9.0
福島,2,7,アイドル,97.8,9.0,100.0,7.0,111.0,1.0,308.8,102.933,4.0
福島,2,8,カツノテンス,,,94.429,9.0,91.0,12.0,,,
福島,2,9,グルーヴィーオン,89.2,13.0,110.143,2.0,97.333,8.0,296.67600000000004,98.892,6.0
福島,2,10,アースミューズ,96.2,10.0,93.857,12.0,83.286,15.0,273.343,91.114,10.0
福島,2,11,チャコール,94.4,12.0,93.571,13.0,83.667,14.0,271.63800000000003,90.546,11.0
福島,2,12,メードス,98.6,7.0,95.571,8.0,,,,,
福島,2,13,エベリンテソーロ,,,101.714,6.0,97.667,7.0,,,
福島,2,14,シャーンゴッセ,110.6,1.0,102.5,5.0,98.333,6.0,311.433,103.811,3.0
福島,2,15,タマモブラウンタイ,108.6,3.0,107.286,3.0,106.667,2.0,322.553,107.518,1.0
福島,2,16,ネイルンノ,96.2,10.0,102.857,4.0,99.571,5.0,298.62800000000004,99.543,5.0
福島,3,1,ボールドタワー,110.4,2.0,99.667,8.0,103.143,6.0,313.21000000000004,104.403,4.0
福島,3,2,セイウンバジリスク,101.0,7.0,,,106.5,2.0,,,
福島,3,3,ショウナンタヅナ,99.6,11.0,104.286,2.0,89.167,14.0,293.053,97.684,7.0
福島,3,4,デルマバンダイサン,108.2,3.0,99.714,6.0,,,,,
福島,3,5,ロードアマルフィ,101.4,6.0,114.143,1.0,103.0,7.0,318.543,106.181,2.0
福島,3,6,メイショウタイザン,108.2,3.0,102.714,5.0,104.0,5.0,314.914,104.971,3.0
福島,3,7,モズタイシソウシ,,,103.571,3.0,99.333,10.0,,,
福島,3,8,モンサンヴェロニカ,88.0,12.0,,,99.333,10.0,,,
福島,3,9,ニシノガウェイン,100.2,9.0,98.714,10.0,102.5,8.0,301.414,100.471,5.0
福島,3,10,ブリッジエフェクト,100.2,9.0,94.167,11.0,99.833,9.0,294.20000000000005,98.067,6.0
福島,3,11,ソルプレーザ,100.4,8.0,89.0,12.0,89.571,13.0,278.971,92.99,8.0
福島,3,12,ルビーブロンド,77.2,13.0,103.571,3.0,94.667,12.0,275.438,91.813,9.0
福島,3,13,パノラマステージ,,,99.714,6.0,106.167,3.0,,,
福島,3,14,ヘルメスギャング,111.4,1.0,99.286,9.0,109.833,1.0,320.519,106.84,1.0
福島,3,15,ホッカイダイオー,101.8,5.0,,,105.0,4.0,,,
福島,4,1,カレンマックナイト,78.8,12.0,96.857,6.0,88.167,10.0,263.82399999999996,87.941,11.0
福島,4,2,コパノヴィンセント,74.2,14.0,90.143,9.0,109.286,2.0,273.629,91.21,8.0
福島,4,3,ビリオネアボーイ,77.2,13.0,83.143,12.0,80.0,13.0,240.34300000000002,80.114,13.0
福島,4,4,ボルタドマール,88.6,9.0,100.0,4.0,97.857,7.0,286.457,95.486,6.0
福島,4,5,マルベリーシチー,90.6,7.0,82.286,14.0,94.286,8.0,267.172,89.057,10.0
福島,4,6,トラストエムシー,97.6,3.0,101.143,2.0,106.429,3.0,305.172,101.724,2.0
福島,4,7,ビジューブリランテ,119.75,2.0,91.857,8.0,,,,,
福島,4,8,マイネルトラオム,92.6,6.0,100.857,3.0,99.833,6.0,293.28999999999996,97.763,4.0
福島,4,9,ストームバンガード,97.0,4.0,88.286,10.0,106.429,3.0,291.71500000000003,97.238,5.0
福島,4,10,アルカンサス,151.0,1.0,87.714,11.0,84.667,11.0,323.381,107.794,1.0
福島,4,11,モンツァフレイバー,83.0,10.0,95.143,7.0,105.714,5.0,283.85699999999997,94.619,7.0
福島,4,12,フォルガイル,93.75,5.0,82.833,13.0,80.286,12.0,256.869,85.623,12.0
福島,4,13,テーオービースト,90.5,8.0,101.667,1.0,110.333,1.0,302.5,100.833,3.0
福島,4,14,ツリートップムーン,82.6,11.0,97.714,5.0,92.571,9.0,272.885,90.962,9.0
福島,5,1,サルサロッサ,148.2,1.0,112.714,2.0,102.167,4.0,363.081,121.027,1.0
福島,5,2,マイネルヴァッサー,87.2,8.0,,,89.167,7.0,,,
福島,5,3,ジーティーオウジャ,60.4,14.0,98.857,6.0,108.714,3.0,267.971,89.324,6.0
福島,5,4,エンデュミオン,80.4,12.0,94.714,7.0,119.0,1.0,294.11400000000003,98.038,3.0
福島,5,5,スコラーリ,89.0,7.0,103.143,3.0,97.286,5.0,289.429,96.476,4.0
福島,5,6,ネロコルヴィーノ,98.6,5.0,129.5,1.0,110.5,2.0,338.6,112.867,2.0
福島,5,7,メイショウウネビ,84.4,10.0,,,91.833,6.0,,,
福島,5,8,シホノスペランツァ,100.2,3.0,101.333,4.0,82.571,9.0,284.10400000000004,94.701,5.0
福島,5,9,ローンウルフ,86.75,9.0,84.857,10.0,76.5,11.0,248.107,82.702,8.0
福島,5,10,パープルアドミラル,127.0,2.0,,,81.333,10.0,,,
福島,5,11,テイエムエメラルド,89.4,6.0,101.0,5.0,62.0,12.0,252.4,84.133,7.0
福島,5,12,メイショウカズサ,68.0,13.0,,,87.857,8.0,,,
福島,5,13,ワールドスケール,82.2,11.0,87.143,8.0,,,,,
福島,5,14,アメリカンピース,100.2,3.0,86.429,9.0,,,,,
福島,6,1,ナムライリス,76.0,14.0,99.857,7.0,106.0,1.0,281.85699999999997,93.952,12.0
福島,6,2,グランエシェゾー,97.6,8.0,,,99.667,7.0,,,
福島,6,3,ルシャルムール,99.2,6.0,102.667,2.0,102.667,3.0,304.534,101.511,3.0
福島,6,4,カイトヴィント,68.0,15.0,102.667,2.0,93.833,14.0,264.5,88.167,14.0
福島,6,5,ロードヴォイジャー,102.6,3.0,93.0,13.0,87.0,15.0,282.6,94.2,11.0
福島,6,6,シークレットイスラ,102.6,3.0,100.286,6.0,102.857,2.0,305.743,101.914,1.0
福島,6,7,マテンロウブレイブ,93.2,13.0,97.0,10.0,98.667,10.0,288.86699999999996,96.289,10.0
福島,6,8,モリノアミーゴ,94.8,12.0,80.571,14.0,97.5,11.0,272.871,90.957,13.0
福島,6,9,ベネスピラ,104.6,1.0,96.167,11.0,101.857,5.0,302.624,100.875,4.0
福島,6,10,マーベリックシチー,98.0,7.0,104.833,1.0,102.333,4.0,305.166,101.722,2.0
福島,6,11,スマートクラビ,97.4,9.0,102.571,4.0,100.143,6.0,300.11400000000003,100.038,5.0
福島,6,12,カルフ,95.4,11.0,99.0,8.0,99.5,8.0,293.9,97.967,7.0
福島,6,13,スターエンブレム,99.6,5.0,97.714,9.0,95.167,12.0,292.481,97.494,8.0
福島,6,14,オロパタジン,96.8,10.0,100.333,5.0,94.833,13.0,291.966,97.322,9.0
福島,6,15,コッレヴェッキオ,102.8,2.0,94.714,12.0,98.857,9.0,296.371,98.79,6.0
福島,7,1,グレーヌドジョワ,95.8,10.0,93.714,7.0,85.714,16.0,275.228,91.743,8.0
福島,7,2,シンデレラガール,99.4,5.0,,,104.167,2.0,,,
福島,7,3,アロンソア,98.2,8.0,,,89.0,14.0,,,
福島,7,4,ローズプリンセス,93.0,12.0,88.333,9.0,109.167,1.0,290.5,96.833,6.0
福島,7,5,マイネルディザイア,102.8,1.0,104.0,3.0,96.833,10.0,303.63300000000004,101.211,2.0
福島,7,6,マイトビーウォン,91.8,13.0,,,97.286,9.0,,,
福島,7,7,ノリマル,98.0,9.0,100.714,4.0,96.5,11.0,295.214,98.405,3.0
福島,7,8,アンデルストープ,98.6,7.0,,,88.857,15.0,,,
福島,7,9,セイウンヤオヨロズ,100.4,4.0,,,97.833,8.0,,,
福島,7,10,アクティングエリア,,,97.5,5.0,98.857,6.0,,,
福島,7,11,アルカマル,100.6,2.0,88.167,10.0,103.5,3.0,292.267,97.422,5.0
福島,7,12,トーセンライティア,74.0,15.0,93.333,8.0,98.571,7.0,265.904,88.635,9.0
福島,7,13,アイドクレース,76.2,14.0,108.333,1.0,100.667,5.0,285.20000000000005,95.067,7.0
福島,7,14,マイネルシュラハト,99.2,6.0,,,91.429,13.0,,,
福島,7,15,コスモクラシック,94.4,11.0,108.333,1.0,102.833,4.0,305.56600000000003,101.855,1.0
福島,7,16,ファイタージェット,100.6,2.0,96.714,6.0,95.429,12.0,292.743,97.581,4.0
福島,8,1,オプレントジュエル,103.6,4.0,104.0,2.0,91.833,13.0,299.433,99.811,4.0
福島,8,2,ノンスタンダルド,104.0,3.0,83.333,15.0,103.833,5.0,291.166,97.055,11.0
福島,8,3,シェーンシュティア,102.2,5.0,102.143,5.0,94.0,11.0,298.343,99.448,5.0
福島,8,4,エコテーラー,100.0,7.0,94.8,12.0,103.0,6.0,297.8,99.267,7.0
福島,8,5,ヨヒーン,104.6,2.0,104.833,1.0,110.667,2.0,320.1,106.7,1.0
福島,8,6,ロパシック,94.4,13.0,93.167,13.0,91.571,14.0,279.13800000000003,93.046,14.0
福島,8,7,ノクターナル,68.8,16.0,102.286,4.0,81.333,16.0,252.419,84.14,15.0
福島,8,8,トーセンリバーブ,108.0,1.0,,,102.571,7.0,,,
福島,8,9,エリカリーシャン,93.6,15.0,92.667,14.0,94.0,11.0,280.267,93.422,13.0
福島,8,10,コスモイシュタル,99.6,8.0,102.0,7.0,104.167,4.0,305.767,101.922,3.0
福島,8,11,ルナルーチェット,99.2,9.0,102.143,5.0,91.0,15.0,292.343,97.448,10.0
福島,8,12,ホウオウペトリュス,94.8,12.0,95.333,11.0,96.0,10.0,286.133,95.378,12.0
福島,8,13,エレガンシア,93.8,14.0,98.286,8.0,106.0,3.0,298.086,99.362,6.0
福島,8,14,シャンソンドール,101.0,6.0,95.833,10.0,97.714,8.0,294.547,98.182,9.0
福島,8,15,ディバイングレース,98.4,10.0,102.667,3.0,96.333,9.0,297.4,99.133,8.0
福島,8,16,ティティナ,96.4,11.0,96.333,9.0,116.857,1.0,309.59000000000003,103.197,2.0
