場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
新潟,1,1,ラースアルアイン,102.0,5.0,83.375,15.0,102.167,6.0,287.54200000000003,95.847,9.0
新潟,1,2,プリヤンカー,86.667,14.0,99.333,6.0,101.0,8.0,287.0,95.667,10.0
新潟,1,3,ルナティックアイ,95.0,11.0,97.875,8.0,79.375,13.0,272.25,90.75,12.0
新潟,1,4,エクラドネージュ,87.167,13.0,102.375,5.0,104.75,4.0,294.29200000000003,98.097,6.0
新潟,1,5,ノーブルフェスタ,97.5,8.0,98.0,7.0,101.75,7.0,297.25,99.083,4.0
新潟,1,6,クリアクォーツ,84.5,15.0,109.6,3.0,70.667,15.0,264.767,88.256,13.0
新潟,1,7,アスコットアイ,97.833,7.0,114.8,1.0,76.167,14.0,288.79999999999995,96.267,8.0
新潟,1,8,デュエルシャポー,111.667,1.0,84.375,13.0,96.833,11.0,292.875,97.625,7.0
新潟,1,9,シーオン,,,84.333,14.0,100.5,9.0,,,
新潟,1,10,フェスティヴルキナ,89.667,12.0,85.5,12.0,108.625,2.0,283.79200000000003,94.597,11.0
新潟,1,11,ベストセラー,101.167,6.0,94.0,11.0,112.25,1.0,307.41700000000003,102.472,3.0
新潟,1,12,ロネット,108.5,3.0,97.0,9.0,106.167,3.0,311.66700000000003,103.889,2.0
新潟,1,13,コウセキ,104.667,4.0,,,99.333,10.0,,,
新潟,1,14,モズミコシ,111.0,2.0,114.8,1.0,103.667,5.0,329.467,109.822,1.0
新潟,1,15,アセンディア,97.333,9.0,95.0,10.0,,,,,
新潟,1,16,ティピティーナ,96.667,10.0,104.375,4.0,94.125,12.0,295.16700000000003,98.389,5.0
新潟,2,1,フォレストオール,87.333,13.0,103.375,5.0,90.625,14.0,281.33299999999997,93.778,10.0
新潟,2,2,バーミーズルビー,104.0,4.0,101.0,9.0,105.375,2.0,310.375,103.458,3.0
新潟,2,3,エリュテイア,108.667,3.0,97.0,12.0,103.125,5.0,308.79200000000003,102.931,4.0
新潟,2,4,ハニーローリエ,94.333,9.0,102.167,7.0,99.0,9.0,295.5,98.5,8.0
新潟,2,5,ピースフルゴールド,100.5,6.0,100.5,11.0,103.5,4.0,304.5,101.5,6.0
新潟,2,6,アテナパルテノス,101.667,5.0,,,101.5,6.0,,,
新潟,2,7,モズアカトンボ,114.333,1.0,119.286,1.0,99.167,8.0,332.786,110.929,1.0
新潟,2,8,ジュエルハウス,113.333,2.0,103.167,6.0,107.667,1.0,324.16700000000003,108.056,2.0
新潟,2,9,モズボーン,93.0,10.0,114.8,2.0,100.75,7.0,308.55,102.85,5.0
新潟,2,10,ハコダテサンバ,99.667,7.0,104.5,3.0,90.375,15.0,294.54200000000003,98.181,9.0
新潟,2,11,タブロー,85.167,14.0,104.333,4.0,91.833,13.0,281.33299999999997,93.778,10.0
新潟,2,12,チュラット,,,101.667,8.0,95.167,11.0,,,
新潟,2,13,ズットマツモト,92.833,11.0,100.625,10.0,103.625,3.0,297.08299999999997,99.028,7.0
新潟,2,14,タマゴ,95.667,8.0,84.571,13.0,95.125,12.0,275.363,91.788,12.0
新潟,2,15,ウィステリアベル,88.167,12.0,,,98.625,10.0,,,
新潟,3,1,ライジンシチー,88.5,13.0,105.0,4.0,96.5,8.0,290.0,96.667,8.0
新潟,3,2,レヴァントリ,110.833,1.0,104.667,6.0,111.667,1.0,327.16700000000003,109.056,1.0
新潟,3,3,キタノチェンジ,97.0,5.0,87.167,15.0,97.5,6.0,281.66700000000003,93.889,13.0
新潟,3,4,ケンブリッジラブ,96.5,6.0,94.875,12.0,100.833,4.0,292.20799999999997,97.403,6.0
新潟,3,5,ノメンターノ,94.833,9.0,104.875,5.0,90.0,15.0,289.70799999999997,96.569,9.0
新潟,3,6,ヒロノビックバン,89.333,12.0,108.167,1.0,92.833,13.0,290.33299999999997,96.778,7.0
新潟,3,7,マルカベント,102.667,2.0,104.667,6.0,91.833,14.0,299.16700000000003,99.722,2.0
新潟,3,8,デアルーチェ,,,105.625,3.0,95.333,10.0,,,
新潟,3,9,エピックサイクル,95.167,8.0,97.75,10.0,93.167,12.0,286.084,95.361,11.0
新潟,3,10,ゴットランド,101.833,3.0,94.0,13.0,100.333,5.0,296.166,98.722,3.0
新潟,3,11,イージーゴーイング,96.167,7.0,91.75,14.0,96.0,9.0,283.91700000000003,94.639,12.0
新潟,3,12,メイショウアイル,99.5,4.0,98.167,9.0,96.667,7.0,294.334,98.111,5.0
新潟,3,13,キタノマーシャル,91.5,11.0,101.875,8.0,94.833,11.0,288.20799999999997,96.069,10.0
新潟,3,14,キンセンオー,,,106.333,2.0,110.0,2.0,,,
新潟,3,15,トリプルバレル,91.833,10.0,96.875,11.0,106.375,3.0,295.08299999999997,98.361,4.0
新潟,4,1,アニージョ,76.4,11.0,,,87.286,13.0,,,
新潟,4,2,フェーングロッテン,77.2,10.0,94.0,9.0,107.571,3.0,278.77099999999996,92.924,8.0
新潟,4,3,ジェンマ,117.75,3.0,,,98.714,5.0,,,
新潟,4,4,ビーンスターク,79.0,9.0,76.0,12.0,109.143,2.0,264.14300000000003,88.048,11.0
新潟,4,5,フリーダムレイン,74.8,13.0,100.667,6.0,65.833,14.0,241.29999999999998,80.433,12.0
新潟,4,6,デスティネ,135.0,1.0,90.857,10.0,95.0,7.0,320.85699999999997,106.952,1.0
新潟,4,7,ジーティーオウジャ,70.4,14.0,100.833,5.0,115.714,1.0,286.947,95.649,5.0
新潟,4,8,セッタレダスト,94.2,5.0,104.429,3.0,90.286,11.0,288.915,96.305,4.0
新潟,4,9,トゥラッタッタ,116.2,4.0,88.714,11.0,101.167,4.0,306.081,102.027,3.0
新潟,4,10,グランサバナ,84.4,8.0,106.143,1.0,90.571,10.0,281.11400000000003,93.705,7.0
新潟,4,11,バレンタインソング,91.2,6.0,98.571,7.0,94.857,8.0,284.62800000000004,94.876,6.0
新潟,4,12,ウイントールキン,75.2,12.0,105.714,2.0,95.5,6.0,276.414,92.138,9.0
新潟,4,13,カイザーブリッツ,123.75,2.0,102.143,4.0,93.0,9.0,318.89300000000003,106.298,2.0
新潟,4,14,スマラグドス,85.0,7.0,95.143,8.0,88.0,12.0,268.14300000000003,89.381,10.0
新潟,5,1,テイエムトップバン,110.0,3.0,102.857,4.0,99.5,8.0,312.35699999999997,104.119,1.0
新潟,5,2,ラッキーロジータ,98.833,6.0,105.125,2.0,91.75,16.0,295.70799999999997,98.569,9.0
新潟,5,3,ロンディネ,110.667,1.0,,,108.167,2.0,,,
新潟,5,4,サンクリュウ,48.833,16.0,101.125,6.0,98.125,10.0,248.083,82.694,15.0
新潟,5,5,ゴールデンマーチ,79.5,15.0,100.125,8.0,94.5,11.0,274.125,91.375,14.0
新潟,5,6,パープルティアラ,97.167,10.0,100.667,7.0,99.25,9.0,297.084,99.028,7.0
新潟,5,7,トモエゴゼン,88.833,14.0,103.125,3.0,104.125,4.0,296.08299999999997,98.694,8.0
新潟,5,8,フランコジャポネ,97.833,9.0,97.625,11.0,102.5,6.0,297.95799999999997,99.319,5.0
新潟,5,9,コインアフレーズ,103.333,4.0,95.5,13.0,93.625,13.0,292.45799999999997,97.486,12.0
新潟,5,10,ムーンストラック,94.5,11.0,98.875,9.0,92.667,14.0,286.04200000000003,95.347,13.0
新潟,5,11,ウインポラリス,103.167,5.0,98.286,10.0,100.0,7.0,301.453,100.484,3.0
新潟,5,12,アウルムレガリア,90.0,13.0,93.833,15.0,110.5,1.0,294.33299999999997,98.111,11.0
新潟,5,13,ホウオウハナビ,110.667,1.0,95.5,13.0,93.833,12.0,300.0,100.0,4.0
新潟,5,14,グラツィオーソ,92.0,12.0,97.25,12.0,108.167,2.0,297.41700000000003,99.139,6.0
新潟,5,15,セラヴィーナス,98.333,7.0,101.5,5.0,103.875,5.0,303.70799999999997,101.236,2.0
新潟,5,16,ストラニエーロ,98.333,7.0,105.25,1.0,92.0,15.0,295.58299999999997,98.528,10.0
新潟,6,1,ピティロディア,,,92.25,13.0,93.833,11.0,,,
新潟,6,2,レイヤードレッド,110.667,1.0,135.429,1.0,105.25,1.0,351.346,117.115,1.0
新潟,6,3,リギーロ,91.5,10.0,105.25,3.0,93.333,12.0,290.08299999999997,96.694,9.0
新潟,6,4,ロードアルディート,103.333,3.0,97.375,12.0,105.0,2.0,305.70799999999997,101.903,4.0
新潟,6,5,マイネルフィスキオ,79.833,13.0,100.125,10.0,87.833,16.0,267.791,89.264,13.0
新潟,6,6,ホウオウパシュート,94.5,9.0,101.5,7.0,101.667,6.0,297.66700000000003,99.222,7.0
新潟,6,7,エットトゥカム,102.333,4.0,98.286,11.0,104.25,3.0,304.869,101.623,5.0
新潟,6,8,ミッドセンチュリー,81.667,12.0,103.25,5.0,102.167,5.0,287.084,95.695,10.0
新潟,6,9,パルピタシオン,97.167,7.0,133.429,2.0,89.5,14.0,320.096,106.699,2.0
新潟,6,10,ハルノート,110.667,1.0,103.125,6.0,99.0,8.0,312.79200000000003,104.264,3.0
新潟,6,11,ロードオブドリーム,96.0,8.0,105.25,3.0,99.333,7.0,300.58299999999997,100.194,6.0
新潟,6,12,サミダレナイツ,,,,,96.667,10.0,,,
新潟,6,13,ポッポノフェスタ,48.833,14.0,,,88.833,15.0,,,
新潟,6,14,トラストモアリズム,90.0,11.0,101.0,8.0,91.167,13.0,282.16700000000003,94.056,11.0
新潟,6,15,リーティアコナル,99.0,5.0,80.333,14.0,102.667,4.0,282.0,94.0,12.0
新潟,6,16,チェントポルテ,98.333,6.0,100.5,9.0,97.667,9.0,296.5,98.833,8.0
新潟,7,1,クインズアトリア,104.167,6.0,99.5,9.0,105.0,2.0,308.66700000000003,102.889,3.0
新潟,7,2,アルヘンティニータ,115.167,2.0,,,90.75,13.0,,,
新潟,7,3,アフトクラーティラ,101.167,8.0,101.875,5.0,104.333,3.0,307.375,102.458,4.0
新潟,7,4,サンピアノソナタ,98.0,12.0,104.714,3.0,100.375,6.0,303.089,101.03,7.0
新潟,7,5,クイーンアポーン,83.833,13.0,96.667,10.0,76.75,15.0,257.25,85.75,11.0
新潟,7,6,ホワイトターフ,,,92.0,13.0,101.5,4.0,,,
新潟,7,7,エブライト,116.0,1.0,101.333,8.0,96.625,7.0,313.95799999999997,104.653,2.0
新潟,7,8,オンマガトオル,99.0,11.0,101.5,7.0,78.125,14.0,278.625,92.875,10.0
新潟,7,9,メイショウヤマモモ,107.333,4.0,94.875,12.0,101.167,5.0,303.375,101.125,6.0
新潟,7,10,サンダーアリュール,,,105.6,2.0,92.75,11.0,,,
新潟,7,11,クインズシャウラ,105.167,5.0,96.333,11.0,93.667,9.0,295.16700000000003,98.389,9.0
新潟,7,12,ローズブルーム,103.667,7.0,,,94.5,8.0,,,
新潟,7,13,カネコメファミリー,99.833,9.0,102.833,4.0,111.333,1.0,313.999,104.666,1.0
新潟,7,14,ベニシア,111.0,3.0,101.625,6.0,91.5,12.0,304.125,101.375,5.0
新潟,7,15,ハヌル,99.667,10.0,107.667,1.0,93.333,10.0,300.66700000000003,100.222,8.0
新潟,8,1,ミエノブラボー,102.833,7.0,96.5,13.0,,,,,
新潟,8,2,アートフォーム,108.333,4.0,104.0,5.0,100.167,9.0,312.5,104.167,3.0
新潟,8,3,モーデン,105.0,6.0,95.0,14.0,,,,,
新潟,8,4,ラブディーヴァ,72.667,15.0,98.0,10.0,,,,,
新潟,8,5,アンバーニードル,109.333,3.0,106.167,1.0,95.75,11.0,311.25,103.75,4.0
新潟,8,6,ロードリレーション,113.833,1.0,104.5,4.0,111.0,1.0,329.33299999999997,109.778,1.0
新潟,8,7,ノビル,96.167,12.0,91.333,16.0,94.333,12.0,281.83299999999997,93.944,12.0
新潟,8,8,イリスアスール,107.167,5.0,103.5,6.0,110.5,2.0,321.16700000000003,107.056,2.0
新潟,8,9,キガン,98.667,10.0,97.167,11.0,110.333,3.0,306.16700000000003,102.056,7.0
新潟,8,10,ヒーローインチーフ,89.667,13.0,105.667,2.0,102.333,6.0,297.66700000000003,99.222,10.0
新潟,8,11,チカポコ,111.833,2.0,93.5,15.0,102.0,7.0,307.33299999999997,102.444,6.0
新潟,8,12,ソレントフレイバー,99.333,9.0,102.667,7.0,102.833,5.0,304.83299999999997,101.611,8.0
新潟,8,13,レディメローラ,101.333,8.0,100.167,9.0,108.875,4.0,310.375,103.458,5.0
新潟,8,14,ピースフルナイト,98.5,11.0,102.0,8.0,98.0,10.0,298.5,99.5,9.0
新潟,8,15,マロンドレ,88.833,14.0,105.0,3.0,92.75,13.0,286.58299999999997,95.528,11.0
新潟,8,16,シルバージュエリー,,,97.167,11.0,100.5,8.0,,,
新潟,9,1,ラブカ,91.0,13.0,103.25,5.0,88.875,15.0,283.125,94.375,14.0
新潟,9,2,コスモバラタ,91.833,12.0,104.667,3.0,90.625,14.0,287.125,95.708,12.0
新潟,9,3,ウィズホープ,100.833,7.0,99.875,8.0,99.5,7.0,300.20799999999997,100.069,6.0
新潟,9,4,トゥルーサクセサー,98.833,9.0,95.667,13.0,105.25,3.0,299.75,99.917,7.0
新潟,9,5,ファイブセンス,85.0,16.0,103.75,4.0,93.0,13.0,281.75,93.917,15.0
新潟,9,6,マイネルフォルツァ,96.0,11.0,97.875,11.0,94.833,11.0,288.70799999999997,96.236,10.0
新潟,9,7,ダノンウィルヘルム,87.833,14.0,102.6,6.0,101.125,6.0,291.558,97.186,9.0
新潟,9,8,レッドアーバイン,109.333,3.0,78.167,16.0,99.0,8.0,286.5,95.5,13.0
新潟,9,9,ルトゥール,103.667,6.0,96.75,12.0,96.375,9.0,296.79200000000003,98.931,8.0
新潟,9,10,ケイツークローン,99.667,8.0,106.333,2.0,108.0,2.0,314.0,104.667,3.0
新潟,9,11,ナムラブーニン,104.833,5.0,116.0,1.0,93.333,12.0,314.166,104.722,2.0
新潟,9,12,チュウワダイオウ,87.833,14.0,98.875,10.0,,,,,
新潟,9,13,シェアホルダーズ,97.5,10.0,87.429,15.0,102.5,5.0,287.429,95.81,11.0
新潟,9,14,メイショウタクボク,112.333,1.0,95.333,14.0,103.5,4.0,311.166,103.722,4.0
新潟,9,15,ゴールドブレス,110.833,2.0,99.875,8.0,112.333,1.0,323.041,107.68,1.0
新潟,9,16,モアリジット,108.333,4.0,100.625,7.0,95.125,10.0,304.08299999999997,101.361,5.0
新潟,10,1,ケープアグラス,101.667,6.0,103.5,5.0,104.25,3.0,309.41700000000003,103.139,3.0
新潟,10,2,ヴィクトリーロード,91.0,13.0,101.5,8.0,98.333,8.0,290.83299999999997,96.944,9.0
新潟,10,3,オセアフラッグ,82.0,15.0,103.125,7.0,97.625,9.0,282.75,94.25,13.0
新潟,10,4,サフランヒーロー,101.167,7.0,106.625,2.0,94.833,12.0,302.625,100.875,4.0
新潟,10,5,オリビアジュテーム,103.667,5.0,128.25,1.0,98.375,7.0,330.29200000000003,110.097,1.0
新潟,10,6,モンドプリューム,99.833,8.0,101.143,9.0,96.0,11.0,296.976,98.992,7.0
新潟,10,7,クリニエールグラス,104.167,4.0,104.333,4.0,104.125,4.0,312.625,104.208,2.0
新潟,10,8,ロイヤルダンス,98.0,9.0,,,99.5,6.0,,,
新潟,10,9,スピードパンサー,95.667,10.0,,,91.0,13.0,,,
新潟,10,10,グランオルカ,104.333,3.0,88.667,12.0,100.5,5.0,293.5,97.833,8.0
