場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
札幌,1,1,ラスベガスサイン,100.6,7.0,97.167,6.0,100.833,2.0,298.6,99.533,5.0
札幌,1,2,ディオスデルマール,,,,,,,,,
札幌,1,3,ヒッグスボソン,105.333,5.0,101.667,3.0,95.667,7.0,302.66700000000003,100.889,4.0
札幌,1,4,グリーンスリーヴス,87.4,9.0,,,97.333,6.0,,,
札幌,1,5,ココソラーレ,115.8,1.0,,,90.833,8.0,,,
札幌,1,6,ジュディーイメル,106.5,4.0,97.75,5.0,99.167,5.0,303.41700000000003,101.139,3.0
札幌,1,7,ウーマンズパワー,106.833,2.0,112.167,2.0,99.5,4.0,318.5,106.167,2.0
札幌,1,8,ハネマン,105.333,5.0,101.667,3.0,89.667,9.0,296.66700000000003,98.889,6.0
札幌,1,9,プレヒティヒ,106.833,2.0,,,99.667,3.0,,,
札幌,1,10,ファニーバニー,99.667,8.0,140.833,1.0,110.0,1.0,350.5,116.833,1.0
札幌,2,1,リポジノ,97.0,7.0,132.6,5.0,105.333,4.0,334.933,111.644,3.0
札幌,2,2,ハローエンジェル,,,94.167,9.0,116.833,2.0,,,
札幌,2,3,スフレ,,,147.6,1.0,100.333,6.0,,,
札幌,2,4,アラマンダ,107.833,2.0,94.167,9.0,93.625,12.0,295.625,98.542,7.0
札幌,2,5,アクセルギア,,,83.833,12.0,128.5,1.0,,,
札幌,2,6,ユージュアーナ,107.167,3.0,105.833,7.0,107.833,3.0,320.83299999999997,106.944,4.0
札幌,2,7,フィエールガール,87.833,10.0,141.429,4.0,68.5,14.0,297.762,99.254,6.0
札幌,2,8,ベルシャイニー,89.8,9.0,97.75,8.0,90.5,13.0,278.05,92.683,8.0
札幌,2,9,スマートイザナミ,97.667,6.0,147.6,1.0,95.167,9.0,340.43399999999997,113.478,2.0
札幌,2,10,ラヴァフォール,96.167,8.0,76.125,13.0,94.25,11.0,266.54200000000003,88.847,9.0
札幌,2,11,プロピエダッド,106.333,4.0,147.6,1.0,101.833,5.0,355.76599999999996,118.589,1.0
札幌,2,12,ゴールドサニーデイ,,,88.5,11.0,95.167,9.0,,,
札幌,2,13,ペイシャキセキ,108.5,1.0,,,96.0,8.0,,,
札幌,2,14,カスバートテソーロ,103.667,5.0,119.5,6.0,96.5,7.0,319.66700000000003,106.556,5.0
札幌,3,1,タイセイアビリティ,108.167,3.0,120.4,3.0,107.0,3.0,335.567,111.856,2.0
札幌,3,2,ジェンダアネモス,,,111.143,4.0,89.167,12.0,,,
札幌,3,3,ステラノヴァ,97.667,7.0,100.333,9.0,114.167,1.0,312.16700000000003,104.056,5.0
札幌,3,4,ウェカピポ,110.333,2.0,102.0,7.0,108.5,2.0,320.83299999999997,106.944,4.0
札幌,3,5,フルグライト,107.667,4.0,,,95.667,8.0,,,
札幌,3,6,セイルロケット,103.667,5.0,94.5,10.0,102.833,6.0,301.0,100.333,6.0
札幌,3,7,タイセイルヴァン,102.167,6.0,147.8,1.0,91.667,11.0,341.634,113.878,1.0
札幌,3,8,リュウジンオー,97.5,8.0,101.0,8.0,98.667,7.0,297.16700000000003,99.056,8.0
札幌,3,9,バーミーズルビー,88.0,10.0,103.0,6.0,107.0,3.0,298.0,99.333,7.0
札幌,3,10,コッコラーレ,,,108.6,5.0,95.125,10.0,,,
