場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
中山,1,1,タイセイモノリス,103.0,2.0,94.571,9.0,94.5,8.0,292.071,97.357,7.0
中山,1,2,チャーミングアイ,93.0,11.0,,,90.667,9.0,,,
中山,1,3,ジーモンスター,102.6,3.0,120.0,1.0,,,,,
中山,1,4,ヤマタケボニータ,95.8,9.0,101.0,5.0,97.5,6.0,294.3,98.1,6.0
中山,1,5,ユニゾン,102.0,4.0,106.857,3.0,90.667,9.0,299.524,99.841,4.0
中山,1,6,ショウナンタヅナ,96.6,8.0,103.667,4.0,89.333,11.0,289.6,96.533,8.0
中山,1,7,ニシノガウェイン,93.4,10.0,99.0,8.0,109.833,1.0,302.233,100.744,3.0
中山,1,8,ハイライトニング,99.0,6.0,108.0,2.0,101.5,4.0,308.5,102.833,1.0
中山,1,9,タイガーゲイト,107.8,1.0,99.714,7.0,99.143,5.0,306.65700000000004,102.219,2.0
中山,1,10,ルージュノヴァ,,,101.0,5.0,97.5,6.0,,,
中山,1,11,マシン,98.0,7.0,,,105.167,3.0,,,
中山,1,12,リフレックス,101.4,5.0,90.143,10.0,107.5,2.0,299.043,99.681,5.0
中山,2,1,リーデレクオーレ,91.0,15.0,85.143,11.0,78.0,13.0,254.143,84.714,12.0
中山,2,2,ケイベエ,98.8,10.0,96.167,6.0,105.571,3.0,300.538,100.179,4.0
中山,2,3,コパノセビリア,109.4,1.0,93.167,9.0,78.0,13.0,280.567,93.522,10.0
中山,2,4,スラッシュコード,103.4,5.0,93.167,9.0,93.333,9.0,289.9,96.633,7.0
中山,2,5,トラスコンガーデン,95.6,12.0,,,107.0,2.0,,,
中山,2,6,ステキサプライズ,95.0,14.0,95.333,8.0,94.667,8.0,285.0,95.0,8.0
中山,2,7,ハッピーラッキー,104.2,4.0,102.5,3.0,90.333,11.0,297.033,99.011,6.0
中山,2,8,ルディドゥゲンジ,106.0,2.0,99.667,5.0,77.333,16.0,283.0,94.333,9.0
中山,2,9,カレンデュラ,99.6,8.0,85.143,11.0,77.833,15.0,262.576,87.525,11.0
中山,2,10,フェイスリフト,95.4,13.0,123.0,1.0,101.833,5.0,320.233,106.744,2.0
中山,2,11,インザライムライト,87.4,16.0,,,96.5,7.0,,,
中山,2,12,サトノエスケープ,99.6,8.0,100.167,4.0,99.667,6.0,299.43399999999997,99.811,5.0
中山,2,13,ダノンルミエール,103.0,6.0,,,93.0,10.0,,,
中山,2,14,フォーエバーラブ,101.6,7.0,96.143,7.0,104.5,4.0,302.243,100.748,3.0
中山,2,15,サフィニア,96.6,11.0,,,86.667,12.0,,,
中山,2,16,ノブピースオブラブ,106.0,2.0,106.714,2.0,109.167,1.0,321.881,107.294,1.0
中山,3,1,サムシングニュー,95.8,10.0,86.857,13.0,107.833,4.0,290.49,96.83,9.0
中山,3,2,サバイバルトゥルー,98.0,9.0,100.571,3.0,97.333,9.0,295.904,98.635,6.0
中山,3,3,マイネルリーヒム,99.8,7.0,99.833,8.0,92.0,14.0,291.633,97.211,7.0
中山,3,4,シシリアンフラッグ,95.4,11.0,100.0,6.0,85.833,15.0,281.233,93.744,13.0
中山,3,5,シデンイッセン,103.4,4.0,87.333,12.0,95.0,12.0,285.733,95.244,11.0
中山,3,6,ブランニューホーム,107.8,2.0,120.167,1.0,110.667,1.0,338.634,112.878,1.0
中山,3,7,フロムドーン,76.4,15.0,,,95.5,10.0,,,
中山,3,8,カリドーラ,103.2,5.0,99.571,9.0,95.0,12.0,297.771,99.257,5.0
中山,3,9,マイネルパーロル,99.0,8.0,100.0,6.0,101.5,7.0,300.5,100.167,4.0
中山,3,10,アイドクレース,80.8,14.0,100.5,4.0,104.667,6.0,285.967,95.322,10.0
中山,3,11,オーキッドワン,108.2,1.0,99.571,9.0,99.333,8.0,307.10400000000004,102.368,3.0
中山,3,12,コッツォリーノ,101.2,6.0,100.286,5.0,108.0,3.0,309.486,103.162,2.0
中山,3,13,エーデルゼーレ,,,,,107.5,5.0,,,
中山,3,14,ショウナンパステル,95.2,12.0,,,108.167,2.0,,,
中山,3,15,レイナロハルンバ,103.8,3.0,103.286,2.0,84.333,16.0,291.419,97.14,8.0
中山,3,16,ステラスペース,91.8,13.0,97.0,11.0,95.5,10.0,284.3,94.767,12.0
中山,4,1,ルーナディサングエ,65.2,13.0,109.167,7.0,79.5,14.0,253.86700000000002,84.622,13.0
中山,4,2,ユーフォリア,108.8,1.0,118.833,2.0,79.167,15.0,306.79999999999995,102.267,7.0
中山,4,3,ヌクレオチド,102.2,6.0,111.333,4.0,97.167,9.0,310.70000000000005,103.567,6.0
中山,4,4,ジョイアミーア,,,111.333,4.0,100.167,7.0,,,
