場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
中山,1,1,ミスブランニュデイ,97.333,9.0,97.333,10.0,90.75,12.0,285.416,95.139,12.0
中山,1,2,ネクストダンサー,98.333,7.0,104.667,6.0,96.833,5.0,299.83299999999997,99.944,4.0
中山,1,3,ルージュメアート,97.5,8.0,105.333,5.0,94.667,8.0,297.5,99.167,8.0
中山,1,4,アイスリーディング,82.833,14.0,115.333,1.0,94.167,10.0,292.33299999999997,97.444,9.0
中山,1,5,タマモミンミ,106.333,3.0,,,73.0,15.0,,,
中山,1,6,シャンドネージュ,95.833,12.0,90.875,12.0,102.667,2.0,289.375,96.458,10.0
中山,1,7,ミライヘノハナ,101.167,6.0,108.5,3.0,92.167,11.0,301.834,100.611,3.0
中山,1,8,スナドケイ,103.333,5.0,112.2,2.0,94.667,8.0,310.20000000000005,103.4,2.0
中山,1,9,ウィズマイマミー,,,90.0,13.0,94.833,7.0,,,
中山,1,10,クインズエクレア,96.333,10.0,103.667,8.0,99.0,3.0,299.0,99.667,6.0
中山,1,11,リックメイン,96.167,11.0,108.5,3.0,106.833,1.0,311.5,103.833,1.0
中山,1,12,トーアナカヨシ,109.167,1.0,81.5,14.0,90.0,14.0,280.66700000000003,93.556,13.0
中山,1,13,サツキレジーナ,105.167,4.0,98.0,9.0,95.5,6.0,298.66700000000003,99.556,7.0
中山,1,14,ローレン,109.0,2.0,92.25,11.0,98.167,4.0,299.41700000000003,99.806,5.0
中山,1,15,スーパーキティ,93.0,13.0,104.143,7.0,90.75,12.0,287.89300000000003,95.964,11.0
中山,2,1,ビレッジルミエール,104.333,3.0,100.833,6.0,98.167,13.0,303.33299999999997,101.111,4.0
中山,2,2,アイファーシャドー,106.833,1.0,95.0,13.0,107.375,3.0,309.20799999999997,103.069,2.0
中山,2,3,レジョンデロル,100.667,4.0,101.833,5.0,100.0,10.0,302.5,100.833,6.0
中山,2,4,イデアニポーテ,104.833,2.0,121.8,1.0,116.25,1.0,342.883,114.294,1.0
中山,2,5,シャインシュシュ,,,,,102.167,8.0,,,
中山,2,6,ヒタムキ,97.667,7.0,95.5,12.0,109.833,2.0,303.0,101.0,5.0
中山,2,7,シンフォニーシーズ,99.667,5.0,96.5,10.0,102.333,7.0,298.5,99.5,7.0
中山,2,8,アルバーチョ,91.167,12.0,102.25,4.0,,,,,
中山,2,9,キャプティバ,92.5,10.0,96.833,9.0,100.375,9.0,289.70799999999997,96.569,9.0
中山,2,10,ヘビーキュー,95.167,8.0,96.25,11.0,106.667,4.0,298.084,99.361,8.0
中山,2,11,マニーシーン,57.0,13.0,98.667,7.0,98.5,12.0,254.167,84.722,11.0
中山,2,12,ケイツーペニー,,,98.0,8.0,91.667,15.0,,,
中山,2,13,エリカマユーリ,,,108.875,3.0,106.625,5.0,,,
