場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
函館,1,1,ゴールドサニーデイ,98.6,9.0,99.0,7.0,99.167,6.0,296.767,98.922,8.0
函館,1,2,カネトシブレーブ,73.8,14.0,98.0,8.0,96.5,8.0,268.3,89.433,13.0
函館,1,3,カルミネイション,91.5,12.0,95.143,12.0,86.143,15.0,272.786,90.929,12.0
函館,1,4,ジンガー,97.2,10.0,96.286,11.0,109.5,1.0,302.986,100.995,5.0
函館,1,5,セイウンネルケ,89.8,13.0,143.286,1.0,87.167,11.0,320.25300000000004,106.751,1.0
函館,1,6,イデアニポーテ,103.2,7.0,93.0,13.0,101.0,4.0,297.2,99.067,7.0
函館,1,7,ロアヴィヴィエンヌ,113.2,1.0,,,83.5,16.0,,,
函館,1,8,エムティキング,106.2,2.0,103.4,5.0,100.0,5.0,309.6,103.2,2.0
函館,1,9,サマースピリット,103.8,5.0,116.429,3.0,87.167,11.0,307.39599999999996,102.465,3.0
函館,1,10,エルサトアナ,102.8,8.0,107.5,4.0,89.0,10.0,299.3,99.767,6.0
函館,1,11,アークシャルダーム,104.0,3.0,92.0,14.0,99.143,7.0,295.14300000000003,98.381,9.0
函館,1,12,オルミラベル,,,96.8,10.0,104.333,3.0,,,
函館,1,13,クリアクォーツ,104.0,3.0,98.0,8.0,87.167,11.0,289.16700000000003,96.389,10.0
函館,1,14,タイニービキニ,97.0,11.0,100.833,6.0,105.833,2.0,303.666,101.222,4.0
函館,1,15,ウォーターカルミア,,,116.833,2.0,93.667,9.0,,,
函館,1,16,アメリータ,103.25,6.0,87.667,15.0,86.667,14.0,277.584,92.528,11.0
函館,2,1,サーフギャラクシー,,,99.286,5.0,87.0,13.0,,,
函館,2,2,シティオブロンドン,94.2,9.0,94.0,10.0,106.167,4.0,294.36699999999996,98.122,9.0
函館,2,3,エポカリーナ,93.6,10.0,,,78.5,14.0,,,
函館,2,4,ブルームワルツ,88.0,11.0,101.0,4.0,112.167,3.0,301.16700000000003,100.389,5.0
函館,2,5,アスクガンバーレ,95.8,8.0,98.0,6.0,103.167,7.0,296.967,98.989,7.0
函館,2,6,ララエキリーブル,97.4,7.0,96.667,8.0,89.333,12.0,283.4,94.467,10.0
函館,2,7,バルジール,104.2,4.0,92.8,11.0,101.571,8.0,298.571,99.524,6.0
函館,2,8,マイネルラカイユ,105.6,2.0,103.857,1.0,94.167,10.0,303.624,101.208,4.0
函館,2,9,ザハント,,,102.833,3.0,121.5,2.0,,,
函館,2,10,タイセイアビリティ,98.2,6.0,94.667,9.0,133.667,1.0,326.534,108.845,1.0
函館,2,11,ニホンピロカミーノ,109.4,1.0,103.857,1.0,91.429,11.0,304.68600000000004,101.562,3.0
函館,2,12,キタノチェンジ,102.8,5.0,89.571,12.0,103.667,6.0,296.038,98.679,8.0
函館,2,13,ピストルスター,,,83.143,13.0,100.333,9.0,,,
函館,2,14,ライフゲート,104.4,3.0,97.286,7.0,104.5,5.0,306.18600000000004,102.062,2.0
函館,3,1,セイウンヤタガラス,74.6,10.0,95.143,7.0,88.167,7.0,257.90999999999997,85.97,9.0
函館,3,2,カイトリヒト,,,106.286,5.0,82.167,9.0,,,
函館,3,3,アイルクラウン,103.0,2.0,102.286,6.0,104.333,3.0,309.619,103.206,3.0
函館,3,4,アスゴッド,93.8,6.0,112.167,1.0,103.857,4.0,309.82399999999996,103.275,2.0
函館,3,5,ベルトネ,97.6,5.0,106.714,4.0,109.667,1.0,313.981,104.66,1.0
函館,3,6,バースフラワー,87.4,9.0,93.286,9.0,96.0,6.0,276.68600000000004,92.229,6.0
函館,3,7,メイショウユウモウ,90.4,8.0,73.5,12.0,105.857,2.0,269.757,89.919,8.0
函館,3,8,ヒロスズラン,93.25,7.0,89.571,11.0,99.0,5.0,281.821,93.94,5.0
函館,3,9,サスペンスクィーン,102.6,3.0,110.571,3.0,87.0,8.0,300.171,100.057,4.0
函館,3,10,ダブルシルバー,104.25,1.0,91.429,10.0,54.5,12.0,250.179,83.393,10.0
函館,3,11,トーアジョウトウ,,,112.167,1.0,79.667,10.0,,,
函館,3,12,ファリア,99.4,4.0,94.429,8.0,77.333,11.0,271.16200000000003,90.387,7.0
函館,4,1,ブライトメール,101.0,5.0,90.5,8.0,101.833,6.0,293.33299999999997,97.778,8.0
函館,4,2,メアリーバローズ,,,70.857,10.0,98.667,7.0,,,
函館,4,3,シャインフリーリー,108.0,1.0,114.4,1.0,89.5,10.0,311.9,103.967,2.0
函館,4,4,アスクデッドヒート,107.8,2.0,97.286,7.0,102.0,4.0,307.086,102.362,4.0
函館,4,5,オールニッポン,,,98.143,6.0,115.667,3.0,,,
函館,4,6,ドラギニャン,106.6,3.0,103.167,4.0,138.667,1.0,348.43399999999997,116.145,1.0
函館,4,7,ヨヒーン,99.0,6.0,108.143,2.0,97.667,8.0,304.81,101.603,5.0
函館,4,8,ホウオウチェスター,92.2,8.0,103.143,5.0,102.0,4.0,297.343,99.114,7.0
函館,4,9,リギーロ,104.2,4.0,108.143,2.0,91.333,9.0,303.67600000000004,101.225,6.0
函館,4,10,アレグリーニ,99.0,6.0,89.5,9.0,120.333,2.0,308.83299999999997,102.944,3.0
函館,5,1,ラシッド,91.0,7.0,,,102.667,4.0,,,
函館,5,2,アニマレイ,109.2,4.0,103.167,3.0,105.833,2.0,318.20000000000005,106.067,2.0
函館,5,3,ルージュサウダージ,86.6,9.0,,,101.167,6.0,,,
函館,5,4,ルーセントムーン,98.6,6.0,,,76.167,9.0,,,
函館,5,5,アパタイトテソーロ,109.5,3.0,92.5,5.0,90.667,7.0,292.66700000000003,97.556,5.0
函館,5,6,マーゴットミスト,118.4,1.0,99.833,4.0,104.0,3.0,322.233,107.411,1.0
函館,5,7,マジックショー,112.0,2.0,88.333,6.0,112.833,1.0,313.166,104.389,3.0
函館,5,8,ヘクセンハウス,99.4,5.0,106.667,1.0,102.667,4.0,308.73400000000004,102.911,4.0
函館,5,9,ハルヒメ,90.4,8.0,104.167,2.0,83.167,8.0,277.73400000000004,92.578,6.0
函館,6,1,デルマイオ,109.0,1.0,95.286,11.0,100.5,6.0,304.786,101.595,2.0
函館,6,2,メテオレーナ,106.6,2.0,96.833,9.0,89.333,11.0,292.76599999999996,97.589,7.0
函館,6,3,フランクテソーロ,88.0,11.0,102.429,3.0,95.167,9.0,285.596,95.199,9.0
函館,6,4,アルファシリウス,93.0,10.0,102.429,3.0,103.167,4.0,298.596,99.532,4.0
函館,6,5,エアザキントス,100.6,6.0,90.857,13.0,98.0,7.0,289.457,96.486,8.0
函館,6,6,ウィスパーボイス,,,102.714,2.0,118.714,2.0,,,
函館,6,7,レッドヴァリアート,104.6,4.0,98.286,7.0,,,,,
函館,6,8,ピティロディア,,,97.714,8.0,96.667,8.0,,,
函館,6,9,フィエールガール,97.4,8.0,94.4,12.0,82.167,12.0,273.967,91.322,10.0
函館,6,10,ラマヌジャン,103.8,5.0,106.333,1.0,146.4,1.0,356.533,118.844,1.0
函館,6,11,レクスノヴァス,95.2,9.0,102.333,5.0,107.0,3.0,304.533,101.511,3.0
函館,6,12,ヴォルヴァ,98.6,7.0,95.333,10.0,102.333,5.0,296.26599999999996,98.755,6.0
函館,6,13,ペールノエル,105.8,3.0,98.857,6.0,93.5,10.0,298.157,99.386,5.0
函館,7,1,サベージラヴ,106.2,2.0,105.667,3.0,105.286,1.0,317.153,105.718,1.0
函館,7,2,オンマガトオル,95.0,7.0,104.429,4.0,83.5,9.0,282.929,94.31,8.0
函館,7,3,ゲッティン,103.8,4.0,103.857,5.0,95.5,4.0,303.157,101.052,3.0
函館,7,4,オカメノコイ,88.8,8.0,106.429,2.0,104.5,2.0,299.729,99.91,5.0
函館,7,5,クーデール,111.8,1.0,101.286,7.0,86.167,8.0,299.25300000000004,99.751,6.0
函館,7,6,ミライハーモニー,76.8,9.0,101.143,8.0,87.0,7.0,264.943,88.314,9.0
