場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
中山,1,1,グランラティーナ,,,92.875,14.0,103.167,2.0,,,
中山,1,2,レディーフランシス,98.5,5.0,102.167,9.0,98.25,5.0,298.91700000000003,99.639,5.0
中山,1,3,ラファエラエンゼル,91.833,12.0,78.25,16.0,87.5,14.0,257.58299999999997,85.861,14.0
中山,1,4,ハクシンダンス,,,102.375,8.0,89.5,13.0,,,
中山,1,5,リリカルガンマン,98.333,6.0,147.143,1.0,102.625,3.0,348.101,116.034,1.0
中山,1,6,ウインポラリス,98.667,4.0,113.143,2.0,100.333,4.0,312.14300000000003,104.048,2.0
中山,1,7,スナドケイ,82.833,14.0,102.857,7.0,94.667,9.0,280.35699999999997,93.452,10.0
中山,1,8,ルージュメアート,97.5,7.0,105.333,4.0,94.667,9.0,297.5,99.167,7.0
中山,1,9,フライングキャット,98.833,3.0,104.25,6.0,105.167,1.0,308.25,102.75,3.0
中山,1,10,ヤマニンラリアンス,93.0,10.0,97.5,12.0,73.0,16.0,263.5,87.833,13.0
中山,1,11,バラダレイナ,92.5,11.0,94.833,13.0,91.0,12.0,278.33299999999997,92.778,12.0
中山,1,12,メイブロッサム,94.0,9.0,100.0,11.0,85.0,15.0,279.0,93.0,11.0
中山,1,13,キタノラブミー,90.167,13.0,101.333,10.0,98.167,6.0,289.66700000000003,96.556,9.0
中山,1,14,モーニングマジック,105.5,1.0,92.0,15.0,96.5,8.0,294.0,98.0,8.0
中山,1,15,ネクストダンサー,96.333,8.0,105.125,5.0,96.833,7.0,298.291,99.43,6.0
中山,1,16,ミライヘノハナ,100.667,2.0,108.0,3.0,92.167,11.0,300.834,100.278,4.0
中山,2,1,サスペンスクィーン,102.333,6.0,124.875,1.0,95.667,9.0,322.875,107.625,2.0
中山,2,2,ガンバレベアー,99.167,9.0,94.5,11.0,107.167,3.0,300.834,100.278,5.0
中山,2,3,ガストフロント,94.833,12.0,92.625,12.0,99.375,7.0,286.83299999999997,95.611,11.0
中山,2,4,ブリッジジェイアイ,93.5,13.0,91.333,13.0,73.667,16.0,258.5,86.167,15.0
中山,2,5,ミラクルミッキー,98.667,10.0,96.25,8.0,103.833,4.0,298.75,99.583,6.0
中山,2,6,ミヤマイルス,106.833,2.0,88.286,14.0,98.167,8.0,293.286,97.762,7.0
中山,2,7,ハナナラツボミ,,,87.333,15.0,101.833,6.0,,,
中山,2,8,グリームスター,101.5,7.0,95.0,10.0,90.833,12.0,287.33299999999997,95.778,10.0
中山,2,9,ヒタムキ,102.5,5.0,95.5,9.0,109.833,1.0,307.83299999999997,102.611,4.0
中山,2,10,キロノヴァ,105.333,3.0,102.0,4.0,102.5,5.0,309.83299999999997,103.278,3.0
中山,2,11,シンガソング,99.833,8.0,99.167,7.0,74.833,15.0,273.83299999999997,91.278,14.0
中山,2,12,マブシサ,91.833,15.0,100.333,6.0,92.5,10.0,284.666,94.889,12.0
中山,2,13,リネンプリンセス,104.333,4.0,102.625,3.0,82.667,14.0,289.625,96.542,9.0
中山,2,14,ヤマビコ,92.667,14.0,101.333,5.0,90.125,13.0,284.125,94.708,13.0
中山,2,15,ピコテンダー,98.167,11.0,84.125,16.0,108.333,2.0,290.625,96.875,8.0
中山,2,16,クールマーロウ,110.167,1.0,121.8,2.0,91.0,11.0,322.967,107.656,1.0
中山,3,1,ホウオウブライツ,101.333,4.0,113.143,1.0,109.125,1.0,323.601,107.867,1.0
中山,3,2,トキノカンピオーネ,94.0,11.0,101.333,7.0,90.5,14.0,285.83299999999997,95.278,11.0
中山,3,3,フォルテッシモダイ,96.0,9.0,79.125,13.0,95.667,10.0,270.79200000000003,90.264,12.0
中山,3,4,クルーンチャン,83.833,13.0,,,98.167,7.0,,,
中山,3,5,オキョンピー,96.333,8.0,101.333,7.0,94.667,11.0,292.33299999999997,97.444,8.0
中山,3,6,ホークライト,92.5,12.0,96.0,11.0,100.25,3.0,288.75,96.25,10.0
中山,3,7,サンピラーゴールド,99.0,5.0,106.625,2.0,97.0,8.0,302.625,100.875,6.0
