場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
福島,1,1,ラインアルテミス,94.0,14.0,101.857,9.0,100.167,6.0,296.024,98.675,11.0
福島,1,2,バレドラパン,95.4,13.0,96.857,12.0,93.857,10.0,286.11400000000003,95.371,13.0
福島,1,3,トゥーザムーン,100.2,8.0,105.833,7.0,105.833,3.0,311.866,103.955,5.0
福島,1,4,メイショウバスク,128.0,1.0,95.714,13.0,90.833,11.0,314.547,104.849,3.0
福島,1,5,ネバーランドリーム,102.4,6.0,106.167,6.0,94.333,9.0,302.9,100.967,9.0
福島,1,6,ミサビスケッツ,105.4,5.0,92.571,15.0,80.167,15.0,278.13800000000003,92.713,15.0
福島,1,7,フロルドラーダ,89.0,15.0,106.2,5.0,85.5,13.0,280.7,93.567,14.0
福島,1,8,ラヴスティンガー,108.2,3.0,110.714,3.0,89.857,12.0,308.77099999999996,102.924,7.0
福島,1,9,ナムラペルル,98.8,11.0,116.286,2.0,98.571,7.0,313.65700000000004,104.552,4.0
福島,1,10,アオイアイ,110.4,2.0,99.667,11.0,109.333,1.0,319.4,106.467,2.0
福島,1,11,ニーケアイリス,100.2,8.0,108.143,4.0,85.286,14.0,293.629,97.876,12.0
福島,1,12,リュウゼツラン,101.4,7.0,104.714,8.0,104.833,5.0,310.947,103.649,6.0
福島,1,13,アップライト,97.8,12.0,118.167,1.0,105.0,4.0,320.967,106.989,1.0
福島,1,14,シーザサンライズ,99.4,10.0,100.143,10.0,108.571,2.0,308.11400000000003,102.705,8.0
福島,1,15,エルバステラ,106.6,4.0,95.667,14.0,96.429,8.0,298.696,99.565,10.0
福島,2,1,ルブリアン,78.2,13.0,97.833,7.0,103.857,1.0,279.89,93.297,9.0
福島,2,2,クィーンルージュ,104.2,7.0,97.571,8.0,,,,,
福島,2,3,キョウエイレッド,,,96.0,9.0,86.0,13.0,,,
福島,2,4,ノーブルオリンポス,89.4,12.0,101.667,5.0,101.429,3.0,292.496,97.499,5.0
福島,2,5,アタリダイキチ,,,85.143,12.0,95.0,7.0,,,
福島,2,6,ロアヴィヴィエンヌ,112.0,3.0,,,92.143,10.0,,,
福島,2,7,パリコレジェンヌ,96.4,10.0,99.8,6.0,92.571,9.0,288.77099999999996,96.257,7.0
福島,2,8,フランシナテソーロ,100.8,8.0,105.667,2.0,90.429,11.0,296.89599999999996,98.965,3.0
福島,2,9,アッケシ,114.4,2.0,,,97.857,4.0,,,
福島,2,10,サンタアニタ,100.6,9.0,79.0,13.0,102.333,2.0,281.933,93.978,8.0
福島,2,11,ラクスノカミカザリ,74.4,14.0,92.667,11.0,85.429,14.0,252.496,84.165,10.0
福島,2,12,ブロンドエール,105.8,5.0,105.286,3.0,97.333,5.0,308.419,102.806,2.0
福島,2,13,フィオーレ,137.4,1.0,133.5,1.0,92.857,8.0,363.75699999999995,121.252,1.0
福島,2,14,ユーティジャーニー,96.0,11.0,,,88.571,12.0,,,
福島,2,15,メイショウイチモン,105.6,6.0,93.667,10.0,95.429,6.0,294.696,98.232,4.0
福島,2,16,スンシム,109.2,4.0,102.167,4.0,80.429,15.0,291.79600000000005,97.265,6.0
福島,3,1,デアルーチェ,95.0,10.0,103.714,4.0,90.5,11.0,289.214,96.405,8.0
福島,3,2,デンジエンド,89.4,12.0,98.571,10.0,104.286,5.0,292.257,97.419,7.0
福島,3,3,オロスコピオ,104.8,4.0,98.714,9.0,109.333,2.0,312.847,104.282,3.0
福島,3,4,アンガアヴィス,104.6,5.0,100.286,7.0,97.857,7.0,302.743,100.914,5.0
福島,3,5,ポテチ,85.0,13.0,108.857,2.0,92.143,10.0,286.0,95.333,9.0
福島,3,6,ギリギリバイター,93.2,11.0,90.571,16.0,95.143,8.0,278.914,92.971,11.0
福島,3,7,キタノニーソング,77.2,14.0,91.857,15.0,89.167,12.0,258.22400000000005,86.075,13.0
福島,3,8,オールニッポン,,,99.286,8.0,112.333,1.0,,,
福島,3,9,ジーティーブライト,114.0,2.0,97.0,12.0,,,,,
福島,3,10,ホウショウビフウ,97.4,9.0,103.667,5.0,,,,,
福島,3,11,カサビセンス,119.2,1.0,97.857,11.0,93.167,9.0,310.22400000000005,103.408,4.0
福島,3,12,シャインフリーリー,103.6,6.0,92.0,14.0,83.333,14.0,278.933,92.978,10.0
