場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
新潟,1,1,シンデレラヒメ,113.2,1.0,,,105.833,2.0,,,
新潟,1,2,ヒャクレツケン,92.4,9.0,104.857,2.0,92.143,11.0,289.4,96.467,6.0
新潟,1,3,ケイベエ,92.2,10.0,98.333,7.0,98.0,8.0,288.533,96.178,7.0
新潟,1,4,メーテルリンク,88.6,11.0,100.429,6.0,105.833,2.0,294.86199999999997,98.287,4.0
新潟,1,5,ラテラルパーム,103.0,4.0,96.714,9.0,92.833,10.0,292.547,97.516,5.0
新潟,1,6,ゴールドヴィーナス,98.4,7.0,102.714,4.0,105.667,5.0,306.781,102.26,2.0
新潟,1,7,イイクニパッション,80.2,13.0,93.0,11.0,105.833,2.0,279.033,93.011,8.0
新潟,1,8,マーゴットミスト,104.6,2.0,94.167,10.0,106.333,1.0,305.1,101.7,3.0
新潟,1,9,ハンザキ,,,97.333,8.0,94.167,9.0,,,
新潟,1,10,カシノハンゾウ,,,119.667,1.0,79.167,13.0,,,
新潟,1,11,アダマント,83.8,12.0,104.714,3.0,69.5,15.0,258.014,86.005,10.0
新潟,1,12,インザライムライト,98.0,8.0,,,90.5,12.0,,,
新潟,1,13,カレンデュラ,104.4,3.0,87.333,12.0,77.5,14.0,269.233,89.744,9.0
新潟,1,14,ニシノギブソン,98.8,6.0,,,102.333,7.0,,,
新潟,1,15,ジーティーシップ,102.4,5.0,102.667,5.0,105.667,5.0,310.73400000000004,103.578,1.0
新潟,2,1,キタノマテンロウ,112.8,1.0,,,95.667,7.0,,,
新潟,2,2,マーゴットオネイロ,98.8,6.0,76.0,12.0,99.167,5.0,273.967,91.322,9.0
新潟,2,3,ナムラリアン,91.6,12.0,,,91.286,12.0,,,
新潟,2,4,レディサン,101.6,4.0,100.5,6.0,91.667,11.0,293.767,97.922,6.0
新潟,2,5,ピョイットハレルヤ,107.4,2.0,132.571,1.0,108.5,3.0,348.471,116.157,1.0
新潟,2,6,フレンチブラッサム,98.8,6.0,107.0,2.0,,,,,
新潟,2,7,ミュージックレイン,90.4,13.0,,,70.286,13.0,,,
新潟,2,8,ウーマンズパワー,103.2,3.0,104.0,3.0,109.0,2.0,316.2,105.4,2.0
新潟,2,9,エイシンビリオン,84.6,14.0,88.286,10.0,94.0,10.0,266.88599999999997,88.962,10.0
新潟,2,10,ゴーゴーエイミー,,,87.5,11.0,,,,,
新潟,2,11,タイセイガナール,101.0,5.0,104.0,3.0,95.333,8.0,300.33299999999997,100.111,4.0
新潟,2,12,ダブルチャレンジ,91.8,11.0,99.667,7.0,104.0,4.0,295.467,98.489,5.0
新潟,2,13,ガルディーノ,93.6,9.0,96.0,9.0,94.833,9.0,284.433,94.811,8.0
新潟,2,14,ベアゴーフォー,92.8,10.0,99.667,7.0,97.833,6.0,290.29999999999995,96.767,7.0
新潟,2,15,オアシスアラン,95.8,8.0,103.429,5.0,109.833,1.0,309.062,103.021,3.0
新潟,3,1,アイドクレース,73.6,12.0,109.714,2.0,100.833,4.0,284.147,94.716,8.0
新潟,3,2,キーサーバー,85.6,11.0,98.571,7.0,96.167,8.0,280.33799999999997,93.446,10.0
新潟,3,3,アルカマル,100.8,5.0,84.857,10.0,96.167,8.0,281.82399999999996,93.941,9.0
新潟,3,4,カタッポチャン,114.4,1.0,99.0,6.0,86.833,12.0,300.233,100.078,6.0
新潟,3,5,マンサニージャ,104.8,3.0,109.667,3.0,95.667,10.0,310.134,103.378,3.0
新潟,3,6,メープルタフィー,,,,,85.5,13.0,,,
新潟,3,7,ローズプリンセス,99.0,7.0,91.0,9.0,97.0,6.0,287.0,95.667,7.0
新潟,3,8,アポロンテソーロ,112.0,2.0,102.714,5.0,100.143,5.0,314.85699999999997,104.952,2.0
新潟,3,9,フーディエラン,100.0,6.0,,,104.0,3.0,,,
新潟,3,10,ホノボノ,86.8,10.0,,,96.714,7.0,,,
新潟,3,11,ガミーヌ,89.4,9.0,132.333,1.0,93.333,11.0,315.06600000000003,105.022,1.0
新潟,3,12,ショウナンダイン,98.2,8.0,91.286,8.0,115.833,1.0,305.31899999999996,101.773,5.0
新潟,3,13,パンジー,101.2,4.0,103.0,4.0,105.167,2.0,309.36699999999996,103.122,4.0
新潟,4,1,カロローザ,103.4,3.0,94.0,12.0,106.429,1.0,303.829,101.276,1.0
新潟,4,2,クインズシャウラ,87.4,11.0,96.333,9.0,93.857,8.0,277.59000000000003,92.53,11.0
新潟,4,3,デアデルマーレ,108.0,2.0,92.667,13.0,83.286,13.0,283.953,94.651,9.0
新潟,4,4,ゴールデンチップス,91.0,10.0,92.667,13.0,102.857,5.0,286.524,95.508,7.0
新潟,4,5,ロッカバイベイビー,84.0,13.0,72.8,15.0,99.667,7.0,256.467,85.489,13.0
新潟,4,6,メイショウバスク,96.0,6.0,98.143,5.0,91.429,11.0,285.572,95.191,8.0
新潟,4,7,キャリーグレイス,110.0,1.0,97.714,6.0,91.667,10.0,299.381,99.794,3.0
新潟,4,8,フォンメイリー,94.0,8.0,104.667,1.0,90.667,12.0,289.334,96.445,6.0
新潟,4,9,グレースルージュ,93.2,9.0,95.0,11.0,105.857,2.0,294.057,98.019,5.0
新潟,4,10,チェルシー,,,96.429,8.0,100.571,6.0,,,
