場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
札幌,1,1,フェアーメロディ,,,64.6,14.0,98.167,8.0,,,
札幌,1,2,ミサビスケッツ,103.667,7.0,97.5,8.0,72.125,14.0,273.29200000000003,91.097,11.0
札幌,1,3,メイショウハマギク,97.0,9.0,97.25,9.0,102.667,6.0,296.91700000000003,98.972,7.0
札幌,1,4,ユージュアーナ,107.167,3.0,105.833,4.0,107.125,3.0,320.125,106.708,2.0
札幌,1,5,モアサナイト,102.667,8.0,93.625,11.0,105.667,4.0,301.959,100.653,6.0
札幌,1,6,スタードメイソン,,,103.5,5.0,95.5,9.0,,,
札幌,1,7,ウインフルゴラ,106.333,5.0,108.75,2.0,95.333,10.0,310.416,103.472,4.0
札幌,1,8,サンダーフレア,95.5,10.0,106.0,3.0,93.25,12.0,294.75,98.25,9.0
札幌,1,9,オルミラベル,109.333,1.0,92.0,13.0,104.0,5.0,305.33299999999997,101.778,5.0
札幌,1,10,タヤスソーレ,89.8,11.0,98.0,7.0,86.833,13.0,274.63300000000004,91.544,10.0
札幌,1,11,スマートイザナミ,106.5,4.0,129.429,1.0,98.25,7.0,334.179,111.393,1.0
札幌,1,12,セレーネアステール,,,99.375,6.0,112.5,2.0,,,
札幌,1,13,ハローエンジェル,105.5,6.0,94.625,10.0,116.833,1.0,316.95799999999997,105.653,3.0
札幌,1,14,アラマンダ,107.833,2.0,93.625,11.0,93.625,11.0,295.08299999999997,98.361,8.0
札幌,2,1,コルネイユドール,,,101.833,6.0,115.25,1.0,,,
札幌,2,2,スイッチビスケット,,,92.375,13.0,101.0,10.0,,,
札幌,2,3,シーオン,84.667,12.0,83.833,14.0,112.667,3.0,281.16700000000003,93.722,12.0
札幌,2,4,エクラドネージュ,106.833,3.0,100.667,7.0,108.125,7.0,315.625,105.208,6.0
札幌,2,5,ロードステイタス,93.167,10.0,98.667,9.0,103.667,9.0,295.501,98.5,10.0
札幌,2,6,ベルシャイニー,87.4,11.0,99.333,8.0,94.5,13.0,281.233,93.744,11.0
札幌,2,7,ウィンビュー,107.833,2.0,125.2,1.0,98.5,11.0,331.533,110.511,2.0
札幌,2,8,ハーフェン,105.333,5.0,104.167,4.0,91.167,14.0,300.66700000000003,100.222,8.0
札幌,2,9,ウインボニータ,105.333,5.0,103.125,5.0,112.667,3.0,321.125,107.042,3.0
札幌,2,10,ユキノエミリオ,114.5,1.0,93.625,12.0,111.0,5.0,319.125,106.375,4.0
札幌,2,11,キャナルクルーズ,99.667,9.0,98.667,9.0,98.0,12.0,296.334,98.778,9.0
札幌,2,12,ダークメモリー,106.0,4.0,117.5,2.0,112.833,2.0,336.33299999999997,112.111,1.0
札幌,2,13,スピリットサージ,104.667,7.0,104.333,3.0,107.0,8.0,316.0,105.333,5.0
札幌,2,14,ピースフルゴールド,100.6,8.0,98.667,9.0,109.5,6.0,308.767,102.922,7.0
札幌,3,1,ニコ,87.833,12.0,105.667,2.0,103.75,3.0,297.25,99.083,7.0
札幌,3,2,セイスイミリオン,107.167,4.0,97.333,12.0,90.833,12.0,295.33299999999997,98.444,8.0
札幌,3,3,カフェブーケット,106.0,7.0,105.429,3.0,,,,,
札幌,3,4,ロングロングロング,107.833,3.0,129.429,1.0,103.625,4.0,340.887,113.629,1.0
札幌,3,5,ブラックレーション,108.5,2.0,102.667,6.0,93.875,10.0,305.04200000000003,101.681,5.0
札幌,3,6,マークオブゾロ,101.667,9.0,,,91.625,11.0,,,
札幌,3,7,サザンブラック,78.0,13.0,98.5,9.0,99.125,7.0,275.625,91.875,10.0
札幌,3,8,アルテボーイ,107.167,4.0,98.875,8.0,107.333,2.0,313.375,104.458,3.0
札幌,3,9,ボールドハーテッド,,,103.75,5.0,94.167,9.0,,,
札幌,3,10,タイキフィアリーベ,94.833,11.0,102.5,7.0,98.0,8.0,295.33299999999997,98.444,8.0
札幌,3,11,オンクラウドナイン,109.333,1.0,104.75,4.0,114.0,1.0,328.08299999999997,109.361,2.0
札幌,3,12,ルグランシャリオ,97.0,10.0,,,90.0,13.0,,,
札幌,3,13,ジャスティンアロー,105.5,8.0,98.125,10.0,99.5,6.0,303.125,101.042,6.0
札幌,3,14,ミユンガー,106.5,6.0,98.0,11.0,101.5,5.0,306.0,102.0,4.0
札幌,4,1,ピティロディア,100.0,7.0,93.333,9.0,92.333,6.0,285.666,95.222,8.0
札幌,4,2,ディアイライザ,103.333,5.0,101.167,4.0,89.375,9.0,293.875,97.958,5.0
札幌,4,3,トルストイ,105.833,2.0,99.571,6.0,103.25,3.0,308.654,102.885,2.0
札幌,4,4,サイモンイロハニー,101.2,6.0,102.5,3.0,91.667,7.0,295.36699999999996,98.456,4.0
札幌,4,5,ヨヒーン,103.667,4.0,103.333,2.0,100.667,4.0,307.66700000000003,102.556,3.0
札幌,4,6,カリビアンブルー,104.167,3.0,94.375,8.0,91.5,8.0,290.04200000000003,96.681,6.0
札幌,4,7,メテオレーナ,106.833,1.0,100.667,5.0,105.167,1.0,312.66700000000003,104.222,1.0
札幌,4,8,ハードロックスター,,,95.333,7.0,103.75,2.0,,,
札幌,4,9,アルファシリウス,84.5,8.0,104.5,1.0,99.5,5.0,288.5,96.167,7.0
札幌,5,1,マリノリュミエール,,,,,74.333,6.0,,,
札幌,5,2,シンデレラガール,105.833,1.0,,,99.0,5.0,,,
札幌,5,3,ユイノカタリベ,101.8,5.0,112.667,2.0,113.667,1.0,328.134,109.378,2.0
札幌,5,4,レイサンソク,105.833,1.0,137.833,1.0,111.833,2.0,355.499,118.5,1.0
札幌,5,5,マイネルシンベリン,103.0,4.0,102.167,4.0,104.167,3.0,309.334,103.111,4.0
札幌,5,6,サンセットゴールド,105.833,1.0,103.167,3.0,100.667,4.0,309.66700000000003,103.222,3.0
札幌,6,1,ジャスパーソレイユ,104.0,3.0,,,99.5,4.0,,,
札幌,6,2,ピクラリーダ,103.667,4.0,92.333,5.0,105.0,2.0,301.0,100.333,3.0
札幌,6,3,カップッチョ,105.5,2.0,107.75,2.0,84.375,8.0,297.625,99.208,5.0
札幌,6,4,ペレグリン,97.8,6.0,100.5,4.0,121.167,1.0,319.467,106.489,2.0
札幌,6,5,テイオームサシ,109.0,1.0,85.2,7.0,,,,,
