場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
札幌,1,1,リバテイー,99.667,6.0,,,99.667,4.0,,,
札幌,1,2,エリカビアリッツ,104.667,4.0,102.833,3.0,105.5,2.0,313.0,104.333,3.0
札幌,1,3,ノアールビーナス,96.167,7.0,102.0,5.0,110.0,1.0,308.16700000000003,102.722,4.0
札幌,1,4,コマチチャン,106.833,2.0,102.833,3.0,58.5,7.0,268.166,89.389,5.0
札幌,1,5,ベンテンカグラ,,,94.0,6.0,88.333,6.0,,,
札幌,1,6,アスコットダンス,115.8,1.0,123.833,1.0,100.0,3.0,339.633,113.211,1.0
札幌,1,7,ラスティングスノー,100.167,5.0,123.833,1.0,96.333,5.0,320.33299999999997,106.778,2.0
札幌,1,8,クラリスヒメ,105.333,3.0,,,,,,,
札幌,2,1,ショウナンバーボン,100.833,5.0,98.833,3.0,92.167,6.0,291.83299999999997,97.278,5.0
札幌,2,2,ロイヤルタイム,114.0,1.0,89.5,5.0,115.5,1.0,319.0,106.333,1.0
札幌,2,3,ノチェセラーダ,100.0,6.0,104.333,2.0,110.167,2.0,314.5,104.833,2.0
札幌,2,4,ブライトラン,94.5,7.0,106.125,1.0,89.125,7.0,289.75,96.583,6.0
札幌,2,5,シンデレラガール,105.833,3.0,,,101.5,4.0,,,
札幌,2,6,アッカン,102.167,4.0,89.5,5.0,104.167,3.0,295.834,98.611,4.0
札幌,2,7,チェイサー,106.833,2.0,97.167,4.0,93.5,5.0,297.5,99.167,3.0
札幌,3,1,ロワゾブルーチヌ,94.833,10.0,105.625,2.0,98.0,8.0,298.45799999999997,99.486,8.0
札幌,3,2,トリプレーテ,,,93.5,13.0,97.5,9.0,,,
札幌,3,3,サンダーフレア,,,105.833,1.0,91.667,13.0,,,
札幌,3,4,ドルチェリターン,98.5,6.0,96.75,9.0,106.667,5.0,301.91700000000003,100.639,6.0
札幌,3,5,ロイヤルテール,103.667,2.0,94.167,12.0,110.625,3.0,308.459,102.82,4.0
札幌,3,6,クアトロフォルトナ,,,96.125,10.0,93.25,12.0,,,
札幌,3,7,スイッチビスケット,95.5,9.0,94.875,11.0,101.0,7.0,291.375,97.125,9.0
札幌,3,8,オロパタジン,97.0,8.0,98.333,8.0,90.833,14.0,286.166,95.389,11.0
札幌,3,9,バダジェフスカ,101.667,4.0,102.5,6.0,95.25,11.0,299.41700000000003,99.806,7.0
札幌,3,10,シヴァールバーニ,87.833,11.0,103.375,4.0,97.25,10.0,288.45799999999997,96.153,10.0
札幌,3,11,ホウオウサムレット,97.667,7.0,103.333,5.0,102.5,6.0,303.5,101.167,5.0
札幌,3,12,オンクラウドナイン,102.667,3.0,104.333,3.0,114.0,1.0,321.0,107.0,1.0
札幌,3,13,アンタンシオン,107.167,1.0,93.0,14.0,109.667,4.0,309.834,103.278,3.0
札幌,3,14,セレーネアステール,100.0,5.0,100.333,7.0,112.5,2.0,312.83299999999997,104.278,2.0
札幌,4,1,ビリオネアボーイ,99.667,8.0,105.5,3.0,95.333,11.0,300.5,100.167,6.0
札幌,4,2,アメリータ,,,82.0,13.0,94.667,12.0,,,
札幌,4,3,クールメゾン,87.4,11.0,94.625,10.0,102.125,8.0,284.15,94.717,10.0
札幌,4,4,エピファランド,106.5,3.0,94.5,12.0,108.375,3.0,309.375,103.125,4.0
札幌,4,5,マイネルレクエルド,93.167,10.0,107.5,2.0,96.167,10.0,296.834,98.945,8.0
札幌,4,6,アークシャルダーム,106.833,2.0,102.25,5.0,103.75,7.0,312.83299999999997,104.278,3.0
札幌,4,7,ペールノエル,105.333,4.0,98.0,7.0,94.167,13.0,297.5,99.167,7.0
札幌,4,8,ダブルシルバー,,,97.875,8.0,52.167,14.0,,,
札幌,4,9,トレヴィ,95.833,9.0,94.625,10.0,105.25,5.0,295.70799999999997,98.569,9.0
札幌,4,10,ワンダーアンジェ,100.6,7.0,96.5,9.0,109.5,2.0,306.6,102.2,5.0
札幌,4,11,ハクサンミラクル,105.333,4.0,,,104.667,6.0,,,
札幌,4,12,ダイヤノゴトク,,,101.875,6.0,113.833,1.0,,,
札幌,4,13,リラゲイル,104.667,6.0,104.333,4.0,107.833,4.0,316.83299999999997,105.611,2.0
札幌,4,14,モズグランプリ,114.667,1.0,141.571,1.0,101.625,9.0,357.863,119.288,1.0
札幌,5,1,ケイアイアギト,107.167,1.0,110.667,4.0,97.5,6.0,315.334,105.111,4.0
札幌,5,2,ココラッシー,92.0,10.0,144.0,1.0,99.667,5.0,335.66700000000003,111.889,2.0
札幌,5,3,スノースコール,102.167,4.0,,,97.5,6.0,,,
札幌,5,4,ワラビガミ,,,105.375,6.0,90.667,10.0,,,
札幌,5,5,ワールドブレイヴ,,,,,84.833,12.0,,,
札幌,5,6,セスティーナ,97.333,7.0,100.667,10.0,109.333,3.0,307.33299999999997,102.444,5.0
札幌,5,7,デールエルバハリ,97.6,6.0,,,113.833,1.0,,,
札幌,5,8,オーケートムボーイ,96.167,8.0,120.333,3.0,113.833,1.0,330.33299999999997,110.111,3.0
札幌,5,9,シェンフー,,,101.5,7.0,,,,,
札幌,5,10,インシオン,99.833,5.0,101.5,7.0,88.167,11.0,289.5,96.5,8.0
札幌,5,11,セイウンブシドウ,105.167,2.0,108.0,5.0,93.0,9.0,306.16700000000003,102.056,6.0
札幌,5,12,リュウカルネ,95.5,9.0,101.5,7.0,100.667,4.0,297.66700000000003,99.222,7.0
札幌,5,13,タイセイモノリス,104.833,3.0,144.0,1.0,93.667,8.0,342.5,114.167,1.0
札幌,6,1,バトラーズワーフ,103.333,8.0,105.0,2.0,,,,,
