場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
中山,1,1,フクチャンヒメ,97.0,11.0,105.375,2.0,98.833,6.0,301.20799999999997,100.403,4.0
中山,1,2,マリアディオーサ,110.167,1.0,,,87.333,15.0,,,
中山,1,3,クインズシフォン,91.167,16.0,100.667,5.0,108.0,2.0,299.834,99.945,5.0
中山,1,4,グローブミッション,104.333,3.0,,,98.75,7.0,,,
中山,1,5,シンフォニーシーズ,99.667,8.0,96.5,7.0,102.333,5.0,298.5,99.5,6.0
中山,1,6,ヴィーナスゼファー,96.0,12.0,84.125,11.0,103.833,3.0,283.95799999999997,94.653,9.0
中山,1,7,ステラマテュティナ,95.167,13.0,102.625,4.0,93.75,11.0,291.54200000000003,97.181,7.0
中山,1,8,セイリオス,99.833,7.0,79.8,12.0,90.0,13.0,269.633,89.878,12.0
中山,1,9,プレミアムハニー,100.667,6.0,,,98.0,9.0,,,
中山,1,10,アナベルケイツー,98.667,9.0,105.375,2.0,103.125,4.0,307.16700000000003,102.389,3.0
中山,1,11,サンパギータチャン,104.333,3.0,110.667,1.0,96.25,10.0,311.25,103.75,1.0
中山,1,12,エーデルムート,93.5,14.0,96.833,6.0,93.167,12.0,283.5,94.5,10.0
中山,1,13,ミニョンマルーン,106.833,2.0,79.8,12.0,98.167,8.0,284.79999999999995,94.933,8.0
中山,1,14,ミサビスケッツ,97.833,10.0,94.875,10.0,73.667,16.0,266.375,88.792,13.0
中山,1,15,ドルーリー,102.5,5.0,96.5,7.0,108.333,1.0,307.33299999999997,102.444,2.0
中山,1,16,ニシノステディミキ,91.833,15.0,95.25,9.0,88.667,14.0,275.75,91.917,11.0
中山,2,1,ヴィラスターリ,94.0,12.0,104.833,3.0,90.5,15.0,289.33299999999997,96.444,12.0
中山,2,2,レッドレントラー,82.833,15.0,94.5,13.0,99.0,9.0,276.33299999999997,92.111,15.0
中山,2,3,マイウェイ,,,98.0,10.0,97.0,12.0,,,
中山,2,4,シリウスライト,100.333,8.0,98.25,9.0,109.333,1.0,307.916,102.639,4.0
中山,2,5,ヨドノタイヨウ,96.0,11.0,100.5,8.0,95.667,14.0,292.16700000000003,97.389,11.0
中山,2,6,キングズトゥルー,98.5,10.0,113.143,2.0,96.167,13.0,307.81,102.603,5.0
中山,2,7,ブライトメール,100.667,7.0,88.429,16.0,97.125,11.0,286.221,95.407,13.0
中山,2,8,タケルサバイバル,109.167,1.0,102.375,6.0,106.0,3.0,317.54200000000003,105.847,2.0
中山,2,9,ナムラジミー,105.167,4.0,88.5,15.0,87.5,16.0,281.16700000000003,93.722,14.0
中山,2,10,グレイスザクラウン,109.0,2.0,95.5,12.0,99.125,8.0,303.625,101.208,7.0
中山,2,11,ファイアリーホット,92.5,14.0,101.75,7.0,98.25,10.0,292.5,97.5,10.0
中山,2,12,ライフゲート,101.167,6.0,93.125,14.0,100.25,7.0,294.54200000000003,98.181,8.0
中山,2,13,ヴィーデ,105.5,3.0,102.857,5.0,101.667,6.0,310.024,103.341,3.0
中山,2,14,ガイ,101.333,5.0,114.667,1.0,106.625,2.0,322.625,107.542,1.0
中山,2,15,マルターズヴェロス,99.5,9.0,103.667,4.0,102.333,5.0,305.5,101.833,6.0
