場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
中山,1,1,ブルーミーティア,99.0,5.0,116.667,2.0,96.333,7.0,312.0,104.0,2.0
中山,1,2,タイセツナヒ,94.0,10.0,102.667,5.0,100.0,5.0,296.66700000000003,98.889,4.0
中山,1,3,ニシノロッドマン,97.333,8.0,95.0,8.0,93.167,10.0,285.5,95.167,5.0
中山,1,4,テンバコウクウ,106.333,2.0,,,,,,,
中山,1,5,フラクタル,98.833,6.0,,,105.833,1.0,,,
中山,1,6,ウィングブルー,98.333,7.0,112.167,3.0,100.333,4.0,310.83299999999997,103.611,3.0
中山,1,7,カシノユメミヅキ,75.667,12.0,97.125,7.0,94.333,9.0,267.125,89.042,8.0
中山,1,8,ラシューバ,104.0,3.0,121.333,1.0,94.5,8.0,319.83299999999997,106.611,1.0
中山,1,9,マツリダシリウス,95.833,9.0,,,103.0,3.0,,,
中山,1,10,ラフレードピエル,109.167,1.0,,,97.5,6.0,,,
中山,1,11,グレースチャクラ,,,102.375,6.0,105.667,2.0,,,
中山,1,12,ドレドレ,85.667,11.0,104.375,4.0,93.167,10.0,283.209,94.403,6.0
中山,1,13,ソウルサヴァイヴ,101.167,4.0,88.0,9.0,88.167,12.0,277.334,92.445,7.0
中山,2,1,マイネルモンテュス,98.8,10.0,99.833,7.0,96.833,8.0,295.466,98.489,7.0
中山,2,2,クールフィデル,101.8,3.0,88.857,10.0,96.833,8.0,287.49,95.83,10.0
中山,2,3,コスモラムバック,91.8,13.0,99.833,7.0,99.333,5.0,290.966,96.989,9.0
中山,2,4,ビレッジルイーザ,,,,,91.143,13.0,,,
中山,2,5,モリインビクタス,102.2,2.0,,,91.5,12.0,,,
中山,2,6,シルバーゴールド,95.2,12.0,100.286,6.0,103.167,3.0,298.653,99.551,5.0
中山,2,7,アルデキングダム,96.4,11.0,85.429,11.0,71.833,14.0,253.662,84.554,11.0
中山,2,8,ハデステソーロ,103.4,1.0,100.667,4.0,92.0,11.0,296.067,98.689,6.0
中山,2,9,ピコマーキス,101.8,3.0,99.571,9.0,106.833,1.0,308.20399999999995,102.735,2.0
中山,2,10,スターオブアダム,99.0,9.0,100.429,5.0,101.429,4.0,300.858,100.286,3.0
中山,2,11,キンググローリー,99.4,8.0,,,98.333,6.0,,,
中山,2,12,ポルフュロゲネトス,99.8,7.0,101.667,2.0,93.5,10.0,294.967,98.322,8.0
中山,2,13,ニシノマグノリア,101.0,5.0,104.5,1.0,106.833,1.0,312.33299999999997,104.111,1.0
中山,2,14,カンティーナ,101.0,5.0,101.0,3.0,98.333,6.0,300.33299999999997,100.111,4.0
中山,3,1,ウィンウッドテール,,,111.5,3.0,97.375,7.0,,,
中山,3,2,セリオーソ,99.167,5.0,87.5,15.0,93.0,13.0,279.66700000000003,93.222,11.0
中山,3,3,ルージュベルベット,96.833,9.0,105.25,5.0,,,,,
中山,3,4,アルーリングタイム,100.667,4.0,99.625,9.0,100.375,4.0,300.66700000000003,100.222,7.0
中山,3,5,ハヌル,95.667,11.0,95.5,13.0,92.667,14.0,283.834,94.611,10.0
中山,3,6,エスシーレベッカ,105.0,2.0,104.5,7.0,103.333,1.0,312.83299999999997,104.278,2.0
中山,3,7,ジェイエルトランス,76.0,14.0,98.5,12.0,97.0,9.0,271.5,90.5,12.0
中山,3,8,オオゾラヒバリ,98.167,6.0,101.167,8.0,102.5,3.0,301.834,100.611,5.0
中山,3,9,シュヴァルム,103.5,3.0,93.143,14.0,95.0,12.0,291.64300000000003,97.214,9.0
中山,3,10,グルーヴィーオン,97.5,7.0,112.375,2.0,97.333,8.0,307.20799999999997,102.403,4.0
中山,3,11,ニシノクードクール,94.333,13.0,73.833,16.0,96.833,11.0,264.999,88.333,13.0
中山,3,12,シルフレイ,94.833,12.0,157.143,1.0,100.125,5.0,352.101,117.367,1.0
中山,3,13,アンビシュー,,,105.0,6.0,78.125,15.0,,,
中山,3,14,エベリンテソーロ,96.667,10.0,108.5,4.0,103.333,1.0,308.5,102.833,3.0
中山,3,15,ラヴァグロウ,105.667,1.0,99.0,11.0,97.0,9.0,301.66700000000003,100.556,6.0
中山,3,16,アドリアフレイバー,97.167,8.0,99.333,10.0,98.167,6.0,294.66700000000003,98.222,8.0
中山,4,1,ナデシコ,104.6,2.0,109.333,3.0,70.667,11.0,284.6,94.867,5.0
中山,4,2,ヴェンデボヌール,98.0,5.0,,,100.167,3.0,,,
中山,4,3,リトルエンジェル,,,,,103.167,2.0,,,
中山,4,4,ファインダーズ,106.4,1.0,100.167,5.0,94.167,6.0,300.73400000000004,100.245,3.0
中山,4,5,ニシノヒンメル,100.0,4.0,,,114.667,1.0,,,
中山,4,6,マリンディーゼル,86.0,9.0,98.833,6.0,80.167,10.0,265.0,88.333,7.0
中山,4,7,イッツユー,97.4,6.0,,,93.333,7.0,,,
中山,4,8,イソダ,95.4,7.0,153.8,1.0,93.333,7.0,342.533,114.178,1.0
中山,4,9,ラヴノー,103.8,3.0,97.667,7.0,99.5,5.0,300.967,100.322,2.0
中山,4,10,クールフィールド,60.2,10.0,121.667,2.0,89.833,9.0,271.70000000000005,90.567,6.0
中山,4,11,リケアペンネ,94.8,8.0,105.667,4.0,99.667,4.0,300.134,100.045,4.0
