場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
中山,1,1,リスペクトライト,86.6,14.0,92.0,10.0,107.0,1.0,285.6,95.2,9.0
中山,1,2,コブラツイスト,109.0,1.0,,,101.167,5.0,,,
中山,1,3,ポルタシャーンス,,,99.857,7.0,94.333,11.0,,,
中山,1,4,ラスエル,98.4,8.0,,,96.667,9.0,,,
中山,1,5,エルドラド,87.4,13.0,98.167,8.0,80.833,15.0,266.4,88.8,10.0
中山,1,6,シュピラー,101.0,4.0,120.143,2.0,103.857,3.0,325.0,108.333,2.0
中山,1,7,アイビーキラリ,95.2,11.0,91.571,11.0,100.5,6.0,287.271,95.757,8.0
中山,1,8,カンレイスター,88.0,12.0,146.75,1.0,91.714,12.0,326.464,108.821,1.0
中山,1,9,ジョリュウジャンシ,97.0,9.0,,,76.833,16.0,,,
中山,1,10,ベアハンドキャッチ,106.0,2.0,82.333,12.0,104.333,2.0,292.666,97.555,7.0
中山,1,11,ニンジャトットリ,100.2,5.0,103.143,4.0,89.429,13.0,292.77200000000005,97.591,6.0
中山,1,12,ナムラパピ,99.0,7.0,,,87.667,14.0,,,
中山,1,13,ドライヴトウショウ,96.6,10.0,120.0,3.0,101.333,4.0,317.933,105.978,3.0
中山,1,14,ジャガーライズ,104.0,3.0,101.143,5.0,96.0,10.0,301.14300000000003,100.381,4.0
中山,1,15,メイショウオタモイ,,,101.0,6.0,97.0,8.0,,,
中山,1,16,メインテーマ,100.2,5.0,96.714,9.0,100.0,7.0,296.914,98.971,5.0
中山,2,1,ブルーサーマル,93.4,10.0,102.667,5.0,108.0,2.0,304.067,101.356,3.0
中山,2,2,ケイツーリーブル,100.4,6.0,101.143,9.0,100.0,6.0,301.543,100.514,5.0
中山,2,3,ノーブルクラウド,95.6,9.0,104.714,3.0,97.833,8.0,298.147,99.382,6.0
中山,2,4,アーティラリー,107.8,1.0,102.429,6.0,97.167,10.0,307.39599999999996,102.465,2.0
中山,2,5,アルティソナンテ,102.0,3.0,,,104.833,4.0,,,
中山,2,6,ティルベリー,,,104.0,4.0,89.167,14.0,,,
中山,2,7,ティナンヴァランタ,80.0,12.0,97.857,10.0,118.429,1.0,296.286,98.762,7.0
中山,2,8,ルサフィール,96.2,8.0,95.857,11.0,90.0,13.0,282.057,94.019,8.0
中山,2,9,グラスハーティー,101.0,5.0,,,97.167,10.0,,,
中山,2,10,マリノリュミエール,,,,,69.667,15.0,,,
中山,2,11,ヤマヤロード,80.2,11.0,82.857,12.0,96.833,12.0,259.89,86.63,9.0
中山,2,12,アスコットヴェール,101.4,4.0,114.0,2.0,105.167,3.0,320.567,106.856,1.0
中山,2,13,ホールドザデイ,99.8,7.0,,,,,,,
中山,2,14,マスカルポーネ,,,101.714,8.0,103.0,5.0,,,
中山,2,15,クインズツバキ,102.8,2.0,102.0,7.0,97.714,9.0,302.514,100.838,4.0
中山,2,16,フィクセルリリア,,,116.667,1.0,98.5,7.0,,,
中山,3,1,チャチャット,95.8,12.0,97.833,8.0,,,,,
中山,3,2,サンヴィクトワール,97.2,10.0,,,106.5,2.0,,,
中山,3,3,スクイーズアウト,93.6,14.0,101.333,3.0,96.0,8.0,290.933,96.978,7.0
中山,3,4,ヘラクレステソーロ,96.4,11.0,102.286,2.0,104.714,3.0,303.4,101.133,2.0
中山,3,5,アルデキングダム,101.2,5.0,86.286,12.0,71.833,14.0,259.31899999999996,86.44,10.0
中山,3,6,トップデュオ,101.8,4.0,146.333,1.0,95.714,10.0,343.847,114.616,1.0
中山,3,7,ドッグウッド,,,98.143,7.0,99.333,6.0,,,
中山,3,8,フクスケ,99.0,9.0,98.571,6.0,100.167,5.0,297.738,99.246,4.0
中山,3,9,ベルウッドバイオ,95.2,13.0,,,98.167,7.0,,,
中山,3,10,ベルランコントル,103.4,1.0,100.667,4.0,91.5,11.0,295.567,98.522,6.0
中山,3,11,ショウナンバーボン,102.8,3.0,91.833,11.0,103.714,4.0,298.347,99.449,3.0
中山,3,12,ツウキンカイソク,99.4,8.0,94.429,10.0,86.167,13.0,279.996,93.332,8.0
中山,3,13,ダンシングアウェイ,101.2,5.0,99.5,5.0,96.0,8.0,296.7,98.9,5.0
中山,3,14,ミスターライト,103.2,2.0,,,107.833,1.0,,,
中山,3,15,ダイユウアレグロ,92.2,15.0,97.833,8.0,88.833,12.0,278.866,92.955,9.0
中山,3,16,ヒロイックヴァース,99.8,7.0,,,,,,,
中山,4,1,パカラパカラ,96.4,7.0,124.167,1.0,96.167,11.0,316.73400000000004,105.578,1.0
中山,4,2,エクスマウス,,,,,100.833,8.0,,,
中山,4,3,アリストクラット,64.8,10.0,107.5,4.0,101.0,6.0,273.3,91.1,7.0
中山,4,4,エリザベスタウン,,,102.5,7.0,108.0,2.0,,,
中山,4,5,クリムゾンリーフ,,,,,107.5,4.0,,,
中山,4,6,ジーティームーチョ,97.8,4.0,98.5,9.0,108.0,2.0,304.3,101.433,5.0
中山,4,7,バスキュール,97.2,6.0,106.167,5.0,102.0,5.0,305.367,101.789,3.0
中山,4,8,コイオステソーロ,98.0,3.0,106.167,5.0,101.0,6.0,305.16700000000003,101.722,4.0
中山,4,9,ツーエムアスリート,89.2,9.0,98.167,10.0,,,,,
中山,4,10,ゴールドブレイズ,103.4,1.0,108.5,3.0,,,,,
中山,4,11,ザンテソーロ,100.4,2.0,99.667,8.0,98.333,10.0,298.4,99.467,6.0
中山,4,12,ミスターキャンベラ,97.4,5.0,,,109.833,1.0,,,
中山,4,13,ソフィアプルーマ,89.8,8.0,124.167,1.0,99.5,9.0,313.467,104.489,2.0
中山,5,1,マナイアカラニ,108.0,1.0,86.833,13.0,,,,,
中山,5,2,ウィリーズロック,95.4,13.0,96.833,7.0,97.667,13.0,289.9,96.633,7.0
中山,5,3,カゲムシャ,99.4,7.0,102.167,1.0,101.167,6.0,302.73400000000004,100.911,4.0
中山,5,4,カフェタンガロア,105.4,3.0,92.333,10.0,99.5,9.0,297.233,99.078,5.0
中山,5,5,オートカリテ,99.6,6.0,,,106.333,4.0,,,
中山,5,6,タビニュ,100.8,5.0,93.0,9.0,86.167,16.0,279.967,93.322,10.0
中山,5,7,ファーストシーン,105.6,2.0,100.667,2.0,98.167,11.0,304.43399999999997,101.478,3.0
中山,5,8,ランブルスコ,,,99.0,3.0,101.167,6.0,,,
中山,5,9,イーサンミラー,98.8,9.0,98.167,5.0,108.167,2.0,305.134,101.711,2.0
中山,5,10,エリーニック,89.4,14.0,91.0,12.0,104.167,5.0,284.567,94.856,9.0
中山,5,11,セシルブリュネ,98.0,10.0,91.333,11.0,97.167,14.0,286.5,95.5,8.0
中山,5,12,スーザンバローズ,,,,,97.833,12.0,,,
中山,5,13,サンライズマシュー,99.0,8.0,,,108.333,1.0,,,
中山,5,14,ニシノモリミチ,97.6,11.0,,,100.833,8.0,,,
中山,5,15,リアライズステラ,104.8,4.0,96.833,7.0,107.0,3.0,308.633,102.878,1.0
中山,5,16,フュチュール,,,98.167,5.0,99.5,9.0,,,
中山,5,17,プラウディッツ,97.6,11.0,99.0,3.0,94.833,15.0,291.433,97.144,6.0
中山,6,1,ピエスユニーク,98.2,9.0,100.833,6.0,104.667,6.0,303.70000000000005,101.233,3.0
中山,6,2,ナディア,104.8,2.0,,,85.5,13.0,,,
中山,6,3,リベルタアーラ,65.6,16.0,101.333,5.0,107.833,3.0,274.76599999999996,91.589,12.0
中山,6,4,ダノンアスコルティ,97.6,10.0,99.0,8.0,101.167,8.0,297.767,99.256,5.0
中山,6,5,サウンドファミリエ,100.8,5.0,103.667,2.0,107.333,4.0,311.79999999999995,103.933,1.0
中山,6,6,サプーズ,97.6,10.0,97.667,10.0,91.833,11.0,287.1,95.7,11.0
