場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
札幌,1,1,トーセンクリステル,99.5,7.0,95.167,5.0,109.0,2.0,303.66700000000003,101.222,4.0
札幌,1,2,ニシノガンリキ,,,,,109.0,2.0,,,
札幌,1,3,マーゴットミスト,103.8,5.0,93.667,6.0,110.0,1.0,307.467,102.489,3.0
札幌,1,4,ココソラーレ,103.6,6.0,,,90.833,6.0,,,
札幌,1,5,ハチハチローズ,106.25,2.0,149.286,1.0,85.667,7.0,341.203,113.734,1.0
札幌,1,6,マスキュラー,113.4,1.0,99.0,4.0,64.167,9.0,276.567,92.189,6.0
札幌,1,7,サンタカリス,104.6,3.0,,,,,,,
札幌,1,8,ウチュウノセカイ,104.6,3.0,107.857,2.0,106.333,4.0,318.78999999999996,106.263,2.0
札幌,1,9,ライトアズフェザー,86.5,9.0,82.714,7.0,84.286,8.0,253.5,84.5,7.0
札幌,1,10,ハルヒメ,95.5,8.0,104.0,3.0,98.5,5.0,298.0,99.333,5.0
札幌,2,1,クックパイン,,,94.857,7.0,105.5,2.0,,,
札幌,2,2,ステイアンビシャス,107.4,2.0,108.0,4.0,90.167,12.0,305.567,101.856,4.0
札幌,2,3,マブアンドフェール,105.8,3.0,99.0,6.0,98.333,8.0,303.13300000000004,101.044,5.0
札幌,2,4,キムタックフェイス,91.2,8.0,112.8,2.0,103.0,5.0,307.0,102.333,2.0
札幌,2,5,クレヨンポップ,,,79.0,10.0,104.833,3.0,,,
札幌,2,6,キタノアンシェル,68.6,9.0,80.714,9.0,92.0,11.0,241.314,80.438,7.0
札幌,2,7,カピオラ,,,112.8,2.0,104.667,4.0,,,
札幌,2,8,マージャング,101.2,4.0,,,99.333,7.0,,,
札幌,2,9,トモジャイブ,95.2,7.0,83.571,8.0,98.0,9.0,276.771,92.257,6.0
札幌,2,10,ケイアイワイラーパ,98.8,6.0,101.333,5.0,106.714,1.0,306.847,102.282,3.0
札幌,2,11,オオタチ,100.2,5.0,140.2,1.0,96.0,10.0,336.4,112.133,1.0
札幌,2,12,アルデフォックス,109.0,1.0,,,99.5,6.0,,,
札幌,3,1,クランドゥイユ,85.8,13.0,85.667,13.0,,,,,
札幌,3,2,アクデニズ,94.8,12.0,,,95.167,10.0,,,
札幌,3,3,アンジュフラム,99.75,10.0,95.286,9.0,94.0,11.0,289.036,96.345,8.0
札幌,3,4,ヒルノレーダン,104.4,5.0,99.2,6.0,93.429,12.0,297.029,99.01,5.0
札幌,3,5,ミステンザン,,,104.5,4.0,116.5,2.0,,,
札幌,3,6,ガンビーチ,103.6,6.0,,,98.0,7.0,,,
札幌,3,7,メイショウキンタイ,96.4,11.0,113.8,1.0,109.0,4.0,319.2,106.4,2.0
札幌,3,8,スマイルラッシュ,107.8,2.0,94.143,11.0,95.667,9.0,297.61,99.203,4.0
札幌,3,9,エバーステイ,102.2,7.0,105.571,3.0,92.167,13.0,299.938,99.979,3.0
札幌,3,10,ブライトゲイザー,102.2,7.0,102.857,5.0,,,,,
札幌,3,11,ヒルノガリシア,112.8,1.0,,,110.833,3.0,,,
札幌,3,12,ヤマノインパクト,106.4,3.0,98.714,7.0,88.833,14.0,293.947,97.982,6.0
札幌,3,13,ラマヌジャン,105.0,4.0,98.714,7.0,146.4,1.0,350.11400000000003,116.705,1.0
札幌,3,14,シャインフリーリー,,,112.4,2.0,105.667,5.0,,,
札幌,3,15,ドルチェルナ,101.0,9.0,93.143,12.0,97.833,8.0,291.976,97.325,7.0
札幌,3,16,コスタヴェルデ,,,94.5,10.0,103.167,6.0,,,
札幌,4,1,マナエトレ,105.0,2.0,132.6,2.0,95.5,12.0,333.1,111.033,2.0
札幌,4,2,エコロアテナ,100.6,5.0,98.0,8.0,107.714,2.0,306.31399999999996,102.105,5.0
札幌,4,3,ビービーバザーク,97.4,7.0,116.714,3.0,111.429,1.0,325.543,108.514,3.0
札幌,4,4,アカオー,,,97.571,10.0,104.714,4.0,,,
札幌,4,5,ミュージックマン,,,72.167,12.0,104.5,5.0,,,
札幌,4,6,エムズドリーム,100.8,4.0,145.6,1.0,97.571,11.0,343.971,114.657,1.0
札幌,4,7,パーソナルレコード,112.2,1.0,108.714,4.0,99.333,10.0,320.24699999999996,106.749,4.0
札幌,4,8,チョウリニア,,,101.286,7.0,101.667,7.0,,,
札幌,4,9,アイズミサクラ,99.4,6.0,101.714,6.0,100.0,8.0,301.11400000000003,100.371,6.0
札幌,4,10,ボールドハーテッド,,,102.833,5.0,94.167,13.0,,,
札幌,4,11,ブラックレッド,79.0,10.0,84.0,11.0,103.5,6.0,266.5,88.833,8.0
札幌,4,12,エポカリーナ,86.4,9.0,,,68.5,14.0,,,
札幌,4,13,アースグレーザー,102.4,3.0,,,105.571,3.0,,,
札幌,4,14,ファンタズマ,93.25,8.0,98.0,8.0,99.833,9.0,291.08299999999997,97.028,7.0
札幌,5,1,ジャスティンシカゴ,95.5,5.0,93.667,4.0,86.0,5.0,275.16700000000003,91.722,4.0
