場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
札幌,1,1,ヴンダーバール,96.167,8.0,92.375,10.0,107.0,2.0,295.54200000000003,98.514,8.0
札幌,1,2,ワンモメンタム,103.667,3.0,127.5,3.0,104.667,6.0,335.834,111.945,3.0
札幌,1,3,ナムラシンジロー,87.833,10.0,99.625,9.0,98.833,10.0,286.291,95.43,9.0
札幌,1,4,ワンインザスカイ,100.0,5.0,102.75,8.0,107.333,1.0,310.08299999999997,103.361,5.0
札幌,1,5,チャーリー,,,,,94.333,13.0,,,
札幌,1,6,ロードアマルフィ,102.667,4.0,142.0,2.0,106.167,5.0,350.834,116.945,2.0
札幌,1,7,ハグレジョー,98.5,6.0,110.167,5.0,98.333,11.0,307.0,102.333,6.0
札幌,1,8,スズランクイーン,,,86.125,13.0,99.167,9.0,,,
札幌,1,9,リフレックス,89.8,9.0,88.625,12.0,101.333,8.0,279.75800000000004,93.253,10.0
札幌,1,10,レイサンソク,106.5,2.0,144.333,1.0,106.833,3.0,357.666,119.222,1.0
札幌,1,11,チカマヨルキーナ,109.333,1.0,89.0,11.0,103.167,7.0,301.5,100.5,7.0
札幌,1,12,ニミッツハイウェイ,,,105.333,7.0,96.667,12.0,,,
札幌,1,13,ニャンタロウ,,,107.667,6.0,92.833,14.0,,,
札幌,1,14,ユイノカタリベ,97.0,7.0,112.5,4.0,106.833,3.0,316.33299999999997,105.444,4.0
札幌,2,1,タイセイアビリティ,105.667,3.0,120.4,3.0,107.0,2.0,333.067,111.022,2.0
札幌,2,2,ジークリヒト,,,91.25,12.0,106.0,3.0,,,
札幌,2,3,ファンシーデイ,103.667,4.0,96.5,9.0,70.375,12.0,270.54200000000003,90.181,10.0
札幌,2,4,サツキレジーナ,99.0,7.0,96.0,10.0,95.0,7.0,290.0,96.667,8.0
札幌,2,5,メイショウハボマイ,110.333,1.0,102.375,8.0,90.167,10.0,302.875,100.958,6.0
札幌,2,6,レイワエポック,96.2,8.0,109.333,5.0,102.625,4.0,308.158,102.719,5.0
札幌,2,7,ダーカザンブラック,88.0,10.0,106.8,7.0,84.667,11.0,279.467,93.156,9.0
札幌,2,8,デンリッレハウエル,,,95.5,11.0,90.333,9.0,,,
