場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
東京,1,1,ウィンターサン,103.4,2.0,105.0,5.0,103.167,7.0,311.567,103.856,3.0
東京,1,2,マジカルレインボー,95.0,12.0,95.0,14.0,89.167,14.0,279.16700000000003,93.056,13.0
東京,1,3,ピコチマチ,101.2,4.0,94.667,15.0,105.167,3.0,301.034,100.345,8.0
東京,1,4,ミッキーラサルダン,,,103.5,9.0,108.0,2.0,,,
東京,1,5,シウダーエヴィータ,106.6,1.0,112.6,2.0,98.0,9.0,317.2,105.733,2.0
東京,1,6,ミヤグリフォン,97.0,9.0,108.714,3.0,119.667,1.0,325.381,108.46,1.0
東京,1,7,カレリアンダンス,100.4,6.0,106.143,4.0,98.333,8.0,304.876,101.625,5.0
東京,1,8,カプア,99.0,8.0,114.429,1.0,91.857,11.0,305.286,101.762,4.0
東京,1,9,グランセゾン,103.2,3.0,100.833,11.0,89.833,13.0,293.866,97.955,10.0
東京,1,10,リカード,87.4,14.0,105.0,5.0,89.0,15.0,281.4,93.8,11.0
東京,1,11,スイートロータス,100.8,5.0,98.0,12.0,104.0,5.0,302.8,100.933,7.0
東京,1,12,ワナカ,96.6,11.0,81.143,16.0,103.5,6.0,281.243,93.748,12.0
東京,1,13,ジュールスレーヴ,,,104.333,8.0,95.667,10.0,,,
東京,1,14,キョウエイセレッソ,96.8,10.0,103.0,10.0,104.667,4.0,304.467,101.489,6.0
東京,1,15,イーサンペガサス,95.0,12.0,97.333,13.0,,,,,
東京,1,16,ジェンダアネモス,99.6,7.0,105.0,5.0,90.5,12.0,295.1,98.367,9.0
東京,2,1,セラドピラール,94.8,11.0,96.429,13.0,107.667,3.0,298.89599999999996,99.632,6.0
東京,2,2,セイスイミリオン,97.4,8.0,102.333,6.0,96.0,10.0,295.733,98.578,8.0
東京,2,3,トウシンバカラ,101.8,2.0,105.857,4.0,95.0,12.0,302.657,100.886,5.0
東京,2,4,ノースグロリア,,,98.143,10.0,99.333,8.0,,,
東京,2,5,マブアンドフェール,102.6,1.0,100.167,9.0,101.667,6.0,304.43399999999997,101.478,4.0
東京,2,6,イベンチュアリー,99.6,5.0,109.667,3.0,101.667,6.0,310.93399999999997,103.645,3.0
東京,2,7,マイネルジーニアス,101.4,3.0,115.571,1.0,108.571,2.0,325.54200000000003,108.514,1.0
東京,2,8,サクラコーラル,101.4,3.0,84.714,16.0,91.667,15.0,277.781,92.594,12.0
東京,2,9,リバティフレイム,99.0,6.0,92.714,15.0,104.5,5.0,296.214,98.738,7.0
東京,2,10,パブリックスフィア,98.8,7.0,100.857,7.0,92.0,14.0,291.657,97.219,9.0
東京,2,11,トライゴーニック,,,100.571,8.0,107.0,4.0,,,
東京,2,12,テソリーノ,,,103.4,5.0,95.167,11.0,,,
東京,2,13,オンクラウドナイン,97.4,8.0,114.143,2.0,111.0,1.0,322.543,107.514,2.0
東京,2,14,ホークライト,93.6,12.0,94.333,14.0,96.167,9.0,284.1,94.7,11.0
東京,2,15,ミスブランニュデイ,96.8,10.0,98.143,10.0,90.5,16.0,285.443,95.148,10.0
東京,2,16,ドラゴンバスター,81.0,13.0,98.143,10.0,94.0,13.0,273.14300000000003,91.048,13.0
東京,3,1,ベアリミッション,91.4,14.0,94.5,14.0,100.833,9.0,286.733,95.578,12.0
東京,3,2,ロードオブドリーム,108.2,3.0,103.857,4.0,100.833,9.0,312.89,104.297,2.0
東京,3,3,マイネルアズーロ,102.2,5.0,107.167,2.0,104.333,5.0,313.70000000000005,104.567,1.0
東京,3,4,コスモグラニット,96.0,12.0,101.333,6.0,103.333,6.0,300.666,100.222,8.0
東京,3,5,リワードパシオン,109.4,2.0,,,80.429,17.0,,,
東京,3,6,キャバリエクエスト,,,95.286,11.0,112.5,2.0,,,
東京,3,7,ココロビジン,100.2,7.0,107.571,1.0,94.167,13.0,301.938,100.646,7.0
東京,3,8,マイネルアレス,98.2,10.0,106.167,3.0,88.333,16.0,292.70000000000005,97.567,11.0
東京,3,9,マイドリームガール,96.0,12.0,,,99.5,11.0,,,
東京,3,10,ブルンツヴィーク,103.4,4.0,98.286,9.0,,,,,
東京,3,11,ライヴバフィ,100.6,6.0,99.167,8.0,106.833,4.0,306.6,102.2,4.0
東京,3,12,ハクサンテュポン,88.6,16.0,,,93.0,14.0,,,
東京,3,13,タベザカリ,,,,,89.0,15.0,,,
東京,3,14,サマーツアー,110.0,1.0,99.571,7.0,103.0,7.0,312.571,104.19,3.0
