場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
中山,1,1,アウフヴィント,95.833,9.0,104.667,4.0,101.667,5.0,302.16700000000003,100.722,6.0
中山,1,2,オーガスタフラッグ,94.167,10.0,105.125,3.0,109.125,1.0,308.41700000000003,102.806,3.0
中山,1,3,コンティオ,103.167,2.0,111.0,1.0,99.167,8.0,313.334,104.445,1.0
中山,1,4,フローラルデザイン,100.667,5.0,101.5,6.0,100.333,7.0,302.5,100.833,5.0
中山,1,5,ミルキーハニー,82.833,14.0,,,94.667,12.0,,,
中山,1,6,ブルームワルツ,99.5,6.0,101.333,7.0,108.667,2.0,309.5,103.167,2.0
中山,1,7,ニシノフローレス,98.5,8.0,102.333,5.0,97.5,9.0,298.33299999999997,99.444,8.0
中山,1,8,マジカルレインボー,109.0,1.0,92.5,14.0,94.667,12.0,296.16700000000003,98.722,9.0
中山,1,9,ハニードレス,98.833,7.0,100.0,8.0,105.167,4.0,304.0,101.333,4.0
中山,1,10,ヴォーパルソード,,,97.167,9.0,87.5,15.0,,,
中山,1,11,エスキモーギャル,94.0,11.0,93.125,11.0,101.167,6.0,288.29200000000003,96.097,12.0
中山,1,12,ビスケットマリー,85.667,13.0,93.125,11.0,96.5,10.0,275.29200000000003,91.764,13.0
中山,1,13,フィルトラージュ,101.333,3.0,93.125,11.0,106.167,3.0,300.625,100.208,7.0
中山,1,14,プレイアブルゲーム,101.167,4.0,94.125,10.0,95.75,11.0,291.04200000000003,97.014,10.0
中山,1,15,カシマスウィープ,93.0,12.0,108.5,2.0,89.5,14.0,291.0,97.0,11.0
中山,2,1,エコロカディス,91.167,13.0,,,118.333,1.0,,,
中山,2,2,ホワイトマジック,97.667,9.0,102.5,9.0,111.25,2.0,311.41700000000003,103.806,4.0
中山,2,3,ソラムパレード,,,94.5,12.0,97.833,11.0,,,
中山,2,4,セイムトゥーユー,110.167,1.0,95.375,11.0,104.75,3.0,310.29200000000003,103.431,5.0
中山,2,5,ガストフロント,94.833,11.0,91.333,13.0,101.875,7.0,288.041,96.014,11.0
中山,2,6,アラスカフレイバー,98.167,8.0,110.0,5.0,98.0,9.0,306.16700000000003,102.056,7.0
中山,2,7,タルトポワール,99.667,5.0,87.333,14.0,102.333,6.0,289.33299999999997,96.444,10.0
中山,2,8,コウユーウィズユー,96.833,10.0,105.667,7.0,103.667,5.0,306.16700000000003,102.056,7.0
中山,2,9,グランシャット,102.333,4.0,112.4,3.0,91.5,14.0,306.233,102.078,6.0
中山,2,10,サマニタイショウ,86.0,14.0,98.833,10.0,85.833,16.0,270.666,90.222,13.0
中山,2,11,フクノジョヴァンニ,106.833,2.0,112.4,3.0,99.375,8.0,318.608,106.203,2.0
中山,2,12,ラナイ,91.833,12.0,105.375,8.0,92.5,13.0,289.70799999999997,96.569,9.0
中山,2,13,アルパインハット,98.5,7.0,116.667,2.0,98.0,9.0,313.16700000000003,104.389,3.0
中山,2,14,エクストラチャージ,102.5,3.0,131.625,1.0,96.167,12.0,330.29200000000003,110.097,1.0
中山,2,15,サスケエトワール,,,106.0,6.0,89.25,15.0,,,
中山,2,16,ピコグリーン,98.667,6.0,81.857,15.0,103.833,4.0,284.35699999999997,94.786,12.0
中山,3,1,ファストパスキー,99.833,6.0,97.75,6.0,112.167,1.0,309.75,103.25,3.0
中山,3,2,キタノマーシャル,90.167,14.0,79.167,12.0,101.167,6.0,270.501,90.167,11.0
中山,3,3,ダブルイーグル,98.333,9.0,97.333,7.0,92.25,11.0,287.916,95.972,10.0
中山,3,4,フロムザワールド,91.833,13.0,,,84.25,13.0,,,
中山,3,5,シリウスライト,100.333,5.0,101.667,5.0,109.333,3.0,311.33299999999997,103.778,2.0
中山,3,6,マンボルンバ,99.0,7.0,,,99.0,9.0,,,
中山,3,7,スムースオペレター,109.167,1.0,102.375,4.0,88.333,12.0,299.875,99.958,7.0
中山,3,8,ミエノシリウス,93.0,11.0,118.143,1.0,,,,,
中山,3,9,ロードスカイブルー,103.167,3.0,107.2,3.0,99.167,8.0,309.534,103.178,4.0
中山,3,10,ライフゲート,101.167,4.0,92.0,11.0,96.833,10.0,290.0,96.667,9.0
中山,3,11,モンサンプレシャス,98.833,8.0,97.0,8.0,105.167,4.0,301.0,100.333,6.0
中山,3,12,グレイスザクラウン,109.0,2.0,95.833,9.0,99.75,7.0,304.58299999999997,101.528,5.0
中山,3,13,ブルージャイアント,94.0,10.0,115.333,2.0,102.5,5.0,311.83299999999997,103.944,1.0
中山,3,14,マードラド,92.5,12.0,95.125,10.0,111.125,2.0,298.75,99.583,8.0
中山,4,1,ワカギミ,93.0,11.0,103.667,6.0,90.833,13.0,287.5,95.833,10.0
中山,4,2,カリヨンベル,94.167,9.0,118.143,2.0,98.167,7.0,310.477,103.492,4.0
中山,4,3,リアライズオネスト,101.333,3.0,117.833,3.0,107.833,2.0,326.999,109.0,1.0
中山,4,4,ダウントゥアース,95.0,8.0,100.5,10.0,94.667,8.0,290.16700000000003,96.722,9.0
中山,4,5,ユーウェイン,90.167,13.0,93.75,14.0,94.5,9.0,278.41700000000003,92.806,15.0
中山,4,6,ジェイルブレイク,109.0,2.0,103.0,7.0,91.0,12.0,303.0,101.0,7.0
中山,4,7,ナルサー,,,81.5,16.0,87.5,16.0,,,
中山,4,8,パーシーテソーロ,101.167,5.0,123.2,1.0,93.0,11.0,317.367,105.789,3.0
中山,4,9,レヴァントリ,100.667,6.0,104.667,5.0,99.667,6.0,305.001,101.667,6.0
中山,4,10,ホウオウサンサール,101.333,3.0,100.0,11.0,106.5,3.0,307.83299999999997,102.611,5.0
中山,4,11,トキノカンピオーネ,94.0,10.0,101.333,8.0,90.5,14.0,285.83299999999997,95.278,11.0
中山,4,12,ゴールドブリーダー,109.167,1.0,109.5,4.0,102.375,5.0,321.04200000000003,107.014,2.0
中山,4,13,ダブルメッセージ,85.667,14.0,88.0,15.0,109.333,1.0,283.0,94.333,12.0
中山,4,14,サーフギャラクシー,92.5,12.0,99.0,12.0,90.167,15.0,281.66700000000003,93.889,13.0
中山,4,15,ブラーブデシジョン,98.833,7.0,97.167,13.0,103.75,4.0,299.75,99.917,8.0
中山,4,16,ブレトワルダ,82.833,15.0,101.333,8.0,94.333,10.0,278.499,92.833,14.0
中山,5,1,ブレイクバウンズ,83.833,17.0,102.167,3.0,99.167,11.0,285.16700000000003,95.056,14.0
中山,5,2,グレイトレッグ,107.5,2.0,97.429,10.0,99.167,11.0,304.096,101.365,6.0
中山,5,3,プルミエソルティ,103.0,7.0,93.625,12.0,98.75,13.0,295.375,98.458,12.0
中山,5,4,エレレラナキラ,100.833,9.0,,,105.0,5.0,,,
中山,5,5,アップリンク,100.5,10.0,96.625,11.0,99.625,10.0,296.75,98.917,11.0
中山,5,6,ニヴルヘイム,98.667,15.0,93.0,15.0,94.167,16.0,285.834,95.278,13.0
中山,5,7,ブランフォルテ,99.0,14.0,101.333,4.0,113.0,2.0,313.33299999999997,104.444,4.0
中山,5,8,ドゥマーヴェリック,99.5,13.0,98.5,8.0,100.0,9.0,298.0,99.333,10.0
中山,5,9,クラレット,103.5,4.0,93.571,14.0,102.0,7.0,299.071,99.69,9.0
中山,5,10,テンミラージュ,108.833,1.0,100.875,5.0,109.0,3.0,318.70799999999997,106.236,3.0
中山,5,11,コスモアチーブ,104.333,3.0,100.375,6.0,95.125,14.0,299.83299999999997,99.944,8.0
中山,5,12,スティーヴバローズ,101.333,8.0,93.625,12.0,107.5,4.0,302.45799999999997,100.819,7.0
中山,5,13,パルピタシオン,103.5,4.0,129.429,1.0,90.5,17.0,323.429,107.81,2.0
中山,5,14,ワスカル,103.333,6.0,98.75,7.0,127.75,1.0,329.83299999999997,109.944,1.0
中山,5,15,ムーンストラック,99.833,12.0,89.833,16.0,90.167,18.0,279.83299999999997,93.278,15.0
中山,5,16,エオアリイ,,,98.5,8.0,94.625,15.0,,,
中山,5,17,グランカッサ,100.5,10.0,104.375,2.0,101.833,8.0,306.70799999999997,102.236,5.0
中山,5,18,エバーグリーン,92.0,16.0,,,103.875,6.0,,,
中山,6,1,クニノハッピー,98.667,10.0,103.125,7.0,110.0,1.0,311.79200000000003,103.931,4.0
中山,6,2,ルシード,98.167,11.0,106.333,3.0,99.833,8.0,304.33299999999997,101.444,7.0
中山,6,3,トニケンサンバ,101.167,5.0,104.571,5.0,98.5,11.0,304.238,101.413,8.0
中山,6,4,ペイシャマリーン,100.667,6.0,,,91.0,16.0,,,
中山,6,5,ヨリノレジェンド,103.5,3.0,112.0,2.0,106.833,3.0,322.33299999999997,107.444,2.0
中山,6,6,アルデショワ,,,102.333,8.0,98.625,10.0,,,
中山,6,7,ヤマメキング,102.833,4.0,104.0,6.0,99.833,8.0,306.666,102.222,6.0
中山,6,8,ニシノタンギー,94.333,13.0,95.375,13.0,101.5,7.0,291.20799999999997,97.069,12.0
中山,6,9,エベリンテソーロ,105.5,1.0,104.667,4.0,103.333,6.0,313.5,104.5,3.0
中山,6,10,ワンダーリズム,76.0,15.0,73.286,15.0,107.833,2.0,257.119,85.706,14.0
中山,6,11,ポップグルーヴ,97.0,12.0,102.0,9.0,97.333,14.0,296.33299999999997,98.778,10.0
中山,6,12,サノノアメリカン,99.333,8.0,101.5,10.0,98.5,11.0,299.33299999999997,99.778,9.0
