場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
東京,1,1,サバイバルトゥルー,79.4,14.0,103.714,4.0,86.833,15.0,269.947,89.982,11.0
東京,1,2,クイーンズホリデー,100.6,6.0,99.857,8.0,93.667,12.0,294.124,98.041,6.0
東京,1,3,ガーネットテソーロ,,,89.667,10.0,107.333,3.0,,,
東京,1,4,エコールナヴァール,98.8,8.0,107.571,2.0,98.5,10.0,304.871,101.624,5.0
東京,1,5,ウィングブルー,97.8,10.0,110.714,1.0,103.5,6.0,312.014,104.005,2.0
東京,1,6,ソーマッチ,82.2,13.0,103.667,5.0,94.5,11.0,280.367,93.456,10.0
東京,1,7,フライスカイハイ,98.4,9.0,100.429,6.0,88.167,14.0,286.996,95.665,7.0
東京,1,8,レヴェランジェ,103.4,3.0,,,113.667,1.0,,,
東京,1,9,ナタール,101.2,4.0,81.5,12.0,100.833,9.0,283.533,94.511,8.0
東京,1,10,ロココ,95.0,11.0,87.286,11.0,101.167,8.0,283.453,94.484,9.0
東京,1,11,ニシノガランテ,101.2,4.0,100.429,6.0,105.833,5.0,307.462,102.487,4.0
東京,1,12,ロンドンプライド,99.6,7.0,98.286,9.0,110.0,2.0,307.88599999999997,102.629,3.0
東京,1,13,エンゼルランプ,108.2,2.0,,,91.667,13.0,,,
東京,1,14,アーティラリー,110.2,1.0,106.571,3.0,102.333,7.0,319.10400000000004,106.368,1.0
東京,1,15,ジャストビコーズ,94.0,12.0,,,106.0,4.0,,,
東京,2,1,ドレドレ,97.0,6.0,105.286,6.0,91.0,9.0,293.286,97.762,7.0
東京,2,2,ロゼインパルス,95.0,8.0,100.571,7.0,88.167,11.0,283.738,94.579,9.0
東京,2,3,アイアンブランド,87.4,12.0,91.286,12.0,72.5,12.0,251.186,83.729,11.0
東京,2,4,エッジアキュート,101.2,5.0,105.5,5.0,116.333,1.0,323.033,107.678,3.0
東京,2,5,フレンチブラッサム,101.4,4.0,106.571,4.0,,,,,
東京,2,6,エコロバロン,110.2,1.0,119.714,2.0,105.0,2.0,334.914,111.638,2.0
東京,2,7,ゴディアンフィンチ,104.0,2.0,137.333,1.0,104.0,3.0,345.33299999999997,115.111,1.0
東京,2,8,グラティアム,103.2,3.0,93.857,11.0,103.167,4.0,300.22400000000005,100.075,5.0
東京,2,9,ヘイマー,,,85.0,13.0,88.429,10.0,,,
東京,2,10,エクスプレスナイト,91.0,11.0,97.571,8.0,93.0,8.0,281.571,93.857,10.0
東京,2,11,ベアアッコチャン,95.0,8.0,119.714,2.0,100.833,6.0,315.547,105.182,4.0
東京,2,12,ニシノランペイジ,96.8,7.0,97.571,8.0,102.333,5.0,296.70399999999995,98.901,6.0
東京,2,13,ヴェネチアンキング,94.0,10.0,96.714,10.0,97.833,7.0,288.547,96.182,8.0
東京,3,1,カゼノハゴロモ,101.4,1.0,94.143,6.0,98.667,5.0,294.21000000000004,98.07,4.0
東京,3,2,フックセンチョウ,86.0,11.0,,,87.833,9.0,,,
東京,3,3,ミスターマーボー,95.4,9.0,90.286,7.0,94.167,7.0,279.853,93.284,5.0
東京,3,4,カズノダイジョウ,98.0,5.0,96.0,5.0,,,,,
東京,3,5,リトルエンジェル,,,,,101.0,3.0,,,
東京,3,6,トーアシチフクジン,90.4,10.0,100.857,4.0,73.167,11.0,264.424,88.141,7.0
東京,3,7,ダイヤテソーロ,100.4,2.0,110.857,2.0,104.857,2.0,316.11400000000003,105.371,2.0
東京,3,8,ウレシイゴサン,99.0,4.0,,,90.5,8.0,,,
東京,3,9,シャオママル,99.2,3.0,79.0,8.0,99.167,4.0,277.36699999999996,92.456,6.0
東京,3,10,ファインコンダクト,95.6,8.0,103.571,3.0,105.833,1.0,305.004,101.668,3.0
