場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
中山,1,1,フェーングロッテン,77.5,8.0,107.0,1.0,107.0,3.0,291.5,97.167,4.0
中山,1,2,スラーヴァ,198.5,1.0,94.5,6.0,101.5,6.0,394.5,131.5,1.0
中山,1,3,ゴールデンルーキー,83.5,6.0,,,102.5,4.0,,,
中山,1,4,シュハリ,96.0,4.0,97.0,5.0,102.5,4.0,295.5,98.5,3.0
中山,1,5,ゴーツウキリシマ,157.5,2.0,,,146.5,1.0,,,
中山,1,6,スティルシャイニン,85.5,5.0,92.0,7.0,91.0,7.0,268.5,89.5,6.0
中山,1,7,フォーディアライフ,83.0,7.0,103.5,3.0,117.0,2.0,303.5,101.167,2.0
中山,1,8,アルカンサス,96.5,3.0,105.0,2.0,75.5,9.0,277.0,92.333,5.0
中山,1,9,リケアルフナ,74.5,9.0,100.5,4.0,87.5,8.0,262.5,87.5,7.0
中山,2,1,スターオブブライト,86.8,13.0,98.714,5.0,105.167,3.0,290.68100000000004,96.894,4.0
中山,2,2,ユキノサイエンス,,,91.333,10.0,98.0,5.0,,,
中山,2,3,リュウセイコウテイ,101.0,5.0,98.714,5.0,105.167,3.0,304.881,101.627,1.0
中山,2,4,ラブデウザ,74.6,14.0,109.333,3.0,85.5,14.0,269.433,89.811,9.0
中山,2,5,エンカウンターベイ,95.0,9.0,,,106.857,2.0,,,
中山,2,6,キリシマネロ,111.0,1.0,111.0,2.0,79.167,15.0,301.16700000000003,100.389,3.0
中山,2,7,セイウンヤオヨロズ,93.0,11.0,,,97.0,7.0,,,
中山,2,8,フクチャンショウ,99.6,6.0,106.667,4.0,97.667,6.0,303.93399999999997,101.311,2.0
中山,2,9,ソークール,106.0,2.0,,,86.667,11.0,,,
中山,2,10,スレドナゴラ,96.6,7.0,119.0,1.0,,,,,
中山,2,11,ロンドンオービタル,103.2,3.0,97.667,7.0,86.667,11.0,287.534,95.845,5.0
中山,2,12,ニシノコハルビヨリ,73.8,15.0,,,94.167,8.0,,,
中山,2,13,エレクトロン,101.2,4.0,92.0,9.0,86.667,11.0,279.86699999999996,93.289,6.0
中山,2,14,カシノリアーナ,87.4,12.0,95.5,8.0,93.5,9.0,276.4,92.133,8.0
中山,2,15,トラスコンガーデン,95.6,8.0,,,107.0,1.0,,,
中山,2,16,ムーンリットレイン,94.8,10.0,91.167,11.0,93.333,10.0,279.29999999999995,93.1,7.0
中山,3,1,ソードスレイプニル,102.333,4.0,,,113.167,1.0,,,
中山,3,2,ラブソング,104.833,2.0,85.375,11.0,91.667,12.0,281.875,93.958,10.0
中山,3,3,パソドブレ,91.833,12.0,100.125,5.0,92.167,10.0,284.125,94.708,8.0
中山,3,4,カラーオブサクセス,110.167,1.0,82.667,12.0,87.667,14.0,280.501,93.5,11.0
中山,3,5,アビエーション,95.167,9.0,98.75,6.0,90.667,13.0,284.584,94.861,7.0
中山,3,6,リケアリングイネ,93.5,10.0,109.0,2.0,96.667,8.0,299.16700000000003,99.722,2.0
中山,3,7,サトミノアカリ,95.667,8.0,102.625,4.0,97.333,7.0,295.625,98.542,4.0
中山,3,8,クイーンレグナント,103.0,3.0,93.167,9.0,101.833,3.0,298.0,99.333,3.0
中山,3,9,フレンドリーエール,93.5,10.0,,,70.333,15.0,,,
中山,3,10,トーセンクリステル,98.667,5.0,95.333,8.0,101.333,4.0,295.33299999999997,98.444,5.0
中山,3,11,ニャンモロー,80.667,14.0,,,92.125,11.0,,,
中山,3,12,リュウノエッセンス,,,111.5,1.0,94.0,9.0,,,
中山,3,13,ビップムーラン,98.167,6.0,86.333,10.0,98.25,6.0,282.75,94.25,9.0
中山,3,14,セイウンマナウス,97.833,7.0,108.125,3.0,105.667,2.0,311.625,103.875,1.0
中山,3,15,フラゲルムデイ,91.833,12.0,95.5,7.0,101.167,5.0,288.5,96.167,6.0
中山,4,1,シューティングガイ,102.333,3.0,99.0,8.0,100.333,4.0,301.666,100.555,2.0
中山,4,2,モウエエデショー,86.667,8.0,,,97.5,6.0,,,
中山,4,3,ハクシンスマイル,75.667,10.0,81.5,9.0,94.333,8.0,251.5,83.833,7.0
中山,4,4,パワポケウォーズ,,,108.333,1.0,99.833,5.0,,,
中山,4,5,ヤマタケボニータ,94.0,7.0,100.75,5.0,97.5,6.0,292.25,97.417,4.0
中山,4,6,ショウナンタヅナ,103.333,2.0,104.375,2.0,89.333,10.0,297.041,99.014,3.0
中山,4,7,スターオブアダム,98.833,4.0,104.167,3.0,105.833,2.0,308.83299999999997,102.944,1.0
中山,4,8,ワンダーディーン,82.833,9.0,100.333,6.0,109.0,1.0,292.166,97.389,5.0
中山,4,9,エルアン,105.5,1.0,100.125,7.0,,,,,
中山,4,10,コウソクルリアン,95.833,6.0,102.167,4.0,93.5,9.0,291.5,97.167,6.0
中山,4,11,サマーマッドネス,98.333,5.0,,,104.833,3.0,,,
中山,5,1,マイネルパーロル,97.8,8.0,99.167,5.0,99.5,4.0,296.467,98.822,5.0
