場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
福島,1,1,セイウンレガーメ,96.8,9.0,88.286,9.0,97.714,8.0,282.8,94.267,8.0
福島,1,2,ハルヒメ,99.4,8.0,96.429,6.0,84.167,15.0,279.996,93.332,9.0
福島,1,3,グラティアム,99.6,7.0,93.143,8.0,103.167,4.0,295.90999999999997,98.637,6.0
福島,1,4,タマコロリン,,,88.286,9.0,77.5,16.0,,,
福島,1,5,エンゲルベルク,82.6,13.0,,,84.667,14.0,,,
福島,1,6,マユナイト,101.4,5.0,,,93.833,11.0,,,
福島,1,7,アンセートゥモダン,112.2,1.0,114.286,3.0,105.833,2.0,332.31899999999996,110.773,1.0
福島,1,8,コスモラパウィラ,94.4,11.0,116.857,2.0,95.0,9.0,306.257,102.086,3.0
福島,1,9,アンバサダネージュ,102.0,4.0,117.286,1.0,98.0,7.0,317.286,105.762,2.0
福島,1,10,コブラツイスト,89.6,12.0,,,105.0,3.0,,,
福島,1,11,イーガービーバー,82.0,14.0,108.857,4.0,107.429,1.0,298.286,99.429,5.0
福島,1,12,アルサック,95.6,10.0,93.286,7.0,99.333,6.0,288.219,96.073,7.0
福島,1,13,メイポール,110.8,3.0,100.143,5.0,87.5,13.0,298.443,99.481,4.0
福島,1,14,ドリームガッサン,,,,,100.0,5.0,,,
福島,1,15,ニャンモロー,111.6,2.0,,,88.0,12.0,,,
福島,1,16,ドナソレイ,99.8,6.0,,,93.857,10.0,,,
福島,2,1,ハッピーラッキー,98.6,9.0,91.833,10.0,90.167,12.0,280.6,93.533,8.0
福島,2,2,ユキノサイエンス,105.6,4.0,93.167,9.0,95.167,5.0,293.93399999999997,97.978,6.0
福島,2,3,ヴァルボナ,96.0,10.0,104.429,2.0,95.0,6.0,295.429,98.476,5.0
福島,2,4,ニシノコハルビヨリ,91.0,13.0,,,93.833,8.0,,,
福島,2,5,ドリーマーズ,99.6,7.0,,,92.5,9.0,,,
福島,2,6,ハネマン,,,97.333,5.0,89.0,14.0,,,
福島,2,7,ココソラーレ,110.2,3.0,,,95.0,6.0,,,
福島,2,8,マイネルユーゲント,82.8,14.0,,,97.714,4.0,,,
福島,2,9,シャンペトルブーケ,111.4,2.0,103.714,3.0,90.167,12.0,305.281,101.76,2.0
福島,2,10,アンジュプロミス,99.0,8.0,102.429,4.0,104.5,1.0,305.929,101.976,1.0
福島,2,11,エルドラド,81.2,15.0,97.333,5.0,75.333,15.0,253.866,84.622,9.0
福島,2,12,プレヒティヒ,94.8,12.0,,,92.5,9.0,,,
福島,2,13,セイカユウヒ,95.6,11.0,125.667,1.0,72.333,16.0,293.6,97.867,7.0
福島,2,14,ミツカネマルテ,112.0,1.0,97.143,8.0,91.167,11.0,300.31,100.103,4.0
福島,2,15,ヒッグスボソン,101.0,5.0,97.333,5.0,104.167,2.0,302.5,100.833,3.0
福島,2,16,インザライムライト,100.6,6.0,,,98.333,3.0,,,
福島,3,1,ソルトチューダ,100.8,5.0,99.429,5.0,107.571,4.0,307.79999999999995,102.6,2.0
福島,3,2,ドゥラリス,99.4,6.0,97.571,9.0,108.714,1.0,305.685,101.895,3.0
福島,3,3,ブレイクザアイス,68.0,15.0,124.143,1.0,108.0,2.0,300.14300000000003,100.048,5.0
福島,3,4,ブレイジングスター,108.2,2.0,79.833,14.0,92.0,12.0,280.033,93.344,10.0
福島,3,5,ノーブルアクト,77.0,14.0,101.0,4.0,103.333,6.0,281.33299999999997,93.778,9.0
福島,3,6,キングヴァージル,92.6,11.0,96.429,10.0,105.0,5.0,294.029,98.01,7.0
福島,3,7,ウェルキン,84.0,13.0,93.857,12.0,100.5,7.0,278.35699999999997,92.786,12.0
福島,3,8,ストーンズ,87.6,12.0,97.714,8.0,93.167,11.0,278.481,92.827,11.0
福島,3,9,レイフロレット,108.2,2.0,98.0,7.0,,,,,
福島,3,10,ヴェラグエリエロ,96.8,9.0,107.8,2.0,107.833,3.0,312.433,104.144,1.0
福島,3,11,メイショウクモイ,113.6,1.0,94.0,11.0,91.429,13.0,299.029,99.676,6.0
福島,3,12,オールデュスヴラン,98.8,7.0,99.0,6.0,96.143,8.0,293.943,97.981,8.0
福島,3,13,エコロカレン,95.8,10.0,87.286,13.0,,,,,
