場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
函館,1,1,ペイシャアーサー,104.0,4.0,95.5,11.0,83.5,15.0,283.0,94.333,14.0
函館,1,2,リリアンファスト,102.4,7.0,93.167,15.0,104.667,4.0,300.23400000000004,100.078,8.0
函館,1,3,シャルメイビス,106.0,2.0,100.571,4.0,99.833,10.0,306.404,102.135,6.0
函館,1,4,バックアップアゲン,80.4,16.0,95.5,11.0,94.833,14.0,270.733,90.244,15.0
函館,1,5,レーヌドフルール,89.6,15.0,98.167,6.0,103.667,5.0,291.43399999999997,97.145,11.0
函館,1,6,エスペシャリー,105.0,3.0,95.333,13.0,106.5,3.0,306.83299999999997,102.278,5.0
函館,1,7,ラブカマクフィー,91.5,14.0,96.429,10.0,102.333,6.0,290.262,96.754,12.0
函館,1,8,テーオーシュターデ,101.2,8.0,110.286,2.0,100.0,9.0,311.486,103.829,2.0
函館,1,9,セゾンデフィーユ,99.2,10.0,95.286,14.0,111.0,1.0,305.486,101.829,7.0
函館,1,10,サニーネイチャー,96.4,13.0,98.167,6.0,97.857,12.0,292.424,97.475,9.0
函館,1,11,ミクニキャッチー,99.8,9.0,97.0,9.0,95.429,13.0,292.22900000000004,97.41,10.0
函館,1,12,アンビシャスヨシノ,102.8,6.0,87.667,16.0,98.833,11.0,289.29999999999995,96.433,13.0
函館,1,13,プレインコート,107.2,1.0,99.0,5.0,100.714,8.0,306.914,102.305,4.0
函館,1,14,ロッキンミー,98.6,11.0,110.5,1.0,107.167,2.0,316.267,105.422,1.0
函館,1,15,アセンディア,97.4,12.0,97.5,8.0,,,,,
函館,1,16,ジョーブラック,103.8,5.0,102.833,3.0,101.571,7.0,308.20399999999995,102.735,3.0
函館,2,1,サマーブライド,,,95.286,9.0,104.667,8.0,,,
函館,2,2,クインズマカロン,114.6,1.0,97.286,8.0,133.667,1.0,345.553,115.184,1.0
函館,2,3,プリマドンナアスク,93.6,12.0,91.143,10.0,,,,,
函館,2,4,シェリルファミーユ,97.4,8.0,103.571,4.0,97.5,12.0,298.471,99.49,9.0
函館,2,5,リュウゼツラン,98.0,7.0,104.429,3.0,106.167,6.0,308.596,102.865,7.0
函館,2,6,ブギウギウギ,97.4,8.0,90.167,12.0,95.571,13.0,283.13800000000003,94.379,11.0
函館,2,7,テイケイウル,95.6,10.0,90.167,12.0,110.167,4.0,295.93399999999997,98.645,10.0
函館,2,8,メムエクラ,105.6,3.0,100.429,7.0,99.5,11.0,305.529,101.843,8.0
函館,2,9,キタノホウセキ,94.2,11.0,80.571,14.0,105.167,7.0,279.938,93.313,12.0
函館,2,10,ダイヤノゴトク,88.0,13.0,102.714,5.0,120.0,3.0,310.714,103.571,6.0
函館,2,11,アレーティア,101.4,6.0,91.143,10.0,121.5,2.0,314.043,104.681,4.0
函館,2,12,デルマアポロニア,108.6,2.0,101.571,6.0,101.333,10.0,311.504,103.835,5.0
函館,2,13,デザフィアドール,102.8,5.0,106.0,2.0,109.0,5.0,317.8,105.933,3.0
函館,2,14,メイショウナナコ,104.4,4.0,118.333,1.0,103.0,9.0,325.733,108.578,2.0
函館,3,1,メイショウハボマイ,105.0,2.0,101.143,6.0,88.833,11.0,294.976,98.325,6.0
函館,3,2,モウフブキ,90.4,9.0,95.857,7.0,84.167,12.0,270.424,90.141,9.0
函館,3,3,ニッシンゲッポ,102.6,6.0,104.167,4.0,109.667,1.0,316.43399999999997,105.478,2.0
函館,3,4,クロスレート,,,93.286,9.0,102.667,5.0,,,
函館,3,5,ゴッドテソロ,97.6,7.0,90.0,12.0,100.571,6.0,288.171,96.057,8.0
函館,3,6,ミヤマイルス,103.0,5.0,101.2,5.0,103.0,4.0,307.2,102.4,5.0
函館,3,7,ラピルスイメル,104.25,4.0,90.333,11.0,99.833,7.0,294.416,98.139,7.0
函館,3,8,モズボーン,104.6,3.0,112.167,1.0,99.167,8.0,315.93399999999997,105.311,3.0
