場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
東京,1,1,ビッグチャン,100.2,6.0,92.286,10.0,94.167,9.0,286.653,95.551,6.0
東京,1,2,ロードストラダーレ,101.8,3.0,100.429,4.0,98.333,6.0,300.562,100.187,4.0
東京,1,3,ヘイスティハート,98.6,7.0,120.143,1.0,97.833,7.0,316.576,105.525,2.0
東京,1,4,マジェステラ,,,99.571,7.0,119.667,1.0,,,
東京,1,5,ケイベエ,101.2,4.0,96.714,8.0,100.833,5.0,298.74699999999996,99.582,5.0
東京,1,6,ドナソール,100.6,5.0,,,93.833,10.0,,,
東京,1,7,シンデレラカラー,95.0,11.0,94.0,9.0,90.333,13.0,279.33299999999997,93.111,8.0
東京,1,8,マコトアタキギリ,98.2,9.0,110.143,2.0,,,,,
東京,1,9,ユイノカタリベ,89.8,13.0,100.0,6.0,112.167,2.0,301.967,100.656,3.0
東京,1,10,マジンタクシー,98.4,8.0,,,96.143,8.0,,,
東京,1,11,トーアシチフクジン,90.2,12.0,100.143,5.0,71.0,14.0,261.343,87.114,9.0
東京,1,12,マインセーラ,87.4,14.0,,,62.167,15.0,,,
東京,1,13,キタノマテンロウ,76.6,15.0,,,93.167,11.0,,,
東京,1,14,コブラツイスト,110.2,2.0,,,106.5,3.0,,,
東京,1,15,エンチャンテッド,97.0,10.0,90.857,11.0,91.833,12.0,279.69,93.23,7.0
東京,1,16,シュタルク,116.8,1.0,104.714,3.0,103.429,4.0,324.943,108.314,1.0
東京,2,1,インテンスゲイズ,102.2,6.0,96.667,9.0,88.167,16.0,287.034,95.678,8.0
東京,2,2,ニシノヒンメル,99.2,9.0,,,108.857,2.0,,,
東京,2,3,ジャストビコーズ,82.2,16.0,,,104.0,5.0,,,
東京,2,4,モンペリエ,109.4,2.0,,,74.167,18.0,,,
東京,2,5,キャリアビジョン,,,106.143,3.0,95.833,8.0,,,
東京,2,6,ベルサンローラン,103.4,4.0,103.571,4.0,94.667,10.0,301.63800000000003,100.546,3.0
東京,2,7,ボーントゥラブユー,102.4,5.0,,,95.0,9.0,,,
東京,2,8,ルンベーラ,100.0,8.0,110.333,2.0,89.0,15.0,299.33299999999997,99.778,5.0
東京,2,9,アースヴィンチ,103.8,3.0,77.286,13.0,104.5,4.0,285.586,95.195,9.0
東京,2,10,ユーゲットミー,97.8,11.0,110.714,1.0,92.857,13.0,301.371,100.457,4.0
東京,2,11,リスレジャンデール,98.6,10.0,99.333,7.0,94.5,11.0,292.433,97.478,7.0
東京,2,12,エコロセレナ,95.8,15.0,,,99.333,7.0,,,
東京,2,13,ラスターヴァース,100.6,7.0,101.857,5.0,107.5,3.0,309.957,103.319,2.0
東京,2,14,アマビエ,110.0,1.0,95.333,10.0,76.714,17.0,282.047,94.016,10.0
東京,2,15,タイセイルビー,96.4,13.0,100.0,6.0,114.667,1.0,311.067,103.689,1.0
東京,2,16,チェンドル,96.0,14.0,79.167,12.0,93.571,12.0,268.738,89.579,11.0
東京,2,17,ブライトエアリー,,,98.5,8.0,91.333,14.0,,,
東京,2,18,シルバーゴールド,97.8,11.0,94.167,11.0,102.667,6.0,294.634,98.211,6.0
東京,3,1,シンエンドーツダ,110.6,1.0,109.857,1.0,96.143,10.0,316.6,105.533,2.0
東京,3,2,ピエドゥラパン,99.8,5.0,98.5,8.0,121.833,1.0,320.13300000000004,106.711,1.0
東京,3,3,フジテンクウ,99.0,6.0,106.667,4.0,109.286,4.0,314.953,104.984,4.0
東京,3,4,ロジクリスエス,95.4,12.0,,,93.667,14.0,,,
東京,3,5,モンサンドール,100.4,4.0,109.857,1.0,106.167,6.0,316.424,105.475,3.0
東京,3,6,ピルスナー,88.0,14.0,,,94.167,13.0,,,
