場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
札幌,1,1,ハイライトニング,102.2,4.0,103.714,2.0,110.5,1.0,316.414,105.471,2.0
札幌,1,2,ラシッド,,,,,107.667,4.0,,,
札幌,1,3,エバーシャンティ,98.6,6.0,100.833,3.0,93.5,6.0,292.933,97.644,5.0
札幌,1,4,ブルームオブピース,104.4,3.0,104.167,1.0,109.833,2.0,318.4,106.133,1.0
札幌,1,5,グロリアスマーチ,101.0,5.0,98.333,5.0,108.833,3.0,308.166,102.722,3.0
札幌,1,6,マイネルシンベリン,106.4,2.0,99.167,4.0,95.5,5.0,301.067,100.356,4.0
札幌,1,7,クリスタルメモリー,114.6,1.0,,,91.833,7.0,,,
札幌,2,1,スフレ,100.6,8.0,147.6,1.0,100.333,4.0,348.533,116.178,1.0
札幌,2,2,ユージュアーナ,106.8,5.0,105.833,6.0,106.571,3.0,319.20399999999995,106.401,3.0
札幌,2,3,ティアップマッハ,109.4,2.0,96.5,10.0,110.833,1.0,316.733,105.578,4.0
札幌,2,4,シンシーネ,,,107.167,5.0,98.429,6.0,,,
札幌,2,5,アイドルアイズ,,,107.333,4.0,95.333,10.0,,,
札幌,2,6,グランクリュ,108.0,4.0,94.0,11.0,95.5,9.0,297.5,99.167,8.0
札幌,2,7,シャインシュシュ,108.8,3.0,,,110.333,2.0,,,
札幌,2,8,ミストラルフェザー,105.2,6.0,98.0,8.0,98.167,7.0,301.36699999999996,100.456,7.0
札幌,2,9,エピックサイクル,116.8,1.0,97.5,9.0,91.667,14.0,305.967,101.989,6.0
札幌,2,10,ミセスリリー,101.6,7.0,93.0,13.0,99.833,5.0,294.433,98.144,9.0
札幌,2,11,メルヘンライズ,97.0,10.0,93.286,12.0,93.833,13.0,284.119,94.706,11.0
札幌,2,12,スマートイザナミ,97.4,9.0,147.6,1.0,95.167,11.0,340.16700000000003,113.389,2.0
札幌,2,13,カスバートテソーロ,94.8,11.0,119.5,3.0,96.5,8.0,310.8,103.6,5.0
札幌,2,14,サウンドルーチェ,93.25,12.0,98.714,7.0,95.167,11.0,287.131,95.71,10.0
札幌,3,1,ステラノヴァ,97.4,6.0,100.333,7.0,114.167,1.0,311.9,103.967,4.0
札幌,3,2,キョウエイセレッソ,,,104.167,5.0,95.167,9.0,,,
札幌,3,3,フルグライト,104.0,3.0,,,95.667,8.0,,,
札幌,3,4,ジェニー,93.25,7.0,83.167,9.0,99.167,6.0,275.584,91.861,7.0
札幌,3,5,レイアポポ,103.2,4.0,116.0,2.0,106.0,3.0,325.2,108.4,2.0
札幌,3,6,エアザキントス,114.4,1.0,102.714,6.0,94.857,11.0,311.971,103.99,3.0
札幌,3,7,ロードバルセロナ,,,90.0,8.0,99.167,6.0,,,
札幌,3,8,カービスベイ,92.5,8.0,108.6,3.0,102.667,4.0,303.767,101.256,5.0
札幌,3,9,ヒロスズラン,97.6,5.0,83.167,9.0,102.667,4.0,283.43399999999997,94.478,6.0
札幌,3,10,ディニトーソ,,,105.0,4.0,108.333,2.0,,,
札幌,3,11,ラピルスイメル,86.6,9.0,72.4,11.0,89.5,12.0,248.5,82.833,8.0
札幌,3,12,ブラックエンパイア,113.8,2.0,123.4,1.0,95.167,9.0,332.36699999999996,110.789,1.0
札幌,4,1,アルシャンティ,,,97.5,9.0,96.333,9.0,,,
札幌,4,2,エピファランド,105.0,3.0,94.5,12.0,108.143,3.0,307.64300000000003,102.548,4.0
札幌,4,3,ベルジャッド,86.5,11.0,104.333,2.0,100.333,8.0,291.166,97.055,7.0
札幌,4,4,バーンズベリー,104.6,4.0,103.0,5.0,90.0,11.0,297.6,99.2,6.0
札幌,4,5,ハクサンミラクル,106.0,2.0,,,104.667,6.0,,,
札幌,4,6,フリアフロリダ,103.6,6.0,,,113.833,1.0,,,
札幌,4,7,リラゲイル,102.6,7.0,104.333,2.0,107.833,4.0,314.76599999999996,104.922,2.0
札幌,4,8,スタークルージング,,,100.571,6.0,53.286,14.0,,,
札幌,4,9,アグネス,114.0,1.0,94.714,11.0,105.286,5.0,314.0,104.667,3.0
札幌,4,10,ワタシマツワ,95.5,10.0,107.5,1.0,104.5,7.0,307.5,102.5,5.0
札幌,4,11,リリーオブザハート,103.8,5.0,104.333,2.0,109.167,2.0,317.29999999999995,105.767,1.0
札幌,4,12,デザートスノー,86.0,12.0,97.857,8.0,80.0,13.0,263.85699999999997,87.952,10.0
札幌,4,13,ペタルブランシュ,101.4,8.0,97.286,10.0,81.143,12.0,279.829,93.276,9.0
札幌,4,14,ラウニウ,98.2,9.0,99.0,7.0,91.5,10.0,288.7,96.233,8.0
札幌,5,1,シンギュラーレディ,,,84.667,8.0,,,,,
札幌,5,2,エルドラド,112.8,2.0,102.167,3.0,82.0,8.0,296.967,98.989,4.0
札幌,5,3,リバテイー,115.4,1.0,,,102.333,3.0,,,
札幌,5,4,ナオミライトニング,105.6,5.0,96.5,5.0,102.0,4.0,304.1,101.367,2.0
札幌,5,5,ラスベガスサイン,97.4,7.0,99.833,4.0,103.833,1.0,301.06600000000003,100.355,3.0
札幌,5,6,ベンテンカグラ,96.25,8.0,88.333,7.0,101.167,5.0,285.75,95.25,5.0
札幌,5,7,プレヒティヒ,110.6,3.0,,,99.333,6.0,,,
札幌,5,8,グリーンスリーヴス,89.25,10.0,,,93.5,7.0,,,
札幌,5,9,ウーマンズパワー,107.2,4.0,109.5,1.0,102.833,2.0,319.533,106.511,1.0
札幌,5,10,ディアナタコス,91.4,9.0,92.667,6.0,,,,,
札幌,5,11,ブレッティレディ,100.0,6.0,106.5,2.0,56.833,9.0,263.33299999999997,87.778,6.0
札幌,6,1,メイショウゲキハ,97.4,6.0,95.0,10.0,98.286,7.0,290.68600000000004,96.895,7.0
札幌,6,2,メイショウマヒロ,85.25,10.0,108.667,1.0,107.714,2.0,301.631,100.544,5.0
札幌,6,3,ファリア,86.4,9.0,99.429,6.0,68.5,13.0,254.329,84.776,9.0
札幌,6,4,ブランディストック,,,97.286,9.0,92.857,11.0,,,
札幌,6,5,メイユウ,105.0,3.0,106.714,2.0,107.143,3.0,318.85699999999997,106.286,1.0
札幌,6,6,ピンクパラダイス,108.0,2.0,99.143,7.0,94.857,10.0,302.0,100.667,4.0
札幌,6,7,サヨノファントム,112.2,1.0,92.667,13.0,101.667,5.0,306.534,102.178,2.0
札幌,6,8,スマートテンペスト,101.6,4.0,,,105.0,4.0,,,
札幌,6,9,クリップクロップ,,,103.833,4.0,61.833,14.0,,,
札幌,6,10,ミスティマウンテン,97.0,7.0,104.286,3.0,98.333,6.0,299.619,99.873,6.0
札幌,6,11,シャドーストライク,100.6,5.0,103.6,5.0,98.167,8.0,302.36699999999996,100.789,3.0
札幌,6,12,レイナサグラーダ,,,95.0,10.0,116.571,1.0,,,
札幌,6,13,オロパタジン,93.25,8.0,98.333,8.0,90.833,12.0,282.416,94.139,8.0
札幌,6,14,トリプレーテ,,,93.5,12.0,97.5,9.0,,,
札幌,7,1,デルマジュテーム,98.2,5.0,109.286,1.0,81.333,8.0,288.81899999999996,96.273,6.0
札幌,7,2,ラーシャローム,96.8,7.0,95.833,6.0,102.167,2.0,294.79999999999995,98.267,4.0
札幌,7,3,ローレルオーブ,101.6,2.0,94.25,7.0,99.667,3.0,295.517,98.506,3.0
札幌,7,4,メイショウアゴナス,98.4,4.0,97.714,5.0,94.5,7.0,290.61400000000003,96.871,5.0
札幌,7,5,ペリプルス,,,99.5,4.0,99.333,4.0,,,
札幌,7,6,ベレーザフィン,90.8,8.0,92.5,9.0,,,,,
札幌,7,7,マテンロウゴールド,97.0,6.0,93.0,8.0,95.167,6.0,285.16700000000003,95.056,7.0
札幌,7,8,サリーチェ,101.0,3.0,101.571,3.0,102.714,1.0,305.28499999999997,101.762,2.0
札幌,7,9,テイキットイージー,108.4,1.0,102.167,2.0,96.714,5.0,307.281,102.427,1.0
札幌,8,1,カフェブーケット,103.6,4.0,171.4,1.0,,,,,
札幌,8,2,ウォーターリーダー,95.0,8.0,97.667,7.0,81.5,12.0,274.16700000000003,91.389,7.0
札幌,8,3,ブレイジングスター,,,79.833,12.0,95.833,7.0,,,
札幌,8,4,コスモシェルベット,95.6,7.0,95.667,10.0,106.333,1.0,297.6,99.2,3.0
札幌,8,5,メイショウハマギク,67.25,11.0,95.667,10.0,104.167,5.0,267.084,89.028,8.0
札幌,8,6,バイアビリティ,106.2,3.0,104.0,5.0,,,,,
札幌,8,7,ゼロスネーク,108.6,2.0,114.833,3.0,105.333,2.0,328.76599999999996,109.589,2.0
札幌,8,8,トルズイーガー,,,96.8,8.0,104.5,4.0,,,
札幌,8,9,マタミカンサン,101.0,6.0,143.5,2.0,93.571,9.0,338.071,112.69,1.0
札幌,8,10,ルグランシャリオ,83.75,10.0,,,88.0,10.0,,,
札幌,8,11,ロストボール,87.8,9.0,106.286,4.0,87.286,11.0,281.372,93.791,6.0
札幌,8,12,ジュンラトゥール,,,103.571,6.0,105.143,3.0,,,
札幌,8,13,レイワサンサン,103.6,4.0,95.8,9.0,98.0,6.0,297.4,99.133,4.0
札幌,8,14,ファイヤーウィップ,111.2,1.0,79.8,13.0,94.714,8.0,285.714,95.238,5.0
札幌,9,1,リュウノプティ,96.4,5.0,84.286,7.0,82.571,5.0,263.257,87.752,3.0
札幌,9,2,ロイヤルタイム,101.4,3.0,88.667,5.0,113.833,1.0,303.9,101.3,2.0
札幌,9,3,ミリオンクラウン,98.0,4.0,88.286,6.0,,,,,
札幌,9,4,ブラックハヤテ,103.8,2.0,112.167,1.0,89.333,3.0,305.29999999999995,101.767,1.0
札幌,9,5,ニューアライブ,,,102.429,2.0,,,,,
札幌,9,6,シンデレラガール,105.0,1.0,,,91.833,2.0,,,
札幌,9,7,ハクアイストーリー,,,98.857,4.0,,,,,
札幌,9,8,アスクエジンバラ,,,99.667,3.0,83.833,4.0,,,
札幌,10,1,ルージュイストリア,,,106.0,2.0,,,,,
