場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
東京,1,1,ソークール,95.2,11.0,,,91.833,9.0,,,
東京,1,2,スピネルテソーロ,99.0,6.0,95.714,7.0,91.333,12.0,286.047,95.349,6.0
東京,1,3,ニャンキニーズ,101.2,4.0,,,88.5,13.0,,,
東京,1,4,リアライズタキオン,103.4,1.0,98.429,4.0,105.333,3.0,307.16200000000003,102.387,1.0
東京,1,5,ウルヴァリン,95.0,12.0,96.714,6.0,88.167,14.0,279.881,93.294,7.0
東京,1,6,ゴットタレント,96.2,10.0,,,98.667,6.0,,,
東京,1,7,カシノユメミヅキ,74.8,15.0,92.857,8.0,86.833,15.0,254.48999999999998,84.83,8.0
東京,1,8,パワポケウォーズ,,,110.286,2.0,116.333,2.0,,,
東京,1,9,レーヴドクロンヌ,97.0,8.0,91.143,9.0,100.5,5.0,288.64300000000003,96.214,4.0
東京,1,10,ラストシャイニー,98.2,7.0,,,119.667,1.0,,,
東京,1,11,ミラクルカイザー,101.8,3.0,101.143,3.0,91.667,10.0,294.61,98.203,3.0
東京,1,12,センジュキヨマル,96.8,9.0,80.286,10.0,72.5,16.0,249.586,83.195,9.0
東京,1,13,テンカムテキ,95.0,12.0,97.571,5.0,93.667,7.0,286.238,95.413,5.0
東京,1,14,イナズマダイモン,103.0,2.0,,,93.5,8.0,,,
東京,1,15,サンクスアミリオン,90.2,14.0,,,105.0,4.0,,,
東京,1,16,ディアファニス,100.6,5.0,114.0,1.0,91.667,10.0,306.267,102.089,2.0
東京,2,1,ミッキーマーメイド,101.0,4.0,98.714,3.0,99.0,4.0,298.714,99.571,2.0
東京,2,2,ブルージェネシス,,,,,89.0,8.0,,,
東京,2,3,アルデキングダム,89.8,7.0,81.0,6.0,72.5,9.0,243.3,81.1,6.0
東京,2,4,セイウンアズール,102.2,3.0,,,114.667,1.0,,,
東京,2,5,ガードオブオナー,98.6,5.0,98.429,4.0,96.5,5.0,293.529,97.843,3.0
東京,2,6,オーキッドワン,91.0,6.0,97.833,5.0,93.571,6.0,282.404,94.135,4.0
東京,2,7,アイムスティルミー,110.0,1.0,110.0,1.0,107.5,2.0,327.5,109.167,1.0
東京,2,8,スカイストライプス,103.8,2.0,,,104.0,3.0,,,
東京,2,9,コスモグロボーサ,73.6,8.0,100.286,2.0,90.429,7.0,264.315,88.105,5.0
東京,3,1,ファインサマーデイ,100.8,8.0,103.833,3.0,100.167,7.0,304.79999999999995,101.6,3.0
東京,3,2,リケアフェデリーニ,129.6,1.0,98.5,9.0,66.833,17.0,294.933,98.311,8.0
東京,3,3,エフティヴェント,74.6,18.0,99.167,8.0,101.167,5.0,274.93399999999997,91.645,12.0
東京,3,4,ピコテーパー,102.4,4.0,96.833,11.0,90.833,15.0,290.06600000000003,96.689,10.0
東京,3,5,モンテール,102.4,4.0,99.333,7.0,94.0,13.0,295.733,98.578,7.0
東京,3,6,ウィザードオブマリ,85.8,17.0,,,66.833,17.0,,,
東京,3,7,ソヴァージュ,100.6,9.0,89.0,12.0,83.0,16.0,272.6,90.867,13.0
東京,3,8,アイファーサックス,100.4,11.0,87.5,13.0,98.333,8.0,286.233,95.411,11.0
東京,3,9,ジャスフォール,95.2,13.0,100.333,6.0,105.667,3.0,301.20000000000005,100.4,5.0
東京,3,10,フーディエラン,101.6,6.0,,,96.0,11.0,,,
東京,3,11,ナンヨーメルシー,102.6,3.0,101.167,5.0,97.667,9.0,301.43399999999997,100.478,4.0
東京,3,12,モンサンドール,101.0,7.0,110.333,2.0,106.333,2.0,317.666,105.889,2.0
東京,3,13,ブランチアウト,90.4,15.0,103.167,4.0,96.833,10.0,290.4,96.8,9.0
東京,3,14,ミラビリオン,110.4,2.0,,,95.5,12.0,,,
東京,3,15,ワイルドカモミール,89.0,16.0,,,101.167,5.0,,,
東京,3,16,ショウナンパトス,100.6,9.0,134.333,1.0,93.833,14.0,328.76599999999996,109.589,1.0
東京,3,17,テラシエスタ,92.8,14.0,98.333,10.0,105.333,4.0,296.466,98.822,6.0
東京,3,18,ディサイドオンミー,98.4,12.0,,,128.0,1.0,,,
東京,4,1,スズカハービン,115.5,3.0,100.0,2.0,87.5,7.0,303.0,101.0,2.0
東京,4,2,マイネルヴァッサー,83.5,7.0,,,82.5,8.0,,,
東京,4,3,テクネチウム,133.5,2.0,111.0,1.0,,,,,
東京,4,4,パープルアドミラル,70.0,11.0,,,100.0,4.0,,,
東京,4,5,ブリエヴェール,78.0,8.0,74.0,7.0,91.5,6.0,243.5,81.167,7.0
東京,4,6,スピアヘッド,74.0,9.0,100.0,2.0,75.5,9.0,249.5,83.167,6.0
東京,4,7,ピーターサイト,107.5,5.0,68.0,8.0,100.0,4.0,275.5,91.833,4.0
東京,4,8,ピンポイントドロー,111.5,4.0,64.5,9.0,,,,,
東京,4,9,モントライゼ,138.0,1.0,91.0,6.0,102.5,1.0,331.5,110.5,1.0
東京,4,10,シゲルタヌキ,96.0,6.0,96.0,4.0,102.0,2.0,294.0,98.0,3.0
東京,4,11,ジオフロント,74.0,9.0,91.5,5.0,100.5,3.0,266.0,88.667,5.0
東京,5,1,スカーレットジーン,98.4,11.0,91.833,11.0,81.833,16.0,272.06600000000003,90.689,11.0
東京,5,2,ヴェルメロディ,100.5,8.0,99.0,5.0,95.333,9.0,294.83299999999997,98.278,7.0
東京,5,3,カレントゥルーシー,100.4,9.0,,,93.167,12.0,,,
東京,5,4,ウインターアヘッド,103.4,3.0,117.833,1.0,110.167,1.0,331.4,110.467,1.0
東京,5,5,スカイリッチ,99.6,10.0,98.667,6.0,97.167,6.0,295.43399999999997,98.478,6.0
東京,5,6,エコロセレナ,93.6,16.0,,,93.833,11.0,,,
東京,5,7,アタックエース,122.4,1.0,92.0,10.0,66.167,17.0,280.567,93.522,9.0
