場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
福島,1,1,フレーズボンボン,89.6,13.0,87.667,12.0,96.5,10.0,273.767,91.256,10.0
福島,1,2,レトロブーム,,,108.286,4.0,94.429,12.0,,,
福島,1,3,ゴールドシャーク,97.2,10.0,105.714,7.0,100.286,8.0,303.2,101.067,5.0
福島,1,4,カツノトゥウェルヴ,,,107.143,5.0,84.833,15.0,,,
福島,1,5,ドリームアンコール,111.6,2.0,87.667,12.0,103.0,4.0,302.267,100.756,6.0
福島,1,6,ワンダーサリュー,133.8,1.0,,,88.833,14.0,,,
福島,1,7,ワンダーアンジェ,102.0,3.0,104.571,8.0,112.0,1.0,318.571,106.19,1.0
福島,1,8,ベルトネ,101.0,5.0,106.0,6.0,100.714,7.0,307.714,102.571,3.0
福島,1,9,ジョイナーテソーロ,99.6,7.0,97.167,10.0,93.833,13.0,290.6,96.867,9.0
福島,1,10,ヒタムキ,97.6,9.0,92.714,11.0,111.167,2.0,301.481,100.494,7.0
福島,1,11,コモモチャン,99.6,7.0,,,109.429,3.0,,,
福島,1,12,ニッシンゲッポ,82.0,14.0,116.0,1.0,101.286,5.0,299.286,99.762,8.0
福島,1,13,メイショウドライブ,96.2,11.0,116.0,1.0,96.833,9.0,309.033,103.011,2.0
福島,1,14,キャラメリー,92.0,12.0,80.0,14.0,101.0,6.0,273.0,91.0,11.0
福島,1,15,フェデルミエール,101.4,4.0,109.143,3.0,96.333,11.0,306.876,102.292,4.0
福島,1,16,カフェアリス,99.8,6.0,99.286,9.0,,,,,
福島,2,1,ノブダブルホワイト,,,95.167,13.0,101.167,7.0,,,
福島,2,2,レイリースピリット,104.4,6.0,97.833,9.0,96.0,10.0,298.233,99.411,7.0
福島,2,3,ブライティアブーケ,137.4,1.0,99.5,7.0,101.833,6.0,338.733,112.911,1.0
福島,2,4,アスコットレイ,86.6,14.0,94.6,14.0,87.0,14.0,268.2,89.4,14.0
福島,2,5,シーザサンライズ,99.0,10.0,99.571,6.0,110.143,3.0,308.714,102.905,6.0
福島,2,6,ユーティジャーニー,99.6,9.0,,,113.571,1.0,,,
福島,2,7,エコロジェイド,90.2,13.0,98.5,8.0,91.286,13.0,279.986,93.329,13.0
福島,2,8,クリノボタンチャン,94.4,12.0,101.833,4.0,100.571,9.0,296.804,98.935,8.0
福島,2,9,ミストラルフェザー,100.6,8.0,96.714,11.0,95.0,11.0,292.31399999999996,97.438,9.0
福島,2,10,キャンディリボン,101.0,7.0,100.6,5.0,109.667,4.0,311.267,103.756,5.0
福島,2,11,リケアコンパンナ,112.0,2.0,95.333,12.0,84.429,15.0,291.762,97.254,10.0
