場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
東京,1,1,ロイヤルスパイア,97.6,9.0,103.0,5.0,91.333,10.0,291.933,97.311,8.0
東京,1,2,タイキブリッツェン,103.2,2.0,115.5,1.0,97.833,9.0,316.533,105.511,1.0
東京,1,3,メイショウユウブ,99.0,7.0,94.667,13.0,106.5,1.0,300.16700000000003,100.056,6.0
東京,1,4,サバイバルトゥルー,98.4,8.0,103.167,4.0,86.833,12.0,288.4,96.133,10.0
東京,1,5,アヴァランチ,,,97.714,12.0,100.5,7.0,,,
東京,1,6,セントゴーデンス,96.8,10.0,98.5,10.0,102.5,5.0,297.8,99.267,7.0
東京,1,7,ジェイエルモーダル,99.6,6.0,99.714,9.0,89.667,11.0,288.981,96.327,9.0
東京,1,8,ロイヤルアデレード,,,100.167,8.0,102.833,4.0,,,
東京,1,9,キリミツ,100.2,5.0,98.429,11.0,85.286,13.0,283.915,94.638,11.0
東京,1,10,ライカ,101.2,3.0,102.0,7.0,100.571,6.0,303.77099999999996,101.257,3.0
東京,1,11,リアライズタキオン,103.4,1.0,103.5,2.0,105.333,3.0,312.233,104.078,2.0
東京,1,12,ヤマメナイト,100.6,4.0,103.429,3.0,99.0,8.0,303.029,101.01,5.0
東京,1,13,ビッキーセカンド,95.0,11.0,102.167,6.0,106.0,2.0,303.16700000000003,101.056,4.0
東京,2,1,リュウノエッセンス,,,99.0,7.0,91.167,12.0,,,
東京,2,2,チェイサー,96.4,12.0,103.143,3.0,89.667,13.0,289.21000000000004,96.403,9.0
東京,2,3,ラプランセス,98.4,10.0,97.0,10.0,102.5,6.0,297.9,99.3,5.0
東京,2,4,シャインフォーミー,102.2,3.0,100.143,6.0,88.667,15.0,291.01,97.003,7.0
東京,2,5,ジュニートワン,80.2,15.0,102.667,4.0,104.167,5.0,287.034,95.678,10.0
東京,2,6,バオシェテンシ,98.2,11.0,96.833,12.0,89.667,13.0,284.70000000000005,94.9,11.0
東京,2,7,チッタデラモーレ,100.6,6.0,94.571,14.0,95.167,10.0,290.33799999999997,96.779,8.0
東京,2,8,ソワンドヴィクター,99.8,8.0,95.0,13.0,105.0,3.0,299.8,99.933,4.0
東京,2,9,プラネタリーアワー,,,102.667,4.0,102.0,7.0,,,
東京,2,10,グランマエストロ,99.2,9.0,97.0,10.0,106.5,2.0,302.7,100.9,2.0
東京,2,11,カズノダイジョウ,100.4,7.0,97.5,9.0,,,,,
東京,2,12,スピットブレイク,95.6,13.0,113.0,1.0,94.667,11.0,303.267,101.089,1.0
東京,2,13,アグネスクレスト,101.6,5.0,94.333,15.0,96.5,9.0,292.433,97.478,6.0
東京,2,14,メーレスブリーゼ,104.2,2.0,92.167,16.0,85.667,16.0,282.034,94.011,12.0
東京,2,15,バーヴァンシー,102.2,3.0,,,72.0,17.0,,,
東京,2,16,ハートニヒヲツケテ,87.0,14.0,99.0,7.0,114.0,1.0,300.0,100.0,3.0
東京,2,17,ニューカワイイ,,,103.333,2.0,101.0,8.0,,,
東京,2,18,サラサチャチャチャ,110.6,1.0,,,104.857,4.0,,,
東京,3,1,ブリガンティン,96.0,9.0,,,104.5,1.0,,,
東京,3,2,ペイシャロッチ,89.2,10.0,,,85.167,9.0,,,
東京,3,3,チャチャット,100.8,3.0,101.0,4.0,,,,,
東京,3,4,ファインブライト,100.0,5.0,99.143,5.0,85.667,8.0,284.81,94.937,6.0
東京,3,5,ゴコウコイコイ,98.2,6.0,96.571,7.0,94.5,4.0,289.271,96.424,3.0
東京,3,6,ナンヨーロイヤル,97.8,7.0,104.0,2.0,95.167,3.0,296.967,98.989,1.0
東京,3,7,アマイクチヅケ,109.8,1.0,97.286,6.0,87.833,7.0,294.919,98.306,2.0
東京,3,8,ダノンプレリュード,,,103.571,3.0,101.333,2.0,,,
東京,3,9,ノブステップ,88.6,11.0,,,,,,,
東京,3,10,ティブロン,102.2,2.0,96.571,7.0,88.167,6.0,286.938,95.646,4.0
東京,3,11,ウインカグヤヒメ,100.6,4.0,92.429,9.0,91.571,5.0,284.6,94.867,7.0
東京,3,12,ネッカーズルム,97.8,7.0,113.0,1.0,74.167,10.0,284.967,94.989,5.0
東京,4,1,ライトブルースカイ,92.2,11.0,69.0,11.0,,,,,
東京,4,2,オクトーバーナイン,,,93.667,9.0,109.333,3.0,,,
東京,4,3,ローズオブジャパン,94.4,9.0,103.333,4.0,96.667,13.0,294.4,98.133,7.0
東京,4,4,フェスティヴニーサ,107.4,2.0,109.667,2.0,97.833,11.0,314.9,104.967,1.0
東京,4,5,ウチュウノハナ,101.8,5.0,97.5,7.0,106.0,4.0,305.3,101.767,2.0
東京,4,6,タケノリダー,103.0,3.0,,,100.333,8.0,,,
東京,4,7,テンカラットレター,91.2,12.0,92.667,10.0,111.833,2.0,295.70000000000005,98.567,6.0
東京,4,8,テンノルーキー,102.2,4.0,95.0,8.0,101.5,6.0,298.7,99.567,4.0
東京,4,9,カスターニエ,90.4,13.0,98.333,6.0,97.5,12.0,286.233,95.411,8.0
東京,4,10,ガンダ,93.2,10.0,105.143,3.0,98.0,10.0,296.343,98.781,5.0
東京,4,11,ルージュリヴィエラ,100.8,6.0,103.0,5.0,101.167,7.0,304.967,101.656,3.0
東京,4,12,ブルーマッキンジー,81.4,14.0,,,115.5,1.0,,,
東京,4,13,イッツソーブライト,120.0,1.0,,,74.833,15.0,,,
東京,4,14,シエルライズ,99.4,7.0,,,98.5,9.0,,,
東京,4,15,フローライト,,,115.167,1.0,105.0,5.0,,,
東京,4,16,ハッピーカーン,97.4,8.0,,,83.0,14.0,,,
東京,5,1,ニシノネガイ,90.0,10.0,96.0,6.0,78.167,12.0,264.16700000000003,88.056,8.0
東京,5,2,リッチリーエコー,89.0,11.0,92.5,9.0,98.667,9.0,280.16700000000003,93.389,7.0
東京,5,3,ニシノトップダノン,100.8,3.0,,,101.167,5.0,,,
東京,5,4,パーフェクトスノー,91.8,9.0,94.667,8.0,101.167,5.0,287.634,95.878,6.0
東京,5,5,ホウオウチャールズ,104.6,2.0,92.5,9.0,106.5,2.0,303.6,101.2,4.0
東京,5,6,クリオロゴールド,94.8,8.0,95.0,7.0,100.167,8.0,289.967,96.656,5.0
東京,5,7,ヴァロアーク,99.6,6.0,101.167,2.0,106.5,2.0,307.267,102.422,2.0
東京,5,8,ロンギングセリーヌ,100.6,4.0,98.667,4.0,119.0,1.0,318.267,106.089,1.0
東京,5,9,ピンクサウスポー,106.6,1.0,,,102.5,4.0,,,
東京,5,10,ヒナサクラ,99.8,5.0,103.333,1.0,100.5,7.0,303.633,101.211,3.0
東京,5,11,ラショナルポイント,,,,,96.167,10.0,,,
東京,5,12,エクリュ,96.8,7.0,101.167,2.0,,,,,
東京,5,13,ゲンテン,,,96.833,5.0,85.167,11.0,,,
東京,6,1,キョウエイカンセ,95.4,11.0,94.167,10.0,99.143,6.0,288.71000000000004,96.237,9.0
東京,6,2,コーカサスゴールド,,,105.333,3.0,88.833,14.0,,,
東京,6,3,マルセルテソーロ,101.4,4.0,93.0,12.0,102.833,5.0,297.233,99.078,5.0
東京,6,4,プレジール,96.2,9.0,98.429,6.0,104.571,4.0,299.20000000000005,99.733,4.0
東京,6,5,キチロクキャップ,99.2,8.0,93.167,11.0,97.333,7.0,289.70000000000005,96.567,8.0
東京,6,6,サノノアメリカン,72.0,13.0,92.571,13.0,84.167,16.0,248.738,82.913,12.0
東京,6,7,ヘインズポイント,100.6,5.0,96.333,9.0,105.333,3.0,302.26599999999996,100.755,3.0
東京,6,8,エドワードバローズ,101.6,3.0,98.0,7.0,95.667,10.0,295.267,98.422,6.0
東京,6,9,サムワンライクユー,95.4,11.0,116.4,1.0,115.167,2.0,326.967,108.989,1.0
東京,6,10,プロピエダッド,102.8,2.0,87.6,14.0,94.833,11.0,285.23299999999995,95.078,10.0
