場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
東京,1,1,キャストロププ,97.0,11.0,101.4,4.0,92.0,11.0,290.4,96.8,7.0
東京,1,2,クラウンハート,98.6,9.0,113.0,1.0,88.143,13.0,299.743,99.914,4.0
東京,1,3,シルフラ,106.6,1.0,95.833,7.0,98.667,4.0,301.1,100.367,2.0
東京,1,4,コーシューパンジャ,103.6,3.0,55.5,13.0,80.143,15.0,239.243,79.748,14.0
東京,1,5,ファリア,96.2,13.0,89.667,11.0,72.286,16.0,258.153,86.051,11.0
東京,1,6,エムティエスターテ,97.6,10.0,104.286,3.0,94.667,8.0,296.553,98.851,6.0
東京,1,7,アリアルブラック,103.0,6.0,90.143,10.0,105.714,1.0,298.85699999999997,99.619,5.0
東京,1,8,ロジディーズ,101.4,7.0,93.857,8.0,91.571,12.0,286.828,95.609,9.0
東京,1,9,キャンディブーケ,,,100.571,5.0,95.167,7.0,,,
東京,1,10,ウインレアリゼ,103.2,5.0,55.5,13.0,96.5,6.0,255.2,85.067,12.0
東京,1,11,ユウオウマイシン,104.4,2.0,86.429,12.0,97.0,5.0,287.829,95.943,8.0
東京,1,12,ニニンサンキャク,100.4,8.0,,,82.833,14.0,,,
東京,1,13,マイネルブリオン,95.0,14.0,55.5,13.0,94.667,8.0,245.167,81.722,13.0
東京,1,14,プリヤンカー,103.4,4.0,97.571,6.0,99.429,3.0,300.4,100.133,3.0
東京,1,15,ミヤイグアス,87.4,15.0,90.286,9.0,93.429,10.0,271.115,90.372,10.0
東京,1,16,ミスティマウンテン,96.8,12.0,112.714,2.0,104.833,2.0,314.347,104.782,1.0
東京,2,1,ミスパナギア,105.6,5.0,62.333,14.0,102.333,3.0,270.26599999999996,90.089,10.0
東京,2,2,クレヨンポップ,93.4,11.0,108.833,1.0,83.667,13.0,285.9,95.3,7.0
東京,2,3,アデーレカフェ,106.6,4.0,,,102.833,2.0,,,
東京,2,4,カークスマイル,99.4,7.0,102.667,3.0,100.5,8.0,302.567,100.856,3.0
東京,2,5,メモリアカフェ,84.0,13.0,96.8,10.0,94.833,10.0,275.63300000000004,91.878,8.0
東京,2,6,コーリンフウガ,125.6,1.0,97.333,9.0,97.833,9.0,320.76599999999996,106.922,1.0
東京,2,7,ケイツーシェケル,88.4,12.0,101.0,5.0,81.167,14.0,270.567,90.189,9.0
東京,2,8,シャンドネージュ,80.6,14.0,93.5,11.0,90.0,12.0,264.1,88.033,13.0
東京,2,9,ダークスピリット,107.4,3.0,105.0,2.0,56.333,15.0,268.733,89.578,12.0
東京,2,10,ロジアンドモルタル,98.2,8.0,102.167,4.0,100.833,6.0,301.20000000000005,100.4,5.0
東京,2,11,ウイントワイライト,98.0,9.0,98.167,8.0,102.0,5.0,298.16700000000003,99.389,6.0
東京,2,12,ハクシンアスリート,101.2,6.0,99.833,7.0,100.833,6.0,301.866,100.622,4.0
東京,2,13,ハナヒラク,76.4,15.0,,,90.833,11.0,,,
東京,2,14,オカノマルコチャン,120.0,2.0,92.667,12.0,56.333,15.0,269.0,89.667,11.0
東京,2,15,フクチャンヒメ,,,100.833,6.0,102.167,4.0,,,
東京,2,16,ガンバレベアー,94.4,10.0,88.333,13.0,121.667,1.0,304.4,101.467,2.0
東京,3,1,タイキブライトン,76.6,14.0,103.0,4.0,93.833,12.0,273.433,91.144,13.0
東京,3,2,ライズトゥザトップ,101.2,6.0,105.0,2.0,100.571,9.0,306.77099999999996,102.257,4.0
東京,3,3,オオタチ,101.4,5.0,95.833,11.0,104.0,4.0,301.233,100.411,5.0
東京,3,4,ジーティートゥルー,97.4,10.0,99.714,7.0,102.0,6.0,299.11400000000003,99.705,7.0
