場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
函館,1,未勝利,芝,1200,良,1,ミリオンヒット,3歳,鷲頭虎太,伊坂重信,差し,,0.0,短距離,右回り,,Lv2 ,396,休明初戦,距離短縮
函館,1,未勝利,芝,1200,良,2,ワタシマツワ,3歳,小林美駒,竹内正洋,先行,0.0,0.0,短距離,右回り,,Lv2 ,422,休明2走,
函館,1,未勝利,芝,1200,良,3,セゾンデフィーユ,3歳,横山武史,稲垣幸雄,先行,100.0,100.0,短距離,右回り,,Lv2 ,462,,
函館,1,未勝利,芝,1200,良,4,ロネット,3歳,武豊,浜田多実,先行,0.0,33.33333333333333,短距離,右回り,,Lv2 ,418,,
函館,1,未勝利,芝,1200,良,5,キムケンフォトン,3歳,藤岡佑介,矢作芳人,差し,,,短距離,右回り,,Lv2 ,418,休明3走,距離延長
函館,1,未勝利,芝,1200,良,6,ハナヒラク,3歳,原田和真,萱野浩二,差し,0.0,0.0,短距離,右回り,,Lv2 ,456,,
函館,1,未勝利,芝,1200,良,7,ハーフェン,3歳,丹内祐次,新開幸一,先行,,,短距離,右回り,,Lv2 ,404,,距離短縮
函館,1,未勝利,芝,1200,良,8,ドラマツルギー,3歳,柴田裕一,大根田裕,追込,0.0,0.0,短距離,右回り,,Lv2 ,420,連闘,
函館,1,未勝利,芝,1200,良,9,ゴールドサニーデイ,3歳,斎藤新,渡辺薫彦,差し,0.0,0.0,短距離,右回り,,Lv2 ,420,,
函館,1,未勝利,芝,1200,良,10,カルミネイション,3歳,森田誠也,緒方努,先行,40.0,25.0,短距離,右回り,,Lv2 ,450,休明3走,
函館,1,未勝利,芝,1200,良,11,ワンダーアンジェ,3歳,和田陽希,吉村圭司,追込,,,短距離,右回り,,Lv2 ,456,,距離短縮
函館,1,未勝利,芝,1200,良,12,テーオーシュターデ,3歳,古川吉洋,宮徹,先行,0.0,30.0,短距離,右回り,,Lv2 ,444,休明3走,距離延長
函館,1,未勝利,芝,1200,良,13,リリーオブザハート,3歳,鮫島克駿,辻野泰之,差し,100.0,100.0,短距離,右回り,,Lv2 ,418,,
函館,1,未勝利,芝,1200,良,14,フューチャーファン,3歳,北村友一,国枝栄,先行,0.0,,短距離,右回り,,Lv2 ,446,休明2走,距離短縮
函館,2,未勝利,ダート,1000,良,1,ニッシンゲッポ,3歳,佐々木大,金成貴史,差し,0.0,0.0,短距離,右回り,,Lv1 ,432,,
函館,2,未勝利,ダート,1000,良,2,カーヌスティ,3歳,北村友一,蛯名正義,差し,0.0,,短距離,右回り,,Lv1 ,498,休明3走,距離短縮
函館,2,未勝利,ダート,1000,良,3,メイショウルーチェ,3歳,松本大輝,飯田祐史,追込,,0.0,短距離,右回り,,Lv1 ,448,休明2走,距離短縮
函館,2,未勝利,ダート,1000,良,4,エイシンパルサー,3歳,松岡正海,田中剛,逃げ,0.0,,短距離,右回り,,Lv1 ,504,,距離短縮
函館,2,未勝利,ダート,1000,良,5,グルナルーフス,3歳,鷲頭虎太,中川公成,先行,0.0,20.0,短距離,右回り,,Lv1 ,492,連闘,
函館,2,未勝利,ダート,1000,良,6,レイアポポ,3歳,丹内祐次,青木孝文,先行,,100.0,短距離,右回り,,Lv1 ,468,休明初戦,距離短縮
函館,2,未勝利,ダート,1000,良,7,ラピルスイメル,3歳,古川奈穂,小崎憲,先行,0.0,0.0,短距離,右回り,,Lv1 ,504,,
函館,2,未勝利,ダート,1000,良,8,サヨノミッキー,3歳,柴田裕一,羽月友彦,差し,,0.0,短距離,右回り,,Lv1 ,460,,距離短縮
函館,2,未勝利,ダート,1000,良,9,テーオーテバルディ,3歳,和田陽希,藤野健太,差し,0.0,0.0,短距離,右回り,,Lv1 ,442,休明2走,
函館,2,未勝利,ダート,1000,良,10,サラサエンペラー,3歳,舟山瑠泉,村田一誠,先行,0.0,0.0,短距離,右回り,,Lv1 ,472,休明2走,距離短縮
函館,2,未勝利,ダート,1000,良,11,コッコラーレ,3歳,小林美駒,鈴木孝志,先行,100.0,40.0,短距離,右回り,,Lv1 ,486,,
函館,2,未勝利,ダート,1000,良,12,ショウナンラリー,3歳,横山和生,嘉藤貴行,先行,50.0,66.66666666666666,短距離,右回り,,Lv1 ,488,,
函館,3,未勝利,芝,1800,良,1,メムエクラ,3歳,柴田裕一,高木登,追込,,,中距離,右回り,,Lv2 ,482,,距離短縮
函館,3,未勝利,芝,1800,良,2,ウインキララ,3歳,舟山瑠泉,鹿戸雄一,逃げ,0.0,0.0,中距離,右回り,,Lv2 ,442,連闘,距離短縮
函館,3,未勝利,芝,1800,良,3,パーフェクトパール,3歳,佐々木大,中内田充,差し,100.0,50.0,中距離,右回り,,Lv2 ,482,休明2走,
函館,3,未勝利,芝,1800,良,4,コンドゥイア,3歳,鷲頭虎太,井上智史,先行,100.0,50.0,中距離,右回り,,Lv2 ,488,,
