場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
福島,1,1,フレーズボンボン,永島まな,-699.0,-2700.0,-4754.0,-3380.0,-4167.0,,-15700.0,14.0
福島,1,2,レトロブーム,上里直汰,,,,,,,,
福島,1,3,ゴールドシャーク,荻野極　,-868.0,-421.0,250.0,1835.0,-1724.0,,-928.0,7.0
福島,1,4,カツノトゥウェルヴ,遠藤汰月,,,,,,,,
福島,1,5,ドリームアンコール,菊沢一樹,1926.0,3343.0,2401.0,3695.0,2520.0,,13885.0,1.0
福島,1,6,ワンダーサリュー,荻野琢真,0.0,1474.0,326.0,2136.0,1665.0,,5601.0,2.0
福島,1,7,ワンダーアンジェ,川又賢治,50.0,-233.0,-28.0,242.0,-557.0,,-526.0,6.0
福島,1,8,ベルトネ,古川吉洋,37.0,505.0,-1488.0,1137.0,412.0,,603.0,5.0
福島,1,9,ジョイナーテソーロ,丹内祐次,-603.0,665.0,-92.0,-600.0,3082.0,,2452.0,3.0
福島,1,10,ヒタムキ,横山琉人,128.0,-1045.0,567.0,-1128.0,-563.0,,-2041.0,8.0
福島,1,11,コモモチャン,古川奈穂,902.0,-1108.0,-791.0,-977.0,-1283.0,,-3257.0,11.0
福島,1,12,ニッシンゲッポ,石神深道,-1646.0,-455.0,-3589.0,-2057.0,-2181.0,,-9928.0,13.0
福島,1,13,メイショウドライブ,小沢大仁,671.0,-923.0,-1561.0,-6122.0,1298.0,,-6637.0,12.0
福島,1,14,キャラメリー,小林脩斗,-398.0,-1210.0,-113.0,-326.0,-862.0,,-2909.0,10.0
福島,1,15,フェデルミエール,斎藤新　,-111.0,214.0,382.0,551.0,625.0,,1661.0,4.0
福島,1,16,カフェアリス,石田拓郎,1536.0,980.0,-675.0,-2815.0,-1195.0,,-2169.0,9.0
福島,2,1,ノブダブルホワイト,上里直汰,,,,,,,,
福島,2,2,レイリースピリット,川須栄彦,0.0,-1040.0,-865.0,-1120.0,-2819.0,,-5844.0,13.0
福島,2,3,ブライティアブーケ,荻野琢真,0.0,1474.0,1251.0,2136.0,1665.0,,6526.0,2.0
福島,2,4,アスコットレイ,小林脩斗,-398.0,-1210.0,-2159.0,-326.0,-862.0,,-4955.0,11.0
福島,2,5,シーザサンライズ,古川奈穂,902.0,-1108.0,-646.0,-977.0,-1283.0,,-3112.0,9.0
福島,2,6,ユーティジャーニー,小林美駒,856.0,-1267.0,195.0,-935.0,-896.0,,-2047.0,8.0
福島,2,7,エコロジェイド,永島まな,-699.0,-2700.0,-4025.0,-3380.0,-4167.0,,-14971.0,15.0
福島,2,8,クリノボタンチャン,川端海翼,-687.0,-2206.0,-19.0,1647.0,-137.0,,-1402.0,7.0
福島,2,9,ミストラルフェザー,斎藤新　,-111.0,214.0,-479.0,551.0,625.0,,800.0,6.0
福島,2,10,キャンディリボン,丹内祐次,-603.0,665.0,3364.0,-600.0,3082.0,,5908.0,3.0
福島,2,11,リケアコンパンナ,菊沢一樹,1926.0,3343.0,2869.0,3695.0,2520.0,,14353.0,1.0
福島,2,12,ルナティックアイ,今村聖奈,546.0,-1511.0,-920.0,-913.0,-2239.0,,-5037.0,12.0
福島,2,13,ブラックソンソルト,角田大和,179.0,-93.0,1907.0,2205.0,1074.0,,5272.0,4.0
福島,2,14,スピードイエロー,柴田裕一,-1747.0,-1251.0,-3832.0,695.0,-2814.0,,-8949.0,14.0
福島,2,15,アンダーザライト,丸山元気,-597.0,-218.0,-921.0,-725.0,-1593.0,,-4054.0,10.0
福島,2,16,シャンハイノハナ,古川吉洋,37.0,505.0,2441.0,1137.0,412.0,,4532.0,5.0
福島,3,1,グランダイト,上里直汰,,,,,,,,
福島,3,2,サニースマイル,古川奈穂,902.0,-1108.0,-791.0,-842.0,-1283.0,,-3122.0,10.0
福島,3,3,アリステア,斎藤新　,-111.0,214.0,382.0,-632.0,625.0,,478.0,6.0
福島,3,4,ベラジオボヤージュ,舟山瑠泉,,,,,,,,
福島,3,5,アンヘリート,川須栄彦,0.0,-1040.0,-2100.0,-1803.0,-2819.0,,-7762.0,13.0
福島,3,6,ヒサエノオモカゲ,内田博幸,-584.0,-558.0,-1314.0,-3480.0,-1358.0,,-7294.0,12.0
福島,3,7,ティアップドライブ,丸田恭介,-549.0,-353.0,1727.0,840.0,1212.0,,2877.0,4.0
福島,3,8,キタノブレイク,丹内祐次,-603.0,665.0,-92.0,3048.0,3082.0,,6100.0,2.0
福島,3,9,ポジティビティ,泉谷楓真,525.0,-365.0,-139.0,247.0,353.0,,621.0,5.0
福島,3,10,タイセイバンクール,菊沢一樹,1926.0,3343.0,2401.0,1567.0,2520.0,,11757.0,1.0
福島,3,11,エイシンヤタガラス,川又賢治,50.0,-233.0,-28.0,-500.0,-557.0,,-1268.0,8.0
福島,3,12,グロワールスカイ,松岡正海,18.0,379.0,-2983.0,-380.0,965.0,,-2001.0,9.0
福島,3,13,バーンズベリー,横山琉人,128.0,-1045.0,567.0,1004.0,-563.0,,91.0,7.0
福島,3,14,ビリーヴアンドラン,秋山稔樹,340.0,651.0,1621.0,1121.0,1410.0,,5143.0,3.0
福島,3,15,ジーティートゥルー,丸山元気,-597.0,-218.0,-955.0,-894.0,-1593.0,,-4257.0,11.0
福島,4,1,サクラジマ,川端海翼,-687.0,-2206.0,-19.0,1647.0,-137.0,,-1402.0,8.0
福島,4,2,アッケシ,吉田隼人,84.0,-220.0,-533.0,-978.0,-649.0,,-2296.0,11.0
福島,4,3,アドバンスオーセン,松本大輝,-1.0,177.0,-740.0,378.0,710.0,,524.0,6.0
福島,4,4,コルヴィーナ,柴田裕一,-1747.0,-1251.0,-3832.0,695.0,-2814.0,,-8949.0,15.0
福島,4,5,フォルトレス,荻野極　,-868.0,-421.0,-679.0,1835.0,-1724.0,,-1857.0,9.0
福島,4,6,シベリアンデネブ,松岡正海,18.0,379.0,1912.0,213.0,965.0,,3487.0,4.0
福島,4,7,ニシノカスガイ,今村聖奈,546.0,-1511.0,-920.0,-913.0,-2239.0,,-5037.0,13.0
福島,4,8,ロネット,秋山稔樹,340.0,651.0,101.0,819.0,1410.0,,3321.0,5.0
福島,4,9,キャナルクルーズ,嶋田純次,20.0,-40.0,768.0,61.0,-301.0,,508.0,7.0
福島,4,10,ラッキーカムカム,永島まな,-699.0,-2700.0,-4025.0,-3380.0,-4167.0,,-14971.0,16.0
