場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
福島,1,1,フレーズボンボン,中舘英二,94.0,97.0,103.0,89.0,97.0,99.0,,,96.5,10.0
福島,1,2,レトロブーム,西田雄一,78.0,107.0,104.0,92.0,102.0,99.0,79.0,,94.429,12.0
福島,1,3,ゴールドシャーク,水野貴広,109.0,100.0,106.0,100.0,86.0,106.0,95.0,,100.286,8.0
福島,1,4,カツノトゥウェルヴ,伊藤伸一,78.0,84.0,82.0,77.0,94.0,94.0,,,84.833,15.0
福島,1,5,ドリームアンコール,田島俊明,117.0,94.0,104.0,105.0,99.0,99.0,,,103.0,4.0
福島,1,6,ワンダーサリュー,今野貞一,74.0,83.0,98.0,89.0,98.0,91.0,,,88.833,14.0
福島,1,7,ワンダーアンジェ,吉村圭司,131.0,100.0,108.0,107.0,116.0,110.0,,,112.0,1.0
福島,1,8,ベルトネ,牧光二　,105.0,110.0,104.0,106.0,103.0,104.0,73.0,,100.714,7.0
福島,1,9,ジョイナーテソーロ,畠山吉宏,80.0,97.0,103.0,96.0,90.0,97.0,,,93.833,13.0
福島,1,10,ヒタムキ,鈴木慎太,116.0,109.0,109.0,110.0,113.0,110.0,,,111.167,2.0
福島,1,11,コモモチャン,牧浦充徳,123.0,102.0,105.0,105.0,107.0,110.0,114.0,,109.429,3.0
福島,1,12,ニッシンゲッポ,金成貴史,86.0,107.0,113.0,101.0,101.0,103.0,98.0,,101.286,5.0
福島,1,13,メイショウドライブ,鈴木孝志,96.0,91.0,104.0,98.0,92.0,100.0,,,96.833,9.0
福島,1,14,キャラメリー,佐藤吉勝,136.0,88.0,107.0,82.0,103.0,90.0,,,101.0,6.0
福島,1,15,フェデルミエール,中川公成,74.0,99.0,103.0,105.0,109.0,88.0,,,96.333,11.0
福島,1,16,カフェアリス,柄崎将寿,,,,,,,,,,
福島,2,1,ノブダブルホワイト,松永康利,112.0,99.0,95.0,105.0,95.0,101.0,,,101.167,7.0
福島,2,2,レイリースピリット,浜田多実,67.0,108.0,92.0,106.0,104.0,99.0,,,96.0,10.0
福島,2,3,ブライティアブーケ,小林真也,104.0,97.0,94.0,105.0,106.0,105.0,,,101.833,6.0
福島,2,4,アスコットレイ,粕谷昌央,62.0,98.0,79.0,91.0,104.0,88.0,,,87.0,14.0
福島,2,5,シーザサンライズ,牧浦充徳,123.0,102.0,110.0,105.0,107.0,110.0,114.0,,110.143,3.0
福島,2,6,ユーティジャーニー,矢嶋大樹,44.0,117.0,84.0,148.0,90.0,86.0,226.0,,113.571,1.0
福島,2,7,エコロジェイド,小西一男,79.0,82.0,78.0,102.0,93.0,99.0,106.0,,91.286,13.0
福島,2,8,クリノボタンチャン,大橋勇樹,93.0,107.0,99.0,114.0,94.0,105.0,92.0,,100.571,9.0
福島,2,9,ミストラルフェザー,茶木太樹,91.0,102.0,86.0,97.0,98.0,96.0,,,95.0,11.0
福島,2,10,キャンディリボン,清水英克,112.0,109.0,119.0,107.0,100.0,111.0,,,109.667,4.0
福島,2,11,リケアコンパンナ,村田一誠,105.0,75.0,82.0,81.0,76.0,79.0,93.0,,84.429,15.0
福島,2,12,ルナティックアイ,村田一誠,105.0,75.0,82.0,81.0,76.0,79.0,,,83.0,16.0
福島,2,13,ブラックソンソルト,松永幹夫,136.0,108.0,99.0,108.0,106.0,107.0,,,110.667,2.0
福島,2,14,スピードイエロー,佐々木晶,87.0,103.0,105.0,110.0,113.0,104.0,,,103.667,5.0
福島,2,15,アンダーザライト,宮田敬介,69.0,96.0,96.0,95.0,89.0,86.0,109.0,,91.429,12.0
福島,2,16,シャンハイノハナ,牧光二　,105.0,110.0,106.0,106.0,103.0,104.0,73.0,,101.0,8.0
福島,3,1,グランダイト,奥村武　,98.0,87.0,87.0,90.0,93.0,97.0,93.0,,92.143,12.0
福島,3,2,サニースマイル,羽月友彦,131.0,101.0,100.0,98.0,102.0,100.0,104.0,,105.143,3.0
福島,3,3,アリステア,斎藤誠　,95.0,109.0,103.0,103.0,90.0,101.0,,,100.167,7.0
福島,3,4,ベラジオボヤージュ,上原佑紀,128.0,95.0,108.0,102.0,105.0,118.0,,,109.333,1.0
福島,3,5,アンヘリート,高橋一哉,177.0,65.0,63.0,52.0,86.0,84.0,,,87.833,14.0
福島,3,6,ヒサエノオモカゲ,千葉直人,76.0,118.0,100.0,110.0,77.0,87.0,,,94.667,11.0
福島,3,7,ティアップドライブ,奥平雅士,114.0,97.0,97.0,95.0,102.0,112.0,,,102.833,5.0
福島,3,8,キタノブレイク,本間忍　,77.0,92.0,88.0,87.0,82.0,79.0,,,84.167,15.0
福島,3,9,ポジティビティ,飯田祐史,102.0,108.0,97.0,105.0,89.0,93.0,114.0,,101.143,6.0
福島,3,10,タイセイバンクール,西村真幸,98.0,98.0,90.0,88.0,95.0,96.0,108.0,,96.143,10.0
福島,3,11,エイシンヤタガラス,渡辺薫彦,145.0,94.0,94.0,98.0,105.0,103.0,104.0,,106.143,2.0
福島,3,12,グロワールスカイ,加藤士津,87.0,94.0,104.0,90.0,106.0,104.0,,,97.5,9.0
福島,3,13,バーンズベリー,尾関知人,116.0,92.0,93.0,88.0,100.0,99.0,,,98.0,8.0
福島,3,14,ビリーヴアンドラン,蛯名利弘,77.0,86.0,93.0,103.0,85.0,90.0,,,89.0,13.0
福島,3,15,ジーティートゥルー,田島俊明,117.0,94.0,104.0,105.0,102.0,99.0,,,103.5,4.0
福島,4,1,サクラジマ,高橋文雅,93.0,95.0,95.0,90.0,102.0,102.0,,,96.167,9.0
福島,4,2,アッケシ,西園正都,87.0,95.0,93.0,104.0,103.0,102.0,102.0,,98.0,6.0
福島,4,3,アドバンスオーセン,森秀行　,126.0,98.0,106.0,98.0,109.0,105.0,,,107.0,2.0
福島,4,4,コルヴィーナ,渡辺薫彦,145.0,94.0,107.0,98.0,96.0,103.0,,,107.167,1.0
福島,4,5,フォルトレス,国枝栄　,78.0,86.0,95.0,86.0,91.0,95.0,,,88.5,12.0
福島,4,6,シベリアンデネブ,水野貴広,109.0,100.0,84.0,100.0,86.0,106.0,91.0,,96.571,8.0
福島,4,7,ニシノカスガイ,村田一誠,105.0,75.0,82.0,81.0,76.0,79.0,,,83.0,15.0
福島,4,8,ロネット,浜田多実,67.0,108.0,92.0,106.0,104.0,99.0,,,96.0,10.0
福島,4,9,キャナルクルーズ,大竹正博,85.0,107.0,97.0,97.0,96.0,91.0,,,95.5,11.0
福島,4,10,ラッキーカムカム,中村直也,97.0,109.0,97.0,99.0,85.0,97.0,95.0,,97.0,7.0
福島,4,11,タマカヅラ,斎藤誠　,95.0,109.0,97.0,103.0,109.0,101.0,,,102.333,4.0
福島,4,12,フェスティヴイリス,清水英克,112.0,109.0,119.0,107.0,100.0,111.0,87.0,,106.429,3.0
福島,4,13,グリフォン,小椋研介,21.0,58.0,63.0,36.0,78.0,57.0,,,52.167,16.0
福島,4,14,ペイシャアーサー,本間忍　,77.0,92.0,95.0,87.0,97.0,79.0,,,87.833,13.0
福島,4,15,モリオン,尾形和幸,93.0,94.0,103.0,95.0,87.0,96.0,35.0,,86.143,14.0
