場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
福島,1,1,フレーズボンボン,ゴールドドリーム,106.0,66.0,94.0,52.0,102.0,106.0,,,87.667,12.0
福島,1,2,レトロブーム,エスポワールシチー,95.0,115.0,108.0,106.0,108.0,110.0,116.0,,108.286,4.0
福島,1,3,ゴールドシャーク,オルフェーヴル,127.0,103.0,99.0,104.0,101.0,103.0,103.0,,105.714,7.0
福島,1,4,カツノトゥウェルヴ,ヘニーヒューズ,120.0,108.0,103.0,103.0,101.0,102.0,113.0,,107.143,5.0
福島,1,5,ドリームアンコール,ゴールドドリーム,106.0,66.0,94.0,52.0,102.0,106.0,,,87.667,12.0
福島,1,6,ワンダーサリュー,ノーブルミッション,,,,,,,,,,
福島,1,7,ワンダーアンジェ,ディーマジェスティ,95.0,102.0,106.0,108.0,103.0,105.0,113.0,,104.571,8.0
福島,1,8,ベルトネ,パイロ,107.0,104.0,105.0,112.0,102.0,106.0,,,106.0,6.0
福島,1,9,ジョイナーテソーロ,フィエールマン,64.0,123.0,118.0,107.0,103.0,68.0,,,97.167,10.0
福島,1,10,ヒタムキ,サトノアラジン,77.0,94.0,95.0,95.0,99.0,97.0,92.0,,92.714,11.0
福島,1,11,コモモチャン,ノーブルミッション,,,,,,,,,,
福島,1,12,ニッシンゲッポ,フォーウィールドライブ,92.0,117.0,116.0,133.0,113.0,125.0,,,116.0,1.0
福島,1,13,メイショウドライブ,フォーウィールドライブ,92.0,117.0,116.0,133.0,113.0,125.0,,,116.0,1.0
福島,1,14,キャラメリー,アニマルキングダム,21.0,90.0,95.0,97.0,78.0,101.0,78.0,,80.0,14.0
福島,1,15,フェデルミエール,ゴールドアクター,119.0,114.0,96.0,113.0,95.0,114.0,113.0,,109.143,3.0
福島,1,16,カフェアリス,ブリックスアンドモルタル,100.0,98.0,94.0,103.0,100.0,97.0,103.0,,99.286,9.0
福島,2,1,ノブダブルホワイト,バゴ,98.0,87.0,97.0,85.0,103.0,101.0,,,95.167,13.0
福島,2,2,レイリースピリット,シルバーステート,97.0,92.0,104.0,98.0,97.0,99.0,,,97.833,9.0
福島,2,3,ブライティアブーケ,カレンブラックヒル,100.0,102.0,96.0,92.0,105.0,102.0,,,99.5,7.0
福島,2,4,アスコットレイ,モズアスコット,21.0,109.0,117.0,109.0,117.0,,,,94.6,14.0
福島,2,5,シーザサンライズ,リオンディーズ,111.0,94.0,98.0,92.0,97.0,102.0,103.0,,99.571,6.0
福島,2,6,ユーティジャーニー,ヤングマンパワー,,,,,,,,,,
福島,2,7,エコロジェイド,レッドファルクス,110.0,98.0,86.0,100.0,99.0,98.0,,,98.5,8.0
福島,2,8,クリノボタンチャン,ミッキーアイル,99.0,103.0,107.0,97.0,102.0,103.0,,,101.833,4.0
福島,2,9,ミストラルフェザー,モーリス,88.0,100.0,99.0,99.0,97.0,98.0,96.0,,96.714,11.0
福島,2,10,キャンディリボン,タワーオブロンドン,88.0,107.0,108.0,102.0,98.0,,,,100.6,5.0
福島,2,11,リケアコンパンナ,ビッグアーサー,103.0,88.0,100.0,89.0,96.0,96.0,,,95.333,12.0
福島,2,12,ルナティックアイ,ロジャーバローズ,82.0,89.0,96.0,97.0,105.0,81.0,93.0,,91.857,15.0
福島,2,13,ブラックソンソルト,アドマイヤマーズ,114.0,95.0,95.0,104.0,116.0,,,,104.8,3.0
福島,2,14,スピードイエロー,ルヴァンスレーヴ,174.0,90.0,221.0,115.0,133.0,68.0,,,133.5,1.0
福島,2,15,アンダーザライト,サートゥルナーリア,89.0,101.0,94.0,105.0,96.0,,,,97.0,10.0
福島,2,16,シャンハイノハナ,シャンハイボビー,143.0,105.0,91.0,97.0,101.0,104.0,,,106.833,2.0
福島,3,1,グランダイト,ドレフォン,98.0,107.0,107.0,105.0,105.0,104.0,106.0,,104.571,2.0
福島,3,2,サニースマイル,ビッグアーサー,103.0,88.0,87.0,89.0,86.0,96.0,86.0,,90.714,9.0
福島,3,3,アリステア,キタサンブラック,96.0,106.0,105.0,97.0,101.0,103.0,,,101.333,5.0
福島,3,4,ベラジオボヤージュ,Wootton Bassett,,,,,,,,,,
福島,3,5,アンヘリート,ノーブルミッション,,,,,,,,,,
福島,3,6,ヒサエノオモカゲ,ノーブルミッション,,,,,,,,,,
