場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
福島,1,未勝利,ダート,1150,良,1,カンタベリーノブシ,2歳,小林凌大,石栗龍彦,追込,,0.0,短距離,右回り,,Lv3 ,476,,距離短縮
福島,1,未勝利,ダート,1150,良,2,コンパクトファイト,2歳,石神深道,天間昭一,追込,,,短距離,右回り,,Lv3 ,424,休明初戦,距離短縮
福島,1,未勝利,ダート,1150,良,3,スカイダイバー,2歳,丸山元気,宗像義忠,差し,,,短距離,右回り,,Lv3 ,446,,距離短縮
福島,1,未勝利,ダート,1150,良,4,ビッグスリック,2歳,土田真翔,田村康仁,,,,短距離,右回り,,Lv3 ,492,,
福島,1,未勝利,ダート,1150,良,5,ディーエスショウマ,2歳,鮫島克駿,橋口慎介,逃げ,,,短距離,右回り,,Lv3 ,460,,距離短縮
福島,1,未勝利,ダート,1150,良,6,コパカツ,2歳,永島まな,奥平雅士,先行,,0.0,短距離,右回り,,Lv3 ,506,,距離短縮
福島,1,未勝利,ダート,1150,良,7,ハルサメ,2歳,高杉吏麒,西園翔太,先行,,0.0,短距離,右回り,,Lv3 ,420,休明初戦,距離短縮
福島,1,未勝利,ダート,1150,良,8,チェスター,2歳,小林脩斗,菊川正達,差し,,,短距離,右回り,,Lv3 ,470,,距離短縮
福島,1,未勝利,ダート,1150,良,9,ラッキーカムカム,2歳,丹内祐次,中村直也,逃げ,,,短距離,右回り,,Lv3 ,460,休明初戦,距離短縮
福島,1,未勝利,ダート,1150,良,10,アイアンソリッド,2歳,西塚洸二,本間忍,逃げ,,50.0,短距離,右回り,,Lv3 ,452,,距離短縮
福島,1,未勝利,ダート,1150,良,11,ユリ,2歳,石田拓郎,伊藤圭三,先行,,50.0,短距離,右回り,,Lv3 ,484,休明2走,距離短縮
福島,1,未勝利,ダート,1150,良,12,ブルドッグキング,2歳,斎藤新,斎藤誠,逃げ,100.0,66.66666666666666,短距離,右回り,,Lv3 ,490,,
福島,1,未勝利,ダート,1150,良,13,コパノオーランド,2歳,河原田菜,村山明,先行,0.0,0.0,短距離,右回り,,Lv3 ,484,休明初戦,距離短縮
