,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2022,27.0,57.0,,48.0,34.0,2.0,19.0,65.0,14.0,5.0,17.0,12.0,3.0,29.0,4.0,,,,6.0,20.0,5.0,56.0,23.0,,
2023,34.0,72.0,,59.0,46.0,1.0,47.0,59.0,14.0,12.0,9.0,17.0,20.0,19.0,10.0,,1.0,4.0,8.0,26.0,10.0,61.0,34.0,1.0,
2024,33.0,36.0,24.0,45.0,23.0,25.0,39.0,54.0,,2.0,17.0,31.0,6.0,21.0,2.0,4.0,,10.0,6.0,8.0,5.0,55.0,26.0,7.0,
2025,7.0,36.0,51.0,20.0,22.0,52.0,33.0,61.0,,,14.0,20.0,12.0,32.0,1.0,2.0,4.0,9.0,3.0,15.0,2.0,71.0,11.0,10.0,
