場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
中山,1,未勝利,ダート,1800,重,1,ブルーミーティア,2歳,津村明秀,鈴木伸尋,逃げ,,100.0,中距離,右回り,ダ道悪,Lv2 ,モズアスコット,,,1,B,12.9,5.0,12.9,2.0,38.2,,38.3,4.0,C,,,,
中山,1,未勝利,ダート,1800,重,2,タイセツナヒ,2歳,原優介,杉浦宏昭,差し,0.0,0.0,中距離,右回り,ダ道悪,Lv2 ,ホッコータルマエ,,,3,C,13.4,10.0,13.4,7.0,38.6,,39.5,6.0,D,,,,
中山,1,未勝利,ダート,1800,重,3,ニシノロッドマン,2歳,野中悠太,矢嶋大樹,追込,0.0,0.0,中距離,右回り,ダ道悪,Lv2 ,リーチザクラウン,,,11,E,13.7,12.0,13.7,10.0,39.0,,39.6,,D,,,,
中山,1,未勝利,ダート,1800,重,4,テンバコウクウ,2歳,黛弘人,柄崎将寿,追込,,0.0,中距離,右回り,ダ道悪,Lv2 ,ハッピースプリント,休明2走,距離延長,10,E,13.4,10.0,13.8,11.0,38.8,,40.3,,C,C,,,
中山,1,未勝利,ダート,1800,重,5,フラクタル,2歳,木幡巧也,牧光二,先行,0.0,0.0,中距離,右回り,ダ道悪,Lv2 ,フィレンツェファイア,,,7,D,12.8,4.0,13.2,4.0,37.9,6.0,41.6,,B,B,C,,
中山,1,未勝利,ダート,1800,重,6,ウィングブルー,2歳,戸崎圭太,斎藤誠,先行,,,中距離,右回り,ダ道悪,Lv2 ,アドマイヤマーズ,,,2,B,12.6,2.0,12.6,1.0,,,,,C,D,,,
中山,1,未勝利,ダート,1800,重,7,カシノユメミヅキ,2歳,土田真翔,和田雄二,追込,0.0,,中距離,右回り,ダ道悪,Lv2 ,メイショウボーラー,,距離延長,13,E,12.2,1.0,13.5,8.0,37.6,4.0,38.7,5.0,D,C,C,C,
中山,1,未勝利,ダート,1800,重,8,ラシューバ,2歳,横山典弘,栗田徹,差し,0.0,0.0,中距離,右回り,ダ道悪,Lv2 ,フィエールマン,休明2走,,5,C,13.2,7.0,13.5,8.0,38.7,,40.6,,D,C,,,
中山,1,未勝利,ダート,1800,重,9,マツリダシリウス,2歳,武藤雅,水野貴広,追込,,,中距離,右回り,ダ道悪,Lv2 ,ウインバリアシオン,,距離延長,9,D,13.8,13.0,13.8,11.0,37.6,4.0,38.2,3.0,C,C,,,
中山,1,未勝利,ダート,1800,重,10,ラフレードピエル,2歳,菊沢一樹,萱野浩二,差し,,0.0,中距離,右回り,ダ道悪,Lv2 ,クリソベリル,,,4,C,12.7,3.0,13.8,11.0,35.9,1.0,37.5,1.0,C,C,C,,
中山,1,未勝利,ダート,1800,重,11,グレースチャクラ,2歳,上里直汰,加藤士津,追込,0.0,,中距離,右回り,ダ道悪,Lv2 ,オルフェーヴル,,距離延長,12,E,13.3,8.0,13.3,5.0,37.3,2.0,40.4,,C,,,,
中山,1,未勝利,ダート,1800,重,12,ドレドレ,2歳,石神深道,矢嶋大樹,追込,0.0,,中距離,右回り,ダ道悪,Lv2 ,ドレフォン,,距離延長,6,D,13.3,8.0,13.3,5.0,37.3,2.0,37.6,2.0,C,,,,
中山,1,未勝利,ダート,1800,重,13,ソウルサヴァイヴ,2歳,丹内祐次,岩戸孝樹,追込,,,中距離,右回り,ダ道悪,Lv2 ,ロジャーバローズ,,,8,D,13.0,6.0,13.0,3.0,,,,,D,,,,
中山,2,未勝利,芝,2000,良,1,マイネルモンテュス,2歳,野中悠太,和田勇介,差し,0.0,0.0,中距離,右回り,,Lv2 ,ゴールドシップ,,,9,D,13.2,4.0,13.2,3.0,38.2,,34.9,5.0,C,B,,,
中山,2,未勝利,芝,2000,良,2,クールフィデル,2歳,佐々木大,和田勇介,差し,,,中距離,右回り,,Lv2 ,サートゥルナーリア,,距離延長,6,C,13.4,7.0,13.4,7.0,37.7,6.0,34.5,4.0,B,,,,
中山,2,未勝利,芝,2000,良,3,コスモラムバック,2歳,武藤雅,水野貴広,追込,0.0,0.0,中距離,右回り,,Lv2 ,ゴールドシップ,,,14,E,13.5,9.0,13.5,8.0,38.6,,34.3,3.0,C,B,,,
中山,2,未勝利,芝,2000,良,4,ビレッジルイーザ,2歳,谷原柚希,伊藤圭三,追込,,,中距離,右回り,,Lv2 ,ノーブルミッション,休明初戦,距離延長,13,E,13.7,10.0,13.7,9.0,37.1,3.0,39.3,,B,,,,
中山,2,未勝利,芝,2000,良,5,モリインビクタス,2歳,杉原誠人,伊藤大士,先行,0.0,0.0,中距離,右回り,,Lv2 ,ストーミーシー,休明2走,,12,E,13.4,7.0,13.9,11.0,37.4,4.0,33.8,1.0,C,B,,,
中山,2,未勝利,芝,2000,良,6,シルバーゴールド,2歳,吉田豊,戸田博文,先行,,,中距離,右回り,,Lv2 ,シルバーステート,,距離延長,4,C,13.2,4.0,13.3,5.0,37.4,4.0,35.4,6.0,B,D,,,
中山,2,未勝利,芝,2000,良,7,アルデキングダム,2歳,江田照男,村田一誠,追込,,,中距離,右回り,,Lv2 ,アニマルキングダム,,距離延長,11,E,14.1,13.0,14.1,13.0,40.5,,38.3,,C,,,,
中山,2,未勝利,芝,2000,良,8,ハデステソーロ,2歳,丹内祐次,武市康男,差し,,0.0,中距離,右回り,,Lv2 ,キタサンブラック,休明初戦,,7,D,13.7,10.0,13.7,9.0,41.1,,36.2,,C,,,,
中山,2,未勝利,芝,2000,良,9,ピコマーキス,2歳,荻野極,上原佑紀,追込,,,中距離,右回り,,Lv2 ,ブリックスアンドモルタル,,距離延長,10,D,14.3,14.0,14.3,14.0,41.3,,40.1,,C,,,,
