,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,347.0,362.0,,345.0,345.0,19.0,346.0,363.0,,,28.0,129.0,5.0,14.0,212.0,,136.0,185.0,100.0,171.0,55.0,255.0,359.0,27.0,13.0
2022,281.0,326.0,,275.0,307.0,25.0,180.0,427.0,6.0,,32.0,50.0,11.0,7.0,119.0,,207.0,175.0,57.0,116.0,41.0,206.0,324.0,24.0,12.0
2023,319.0,282.0,,254.0,312.0,35.0,173.0,428.0,73.0,81.0,56.0,93.0,,5.0,80.0,48.0,86.0,79.0,122.0,128.0,32.0,179.0,340.0,31.0,19.0
2024,221.0,205.0,,185.0,219.0,22.0,105.0,321.0,53.0,47.0,18.0,52.0,2.0,9.0,51.0,94.0,4.0,96.0,61.0,67.0,25.0,146.0,221.0,20.0,14.0
2025,107.0,139.0,,135.0,103.0,8.0,100.0,146.0,,,30.0,16.0,,7.0,84.0,44.0,65.0,,18.0,23.0,26.0,77.0,126.0,8.0,9.0
