場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
札幌,1,1,ソルプレーザ,エイシンフラッシュ,76.0,94.0,83.0,75.0,90.0,86.0,,,84.0,6.0
札幌,1,2,ラシッド,マクマホン,,,,,,,,,,
札幌,1,3,アイムスティルミー,ダノンバラード,127.0,100.0,107.0,120.0,104.0,103.0,,,110.167,1.0
札幌,1,4,ジャストビート,デクラレーションオブウォー,124.0,99.0,103.0,104.0,95.0,100.0,,,104.167,2.0
札幌,1,5,ヴィラジョヴィス,ハービンジャー,110.0,99.0,101.0,102.0,98.0,104.0,,,102.333,5.0
札幌,1,6,シャインヴィーラ,オルフェーヴル,109.0,103.0,105.0,95.0,103.0,103.0,,,103.0,4.0
札幌,1,7,ブルームオブピース,デクラレーションオブウォー,124.0,99.0,103.0,104.0,95.0,100.0,,,104.167,2.0
札幌,1,8,チェンドル,アルアイン,67.0,82.0,88.0,92.0,84.0,88.0,,,83.5,7.0
札幌,2,1,インユアアイズ,ロードカナロア,101.0,98.0,100.0,97.0,102.0,96.0,112.0,,100.857,7.0
札幌,2,2,ブラックエンパイア,ゴールドドリーム,303.0,66.0,94.0,52.0,102.0,,,,123.4,3.0
札幌,2,3,フルグライト,オーヴァルエース,,,,,,,,,,
札幌,2,4,ハナヒラク,サングラス,,,,,,,,,,
札幌,2,5,ローレルゼロ,ブルドッグボス,,,,,,,,,,
札幌,2,6,メイショウルーチェ,ダノンレジェンド,97.0,102.0,116.0,110.0,111.0,114.0,,,108.333,5.0
札幌,2,7,オンサイト,アドミラブル,,,,,,,,,,
札幌,2,8,カービスベイ,タワーオブロンドン,155.0,107.0,81.0,102.0,98.0,,,,108.6,4.0
札幌,2,9,デルタニュートラル,モズアスコット,174.0,109.0,117.0,109.0,117.0,140.0,,,127.667,2.0
札幌,2,10,ステラノヴァ,ベストウォーリア,126.0,88.0,99.0,91.0,101.0,97.0,,,100.333,8.0
札幌,2,11,マカニ,ルヴァンスレーヴ,295.0,90.0,106.0,115.0,133.0,68.0,,,134.5,1.0
札幌,2,12,アンノドミニ,ドレフォン,115.0,107.0,107.0,105.0,103.0,104.0,110.0,,107.286,6.0
札幌,3,1,グラツィオーソ,ロゴタイプ,98.0,85.0,98.0,97.0,108.0,99.0,97.0,,97.429,7.0
札幌,3,2,ラルフテソーロ,スワーヴリチャード,90.0,101.0,89.0,94.0,105.0,92.0,102.0,,96.143,9.0
札幌,3,3,マイネルアース,ブリックスアンドモルタル,124.0,98.0,94.0,103.0,104.0,97.0,91.0,,101.571,5.0
札幌,3,4,ビザンティーノ,Masar,,,,,,,,,,
札幌,3,5,ジーティーララバイ,American Pharoah,142.0,113.0,105.0,104.0,94.0,103.0,104.0,,109.286,1.0
札幌,3,6,ハルフロンティア,レイデオロ,92.0,100.0,98.0,89.0,95.0,91.0,92.0,,93.857,10.0
札幌,3,7,アーロッタレット,Practical Joke,,,,,,,,,,
札幌,3,8,ミスターボビー,オルフェーヴル,109.0,103.0,99.0,104.0,103.0,103.0,,,103.5,4.0
札幌,3,9,シャドーストライク,サートゥルナーリア,116.0,101.0,116.0,89.0,96.0,,,,103.6,3.0
札幌,3,10,マンボルンバ,パドトロワ,,,,,,,,,,
札幌,3,11,トリプレーテ,Saxon Warrior,99.0,97.0,75.0,92.0,104.0,94.0,77.0,,91.143,11.0
札幌,3,12,アックアヴィリーレ,ドレフォン,115.0,107.0,107.0,105.0,105.0,104.0,110.0,,107.571,2.0
