場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
札幌,1,1,ソルプレーザ,舟山瑠泉,,,,,,,,
札幌,1,2,ラシッド,佐々木大,98.0,102.0,103.0,98.0,104.0,,101.0,4.0
札幌,1,3,アイムスティルミー,嶋田純次,21.0,99.0,108.0,97.0,97.0,,84.4,6.0
札幌,1,4,ジャストビート,丹内祐次,112.0,102.0,107.0,107.0,104.0,,106.4,2.0
札幌,1,5,ヴィラジョヴィス,キング　,,,,,,,,
札幌,1,6,シャインヴィーラ,松本大輝,157.0,102.0,92.0,93.0,106.0,,110.0,1.0
札幌,1,7,ブルームオブピース,古川吉洋,102.0,103.0,112.0,104.0,101.0,,104.4,3.0
札幌,1,8,チェンドル,小林美駒,90.0,102.0,97.0,96.0,,,96.25,5.0
札幌,2,1,インユアアイズ,キング　,,,,,,,,
札幌,2,2,ブラックエンパイア,荻野琢真,98.0,125.0,104.0,130.0,112.0,,113.8,2.0
札幌,2,3,フルグライト,松岡正海,152.0,102.0,88.0,101.0,104.0,,109.4,3.0
札幌,2,4,ハナヒラク,柴田裕一,91.0,96.0,104.0,82.0,,,93.25,7.0
札幌,2,5,ローレルゼロ,橋木太希,88.0,80.0,119.0,55.0,,,85.5,9.0
札幌,2,6,メイショウルーチェ,松本大輝,157.0,102.0,103.0,104.0,106.0,,114.4,1.0
札幌,2,7,オンサイト,丹内祐次,112.0,102.0,100.0,98.0,104.0,,103.2,5.0
札幌,2,8,カービスベイ,黛弘人　,112.0,108.0,110.0,99.0,109.0,,107.6,4.0
札幌,2,9,デルタニュートラル,和田陽希,,,,,,,,
札幌,2,10,ステラノヴァ,武豊　　,97.0,95.0,100.0,97.0,98.0,,97.4,6.0
札幌,2,11,マカニ,小林美駒,90.0,90.0,94.0,96.0,,,92.5,8.0
札幌,2,12,アンノドミニ,舟山瑠泉,,,,,,,,
札幌,3,1,グラツィオーソ,松岡正海,152.0,102.0,88.0,98.0,104.0,,108.8,2.0
札幌,3,2,ラルフテソーロ,丹内祐次,112.0,102.0,100.0,107.0,104.0,,105.0,6.0
札幌,3,3,マイネルアース,橋木太希,88.0,80.0,44.0,55.0,,,66.75,12.0
札幌,3,4,ビザンティーノ,横山琉人,97.0,93.0,103.0,106.0,97.0,,99.2,8.0
札幌,3,5,ジーティーララバイ,荻野琢真,98.0,125.0,104.0,101.0,112.0,,108.0,3.0
札幌,3,6,ハルフロンティア,鮫島克駿,101.0,107.0,105.0,107.0,106.0,,105.2,5.0
札幌,3,7,アーロッタレット,小林美駒,90.0,90.0,97.0,96.0,,,93.25,10.0
