場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
札幌,1,1,ヴンダーバール,ナダル,21.0,95.0,112.0,97.0,108.0,101.0,104.0,101.0,92.375,10.0
札幌,1,2,ワンモメンタム,ルヴァンスレーヴ,295.0,90.0,106.0,114.0,114.0,133.0,77.0,91.0,127.5,3.0
札幌,1,3,ナムラシンジロー,ミッキーアイル,92.0,103.0,97.0,103.0,100.0,103.0,99.0,100.0,99.625,9.0
札幌,1,4,ワンインザスカイ,デクラレーションオブウォー,124.0,99.0,96.0,104.0,95.0,100.0,93.0,111.0,102.75,8.0
札幌,1,5,チャーリー,クリソベリル,,,,,,,,,,
札幌,1,6,ロードアマルフィ,ルヴァンスレーヴ,295.0,90.0,106.0,114.0,114.0,133.0,,,142.0,2.0
札幌,1,7,ハグレジョー,エスポワールシチー,96.0,115.0,108.0,126.0,106.0,110.0,,,110.167,5.0
札幌,1,8,スズランクイーン,アニマルキングダム,73.0,90.0,95.0,66.0,100.0,101.0,72.0,92.0,86.125,13.0
札幌,1,9,リフレックス,モーニン,64.0,90.0,88.0,98.0,89.0,92.0,93.0,95.0,88.625,12.0
札幌,1,10,レイサンソク,シスキン,123.0,95.0,135.0,107.0,185.0,221.0,,,144.333,1.0
札幌,1,11,チカマヨルキーナ,ナダル,21.0,95.0,112.0,97.0,108.0,101.0,,,89.0,11.0
札幌,1,12,ニミッツハイウェイ,ジャスタウェイ,126.0,104.0,103.0,98.0,99.0,102.0,,,105.333,7.0
札幌,1,13,ニャンタロウ,ホッコータルマエ,133.0,105.0,102.0,108.0,100.0,98.0,,,107.667,6.0
札幌,1,14,ユイノカタリベ,タワーオブロンドン,155.0,107.0,81.0,103.0,121.0,98.0,82.0,153.0,112.5,4.0
札幌,2,1,タイセイアビリティ,フォーウィールドライブ,123.0,117.0,116.0,133.0,113.0,,,,120.4,3.0
札幌,2,2,ジークリヒト,トーセンラー,81.0,91.0,85.0,96.0,106.0,99.0,88.0,84.0,91.25,12.0
札幌,2,3,ファンシーデイ,ニューイヤーズデイ,83.0,98.0,100.0,100.0,101.0,97.0,,,96.5,9.0
札幌,2,4,サツキレジーナ,リオンディーズ,92.0,94.0,99.0,92.0,97.0,102.0,,,96.0,10.0
札幌,2,5,メイショウハボマイ,マジェスティックウォリアー,109.0,91.0,103.0,105.0,100.0,105.0,95.0,111.0,102.375,8.0
札幌,2,6,レイワエポック,Mendelssohn,21.0,148.0,123.0,130.0,110.0,124.0,,,109.333,5.0
札幌,2,7,ダーカザンブラック,サートゥルナーリア,116.0,101.0,116.0,105.0,96.0,,,,106.8,7.0
札幌,2,8,デンリッレハウエル,レイデオロ,92.0,100.0,98.0,89.0,102.0,91.0,100.0,92.0,95.5,11.0
札幌,2,9,エイシンパルサー,エイシンヒカリ,153.0,124.0,104.0,115.0,114.0,114.0,,,120.667,2.0
札幌,2,10,ゴッドテソロ,フィエールマン,118.0,123.0,118.0,107.0,103.0,,,,113.8,4.0
札幌,2,11,タッカーバリアント,リアルスティール,97.0,113.0,108.0,110.0,112.0,104.0,106.0,107.0,107.125,6.0
札幌,2,12,タイセイルヴァン,ルヴァンスレーヴ,295.0,90.0,106.0,115.0,133.0,68.0,91.0,,128.286,1.0
札幌,3,1,スティレセイル,キズナ,98.0,104.0,105.0,104.0,105.0,104.0,100.0,,102.857,6.0
札幌,3,2,サトノベリル,サトノクラウン,82.0,86.0,94.0,93.0,88.0,95.0,93.0,,90.143,16.0
札幌,3,3,ストレートブラック,トーセンラー,81.0,91.0,98.0,96.0,84.0,99.0,,,91.5,15.0
札幌,3,4,コンスピラシー,アメリカンペイトリオット,78.0,99.0,107.0,97.0,102.0,106.0,,,98.167,13.0
札幌,3,5,スイートフェアリー,キズナ,98.0,104.0,105.0,104.0,105.0,104.0,,,103.333,5.0
札幌,3,6,ルーメン,リアルスティール,97.0,113.0,105.0,110.0,103.0,104.0,106.0,,105.429,2.0
札幌,3,7,スピアッジャローザ,ビーチパトロール,100.0,98.0,99.0,109.0,105.0,98.0,97.0,,100.857,11.0
札幌,3,8,ユナホークパワー,イスラボニータ,90.0,103.0,113.0,103.0,94.0,102.0,115.0,,102.857,6.0
札幌,3,9,サンタンドレア,エピファネイア,95.0,96.0,97.0,94.0,97.0,93.0,,,95.333,14.0
札幌,3,10,サイモンイロハニー,ゴールドシップ,105.0,102.0,101.0,102.0,102.0,103.0,,,102.5,9.0
札幌,3,11,メレサンク,ドレフォン,115.0,107.0,96.0,105.0,105.0,104.0,106.0,,105.429,2.0
札幌,3,12,シュエットアムール,ゴールドシップ,105.0,102.0,101.0,102.0,102.0,103.0,,,102.5,9.0
札幌,3,13,アルディスティーノ,イスラボニータ,90.0,103.0,113.0,103.0,94.0,102.0,115.0,,102.857,6.0
札幌,3,14,リックメイン,リアルスティール,97.0,113.0,105.0,110.0,103.0,104.0,95.0,,103.857,4.0
札幌,3,15,リュウゼツラン,ダノンバラード,127.0,100.0,107.0,98.0,104.0,103.0,,,106.5,1.0
札幌,3,16,テンミラージュ,ルーラーシップ,98.0,107.0,101.0,102.0,96.0,100.0,,,100.667,12.0
札幌,4,1,メイショウゲキハ,トランセンド,68.0,108.0,100.0,102.0,91.0,101.0,110.0,105.0,98.125,11.0
札幌,4,2,オキョンピー,ファインニードル,114.0,97.0,95.0,100.0,114.0,100.0,,,103.333,8.0
札幌,4,3,レッドアトラーニ,エピファネイア,95.0,96.0,88.0,94.0,97.0,93.0,88.0,91.0,92.75,13.0
札幌,4,4,ジーティーレイナ,ドレフォン,115.0,107.0,107.0,105.0,105.0,104.0,,,107.167,6.0
札幌,4,5,ワンダーヴァッフェ,ダノンレジェンド,97.0,102.0,116.0,110.0,113.0,114.0,,,108.667,4.0
札幌,4,6,トウカイフルーレ,ファインニードル,114.0,97.0,95.0,100.0,114.0,100.0,105.0,81.0,100.75,10.0
札幌,4,7,ノロシ,ウインブライト,160.0,107.0,121.0,99.0,99.0,76.0,180.0,,120.286,1.0
札幌,4,8,ゴールドブリーダー,ゴールドアクター,158.0,114.0,96.0,113.0,122.0,114.0,122.0,105.0,118.0,2.0
札幌,4,9,ミスターボビー,オルフェーヴル,109.0,103.0,99.0,104.0,103.0,103.0,,,103.5,7.0
