場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
札幌,1,1,ヴンダーバール,斎藤誠　,719.0,1148.0,673.0,54.0,-1630.0,202.0,,,1166.0,8.0
札幌,1,2,ワンモメンタム,萩原清　,57.0,614.0,382.0,8.0,533.0,229.0,,,1823.0,7.0
札幌,1,3,ナムラシンジロー,羽月友彦,129.0,59.0,-40.0,-525.0,231.0,-28.0,,,-174.0,11.0
札幌,1,4,ワンインザスカイ,松永幹夫,141.0,834.0,1549.0,186.0,1121.0,1482.0,,,5313.0,1.0
札幌,1,5,チャーリー,国枝栄　,30.0,-895.0,-611.0,-123.0,-744.0,-856.0,,,-3199.0,12.0
札幌,1,6,ロードアマルフィ,中村直也,359.0,845.0,-226.0,214.0,1871.0,-502.0,,,2561.0,5.0
札幌,1,7,ハグレジョー,岡田稲男,-22.0,58.0,745.0,-516.0,143.0,-138.0,,,270.0,9.0
札幌,1,8,スズランクイーン,谷潔　　,-396.0,-381.0,1748.0,925.0,-55.0,804.0,,,2645.0,4.0
札幌,1,9,リフレックス,金成貴史,-327.0,548.0,1519.0,398.0,226.0,449.0,,,2813.0,3.0
札幌,1,10,レイサンソク,吉村圭司,236.0,35.0,985.0,396.0,-372.0,1824.0,,,3104.0,2.0
札幌,1,11,チカマヨルキーナ,藤岡健一,308.0,-256.0,319.0,84.0,117.0,-691.0,,,-119.0,10.0
札幌,1,12,ニミッツハイウェイ,梅田智之,285.0,-462.0,-1800.0,-329.0,-1814.0,-1106.0,,,-5226.0,13.0
札幌,1,13,ニャンタロウ,武市康男,55.0,-2410.0,-2334.0,-96.0,-511.0,-1800.0,,,-7096.0,14.0
札幌,1,14,ユイノカタリベ,竹内正洋,85.0,269.0,1159.0,1157.0,-377.0,-57.0,,,2236.0,6.0
札幌,2,1,タイセイアビリティ,小林真也,38.0,-256.0,1467.0,368.0,730.0,878.0,,,3225.0,3.0
札幌,2,2,ジークリヒト,清水英克,615.0,929.0,-1236.0,761.0,1.0,1660.0,710.0,-974.0,2466.0,4.0
札幌,2,3,ファンシーデイ,藤野健太,-946.0,-1027.0,-1080.0,-1075.0,-1019.0,-509.0,-567.0,-1323.0,-7546.0,12.0
札幌,2,4,サツキレジーナ,石栗龍彦,-301.0,-196.0,722.0,94.0,1232.0,-251.0,,,1300.0,6.0
札幌,2,5,メイショウハボマイ,本田優　,-491.0,-2456.0,-268.0,-212.0,-63.0,-2053.0,,,-5543.0,10.0
札幌,2,6,レイワエポック,高柳大輔,-499.0,387.0,934.0,632.0,1307.0,1150.0,296.0,191.0,4398.0,2.0
札幌,2,7,ダーカザンブラック,坂口智康,-123.0,-873.0,-1371.0,-1777.0,-2208.0,-1133.0,,,-7485.0,11.0
札幌,2,8,デンリッレハウエル,林徹　　,-149.0,-335.0,-716.0,-95.0,-1424.0,-216.0,,,-2935.0,8.0
札幌,2,9,エイシンパルサー,田中剛　,131.0,1210.0,820.0,2070.0,247.0,1035.0,,,5513.0,1.0
札幌,2,10,ゴッドテソロ,角田晃一,-5.0,488.0,371.0,1151.0,67.0,59.0,-59.0,-136.0,1936.0,5.0
札幌,2,11,タッカーバリアント,田島俊明,-165.0,-704.0,670.0,635.0,-107.0,-186.0,,,143.0,7.0
札幌,2,12,タイセイルヴァン,新開幸一,-171.0,-329.0,-651.0,-1027.0,-535.0,-367.0,,,-3080.0,9.0
札幌,3,1,スティレセイル,福永祐一,-473.0,126.0,-109.0,389.0,183.0,479.0,179.0,,774.0,10.0
札幌,3,2,サトノベリル,吉岡辰弥,-432.0,491.0,316.0,1209.0,469.0,544.0,,,2597.0,5.0
札幌,3,3,ストレートブラック,奥平雅士,620.0,-334.0,722.0,-423.0,193.0,1552.0,-14.0,,2316.0,6.0
